event_id	source_position_id	semantic_execution	page	record	statement_id	locus	surface	card_no	component_parse	clause_id	card_clause_type	portable_card_reading_de	occurrence_action_senses_de	occurrence_frame_codes	containing_clause_de	silent_owner_de	complete_default_available
E012	SRC_E012	EXECUTE_ONCE	f10r	H1	H1-S002	f10r.5	qotchol	PROC012	OT+CH+OL	I001-C08	ACTION_CLAUSE	danach fortsetzen den laufenden Posten abziehen	abnehmen	CH:TAKE_OFF	danach den laufenden Posten weiter bis bereit abnehmen	abgebildete breit gezähnte radialblütige Pflanze	YES
E013	SRC_E013	EXECUTE_ONCE	f10r	H1	H1-S002	f10r.5	chol	PROC013	OL	I001-C08	SEQUENCE_OR_CONTINUATION	fortsetzen	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter bis bereit abnehmen	abgebildete breit gezähnte radialblütige Pflanze	YES
E014	SRC_E014	EXECUTE_ONCE	f10r	H1	H1-S002	f10r.5	cthy	PROC014	CTH+Y	I001-C08	STATE_OR_GRADE_PHRASE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter bis bereit abnehmen	abgebildete breit gezähnte radialblütige Pflanze	YES
E015	SRC_E015	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	ycheor	PROC015	Y+CH+E+OR	I002-C01	ACTION_CLAUSE	diesen Posten kurz abziehen	abziehen	CH:PREPARATION_DRAW	den laufenden Posten kurz abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E016	SRC_E016	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	cthy	PROC014	CTH+Y	I002-C02	STATE_OR_GRADE_PHRASE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E017	SRC_E017	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	chor	PROC016	OR	I002-C02	ARGUMENT_OR_ADDRESS	Ansatz	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E018	SRC_E018	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	cthaiin	PROC017	CTH+AIIN	I002-C02	STATE_OR_GRADE_PHRASE	bereit · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E019	SRC_E019	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	qoctholy	PROC018	O+CTH+OL+Y	I002-C02	STATE_OR_GRADE_PHRASE	Arbeitsgang · bereit · fortsetzen · dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E020	SRC_E020	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	dy	PROC019	Y	I002-C02	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E021	SRC_E021	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	chy	PROC019	Y	I002-C02	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E022	SRC_E022	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	taiin	PROC009	AIIN	I002-C02	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E023	SRC_E023	EXECUTE_ONCE	f10r	H2	H2-S001	f10r.6	shy	PROC019	Y	I002-C02	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E024	SRC_E024	EXECUTE_ONCE	f10r	H2	H2-S002	f10r.8	qotchor	PROC020	OT+CH+OR	I002-C02	ACTION_CLAUSE	danach den Ansatz abziehen	abziehen	CH:PREPARATION_DRAW	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E025	SRC_E025	EXECUTE_ONCE	f10r	H2	H2-S002	f10r.8	chor	PROC016	OR	I002-C03	ARGUMENT_OR_ADDRESS	Ansatz	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E026	SRC_E026	EXECUTE_ONCE	f10r	H2	H2-S002	f10r.8	otol	PROC021	OT+OL	I002-C03	SEQUENCE_OR_CONTINUATION	danach · fortsetzen	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E027	SRC_E027	EXECUTE_ONCE	f10r	H2	H2-S002	f10r.8	chol	PROC013	OL	I002-C03	SEQUENCE_OR_CONTINUATION	fortsetzen	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E028	SRC_E028	EXECUTE_ONCE	f10r	H2	H2-S002	f10r.8	cholor	PROC022	OL+OR	I002-C03	SEQUENCE_OR_CONTINUATION	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E029	SRC_E029	EXECUTE_ONCE	f10r	H2	H2-S002	f10r.8	chol	PROC013	OL	I002-C03	SEQUENCE_OR_CONTINUATION	fortsetzen	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E030	SRC_E030	EXECUTE_ONCE	f10r	H2	H2-S002	f10r.8	daiin	PROC009	AIIN	I002-C03	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E031	SRC_E031	EXECUTE_ONCE	f10r	H2	H2-S002	f10r.8	dar	PROC003	AR	I002-C03	ARGUMENT_OR_ADDRESS	von dort	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E032	SRC_E032	EXECUTE_ONCE	f10r	H2	H2-S003	f10r.9	oykchor	PROC023	O+Y+K+OR	I002-C03	ACTION_CLAUSE	diesen Posten zuführen	zugeben	K:MATERIAL_ADD	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E033	SRC_E033	EXECUTE_ONCE	f10r	H2	H2-S003	f10r.9	shor	PROC016	OR	I002-C04	ARGUMENT_OR_ADDRESS	Ansatz	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten bis zur Sollstufe zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E034	SRC_E034	EXECUTE_ONCE	f10r	H2	H2-S003	f10r.9	chor	PROC016	OR	I002-C04	ARGUMENT_OR_ADDRESS	Ansatz	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten bis zur Sollstufe zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E035	SRC_E035	EXECUTE_ONCE	f10r	H2	H2-S003	f10r.9	chy	PROC019	Y	I002-C04	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten bis zur Sollstufe zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E036	SRC_E036	EXECUTE_ONCE	f10r	H2	H2-S003	f10r.9	kaiiin	PROC024	K+IIN	I002-C04	ACTION_CLAUSE	den laufenden Posten zuführen bis Sollstufe	zugeben	K:MATERIAL_ADD	den laufenden Posten bis zur Sollstufe zugeben	abgebildete breit gezähnte radialblütige Pflanze	YES
E037	SRC_E037	EXECUTE_ONCE	f10r	H2	H2-S003	f10r.9	dy	PROC019	Y	I002-C05	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E038	SRC_E038	EXECUTE_ONCE	f10r	H2	H2-S003	f10r.9	chodaiin	PROC025	CH+O+AIIN	I002-C05	ACTION_CLAUSE	den Arbeitsgang nach vorgeschriebenes Maß abziehen	abziehen	CH:PREPARATION_DRAW	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E039	SRC_E039	EXECUTE_ONCE	f11r	H3	H3-S001	f11r.1	tshol	PROC026	T+SH+OL	I003-C01	ACTION_CLAUSE	fortsetzen den laufenden Posten eintragen und halten	eintragen + halten	T:CONTINUE_ENTRY|SH:HOLD	den laufenden Posten weiter eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES
E040	SRC_E040	EXECUTE_ONCE	f11r	H3	H3-S001	f11r.1	schoal	PROC027	SH+O+AL	I003-C02	ACTION_CLAUSE	den Arbeitsgang an bezeichnete Stelle halten	an Ort halten	SH:TARGET_HOLD	den laufenden Posten an der bezeichneten Stelle im Arbeitsgang an Ort halten	abgebildete dicht blau blühende Kronenpflanze	YES
E041	SRC_E041	EXECUTE_ONCE	f11r	H3	H3-S001	f11r.1	cfhy	PROC028	CFH+Y	I003-C03	ACTION_CLAUSE	diesen Posten auswringen	auswringen	CFH:WRING	den laufenden Posten auswringen	abgebildete dicht blau blühende Kronenpflanze	YES
E042	SRC_E042	EXECUTE_ONCE	f11r	H3	H3-S001	f11r.1	shfydaiin	PROC029	SH+Y+AIIN	I003-C04	ACTION_CLAUSE	diesen Posten nach vorgeschriebenes Maß halten	halten	SH:HOLD	den laufenden Posten nach vorgeschriebenem Maß halten	abgebildete dicht blau blühende Kronenpflanze	YES
E043	SRC_E043	EXECUTE_ONCE	f11r	H3	H3-S001	f11r.1	cphy	PROC030	P+Y	I003-C05	ACTION_CLAUSE	diesen Posten hineingeben	hineingeben	P:INSERT	den laufenden Posten hineingeben	abgebildete dicht blau blühende Kronenpflanze	YES
E044	SRC_E044	EXECUTE_ONCE	f11r	H3	H3-S001	f11r.1	shey	PROC031	SH+EE+Y	I003-C06	ACTION_CLAUSE	diesen Posten länger halten	halten	SH:TIMED_HOLD	den laufenden Posten länger halten	abgebildete dicht blau blühende Kronenpflanze	YES
E045	SRC_E045	EXECUTE_ONCE	f11r	H3	H3-S001	f11r.1	tchody	PROC032	T+CH+O+DY	I003-C07	ACTION_CLAUSE	den Arbeitsgang eintragen und abziehen; Schritt schließen	abschließend eintragen + abziehen	T:COMMIT_ENTRY|CH:PREPARATION_DRAW	den laufenden Posten im Arbeitsgang abschließend eintragen und abziehen und den Schritt schließen	abgebildete dicht blau blühende Kronenpflanze	YES
E046	SRC_E046	EXECUTE_ONCE	f11r	H3	H3-S002	f11r.1	shoyty	PROC033	SH+O+Y+T+Y	I004-C01	ACTION_CLAUSE	diesen Posten halten und eintragen	halten + eintragen	SH:HOLD|T:PROCESS_ENTRY	den laufenden Posten im Arbeitsgang halten und eintragen	abgebildete dicht blau blühende Kronenpflanze	YES
E047	SRC_E047	EXECUTE_ONCE	f11r	H3	H3-S003	f11r.4	dchol	PROC034	OL	I004-C02	SEQUENCE_OR_CONTINUATION	fortsetzen	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter zugeben	abgebildete dicht blau blühende Kronenpflanze	YES
E048	SRC_E048	EXECUTE_ONCE	f11r	H3	H3-S003	f11r.4	chy	PROC019	Y	I004-C02	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter zugeben	abgebildete dicht blau blühende Kronenpflanze	YES
E049	SRC_E049	EXECUTE_ONCE	f11r	H3	H3-S003	f11r.4	kchy	PROC035	K+Y	I004-C02	ACTION_CLAUSE	diesen Posten zuführen	zugeben	K:ADD	den laufenden Posten weiter zugeben	abgebildete dicht blau blühende Kronenpflanze	YES
E050	SRC_E050	EXECUTE_ONCE	f11r	H3	H3-S003	f11r.4	dy	PROC019	Y	I004-C03	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES
E051	SRC_E051	EXECUTE_ONCE	f11r	H3	H3-S003	f11r.4	daiin	PROC009	AIIN	I004-C03	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES
E052	SRC_E052	EXECUTE_ONCE	f11r	H3	H3-S004	f11r.7	qotchy	PROC036	OT+Y	I004-C03	SEQUENCE_OR_CONTINUATION	danach · dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES
E053	SRC_E053	EXECUTE_ONCE	f11r	H3	H3-S004	f11r.7	okchol	PROC037	OK+OL	I004-C03	ACTION_CLAUSE	fortsetzen den laufenden Posten ansetzen	einsetzen	OK:MEASURED_CHARGE	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES
E054	SRC_E054	EXECUTE_ONCE	f11r	H3	H3-S004	f11r.7	cthy	PROC014	CTH+Y	I004-C03	STATE_OR_GRADE_PHRASE	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES
E055	SRC_E055	EXECUTE_ONCE	f11r	H3	H3-S004	f11r.7	dy	PROC019	Y	I004-C03	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	abgebildete dicht blau blühende Kronenpflanze	YES
E056	SRC_E056	EXECUTE_ONCE	f55v	H4	H4-S001	f55v.5	qokaiin	PROC038	OK+AIIN	I005-C01	ACTION_CLAUSE	den laufenden Posten nach vorgeschriebenes Maß ansetzen	einsetzen	OK:MEASURED_CHARGE	den laufenden Posten nach vorgeschriebenem Maß einsetzen	abgebildete breitblättrige rispige Pflanze	YES
E057	SRC_E057	EXECUTE_ONCE	f55v	H4	H4-S001	f55v.5	chaiin	PROC009	AIIN	I005-C02	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	abgebildete breitblättrige rispige Pflanze	YES
E058	SRC_E058	EXECUTE_ONCE	f55v	H4	H4-S001	f55v.5	ykain	PROC039	Y+K+AIN	I005-C02	ACTION_CLAUSE	diesen Posten nach Portion zuführen	dosiert zugeben	K:MEASURED_ADD	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	abgebildete breitblättrige rispige Pflanze	YES
E059	SRC_E059	EXECUTE_ONCE	f55v	H4	H4-S001	f55v.5	ykan	PROC040	Y+K+AIN	I005-C03	ACTION_CLAUSE	diesen Posten nach Portion zuführen	zugeben	K:MATERIAL_ADD	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	abgebildete breitblättrige rispige Pflanze	YES
E060	SRC_E060	EXECUTE_ONCE	f55v	H4	H4-S001	f55v.5	ody	PROC041	O+DY	I005-C03	CLOSE_WITHOUT_ACTION	Arbeitsgang; Schritt schließen	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	abgebildete breitblättrige rispige Pflanze	YES
E061	SRC_E061	EXECUTE_ONCE	f55v	H4	H4-S002	f55v.5	daiin	PROC009	AIIN	I006-C01	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	abgebildete breitblättrige rispige Pflanze	YES
E062	SRC_E062	EXECUTE_ONCE	f55v	H4	H4-S002	f55v.5	chedy	PROC042	CHD+Y	I006-C01	ACTION_CLAUSE	diesen Posten umsetzen	abmessen und umsetzen	CHD:MEASURED_TRANSFER	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	abgebildete breitblättrige rispige Pflanze	YES
E063	SRC_E063	EXECUTE_ONCE	f55v	H4	H4-S002	f55v.5	talam	PROC043	TALAM	I006-C02	ACTION_CLAUSE	den laufenden Posten verwahren	verwahren	TALAM:STORE	den laufenden Posten verwahren	abgebildete breitblättrige rispige Pflanze	YES
E064	SRC_E064	EXECUTE_ONCE	f55v	H4	H4-S003	f55v.11	ykaiin	PROC044	Y+K+AIIN	I006-C03	ACTION_CLAUSE	diesen Posten nach vorgeschriebenes Maß zuführen	dosiert zugeben	K:MEASURED_ADD	den laufenden Posten nach vorgeschriebenem Maß dosiert zugeben	abgebildete breitblättrige rispige Pflanze	YES
E065	SRC_E065	EXECUTE_ONCE	f55v	H4	H4-S003	f55v.11	cheoar	PROC045	CH+E+O+AR	I006-C04	ACTION_CLAUSE	den Arbeitsgang von dort kurz abziehen	entnehmen	CH:SOURCE_TAKE	den laufenden Posten von dort im Arbeitsgang kurz entnehmen	abgebildete breitblättrige rispige Pflanze	YES
E066	SRC_E066	EXECUTE_ONCE	f55v	H4	H4-S003	f55v.11	cheeky	PROC046	CHK+EE+Y	I006-C05	ACTION_CLAUSE	diesen Posten länger wärmen	temperieren	CHK:COMMIT_TEMPER	den laufenden Posten weiter länger temperieren und den Schritt schließen	abgebildete breitblättrige rispige Pflanze	YES
E067	SRC_E067	EXECUTE_ONCE	f55v	H4	H4-S003	f55v.11	oldy	PROC047	OL+DY	I006-C05	CLOSE_WITHOUT_ACTION	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter länger temperieren und den Schritt schließen	abgebildete breitblättrige rispige Pflanze	YES
E068	SRC_E068	EXECUTE_ONCE	f55v	H4	H4-S004	f55v.11	aiin	PROC009	AIIN	I007-C01	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	abgebildete breitblättrige rispige Pflanze	YES
E069	SRC_E069	EXECUTE_ONCE	f55v	H4	H4-S004	f55v.11	okal	PROC048	OK+AL	I007-C01	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	OK:TARGET_APPLY	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	abgebildete breitblättrige rispige Pflanze	YES
E070	SRC_E070	EXECUTE_ONCE	f55v	H4	H4-S004	f55v.11	oltchy	PROC049	OL+T+Y	I007-C02	ACTION_CLAUSE	fortsetzen diesen Posten eintragen	eintragen	T:MEASURED_ENTRY	den laufenden Posten weiter als Portion eintragen	abgebildete breitblättrige rispige Pflanze	YES
E071	SRC_E071	EXECUTE_ONCE	f55v	H4	H4-S004	f55v.11	or	PROC016	OR	I007-C02	ARGUMENT_OR_ADDRESS	Ansatz	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter als Portion eintragen	abgebildete breitblättrige rispige Pflanze	YES
E072	SRC_E072	EXECUTE_ONCE	f55v	H4	H4-S004	f55v.11	y	PROC019	Y	I007-C02	ARGUMENT_OR_ADDRESS	dieser Posten	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter als Portion eintragen	abgebildete breitblättrige rispige Pflanze	YES
E073	SRC_E073	EXECUTE_ONCE	f55v	H4	H4-S004	f55v.11	orain	PROC050	OR+AIN	I007-C02	ARGUMENT_OR_ADDRESS	Ansatz · Portion	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter als Portion eintragen	abgebildete breitblättrige rispige Pflanze	YES
E074	SRC_E074	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.5	chochor	PROC051	HO+CH+OR	I008-C01	ACTION_CLAUSE	den Gabe und Ansatz abziehen	abziehen	CH:PREPARATION_DRAW	den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES
E075	SRC_E075	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.5	cho	PROC052	HO	I008-C02	ARGUMENT_OR_ADDRESS	Gabe	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E076	SRC_E076	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.5	chodaly	PROC053	HO+AL+Y	I008-C02	ARGUMENT_OR_ADDRESS	Gabe · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E077	SRC_E077	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.5	daiin	PROC009	AIIN	I008-C02	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E078	SRC_E078	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.7	sho	PROC052	HO	I008-C02	ARGUMENT_OR_ADDRESS	Gabe	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E079	SRC_E079	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.7	kchol	PROC054	K+OL	I008-C02	ACTION_CLAUSE	fortsetzen den laufenden Posten zuführen	zuführen	K:TARGET_FEED	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E080	SRC_E080	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.7	otchor	PROC020	OT+CH+OR	I008-C03	ACTION_CLAUSE	danach den Ansatz abziehen	abziehen	CH:PREPARATION_DRAW	danach den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES
E081	SRC_E081	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.7	choky	PROC008	OK+Y	I008-C04	ACTION_CLAUSE	diesen Posten ansetzen	einsetzen	OK:ACTIVATE	den laufenden Posten einsetzen	abgebildete mehrköpfige stachelige Pflanze	YES
E082	SRC_E082	EXECUTE_ONCE	f56r	H5	H5-S001	f56r.7	dal	PROC055	AL	I008-C05	ARGUMENT_OR_ADDRESS	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	NONE	den laufenden Posten weiter an der bezeichneten Stelle anlegen	abgebildete mehrköpfige stachelige Pflanze	YES
