event_id	page	record	statement_id	locus	silent_owner	card_no	surface	component_recipe	atomic_reading_de	statement_fluent_de	surface_owner_boundary_unchanged
E055	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	DIES	Danach diesen Posten weiter ansetzen, bereiten und aktiv halten.	YES
E056	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC038	qokaiin	OK+AIIN	ANSETZEN · MASS	Nach dem angegebenen Mass ansetzen; dem aktuellen Posten eine Portion und eine Nachgabe zugeben; den Arbeitsgang schliessen.	YES
E057	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC009	chaiin	AIIN	MASS	Nach dem angegebenen Mass ansetzen; dem aktuellen Posten eine Portion und eine Nachgabe zugeben; den Arbeitsgang schliessen.	YES
E058	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC039	ykain	Y+K+AIN	DIES · ZUGEBEN · PORTION	Nach dem angegebenen Mass ansetzen; dem aktuellen Posten eine Portion und eine Nachgabe zugeben; den Arbeitsgang schliessen.	YES
E059	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC040	ykan	Y+K+AN	DIES · ZUGEBEN · NACHGABE	Nach dem angegebenen Mass ansetzen; dem aktuellen Posten eine Portion und eine Nachgabe zugeben; den Arbeitsgang schliessen.	YES
E060	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	Nach dem angegebenen Mass ansetzen; dem aktuellen Posten eine Portion und eine Nachgabe zugeben; den Arbeitsgang schliessen.	YES
E061	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC009	daiin	AIIN	MASS	Das Mass beachten, diesen Posten umsetzen und verwahren.	YES
E062	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC042	chedy	CHD+Y	UMSETZEN · DIES	Das Mass beachten, diesen Posten umsetzen und verwahren.	YES
E063	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC043	talam	TALAM	VERWAHREN	Das Mass beachten, diesen Posten umsetzen und verwahren.	YES
E064	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC044	ykaiin	Y+K+AIIN	DIES · ZUGEBEN · MASS	Dem aktuellen Posten das vorgeschriebene Mass zugeben; aus der Quelle kurz fuer den Arbeitsgang entnehmen, lange erwaermen und den Fortsetzungsschritt schliessen.	YES
E065	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC045	cheoar	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	Dem aktuellen Posten das vorgeschriebene Mass zugeben; aus der Quelle kurz fuer den Arbeitsgang entnehmen, lange erwaermen und den Fortsetzungsschritt schliessen.	YES
E066	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	Dem aktuellen Posten das vorgeschriebene Mass zugeben; aus der Quelle kurz fuer den Arbeitsgang entnehmen, lange erwaermen und den Fortsetzungsschritt schliessen.	YES
E067	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC047	oldy	OL+DY	FORTSETZEN · SCHLUSS	Dem aktuellen Posten das vorgeschriebene Mass zugeben; aus der Quelle kurz fuer den Arbeitsgang entnehmen, lange erwaermen und den Fortsetzungsschritt schliessen.	YES
E068	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC009	aiin	AIIN	MASS	Nach Mass am Ziel ansetzen, den Posten weiter anwenden und als eine Portion des Ansatzes fuehren.	YES
E069	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC048	okal	OK+AL	ANSETZEN · ZIEL	Nach Mass am Ziel ansetzen, den Posten weiter anwenden und als eine Portion des Ansatzes fuehren.	YES
E070	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC049	oltchy	OL+T+Y	FORTSETZEN · ANWENDEN · DIES	Nach Mass am Ziel ansetzen, den Posten weiter anwenden und als eine Portion des Ansatzes fuehren.	YES
E071	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC016	or	OR	ANSATZ	Nach Mass am Ziel ansetzen, den Posten weiter anwenden und als eine Portion des Ansatzes fuehren.	YES
E072	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC019	y	Y	DIES	Nach Mass am Ziel ansetzen, den Posten weiter anwenden und als eine Portion des Ansatzes fuehren.	YES
E073	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC050	orain	OR+AIN	ANSATZ · PORTION	Nach Mass am Ziel ansetzen, den Posten weiter anwenden und als eine Portion des Ansatzes fuehren.	YES
E074	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E075	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC052	cho	HO	ZUTAT	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E076	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC053	chodaly	HO+AL+Y	ZUTAT · ZIEL · DIES	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E077	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC009	daiin	AIIN	MASS	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E078	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC052	sho	HO	ZUTAT	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E079	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC054	kchol	K+OL	ZUGEBEN · FORTSETZEN	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E080	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC020	otchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E081	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	ANSETZEN · DIES	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E082	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC055	dal	AL	ZIEL	Eine Zutat fuer den Ansatz entnehmen, sie als aktuellen Posten zum Ziel bringen und nach Mass fortgesetzt zugeben; danach erneut aus dem Ansatz entnehmen und am Ziel ansetzen.	YES
E083	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC034	schol	RESUME_CARD	WIEDERAUFNEHMEN	Den vorigen Vorgang wiederaufnehmen; diese Zutat ansetzen, dann lange durch den Durchlass des Arbeitsgangs entnehmen und schliessen.	YES
E084	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC056	choy	HO+Y	ZUTAT · DIES	Den vorigen Vorgang wiederaufnehmen; diese Zutat ansetzen, dann lange durch den Durchlass des Arbeitsgangs entnehmen und schliessen.	YES
E085	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	ANSETZEN · DIES	Den vorigen Vorgang wiederaufnehmen; diese Zutat ansetzen, dann lange durch den Durchlass des Arbeitsgangs entnehmen und schliessen.	YES
E086	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	Den vorigen Vorgang wiederaufnehmen; diese Zutat ansetzen, dann lange durch den Durchlass des Arbeitsgangs entnehmen und schliessen.	YES
E087	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC058	sh	SH	HALTEN	Die Zutat halten, dem aktuellen Posten kurz zugeben und ihn erneut ansetzen.	YES
E088	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC052	cho	HO	ZUTAT	Die Zutat halten, dem aktuellen Posten kurz zugeben und ihn erneut ansetzen.	YES
