page	record_ordinal	locus	field_ordinal	event_count	visible_field	worksheet_roles	complete_corrected_expansion_German	closure	coverage_status
f81v	1	f81v.2	2	11	okaiin kair okal sar ol kain olkain al ol rol dl	SAME_SOURCE+PRIOR_SOURCE+DESTINATION+HEAT_REST+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: BLEIBT DIE QUELLE DIESELBE? | WORAUS ODER MIT WELCHEM VORANSATZ? | WOHIN ODER AN WELCHES ZIEL? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: begin the next measured entry / the returning flow / mix the two portions together / daraus, aus demselben Ansatz / mit der vorigen Zubereitung weiter / one measured portion / the lower basin / an die bezeichnete Zielstelle führen / mit der vorigen Zubereitung weiter / before it cools / the prepared oil.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.7	1	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	PRIOR_SOURCE+MEASURE+TRANSFER_CLEAN+APPLICATION	ARBEITSFRAGEN: WORAUS ODER MIT WELCHEM VORANSATZ? | WIE VIEL ODER NACH WELCHEM MASS? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: aus dem vorigen Ansatz entnehmen / mit der vorigen Zubereitung weiter / a moderate quantity / ein vorgeschriebenes Maß / the immersed part / ein vorgeschriebenes Maß / through the connected channels / wash the used vessel or channel through once; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.7	2	1	qol	PRIOR_SOURCE+PROCEDURE_DETAIL	ARBEITSFRAGEN: WORAUS ODER MIT WELCHEM VORANSATZ? | WELCHER WEITERE ARBEITSSCHRITT?. EINGETRAGENE ANTWORTEN: mit der vorigen Zubereitung weiter.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.17	1	1	sshkchdy	HEAT_REST	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: keep it warm; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.17	2	3	chedy ol shedy	PRIOR_SOURCE+HEAT_REST	ARBEITSFRAGEN: WORAUS ODER MIT WELCHEM VORANSATZ? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: stir until evenly mixed / mit der vorigen Zubereitung weiter / let it stand until ready; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.17	3	1	qolchedy	MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: set the mixed liquid aside in a covered receiving vessel; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.17	4	4	qokain shckhy dl ral	TRANSFER_CLEAN+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: add one measured portion to the vessel / through the connected channels / the prepared oil / and let it cool.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.18	1	1	qokchdy	HEAT_REST	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: heat it once; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.18	2	5	chey ol cheky ol shedy	CURRENT_ITEM+PRIOR_SOURCE+HEAT_REST	ARBEITSFRAGEN: WELCHER POSTEN IST JETZT AKTIV? | WORAUS ODER MIT WELCHEM VORANSATZ? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: diese aktive Portion / mit der vorigen Zubereitung weiter / over a gentle heat / mit der vorigen Zubereitung weiter / let it stand until ready; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.18	3	1	qokedy	TRANSFER_CLEAN+INDICATION	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: rinse the indicated place once; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.18	4	1	qokedy	TRANSFER_CLEAN+INDICATION	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: rinse the indicated place once; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.18	5	2	chckhy qoky	USE_OR_EXECUTE+TRANSFER_CLEAN+APPLICATION	ARBEITSFRAGEN: WAS IST JETZT AUSZUFÜHREN? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: through the connected channels / die aktive Portion verwenden.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.21	1	3	lsho qokey lshedy	TRANSFER_CLEAN+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: begin the rinsing / warm water / wash once; close this pass.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.21	2	1	lshedy	TRANSFER_CLEAN	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN?. EINGETRAGENE ANTWORTEN: wash once; close this pass.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.21	3	5	chedy qolky lchedal qol otar	PRIOR_SOURCE+TRANSFER_CLEAN+APPLICATION+INDICATION	ARBEITSFRAGEN: WORAUS ODER MIT WELCHEM VORANSATZ? | WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: stir until evenly mixed / the affected place / the lower basin / mit der vorigen Zubereitung weiter / then use the lower outlet.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.24	1	2	ytey okchedy	HEAT_REST+APPLICATION	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: then fill the vessel / let it cool; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.24	2	4	qokal okeey qol cheedy	PRIOR_SOURCE+HEAT_REST+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WORAUS ODER MIT WELCHEM VORANSATZ? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: mix the two portions together / temper the working liquid and keep it lukewarm / mit der vorigen Zubereitung weiter / let it stand until ready; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.24	3	3	sal teol dchdy	DESTINATION+TRANSFER_CLEAN	ARBEITSFRAGEN: WOHIN ODER AN WELCHES ZIEL? | WIE SPÜLEN, SEIHEN ODER ABLASSEN?. EINGETRAGENE ANTWORTEN: an die bezeichnete Zielstelle führen / the first opening / strain it clear; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.24	4	1	ly	APPLICATION	ARBEITSFRAGEN: WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: then fill the vessel.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.27	1	3	dsheol oiiin olkeedy	HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT+INDICATION	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: apply at the marked place / until clear / let the liquid settle; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.27	2	1	tedy	HEAT_REST	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: let it stand until ready; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.27	3	2	cheky shckhedy	TRANSFER_CLEAN+HEAT_REST	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: over a gentle heat / strain it once through cloth; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f81v	1	f81v.27	4	1	chal	DESTINATION+PROCEDURE_DETAIL	ARBEITSFRAGEN: WOHIN ODER AN WELCHES ZIEL? | WELCHER WEITERE ARBEITSSCHRITT?. EINGETRAGENE ANTWORTEN: an die bezeichnete Zielstelle führen.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.2	1	1	dchedy	TRANSFER_CLEAN+APPLICATION	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: wash the used vessel or channel through once; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.2	2	1	qolchedy	MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: set the mixed liquid aside in a covered receiving vessel; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.2	3	3	qokain dy qokeedy	CURRENT_ITEM+HEAT_REST+APPLICATION+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WELCHER POSTEN IST JETZT AKTIV? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: add one measured portion to the vessel / diese aktive Portion / bathe or immerse in the tempered warm liquid; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.2	4	3	qokal lcheckhy lched	APPLICATION	ARBEITSFRAGEN: WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: mix the two portions together / the second opening / and proceed to the next basin.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.3	1	2	qokeey lcheckhedy	TRANSFER_CLEAN+HEAT_REST+MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: temper the working liquid and keep it lukewarm / strain it clear; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.3	2	4	qokaly solkaiin chckhy qokaiin	TRANSFER_CLEAN+APPLICATION	ARBEITSFRAGEN: WIE SPÜLEN, SEIHEN ODER ABLASSEN? | WIE ANWENDEN, BADEN ODER BINDEN?. EINGETRAGENE ANTWORTEN: continue at the second conduit / through a cloth / through the connected channels / begin the next measured entry.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.4	1	4	qokaiin octheol chkeey ldy	PROCEDURE_DETAIL	ARBEITSFRAGEN: WELCHER WEITERE ARBEITSSCHRITT?. EINGETRAGENE ANTWORTEN: begin the next measured entry / under the same setting / the broad vessel / draw it off; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.4	2	4	oteey qokal sheckhy qoky	USE_OR_EXECUTE+APPLICATION+MEDIUM_OR_INGREDIENT+INDICATION	ARBEITSFRAGEN: WAS IST JETZT AUSZUFÜHREN? | WIE ANWENDEN, BADEN ODER BINDEN? | WELCHES MEDIUM ODER WELCHER ZUSATZ? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: the prepared oil / mix the two portions together / over the local place / die aktive Portion verwenden.	OPEN_FIELD_END	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.7	1	1	dshedy	MEDIUM_OR_INGREDIENT	ARBEITSFRAGEN: WELCHES MEDIUM ODER WELCHER ZUSATZ?. EINGETRAGENE ANTWORTEN: add clean water; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.7	2	3	sotaiin qokar shedy	HEAT_REST+INDICATION	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN? | FÜR WELCHEN BESCHWERDE- ODER ANWENDUNGSFALL?. EINGETRAGENE ANTWORTEN: for the same interval as before / over the local place / let it stand until ready; end this instruction.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
f82r	1	f82r.7	3	1	solshedy	HEAT_REST	ARBEITSFRAGEN: WIE ERHITZEN, KÜHLEN ODER RUHEN LASSEN?. EINGETRAGENE ANTWORTEN: keep it warm; close the rubric.	DY	FIELD_EXPLICITLY_EXPANDED_NO_OMISSION
