page	record_ordinal	record_field_serial	locus	source_field_ordinal	visible_field	card_count	card_defaults_German_ordered	field_expansion_German	primary_medical_workshop_function	closure	coverage_status
f55v	1	2	f55v.5	2	daiin chedy talam	3	Ein vorgeschriebenes Maß | rühre, bis alles gleichmäßig vermischt ist | wasche die wunde Stelle einmal	Ein vorgeschriebenes Maß; rühre, bis alles gleichmäßig vermischt ist; wasche die wunde Stelle einmal.	Dosierung	B3	ALL_CARDS_EXPANDED_NO_BLANK
f55v	1	3	f55v.11	1	ykaiin cheoar cheeky oldy	4	für den zweiten Arzneigebrauch | gib Weißwein hinzu | solange es noch warm ist | koche sanft und beende diesen Arbeitsschritt	Für den zweiten Arzneigebrauch; gib Weißwein hinzu; solange es noch warm ist; koche sanft und beende diesen Arbeitsschritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f55v	1	4	f55v.11	2	aiin okal oltchy or y orain	6	Ein vorgeschriebenes Maß | mische beide Anteile zusammen | bewahre es in einem bedeckten Gefäß | Die bereitete Arbeitsflüssigkeit | Diese aktive Portion | gebrauche die fertige Flüssigkeit frisch	Ein vorgeschriebenes Maß; mische beide Anteile zusammen; bewahre es in einem bedeckten Gefäß; Die bereitete Arbeitsflüssigkeit; Diese aktive Portion; gebrauche die fertige Flüssigkeit frisch.	Dosierung	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f56r	1	1	f56r.5	1	chochor cho chodaly daiin	4	sammle die Pflanze im Frühjahr | nimm danach den folgenden Zusatz oder Pflanzenteil | die dünne untere Wurzel | Ein vorgeschriebenes Maß	Sammle die Pflanze im Frühjahr; nimm danach den folgenden Zusatz oder Pflanzenteil; die dünne untere Wurzel; Ein vorgeschriebenes Maß.	Dosierung	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f56r	1	2	f56r.7	1	sho kchol otchor choky dal	5	nimm danach den folgenden Zusatz oder Pflanzenteil | lasse es in Weißwein ziehen | vor der Blüte gesammelt | Die aktive Portion verwenden | An die bezeichnete Zielstelle führen	Nimm danach den folgenden Zusatz oder Pflanzenteil; lasse es in Weißwein ziehen; vor der Blüte gesammelt; Die aktive Portion verwenden; An die bezeichnete Zielstelle führen.	Ausführung	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f56r	1	3	f56r.8	1	schol choy choky cheeckhody	4	von diesem abgebildeten Simplex | die auf feuchter schattiger Heide wächst | Die aktive Portion verwenden | lasse das Pflaster unbedeckt trocknen	Von diesem abgebildeten Simplex; die auf feuchter schattiger Heide wächst; Die aktive Portion verwenden; lasse das Pflaster unbedeckt trocknen.	Ausführung	DY	ALL_CARDS_EXPANDED_NO_BLANK
f56r	1	4	f56r.12	1	sh cho kchey qokokchy	4	ihren kleinen Samen- oder Knospenkopf | nimm danach den folgenden Zusatz oder Pflanzenteil | das getrocknete schmale Blatt | trockne es im Schatten	Ihren kleinen Samen- oder Knospenkopf; nimm danach den folgenden Zusatz oder Pflanzenteil; das getrocknete schmale Blatt; trockne es im Schatten.	Pflanze, Teil oder Bildargument	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f56r	1	5	f56r.13	1	okchy chokcheo kchal	3	gebrauche die frisch bereitete Arznei | trinke es bei Magenschmerz | bewahre den Rest trocken im Schatten	Gebrauche die frisch bereitete Arznei; trinke es bei Magenschmerz; bewahre den Rest trocken im Schatten.	Anwendung oder Bad	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f56r	1	6	f56r.18	1	sho chokchy kchoar sotodan	4	nimm danach den folgenden Zusatz oder Pflanzenteil | gebrauche die frisch bereitete Arznei | mische es mit Honig | gebrauche es frisch vermischt	Nimm danach den folgenden Zusatz oder Pflanzenteil; gebrauche die frisch bereitete Arznei; mische es mit Honig; gebrauche es frisch vermischt.	Anwendung oder Bad	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f56r	1	7	f56r.19	1	otchey keol daiin	3	Nimm den bezeichneten Anteil | die helle geöffnete Blüte | Ein vorgeschriebenes Maß	Nimm den bezeichneten Anteil; die helle geöffnete Blüte; Ein vorgeschriebenes Maß.	Auswahl von Simplex oder Anteil	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	1	f81v.2	1	qokedy	1	spüle die bezeichnete Stelle einmal und beende den Schritt	Spüle die bezeichnete Stelle einmal und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	2	f81v.2	2	okaiin kair okal sar ol kain olkain al ol rol dl	11	beginne den nächsten abgemessenen Posten | der zurücklaufende Strom | mische beide Anteile zusammen | Daraus, aus demselben Ansatz | Mit der vorigen Zubereitung weiter | ein abgemessener Anteil | das untere Becken | An die bezeichnete Zielstelle führen | Mit der vorigen Zubereitung weiter | bevor es abkühlt | das bereitete Öl	Beginne den nächsten abgemessenen Posten; der zurücklaufende Strom; mische beide Anteile zusammen; Daraus, aus demselben Ansatz; Mit der vorigen Zubereitung weiter; ein abgemessener Anteil; das untere Becken; An die bezeichnete Zielstelle führen; Mit der vorigen Zubereitung weiter; bevor es abkühlt; das bereitete Öl.	Quellenkontrolle	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	3	f81v.7	1	olor ol sheckhal daiin qokeedal daiin chckhy schedy	8	Aus dem vorigen Ansatz entnehmen | Mit der vorigen Zubereitung weiter | eine mäßige Menge | Ein vorgeschriebenes Maß | der eingetauchte Teil | Ein vorgeschriebenes Maß | durch die verbundenen Läufe | spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Aus dem vorigen Ansatz entnehmen; Mit der vorigen Zubereitung weiter; eine mäßige Menge; Ein vorgeschriebenes Maß; der eingetauchte Teil; Ein vorgeschriebenes Maß; durch die verbundenen Läufe; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	Voransatz oder Rückbezug	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	4	f81v.7	2	qol	1	Mit der vorigen Zubereitung weiter	Mit der vorigen Zubereitung weiter.	Voransatz oder Rückbezug	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	5	f81v.17	1	sshkchdy	1	halte es warm und beende den Schritt	Halte es warm und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	6	f81v.17	2	chedy ol shedy	3	rühre, bis alles gleichmäßig vermischt ist | Mit der vorigen Zubereitung weiter | lasse es bis zur Bereitschaft stehen und beende den Schritt	Rühre, bis alles gleichmäßig vermischt ist; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	Voransatz oder Rückbezug	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	7	f81v.17	3	qolchedy	1	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	Medium oder Zusatz	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	8	f81v.17	4	qokain shckhy dl ral	4	gib einen abgemessenen Anteil in das Gefäß | durch die verbundenen Läufe | das bereitete Öl | und lasse es abkühlen	Gib einen abgemessenen Anteil in das Gefäß; durch die verbundenen Läufe; das bereitete Öl; und lasse es abkühlen.	Spülen, Seihen oder Ablassen	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	9	f81v.18	1	qokchdy	1	erwärme es einmal und beende den Schritt	Erwärme es einmal und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	10	f81v.18	2	chey ol cheky ol shedy	5	Diese aktive Portion | Mit der vorigen Zubereitung weiter | bei sanfter Wärme | Mit der vorigen Zubereitung weiter | lasse es bis zur Bereitschaft stehen und beende den Schritt	Diese aktive Portion; Mit der vorigen Zubereitung weiter; bei sanfter Wärme; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	aktiver Arbeitsposten	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	11	f81v.18	3	qokedy	1	spüle die bezeichnete Stelle einmal und beende den Schritt	Spüle die bezeichnete Stelle einmal und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	12	f81v.18	4	qokedy	1	spüle die bezeichnete Stelle einmal und beende den Schritt	Spüle die bezeichnete Stelle einmal und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	13	f81v.18	5	chckhy qoky	2	durch die verbundenen Läufe | Die aktive Portion verwenden	Durch die verbundenen Läufe; Die aktive Portion verwenden.	Ausführung	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	14	f81v.21	1	lsho qokey lshedy	3	beginne die Spülung | warmes Wasser | wasche einmal und beende diesen Durchgang	Beginne die Spülung; warmes Wasser; wasche einmal und beende diesen Durchgang.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	15	f81v.21	2	lshedy	1	wasche einmal und beende diesen Durchgang	Wasche einmal und beende diesen Durchgang.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	16	f81v.21	3	chedy qolky lchedal qol otar	5	rühre, bis alles gleichmäßig vermischt ist | die betroffene Stelle | das untere Becken | Mit der vorigen Zubereitung weiter | benutze danach den unteren Ablauf	Rühre, bis alles gleichmäßig vermischt ist; die betroffene Stelle; das untere Becken; Mit der vorigen Zubereitung weiter; benutze danach den unteren Ablauf.	Voransatz oder Rückbezug	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	17	f81v.24	1	ytey okchedy	2	fülle danach das Gefäß | lasse es abkühlen und beende den Schritt	Fülle danach das Gefäß; lasse es abkühlen und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	18	f81v.24	2	qokal okeey qol cheedy	4	mische beide Anteile zusammen | temperiere die Arbeitsflüssigkeit und halte sie lauwarm | Mit der vorigen Zubereitung weiter | lasse es bis zur Bereitschaft stehen und beende den Schritt	Mische beide Anteile zusammen; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt.	Voransatz oder Rückbezug	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	19	f81v.24	3	sal teol dchdy	3	An die bezeichnete Zielstelle führen | die erste Öffnung | seihe es klar und beende den Schritt	An die bezeichnete Zielstelle führen; die erste Öffnung; seihe es klar und beende den Schritt.	Ziel oder Station	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	20	f81v.24	4	ly	1	fülle danach das Gefäß	Fülle danach das Gefäß.	Anwendung oder Bad	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	21	f81v.27	1	dsheol oiiin olkeedy	3	wende es an der markierten Stelle an | bis es klar ist | lasse die Flüssigkeit sich setzen und beende den Schritt	Wende es an der markierten Stelle an; bis es klar ist; lasse die Flüssigkeit sich setzen und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	22	f81v.27	2	tedy	1	lasse es bis zur Bereitschaft stehen und beende den Schritt	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	23	f81v.27	3	cheky shckhedy	2	bei sanfter Wärme | seihe es einmal durch ein Tuch und beende den Schritt	Bei sanfter Wärme; seihe es einmal durch ein Tuch und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f81v	1	24	f81v.27	4	chal	1	An die bezeichnete Zielstelle führen	An die bezeichnete Zielstelle führen.	Ziel oder Station	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	1	f82r.2	1	dchedy	1	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	2	f82r.2	2	qolchedy	1	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	Medium oder Zusatz	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	3	f82r.2	3	qokain dy qokeedy	3	gib einen abgemessenen Anteil in das Gefäß | Diese aktive Portion | bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Gib einen abgemessenen Anteil in das Gefäß; Diese aktive Portion; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	aktiver Arbeitsposten	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	4	f82r.2	4	qokal lcheckhy lched	3	mische beide Anteile zusammen | die zweite Öffnung | und gehe zum nächsten Becken weiter	Mische beide Anteile zusammen; die zweite Öffnung; und gehe zum nächsten Becken weiter.	Anwendung oder Bad	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	5	f82r.3	1	qokeey lcheckhedy	2	temperiere die Arbeitsflüssigkeit und halte sie lauwarm | seihe es klar und beende den Schritt	Temperiere die Arbeitsflüssigkeit und halte sie lauwarm; seihe es klar und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	6	f82r.3	2	qokaly solkaiin chckhy qokaiin	4	fahre am zweiten Lauf fort | durch ein Tuch | durch die verbundenen Läufe | beginne den nächsten abgemessenen Posten	Fahre am zweiten Lauf fort; durch ein Tuch; durch die verbundenen Läufe; beginne den nächsten abgemessenen Posten.	Spülen, Seihen oder Ablassen	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	7	f82r.4	1	qokaiin octheol chkeey ldy	4	beginne den nächsten abgemessenen Posten | unter derselben Einstellung | das breite Gefäß | ziehe es ab und beende den Schritt	Beginne den nächsten abgemessenen Posten; unter derselben Einstellung; das breite Gefäß; ziehe es ab und beende den Schritt.	weiteres Verfahrensdetail	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	8	f82r.4	2	oteey qokal sheckhy qoky	4	das bereitete Öl | mische beide Anteile zusammen | über der örtlich bezeichneten Stelle | Die aktive Portion verwenden	Das bereitete Öl; mische beide Anteile zusammen; über der örtlich bezeichneten Stelle; Die aktive Portion verwenden.	Ausführung	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	9	f82r.7	1	dshedy	1	gib sauberes Wasser hinzu und beende den Schritt	Gib sauberes Wasser hinzu und beende den Schritt.	Medium oder Zusatz	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	10	f82r.7	2	sotaiin qokar shedy	3	für dieselbe Dauer wie zuvor | über der örtlich bezeichneten Stelle | lasse es bis zur Bereitschaft stehen und beende den Schritt	Für dieselbe Dauer wie zuvor; über der örtlich bezeichneten Stelle; lasse es bis zur Bereitschaft stehen und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	11	f82r.7	3	solshedy	1	halte es warm und beende den Schritt	Halte es warm und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	12	f82r.7	4	qokeey qoky ls cheey	4	temperiere die Arbeitsflüssigkeit und halte sie lauwarm | Die aktive Portion verwenden | die erste Öffnung | Bis die Flüssigkeit klar abläuft	Temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Die aktive Portion verwenden; die erste Öffnung; Bis die Flüssigkeit klar abläuft.	Ausführung	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	13	f82r.19	1	okain char okain qokeedy	4	gib einen abgemessenen Anteil in das Gefäß | Daraus, aus demselben Ansatz | gib einen abgemessenen Anteil in das Gefäß | bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Gib einen abgemessenen Anteil in das Gefäß; Daraus, aus demselben Ansatz; gib einen abgemessenen Anteil in das Gefäß; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	Quellenkontrolle	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	14	f82r.19	2	lchy	1	ziehe die klare Flüssigkeit ab	Ziehe die klare Flüssigkeit ab.	Spülen, Seihen oder Ablassen	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	15	f82r.23	1	cheey qcthey qokeey lcheey daiin chey qokeeedy	7	Bis die Flüssigkeit klar abläuft | unter derselben Einstellung | temperiere die Arbeitsflüssigkeit und halte sie lauwarm | der eingetauchte Teil | Ein vorgeschriebenes Maß | Diese aktive Portion | tauche vollständig ein und beende den Schritt	Bis die Flüssigkeit klar abläuft; unter derselben Einstellung; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; der eingetauchte Teil; Ein vorgeschriebenes Maß; Diese aktive Portion; tauche vollständig ein und beende den Schritt.	Reife- oder Zustandsschwelle	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	16	f82r.23	2	lchedy	1	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	17	f82r.23	3	lar	1	schließe den unteren Ablauf	Schließe den unteren Ablauf.	Spülen, Seihen oder Ablassen	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	18	f82r.26	1	tshey qokeedy	2	beginne die Spülung | bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Beginne die Spülung; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	19	f82r.26	2	cheal lchedar ches aiin oteey qokaiin okey	7	An die bezeichnete Zielstelle führen | kühles Wasser | zu gleichen Anteilen | Ein vorgeschriebenes Maß | das bereitete Öl | beginne den nächsten abgemessenen Posten | warmes Wasser	An die bezeichnete Zielstelle führen; kühles Wasser; zu gleichen Anteilen; Ein vorgeschriebenes Maß; das bereitete Öl; beginne den nächsten abgemessenen Posten; warmes Wasser.	Ziel oder Station	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	20	f82r.27	1	pchedy	1	ziehe es ab und beende den Schritt	Ziehe es ab und beende den Schritt.	weiteres Verfahrensdetail	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	21	f82r.27	2	rsheal daldy	2	gieße das erwärmte Wasser ein | wiederhole es an der zweiten Öffnung und beende den Schritt	Gieße das erwärmte Wasser ein; wiederhole es an der zweiten Öffnung und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	22	f82r.27	3	qokeedy	1	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	23	f82r.27	4	rshedy	1	trinke den angegebenen Anteil und beende den Schritt	Trinke den angegebenen Anteil und beende den Schritt.	weiteres Verfahrensdetail	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	24	f82r.27	5	qoteedy	1	binde es auf die Stelle und beende den Schritt	Binde es auf die Stelle und beende den Schritt.	Anwendung oder Bad	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	25	f82r.27	6	qokeedy	1	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	Bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f82r	1	26	f82r.27	7	lochedy	1	mische zu gleichen Teilen und beende den Schritt	Mische zu gleichen Teilen und beende den Schritt.	weiteres Verfahrensdetail	DY	ALL_CARDS_EXPANDED_NO_BLANK
f83r	1	1	f83r.3	1	olkeedy	1	lasse die Flüssigkeit sich setzen und beende den Schritt	Lasse die Flüssigkeit sich setzen und beende den Schritt.	Wärme, Kühle oder Ruhe	DY	ALL_CARDS_EXPANDED_NO_BLANK
f83r	1	2	f83r.3	2	qotal chkeedy	2	zum unteren Ablauf hin | tauche vollständig ein und beende den Schritt	Zum unteren Ablauf hin; tauche vollständig ein und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
f83r	1	3	f83r.3	3	chey daiin chey lchedy	4	Diese aktive Portion | Ein vorgeschriebenes Maß | Diese aktive Portion | lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	Diese aktive Portion; Ein vorgeschriebenes Maß; Diese aktive Portion; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt.	aktiver Arbeitsposten	DY	ALL_CARDS_EXPANDED_NO_BLANK
f83r	1	4	f83r.3	4	qokaiin qotal dar	3	beginne den nächsten abgemessenen Posten | zum unteren Ablauf hin | Daraus, aus demselben Ansatz	Beginne den nächsten abgemessenen Posten; zum unteren Ablauf hin; Daraus, aus demselben Ansatz.	Quellenkontrolle	OPEN_FIELD_END	ALL_CARDS_EXPANDED_NO_BLANK
f83r	1	5	f83r.6	1	schedy	1	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	Spülen, Seihen oder Ablassen	DY	ALL_CARDS_EXPANDED_NO_BLANK
