card_id	rendering_class	surface	reader_merge_surface	occurrences	working_render_de	selection_rule	semantic_effect
G665-C043	LCHEEDY_ACTION	lcheedy	NONE	9	Holzdroge vollständig trocknen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C044	LCHEOD_ACTION	lcheod	NONE	2	trockne den Holzdrogenansatz bis zur mittleren Stufe und schließe ihn ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C045	LKCHEDY_ACTION	lkchedy	NONE	15	Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C046	LSHEEDY_ACTION	lsheedy	NONE	7	Holzdroge vollständig einweichen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C047	OKAINY_ACTION	okainy	NONE	1	Ansatz auf Heizstufe II abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C048	OKALY_ACTION	okaly	NONE	15	Rohstoff-I-Ansatz leicht erhitzen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C049	OKOLDY_ACTION	okoldy	NONE	6	erhitzten Ansatzstoff fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C050	OLCHEEY_ACTION	olcheey	NONE	9	Holzdrogenansatz vollständig trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C051	OLEED_ACTION	oleed	NONE	1	Holzdrogenansatz auf der Endstufe abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C052	OLKSHEY_ACTION	olkshey	NONE	1	Holzdrogenansatz erhitzen und bis zur Mittelstufe einweichen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C053	PCHEEDY_ACTION	pcheedy	NONE	1	Pulver vollständig trocknen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C054	PSHEEY_ACTION	psheey	NONE	1	Pulver vollständig anfeuchten	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C055	QCKHEDY_ACTION	qckhedy	NONE	2	bereite das Arzneikompositum bis zur Mittelstufe und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C056	QEEY_ACTION	qeey	NONE	3	nimm die Endportion hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C057	QOAIN_ACTION	qoain	NONE	5	nimm zwei Teile	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C058	QOCKHY_ACTION	qockhy	NONE	14	bereite einen Arzneikompositum-Ansatz in Grundstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C059	QOKADY_ACTION	qokady	NONE	2	erhitze einen gleichen Teil und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C060	QOKAIIR_ACTION	qokaiir	NONE	3	nimm die dritte erhitzte Drogenfraktion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C061	QOKECHEDY_ACTION	qokechedy	NONE	4	erhitze bis zur Mittelstufe, trockne bis zur Mittelstufe und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C062	QOKEEES_ACTION	qokeees	NONE	3	erhitze die Charge bis zur letzten Stufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C063	QOKEEOR_ACTION	qokeeor	NONE	8	erhitze eine Portion vollständig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C064	QOKEES_ACTION	qokees	NONE	7	erhitze die Charge bis zur Endstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C065	QOKOLOLAL_ACTION	qokololal	NONE	1	erhitze den Holzrohstoffansatz der Form I	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C066	QOLKARY_ACTION	qolkary	NONE	1	gib die erste erhitzte Drogenfraktion hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C067	QOLKEEDY_ACTION	qolkeedy	NONE	7	gib vollständig erhitztes und abgeschlossenes Drogenmaterial hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C068	QOLKEEY_ACTION	qolkeey	NONE	4	gib vollständig erhitztes Drogenmaterial hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C069	QOLSHEOL_ACTION	qolsheol	NONE	1	gib eingeweichtes Drogenmaterial hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C070	QOPCHEEY_ACTION	qopcheey	NONE	4	nimm vollständig getrocknetes Pulverpräparat	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C071	QOTCHEEAIIN_ACTION	qotcheeaiin	NONE	1	nimm drei Teile vollständig kalt getrocknete Droge	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C072	SHDPCHY_ACTION	shdpchy	NONE	1	feuchte eine Dosis Pulver an und trockne sie leicht an	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C073	SHEDALDY_ACTION	shedaldy	NONE	1	weiche den abgemessenen Rohstoff I bis zur Mittelstufe ein und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C074	SHED_ACTION	shed	NONE	18	Einweichen bis zur mittleren Stufe abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C075	SHEOLKAIN_ACTION	sheolkain	NONE	1	erhitze den eingeweichten Drogenstoff auf Stufe II	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C076	SHEYTEEDY_ACTION	sheyteedy	NONE	1	bis zur Mittelstufe einweichen, dann vollständig abkühlen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C077	SHOK_ACTION	shok	NONE	2	Feuchtansatz erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C078	SHOK_READER_MERGE_RIGHT_NOVEL	shok	shokor	1	erhitze Drogenportion als Feuchtansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C079	SHOTOKODY_ACTION	shotokody	NONE	1	Feuchtansatz abkühlen, wieder erhitzen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C080	SOLCHEY_ACTION	solchey	NONE	2	Saatgutansatz bis zur mittleren Stufe trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C081	TCHOKY_ACTION	tchoky	NONE	2	kühle den Trockenansatz und erwärme ihn anschließend leicht	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C082	YCHED_ACTION	yched	NONE	2	trockne hiervon bis zur Mittelstufe und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C083	YCHEEY_ACTION	ycheey	NONE	18	trockne hiervon bis zur Endstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C084	YD_ACTION	yd	NONE	3	schließe den vorstehenden Rezeptposten ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C085	YKAIIN_ACTION	ykaiin	NONE	43	erhitze hiervon auf Stufe III	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C086	YKAIR_ACTION	ykair	NONE	7	nimm hiervon die zweite erhitzte Drogenfraktion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C087	YKEEY_ACTION	ykeey	NONE	49	erhitze hiervon bis zur Endstufe und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C088	YPCHDAIR_ACTION	ypchdair	NONE	1	nimm hiervon die zweite abgemessene Trockenpulverfraktion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C089	YSHEDY_ACTION	yshedy	NONE	7	weiche hiervon bis zur mittleren Stufe ein und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C090	YSHOL_ACTION	yshol	NONE	2	weiche hiervon den Drogenstoff ein	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C091	YTAM_ACTION	ytam	NONE	12	nimm hiervon ein Maß und kühle es	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C092	YTEEDY_ACTION	yteedy	NONE	27	kühle hiervon vollständig ab und schließe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C093	YTEEY_ACTION	yteey	NONE	23	kühle hiervon bis zur Endstufe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C094	YTOLDY_ACTION	ytoldy	NONE	3	stelle hiervon kalten Drogenstoff fertig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G665-C095	YTY_ACTION	yty	NONE	18	kühle hiervon leicht ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
