surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
loraiir	Holzdrogenportion der dritten Fraktion	L_WOOD+OR_PORTION+AIIR_FRACTION_III	Holzdrogenportion der Sortierklasse III	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
otalal	setze einen kalten Ansatz aus zwei Posten Rohdroge I an	O_PREP+T_COLD+AL_RAW_I+AL_RAW_I	kalter Ansatz aus Rohstoffklasse I in Form I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
lkey	Holzdroge bis zur mittleren Heizstufe	L_WOOD+K_HOT+E_MIDDLE+Y_START_OR_CLOSE	leicht erhitzte Holzdroge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
lcheor	eine Portion bis zur Mittelstufe getrocknete Holzdroge	L_WOOD+CH_DRY+E_MIDDLE+OR_PORTION	eine Portion getrockneter Holzansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
pcheedy	Pulver vollständig trocknen und abschließen	P_POWDER+CH_DRY+EE_END+DY_FINISHED	vollständig getrocknetes Pulver	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
okaram	ein Maß der ersten erhitzten Ansatzfraktion	O_PREP+K_HOT+AR_FRACTION_I+AM_UNIT_I	ein Maß heißen Ansatzes aus Fraktion I	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
teedu	Kühlendstufe abschließen	LEARNED_TEEDU_WHOLE	zweiter Kaltabzug	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
arain	erste Drogenfraktion in Menge II	AR_FRACTION_I+AIN_II	zwei Teile der ersten Drogenfraktion	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
yty	kühle hiervon leicht ab	Y_REFERENCE+T_COLD+Y_START_OR_CLOSE	diese Droge in kalter Grundstufe	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	18	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
oykchor	nimm hiervon eine Portion heiß-trockenen Ansatzes	LEARNED_OYKCHOR_WHOLE	heiß-trockene Portion dieser Droge im Ansatz	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chckhan	trockenes Arzneikompositum auf Stufe I	CH_DRY+CKH_COMPOSITE+AN_I	trockenes Arzneikompositum aus Rohstoff I	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
shed	Einweichen bis zur mittleren Stufe abschließen	SH_MOIST+E_MIDDLE+D_TERM_CLOSE	angefeuchtete Droge auf Mittelstufe	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	18	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ycheey	trockne hiervon bis zur Endstufe	Y_REFERENCE+CH_DRY+EE_END+Y_START_OR_CLOSE	diese Droge vollständig getrocknet	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	18	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
soiry	Saatgutansatz in zweiter Fraktion und Grundform	LEARNED_SOIRY_WHOLE	Samenportion in Grundform	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chealy	Rohstoff I bis zur mittleren Trockenstufe bringen	CH_DRY+E_MIDDLE+AL_RAW_I+Y_START_OR_CLOSE	Rohstoff I trocken in der Gradmitte	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
oteeyoram	ein Maß vollständig gekühlten Ansatzes	O_PREP+T_COLD+EE_END+Y_START_OR_CLOSE+OR_PORTION+AM_UNIT_I	ein Maß gekühlter Wurzelzubereitung	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qokeeor	erhitze eine Portion vollständig	QO_COMMAND+K_HOT+EE_END+OR_PORTION	nimm eine vollständig erhitzte Drogenportion	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ykeey	erhitze hiervon bis zur Endstufe und schließe ab	Y_REFERENCE+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Bezugsposten	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	49	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
lsheedy	Holzdroge vollständig einweichen und abschließen	L_WOOD+SH_MOIST+EE_END+DY_FINISHED	vollständig eingeweichte Holzdroge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
checkhol	getrockneter Arzneikompositum-Grundstoff	CH_DRY+E_MIDDLE+CKH_COMPOSITE+OL_MATERIAL	trockenes Arzneikompositum im Ansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
lkchedy	Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen	L_WOOD+K_HOT+CH_DRY+E_MIDDLE+DY_FINISHED	heiß getrocknete Holzdroge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	15	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
oleed	Holzdrogenansatz auf der Endstufe abschließen	O_PREP+L_WOOD+EE_END+D_TERM_CLOSE	Holzdrogenansatz vollständig abziehen	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
sfm	eine Handvoll Saatgut und Blüten	LEARNED_SFM_WHOLE	eine Handvoll Saatgut	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
rain	Wurzeldroge in Charge II	R_ROOT+AIN_II	zwei Teile Wurzeldroge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	21	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
okos	eine Charge Heißansatz	O_PREP+K_HOT+O_PREP+S_TERM_SPECIES	Saatgut im heißen Ansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
olol	Holzdrogen-Grundansatz	O_PREP+L_WOOD+OL_MATERIAL	Holzdrogenauszug	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	14	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
shotchy	Feuchtansatz aus kalt getrockneter Droge in Grundform	SH_MOIST+O_PREP+T_COLD+CH_DRY+Y_START_OR_CLOSE	angefeuchtete kalt-trockene Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qokeees	erhitze die Charge bis zur letzten Stufe	QO_COMMAND+K_HOT+EEE_LONG_OR_FINAL+S_TERM_SPECIES	Saatgut sehr lange erhitzen	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
dor	miss eine Portion Droge ab	D_MEASURE+OR_PORTION	abgemessene Drogenportion	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	60	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chtol	getrocknetes und abgekühltes Drogenmaterial	CH_DRY+T_COLD+OL_MATERIAL	kalt-trockenes Drogenmaterial	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
dom	miss eine Handvoll Ansatz ab	LEARNED_DOM_WHOLE	eine Dosis Ansatz	CONTEXT_SCOPED_SHORT_FORM	LOW_EXPLORATORY	5	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V42_REPLACEABLE
chos	eine Charge Trockenansatz	CH_DRY+O_PREP+S_TERM_SPECIES	trocken angesetztes Saatgut	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	30	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
tshoiin	kalter Feuchtansatz in Form III	T_COLD+SH_MOIST+O_PREP+IIN_FORM_III	drei Teile kalt eingeweichter Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
cholo	Trockenstoff in Ansatzform	LEARNED_CHOLO_WHOLE	Trockenrückstand	LEARNED_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chtchey	Droge kalt bis zur Mittelstufe nachtrocknen	CH_DRY+T_COLD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	zweistufig getrocknete und abgekühlte Droge	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
keem	erhitze eine Handvoll Droge vollständig	LEARNED_KEEM_WHOLE	vollständig erhitzte Drogenmenge ohne festen Maßwert	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
sheeo	vollständig eingeweichter Ansatz	SH_MOIST+EE_END+O_PREP	zweiter Einweichansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
okaly	Rohstoff-I-Ansatz leicht erhitzen und abschließen	O_PREP+K_HOT+AL_RAW_I+Y_START_OR_CLOSE	heißer Rohstoff-I-Ansatz in Grundform	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	16	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chcthedy	Krautdroge bis zur mittleren Stufe trocknen und abschließen	CH_DRY+CTH_HERB+E_MIDDLE+DY_FINISHED	fertig getrocknete Krautdroge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
olchdaiin	Holzdrogenansatz aus drei Dosen Trockendroge	O_PREP+L_WOOD+CH_DRY+D_MEASURE+AIIN_III	drei Teile abgemessene getrocknete Holzdroge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chochy	Trockenansatz nochmals leicht trocknen	CH_DRY+O_PREP+CH_DRY+Y_START_OR_CLOSE	nachgetrockneter Trockenansatz	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qotcheeaiin	nimm drei Teile vollständig kalt getrocknete Droge	QO_COMMAND+T_COLD+CH_DRY+EE_END+AIIN_III	drei Teile Droge kalt und trocken auf Endstufe	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chytaroiin	Zubereitungsform III aus der ersten trocken-kalten Fraktion	LEARNED_CHYTAROIIN_WHOLE	setze die erste trocken-kalte Fraktion als Zubereitungsform III an	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
okchor	eine Portion heiß-trockene Droge im Ansatz	O_PREP+K_HOT+CH_DRY+OR_PORTION	heiß-trockene Ansatzportion	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	15	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ckholdy	Arzneikompositum fertigstellen	CKH_COMPOSITE+OL_MATERIAL+DY_FINISHED	fertiggestelltes Arzneikompositum	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chshol	getrocknete Droge einweichen	CH_DRY+SH_MOIST+OL_MATERIAL	angefeuchtetes Trockengut	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
shok	Feuchtansatz erhitzen	SH_MOIST+O_PREP+K_HOT	heißer Feuchtansatz ohne bezeichnete Stufe	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	3	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V42_REPLACEABLE
qokees	erhitze die Charge bis zur Endstufe	QO_COMMAND+K_HOT+EE_END+S_TERM_SPECIES	Saatgut vollständig erhitzen	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
yteey	kühle hiervon bis zur Endstufe ab	Y_REFERENCE+T_COLD+EE_END+Y_START_OR_CLOSE	diese Droge vollständig gekühlt	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	23	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
taraiin	drei Teile der ersten gekühlten Drogenfraktion	T_COLD+AR_FRACTION_I+AIIN_III	gekühlte erste Fraktion in Sortierklasse III	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chkalykedy	Rohdroge I unter Wärme vortrocknen; danach bis zur mittleren Heizstufe bringen und abschließen	CH_DRY+K_HOT+AL_RAW_I+Y_REFERENCE+K_HOT+E_MIDDLE+DY_FINISHED	heiß getrocknete Rohdroge I, fertig	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chdain	Trockendroge in Dosis II	CH_DRY+D_MEASURE+AIN_II	zwei Dosen Trockendroge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
yshol	weiche hiervon den Drogenstoff ein	Y_REFERENCE+SH_MOIST+OL_MATERIAL	feuchtes Material dieser Droge	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
cheekchy	vollständig trocknen, dann leicht erhitzen und nachtrocknen	CH_DRY+EE_END+K_HOT+CH_DRY+Y_START_OR_CLOSE	vollständig heiß getrocknete Droge	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
dalor	eine abgemessene Portion Rohdroge I	D_MEASURE+AL_RAW_I+OR_PORTION	ein Maß Rohdroge I	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
yd	schließe den vorstehenden Rezeptposten ab	Y_REFERENCE+D_TERM_CLOSE	miss hiervon eine Dosis ab	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
dalshedy	abgemessenen Rohstoff I bis zur Mittelstufe einweichen und abschließen	D_MEASURE+AL_RAW_I+SH_MOIST+E_MIDDLE+DY_FINISHED	fertig eingeweichte Rohstoffmenge I	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
dykaly	danach Rohstoff I leicht erhitzen	DY_FINISHED+K_HOT+AL_RAW_I+Y_START_OR_CLOSE	danach heißen Rohstoff I bereitstellen	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ytam	nimm hiervon ein Maß und kühle es	Y_REFERENCE+T_COLD+AM_UNIT_I	ein Maß kalte Droge hiervon	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	12	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
chotchy	Trockenansatz aus kalt getrockneter Droge in Grundform	CH_DRY+O_PREP+T_COLD+CH_DRY+Y_START_OR_CLOSE	kalt nachgetrockneter Trockenansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ody	fertiggestellter Ansatz	O_PREP+DY_FINISHED	stelle den Ansatz fertig und seihe ihn ab	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	37	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
aram	ein Maß der ersten Drogenfraktion	AR_FRACTION_I+AM_UNIT_I	eine Dosis Fraktion I	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qoain	nimm zwei Teile	QO_COMMAND+AIN_II	Qualitätsstufe II	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qockhy	bereite einen Arzneikompositum-Ansatz in Grundstufe	QO_COMMAND+O_PREP+CKH_COMPOSITE+Y_START_OR_CLOSE	nimm einen Arzneikompositum-Ansatz	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	14	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
darchd	miss die erste Fraktion ab, trockne sie und schließe ab	D_MEASURE+AR_FRACTION_I+CH_DRY+D_TERM_CLOSE	erste abgemessene abgeschlossene Trockenfraktion	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
otaldiin	miss eine Dosis kalten Rohstoff-I-Ansatzes in Zubereitungsform III ab	O_PREP+T_COLD+AL_RAW_I+D_MEASURE+IIN_FORM_III	drei Teile kalter Rohstoff-I-Ansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ykair	nimm hiervon die zweite erhitzte Drogenfraktion	Y_REFERENCE+K_HOT+AIR_FRACTION_II	erhitze hiervon die zweite Fraktion	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
kchol	erhitztes Trockengut	K_HOT+CH_DRY+OL_MATERIAL	heiß getrocknetes Drogenmaterial	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	24	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
psheey	Pulver vollständig anfeuchten	P_POWDER+SH_MOIST+EE_END+Y_START_OR_CLOSE	vollständig angefeuchtetes Pulver	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
sheodaiin	drei Dosen eingeweichter Ansatz	SH_MOIST+E_MIDDLE+O_PREP+D_MEASURE+AIIN_III	Feuchtansatz in Form III	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
qokaiir	nimm die dritte erhitzte Drogenfraktion	QO_COMMAND+K_HOT+AIIR_FRACTION_III	erhitze bis Stufe III	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ctheod	Krautansatz auf der mittleren Stufe abschließen	CTH_HERB+E_MIDDLE+O_PREP+D_TERM_CLOSE	Krautansatz nach mittlerer Stufe abgießen	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
ytchos	nimm hiervon eine Charge kalt getrockneten Ansatz	Y_REFERENCE+T_COLD+CH_DRY+O_PREP+S_TERM_SPECIES	stelle hiervon den kalt getrockneten Ansatz fertig	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V42_REPLACEABLE
