decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G665-D056	chytaroiin	PREPARATION	LEARNED_WHOLE	Zubereitungsform III aus der ersten trocken-kalten Fraktion	LEARNED_CHYTAROIIN_WHOLE	setze die erste trocken-kalte Fraktion als Zubereitungsform III an	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D057	okchor	HOT_DRY	PRODUCTIVE_COMPOUND	eine Portion heiß-trockene Droge im Ansatz	O_PREP+K_HOT+CH_DRY+OR_PORTION	heiß-trockene Ansatzportion	15	15	13	12	12	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D058	ckholdy	ACTION	LEARNED_ACTION_WHOLE	Arzneikompositum fertigstellen	CKH_COMPOSITE+OL_MATERIAL+DY_FINISHED	fertiggestelltes Arzneikompositum	1	1	1	1	1	CKHOLDY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D059	chshol	ACTION	LEARNED_ACTION_WHOLE	getrocknete Droge einweichen	CH_DRY+SH_MOIST+OL_MATERIAL	angefeuchtetes Trockengut	1	1	1	1	1	CHSHOL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D060	shok	ACTION	CONTEXT_SCOPED_SHORT_FORM	Feuchtansatz erhitzen	SH_MOIST+O_PREP+K_HOT	heißer Feuchtansatz ohne bezeichnete Stufe	3	3	3	2	2	SHOK_ACTION|SHOK_READER_MERGE_RIGHT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V42_REPLACEABLE
G665-D061	qokees	ACTION	LEARNED_ACTION_WHOLE	erhitze die Charge bis zur Endstufe	QO_COMMAND+K_HOT+EE_END+S_TERM_SPECIES	Saatgut vollständig erhitzen	7	7	7	7	7	QOKEES_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D062	yteey	ACTION	LEARNED_ACTION_WHOLE	kühle hiervon bis zur Endstufe ab	Y_REFERENCE+T_COLD+EE_END+Y_START_OR_CLOSE	diese Droge vollständig gekühlt	23	22	16	20	20	YTEEY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D063	taraiin	FRACTION	PRODUCTIVE_COMPOUND	drei Teile der ersten gekühlten Drogenfraktion	T_COLD+AR_FRACTION_I+AIIN_III	gekühlte erste Fraktion in Sortierklasse III	2	2	2	0	1	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D064	chkalykedy	ACTION	LEARNED_ACTION_WHOLE	Rohdroge I unter Wärme vortrocknen; danach bis zur mittleren Heizstufe bringen und abschließen	CH_DRY+K_HOT+AL_RAW_I+Y_REFERENCE+K_HOT+E_MIDDLE+DY_FINISHED	heiß getrocknete Rohdroge I, fertig	1	1	1	0	1	CHKALYKEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D065	chdain	MEASURE	PRODUCTIVE_COMPOUND	Trockendroge in Dosis II	CH_DRY+D_MEASURE+AIN_II	zwei Dosen Trockendroge	8	8	8	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D066	yshol	ACTION	LEARNED_ACTION_WHOLE	weiche hiervon den Drogenstoff ein	Y_REFERENCE+SH_MOIST+OL_MATERIAL	feuchtes Material dieser Droge	2	2	2	2	2	YSHOL_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D067	cheekchy	ACTION	LEARNED_ACTION_WHOLE	vollständig trocknen, dann leicht erhitzen und nachtrocknen	CH_DRY+EE_END+K_HOT+CH_DRY+Y_START_OR_CLOSE	vollständig heiß getrocknete Droge	1	1	1	0	0	CHEEKCHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D068	dalor	MEASURE	PRODUCTIVE_COMPOUND	eine abgemessene Portion Rohdroge I	D_MEASURE+AL_RAW_I+OR_PORTION	ein Maß Rohdroge I	7	7	6	6	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D069	yd	ACTION	LEARNED_ACTION_WHOLE	schließe den vorstehenden Rezeptposten ab	Y_REFERENCE+D_TERM_CLOSE	miss hiervon eine Dosis ab	3	3	3	3	3	YD_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D070	dalshedy	ACTION	LEARNED_ACTION_WHOLE	abgemessenen Rohstoff I bis zur Mittelstufe einweichen und abschließen	D_MEASURE+AL_RAW_I+SH_MOIST+E_MIDDLE+DY_FINISHED	fertig eingeweichte Rohstoffmenge I	3	3	2	1	2	DALSHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D071	dykaly	ACTION	LEARNED_ACTION_WHOLE	danach Rohstoff I leicht erhitzen	DY_FINISHED+K_HOT+AL_RAW_I+Y_START_OR_CLOSE	danach heißen Rohstoff I bereitstellen	1	1	1	1	1	DYKALY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D072	ytam	ACTION	LEARNED_ACTION_WHOLE	nimm hiervon ein Maß und kühle es	Y_REFERENCE+T_COLD+AM_UNIT_I	ein Maß kalte Droge hiervon	12	12	10	10	10	YTAM_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D073	chotchy	DRY	PRODUCTIVE_COMPOUND	Trockenansatz aus kalt getrockneter Droge in Grundform	CH_DRY+O_PREP+T_COLD+CH_DRY+Y_START_OR_CLOSE	kalt nachgetrockneter Trockenansatz	11	11	7	10	10	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D074	ody	PREPARATION	PRODUCTIVE_COMPOUND	fertiggestellter Ansatz	O_PREP+DY_FINISHED	stelle den Ansatz fertig und seihe ihn ab	37	37	30	26	26	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D075	aram	MEASURE	PRODUCTIVE_COMPOUND	ein Maß der ersten Drogenfraktion	AR_FRACTION_I+AM_UNIT_I	eine Dosis Fraktion I	8	8	8	6	7	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D076	qoain	ACTION	LEARNED_ACTION_WHOLE	nimm zwei Teile	QO_COMMAND+AIN_II	Qualitätsstufe II	5	5	5	4	4	QOAIN_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D077	qockhy	ACTION	LEARNED_ACTION_WHOLE	bereite einen Arzneikompositum-Ansatz in Grundstufe	QO_COMMAND+O_PREP+CKH_COMPOSITE+Y_START_OR_CLOSE	nimm einen Arzneikompositum-Ansatz	14	14	13	14	14	QOCKHY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D078	darchd	ACTION	LEARNED_ACTION_WHOLE	miss die erste Fraktion ab, trockne sie und schließe ab	D_MEASURE+AR_FRACTION_I+CH_DRY+D_TERM_CLOSE	erste abgemessene abgeschlossene Trockenfraktion	1	1	1	0	0	DARCHD_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D079	otaldiin	MEASURE	PRODUCTIVE_COMPOUND	miss eine Dosis kalten Rohstoff-I-Ansatzes in Zubereitungsform III ab	O_PREP+T_COLD+AL_RAW_I+D_MEASURE+IIN_FORM_III	drei Teile kalter Rohstoff-I-Ansatz	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V42_REPLACEABLE
G665-D080	ykair	ACTION	LEARNED_ACTION_WHOLE	nimm hiervon die zweite erhitzte Drogenfraktion	Y_REFERENCE+K_HOT+AIR_FRACTION_II	erhitze hiervon die zweite Fraktion	7	7	7	7	7	YKAIR_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D081	kchol	HOT_DRY	PRODUCTIVE_COMPOUND	erhitztes Trockengut	K_HOT+CH_DRY+OL_MATERIAL	heiß getrocknetes Drogenmaterial	24	24	20	19	19	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
G665-D082	psheey	ACTION	LEARNED_ACTION_WHOLE	Pulver vollständig anfeuchten	P_POWDER+SH_MOIST+EE_END+Y_START_OR_CLOSE	vollständig angefeuchtetes Pulver	1	1	1	0	0	PSHEEY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V42_REPLACEABLE
