rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v41_translation_de	v42_translation_de	status
11	f106r	f106r.12	lcheedy	Holzdroge vollständig trocknen und abschließen	Holzdroge vollständig trocknen und abschließen	LEARNED_ACTION_WHOLE	L_WOOD+CH_DRY+EE_END+DY_FINISHED	vollständig getrocknete Holzdroge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	okeey lcheedy olkeey qokeeo dchedy	Ansatz auf Heizendstufe; [lcheedy:?]; Holzdrogenansatz vollständig erhitzt; heißer Ansatz, Bindungsstufe II; abgemessene Trockendroge, fertig	Ansatz auf Heizendstufe; Holzdroge vollständig trocknen und abschließen; Holzdrogenansatz vollständig erhitzt; heißer Ansatz, Bindungsstufe II; abgemessene Trockendroge, fertig	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
12	f106r	f106r.21	chearaiin	drei Teile der ersten Trockenfraktion	drei Teile der ersten Trockenfraktion	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+AR_FRACTION_I+AIIN_III	erste Trockenfraktion in Sortierklasse III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	olkeedy qokchedy cheo lkeedy chearaiin okain	Holzdrogenansatz vollständig erhitzt und abgeschlossen; heiß und bis zur mittleren Trockenstufe gebracht; trocken angesetzte Zubereitung; Drogenholz, heiß am Gradende, abgeschlossen; [chearaiin:?]; heiß im Zubereitungsrahmen, Grad II	Holzdrogenansatz vollständig erhitzt und abgeschlossen; heiß und bis zur mittleren Trockenstufe gebracht; trocken angesetzte Zubereitung; Drogenholz, heiß am Gradende, abgeschlossen; drei Teile der ersten Trockenfraktion; heiß im Zubereitungsrahmen, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
13	f106r	f106r.40	chdaldy	abgemessenen Rohstoff I trocknen und abschließen	abgemessenen Rohstoff I trocknen und abschließen	LEARNED_ACTION_WHOLE	CH_DRY+D_MEASURE+AL_RAW_I+DY_FINISHED	fertig getrocknete Rohstoffmenge I	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	shaiin ar aiin sheey lkaiin sheedy shedy qokal chey okaiin chdaldy	feucht, Grad III; Drogenfraktion I; drei Teile; vollständig eingeweicht; Holzdroge, heiß auf Stufe III; vollständig eingeweicht; bis zur mittleren Einweichstufe gebracht; Rohstoff I, heiß am Gradanfang; bis zur mittleren Trockenstufe; Ansatz auf Heizstufe III; [chdaldy:?]	feucht, Grad III; Drogenfraktion I; drei Teile; vollständig eingeweicht; Holzdroge, heiß auf Stufe III; vollständig eingeweicht; bis zur mittleren Einweichstufe gebracht; Rohstoff I, heiß am Gradanfang; bis zur mittleren Trockenstufe; Ansatz auf Heizstufe III; abgemessenen Rohstoff I trocknen und abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
14	f107r	f107r.12	loraiir	Holzdrogenportion der dritten Fraktion	Holzdrogenportion der dritten Fraktion	PRODUCTIVE_COMPOUND	L_WOOD+OR_PORTION+AIIR_FRACTION_III	Holzdrogenportion der Sortierklasse III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	y chol chol loraiir aiinal	Eintrag: Trockengut; Trockengut; [loraiir:?]; drei Teile Rohdroge I	Eintrag: Trockengut; Trockengut; Holzdrogenportion der dritten Fraktion; drei Teile Rohdroge I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
15	f107v	f107v.21	otalal	setze einen kalten Ansatz aus zwei Posten Rohdroge I an	setze einen kalten Ansatz aus zwei Posten Rohdroge I an	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+AL_RAW_I+AL_RAW_I	kalter Ansatz aus Rohstoffklasse I in Form I	MEDIUM_EXACT_WHOLE	NONE	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	kalt, Grad III; Grundansatz; heiß, Grad III; Trockengut; heiß und bis zur mittleren Trockenstufe gebracht; erhitze Folgendes: zwei Teile; zweite Drogenfraktion; heiß, Grad III; Rohstoff I, leicht erhitzt im Ansatz; kalte Drogenfraktion I im Ansatz; [otalal:?]	kalt, Grad III; Grundansatz; heiß, Grad III; Trockengut; heiß und bis zur mittleren Trockenstufe gebracht; erhitze Folgendes: zwei Teile; zweite Drogenfraktion; heiß, Grad III; Rohstoff I, leicht erhitzt im Ansatz; kalte Drogenfraktion I im Ansatz; setze einen kalten Ansatz aus zwei Posten Rohdroge I an	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
16	f107v	f107v.35	lkey	Holzdroge bis zur mittleren Heizstufe	Holzdroge bis zur mittleren Heizstufe	PRODUCTIVE_COMPOUND	L_WOOD+K_HOT+E_MIDDLE+Y_START_OR_CLOSE	leicht erhitzte Holzdroge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol	getrockneter Pulverstoff/-ansatz; Holzdrogenansatz vollständig erhitzt; [lkey:?]; getrocknete Krautdroge; heiße Holzfraktion I; bis zur mittleren Einweichstufe gebracht; heiß, Grad III; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe gebracht; Holzstoff	getrockneter Pulverstoff/-ansatz; Holzdrogenansatz vollständig erhitzt; Holzdroge bis zur mittleren Heizstufe; getrocknete Krautdroge; heiße Holzfraktion I; bis zur mittleren Einweichstufe gebracht; heiß, Grad III; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe gebracht; Holzstoff	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
17	f107v	f107v.36	lcheor	eine Portion bis zur Mittelstufe getrocknete Holzdroge	eine Portion bis zur Mittelstufe getrocknete Holzdroge	PRODUCTIVE_COMPOUND	L_WOOD+CH_DRY+E_MIDDLE+OR_PORTION	eine Portion getrockneter Holzansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain	kalt; nominal kaltes Gut/Material; bis zur mittleren Trockenstufe; [lcheor:?]; feuchtes Material; heiß, Grad III; Holzdrogenansatz vollständig erhitzt und abgeschlossen; heiße Drogenfraktion I im Ansatz; Drogenfraktion I; Holzdrogenansatz auf Heizstufe II; Zubereitungsdosis II	kalt; nominal kaltes Gut/Material; bis zur mittleren Trockenstufe; eine Portion bis zur Mittelstufe getrocknete Holzdroge; feuchtes Material; heiß, Grad III; Holzdrogenansatz vollständig erhitzt und abgeschlossen; heiße Drogenfraktion I im Ansatz; Drogenfraktion I; Holzdrogenansatz auf Heizstufe II; Zubereitungsdosis II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
18	f108r	f108r.48	pcheedy	Pulver vollständig trocknen und abschließen	Pulver vollständig trocknen und abschließen	LEARNED_ACTION_WHOLE	P_POWDER+CH_DRY+EE_END+DY_FINISHED	vollständig getrocknetes Pulver	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	[pcheedy:?]; Grundstoff des vorstehenden Ansatzes; Grundansatz bis zur mittleren Heizstufe erwärmt; heißer Drogenstoff; Stufe II; Drogenfraktion I; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; Drogenholz, getrocknete Kurz-/Kompaktform	Pulver vollständig trocknen und abschließen; Grundstoff des vorstehenden Ansatzes; Grundansatz bis zur mittleren Heizstufe erwärmt; heißer Drogenstoff; Stufe II; Drogenfraktion I; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; Drogenholz, getrocknete Kurz-/Kompaktform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
19	f108r	f108r.50	okaram	ein Maß der ersten erhitzten Ansatzfraktion	ein Maß der ersten erhitzten Ansatzfraktion	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+AR_FRACTION_I+AM_UNIT_I	ein Maß heißen Ansatzes aus Fraktion I	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokeedy lchedy lkaiin chdy qokey okedy okaram chdar ar okam	bis zur Heizendstufe gebracht; getrocknetes Drogenholz; Holzdroge, heiß auf Stufe III; angetrocknet; bis zur mittleren Heizstufe; Ansatz bis zur mittleren Heizstufe, abgeschlossen; [okaram:?]; abgemessene Trockenfraktion I, Anfangsstufe; Drogenfraktion I; ein Maß heißen Ansatzes	bis zur Heizendstufe gebracht; getrocknetes Drogenholz; Holzdroge, heiß auf Stufe III; angetrocknet; bis zur mittleren Heizstufe; Ansatz bis zur mittleren Heizstufe, abgeschlossen; ein Maß der ersten erhitzten Ansatzfraktion; abgemessene Trockenfraktion I, Anfangsstufe; Drogenfraktion I; ein Maß heißen Ansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
20	f108v	f108v.16	teedu	Kühlendstufe abschließen	Kühlendstufe abschließen	LEARNED_WHOLE	LEARNED_TEEDU_WHOLE	zweiter Kaltabzug	LOW_EXPLORATORY	NONE	okeey lshey qokeeal lkeey okeol okedy qotal sholkeedy chedy qokain teedu	Ansatz auf Heizendstufe; eingeweichtes Drogenholz, Form I; Rohstoff I, heiß am Gradende; Drogenholz, heiß am Gradende; Grundansatz bis zur mittleren Heizstufe erwärmt; Ansatz bis zur mittleren Heizstufe, abgeschlossen; Rohstoff I, kalt am Gradanfang; feuchte Drogenbasis, vollständig erhitzt; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; [teedu:?]	Ansatz auf Heizendstufe; eingeweichtes Drogenholz, Form I; Rohstoff I, heiß am Gradende; Drogenholz, heiß am Gradende; Grundansatz bis zur mittleren Heizstufe erwärmt; Ansatz bis zur mittleren Heizstufe, abgeschlossen; Rohstoff I, kalt am Gradanfang; feuchte Drogenbasis, vollständig erhitzt; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; Kühlendstufe abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
21	f108v	f108v.4	arain	erste Drogenfraktion in Menge II	erste Drogenfraktion in Menge II	PRODUCTIVE_COMPOUND	AR_FRACTION_I+AIN_II	zwei Teile der ersten Drogenfraktion	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dchedy shedy qokeed qoteedy qoteedy arain al keedy	abgemessene Trockendroge, fertig; bis zur mittleren Einweichstufe gebracht; erhitze bis zur Endstufe und schließe ab; bis zur Kühlendstufe gebracht; bis zur Kühlendstufe gebracht; [arain:?]; Rohstoff I; bis zur Heizendstufe gebracht	abgemessene Trockendroge, fertig; bis zur mittleren Einweichstufe gebracht; erhitze bis zur Endstufe und schließe ab; bis zur Kühlendstufe gebracht; bis zur Kühlendstufe gebracht; erste Drogenfraktion in zwei Teile; Rohstoff I; bis zur Heizendstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
22	f10r	f10r.3	yty	kühle hiervon leicht ab	kühle hiervon leicht ab	LEARNED_ACTION_WHOLE	Y_REFERENCE+T_COLD+Y_START_OR_CLOSE	diese Droge in kalter Grundstufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qotor o tchy daiin chocthy qotchy chol or yty dy dy	kalte Drogenportion; kalt-trockener Ansatz am Anfang des Grades; drei Maße; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; kalt und angetrocknet; Trockengut; Drogenportion; [yty:?].	kalte Drogenportion; kalt-trockener Ansatz am Anfang des Grades; drei Maße; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; kalt und angetrocknet; Trockengut; Drogenportion; kühle hiervon leicht ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
23	f10r	f10r.9	oykchor	nimm hiervon eine Portion heiß-trockenen Ansatzes	nimm hiervon eine Portion heiß-trockenen Ansatzes	LEARNED_WHOLE	LEARNED_OYKCHOR_WHOLE	heiß-trockene Portion dieser Droge im Ansatz	LOW_EXPLORATORY	NONE	oykchor shor chor chy kaiiin dy chodaiin	[oykchor:?]; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Pflanzenteil; angetrocknet; heiß, Grad IV; Trockenansatz, Dosis III	nimm hiervon eine Portion heiß-trockenen Ansatzes; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Pflanzenteil; angetrocknet; heiß, Grad IV; Trockenansatz, Dosis III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
24	f10v	f10v.7	chckhan	trockenes Arzneikompositum auf Stufe I	trockenes Arzneikompositum auf Stufe I	PRODUCTIVE_COMPOUND	CH_DRY+CKH_COMPOSITE+AN_I	trockenes Arzneikompositum aus Rohstoff I	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokol chy ky chol cheky daiin dain chckhan	erhitze Folgendes: angetrocknet; leicht erhitzt; Trockengut; bis zur mittleren Trockenstufe, dann leicht erhitzen; drei Maße; zwei Maße; [chckhan:?]	erhitze Folgendes: angetrocknet; leicht erhitzt; Trockengut; bis zur mittleren Trockenstufe, dann leicht erhitzen; drei Maße; zwei Maße; trockenes Arzneikompositum auf Stufe I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
25	f111r	f111r.6	shed	Einweichen bis zur mittleren Stufe abschließen	Einweichen bis zur mittleren Stufe abschließen	LEARNED_ACTION_WHOLE	SH_MOIST+E_MIDDLE+D_TERM_CLOSE	angefeuchtete Droge auf Mittelstufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary	zwei Maße; bis zur mittleren Einweichstufe gebracht; leicht erhitzt; bis zur mittleren Trockenstufe gebracht; erhitze Folgendes: [shed:?]; Holzdroge im Ansatz fertig getrocknet; bis zur Heizendstufe gebracht; bis zur Kühlendstufe gebracht; angetrocknet; bis zur Heizendstufe gebracht; kalt und bis zur mittleren Trockenstufe gebracht; abgemessene Fraktion I, abgeschlossen	zwei Maße; bis zur mittleren Einweichstufe gebracht; leicht erhitzt; bis zur mittleren Trockenstufe gebracht; erhitze Folgendes: Einweichen bis zur mittleren Stufe abschließen; Holzdroge im Ansatz fertig getrocknet; bis zur Heizendstufe gebracht; bis zur Kühlendstufe gebracht; angetrocknet; bis zur Heizendstufe gebracht; kalt und bis zur mittleren Trockenstufe gebracht; abgemessene Fraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
26	f111v	f111v.38	ycheey	trockne hiervon bis zur Endstufe	trockne hiervon bis zur Endstufe	LEARNED_ACTION_WHOLE	Y_REFERENCE+CH_DRY+EE_END+Y_START_OR_CLOSE	diese Droge vollständig getrocknet	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ycheey o aiin checkhey otain qotl chear chedy qokeey okeedy lkeey	[ycheey:?]; Ansatzmenge III; trockenes Arzneikompositum in der Gradmitte; kalt im Zubereitungsrahmen, Grad II; kalte Holzdroge; trockene Fraktion I; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; Ansatz auf Heizendstufe abgeschlossen; Drogenholz, heiß am Gradende	trockne hiervon bis zur Endstufe; Ansatzmenge III; trockenes Arzneikompositum in der Gradmitte; kalt im Zubereitungsrahmen, Grad II; kalte Holzdroge; trockene Fraktion I; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; Ansatz auf Heizendstufe abgeschlossen; Drogenholz, heiß am Gradende	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
27	f111v	f111v.49	soiry	Saatgutansatz in zweiter Fraktion und Grundform	Saatgutansatz in zweiter Fraktion und Grundform	LEARNED_WHOLE	LEARNED_SOIRY_WHOLE	Samenportion in Grundform	LOW_EXPLORATORY	NONE	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	[soiry:?]; vollständig getrocknet; trocken-heiß, Stufe II; Rohstoff I, trocken am Gradanfang; Holzportion; vollständig eingeweicht; heiß, Grad II; heiß im Zubereitungsrahmen, Grad II; bis zur mittleren Trockenstufe; heiß, Grad II; Ansatz auf Heizendstufe	Saatgutansatz in zweiter Fraktion und Grundform; vollständig getrocknet; trocken-heiß, Stufe II; Rohstoff I, trocken am Gradanfang; Holzportion; vollständig eingeweicht; heiß, Grad II; heiß im Zubereitungsrahmen, Grad II; bis zur mittleren Trockenstufe; heiß, Grad II; Ansatz auf Heizendstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
28	f112r	f112r.29	chealy	Rohstoff I bis zur mittleren Trockenstufe bringen	Rohstoff I bis zur mittleren Trockenstufe bringen	LEARNED_ACTION_WHOLE	CH_DRY+E_MIDDLE+AL_RAW_I+Y_START_OR_CLOSE	Rohstoff I trocken in der Gradmitte	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sar aiin olshedy chokeey sal okaiin oteey qokeey olor al chealy	Samenfraktion I; drei Teile; Holzdroge im Ansatz vollständig eingeweicht; heiß-trockener Ansatz am Gradende; Saat-Rohstoff I; Ansatz auf Heizstufe III; Ansatz auf Kühlendstufe; bis zur Heizendstufe; eine Holzdrogenportion im Ansatz; Rohstoff I; [chealy:?]	Samenfraktion I; drei Teile; Holzdroge im Ansatz vollständig eingeweicht; heiß-trockener Ansatz am Gradende; Saat-Rohstoff I; Ansatz auf Heizstufe III; Ansatz auf Kühlendstufe; bis zur Heizendstufe; eine Holzdrogenportion im Ansatz; Rohstoff I; Rohstoff I bis zur mittleren Trockenstufe bringen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
