rank	locus	zl3b_line	manual_workshop_translation_de	notes	automatic_v42_translation_de	v42_unknown_tokens	comparison_scope
11	f108v.4	dchedy shedy qokeed qoteedy qoteedy arain al keedy	Nimm eine fertig abgemessene Trockendosis und weiche sie bis zur Mitte ein. Erhitze vollständig und schließe ab, kühle zweimal bis zur Endstufe, gib die erste Drogenfraktion in Menge II sowie Rohdroge I hinzu und erhitze nochmals vollständig.	arain bezeichnet die erste Drogenfraktion in Menge II; zwei Teile bleiben nur die Rivalenlesung.	abgemessene Trockendroge, fertig; bis zur mittleren Einweichstufe gebracht; erhitze bis zur Endstufe und schließe ab; bis zur Kühlendstufe gebracht; bis zur Kühlendstufe gebracht; erste Drogenfraktion in zwei Teile; Rohstoff I; bis zur Heizendstufe gebracht	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
12	f10r.3	qotor o tchy daiin chocthy qotchy chol or yty dy dy	Nimm eine kalte Drogenportion und bringe den Ansatz kalt-trocken auf die Anfangsstufe; nimm drei Maße. Gib eine trockene Krautzubereitung hinzu, behandle sie kalt-trocken auf Anfangsstufe und füge Trockengut sowie eine Drogenportion bei. Kühle hiervon kurz ab und schließe die Charge.	Die Folge o tchy wird als kalt-trockener Ansatz gelesen; yty ist ein kurzer anaphorischer Kühlschritt, während kein Kartenwert ein Abfüllen lizenziert.	kalte Drogenportion; kalt-trockener Ansatz am Anfang des Grades; drei Maße; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; kalt und angetrocknet; Trockengut; Drogenportion; kühle hiervon leicht ab.	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
13	f10v.7	qokol chy ky chol cheky daiin dain chckhan	Erhitze Drogenmaterial und trockne es kurz; gib Trockengut hinzu, trockne bis zur Mitte und erwärme kurz. Nimm davon drei, anschließend zwei Maße und gib das trockene Arzneikompositum auf Stufe I hinzu.	chckhan bezeichnet ein trockenes Arzneikompositum auf Stufe I, keine Maßportion.	erhitze Folgendes: angetrocknet; leicht erhitzt; Trockengut; bis zur mittleren Trockenstufe, dann leicht erhitzen; drei Maße; zwei Maße; trockenes Arzneikompositum auf Stufe I	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
14	f111r.6	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary	Nimm zwei Maße, weiche bis zur Mitte ein, erwärme kurz und trockne bis zur Mitte. Erhitze den Ansatz und schließe das Einweichen auf der Mittelstufe ab; gib fertig getrocknete Holzdroge hinzu, erhitze vollständig, kühle vollständig, trockne kurz, erhitze wieder vollständig und führe zuletzt kalt-trocken bis zur Mitte. Schließe die erste abgemessene Fraktion.	qok regiert shed; die finale shed-Karte bezeichnet den Abschluss des Einweichens auf der Mittelstufe und keine Dosis.	zwei Maße; bis zur mittleren Einweichstufe gebracht; leicht erhitzt; bis zur mittleren Trockenstufe gebracht; erhitze Folgendes: Einweichen bis zur mittleren Stufe abschließen; Holzdroge im Ansatz fertig getrocknet; bis zur Heizendstufe gebracht; bis zur Kühlendstufe gebracht; angetrocknet; bis zur Heizendstufe gebracht; kalt und bis zur mittleren Trockenstufe gebracht; abgemessene Fraktion I, abgeschlossen	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
15	f111v.38	ycheey o aiin checkhey otain qotl chear chedy qokeey okeedy lkeey	Trockne hiervon bis zur Endstufe und bereite Ansatzmenge III. Gib eine trockene Kräutermischung hinzu, kühle den Ansatz auf Stufe II und füge die kalte Holzdroge bei. Gib die erste Trockenfraktion hinzu, trockne bis zur Mitte, erhitze vollständig, schließe den heißen Ansatz ab und füge zuletzt vollständig erhitzte Holzdroge bei.	ycheey ist eine anaphorische Trockenhandlung; o aiin liefert Ansatzmenge III, otain eine Kaltstufe II und keine Teilmengen.	trockne hiervon bis zur Endstufe; Ansatzmenge III; trockenes Arzneikompositum in der Gradmitte; kalt im Zubereitungsrahmen, Grad II; kalte Holzdroge; trockene Fraktion I; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; Ansatz auf Heizendstufe abgeschlossen; Drogenholz, heiß am Gradende	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
16	f112v.46	ykeey lor chaiin cheky chokain char am chey kain chdal okaiin daldy	Erhitze hiervon bis zur Endstufe und schließe ab. Gib eine Holzportion hinzu und trockne die Droge auf Stufe III; trockne bis zur Mitte und erwärme kurz, dann erhitze den Trockenansatz auf Stufe II. Füge ein Maß der ersten Trockenfraktion hinzu, trockne bis zur Mitte, erhitze auf Stufe II, gib die erste abgemessene Trockenportion zu und bringe den Ansatz auf Stufe III. Schließe die abgemessene Rohdrogenportion ab.	ykeey ist eine anaphorische Heizhandlung ohne eigenen Portionsmarker; chaiin bezeichnet Trockenstufe III und keine Dreiteilmenge.	erhitze hiervon bis zur Endstufe und schließe ab; Holzportion; trocken, Grad III; bis zur mittleren Trockenstufe, dann leicht erhitzen; erhitze den Trockenansatz auf Stufe II; Trockenfraktion I; Maßeinheit I; bis zur mittleren Trockenstufe; heiß, Grad II; trockene abgemessene Rohstoffmenge I am Gradanfang; Ansatz auf Heizstufe III; abgemessene Rohstoffmenge I, abgeschlossen	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
17	f116r.32	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	Erhitze den Holzdrogenansatz vollständig. Gib Wurzel der Charge II hinzu und weiche bis zur Mitte ein. Nimm eine Drogenportion mit drei Teilen, weiche nochmals ein und gib Grundansatz, getrocknetes Drogenholz sowie eingeweichte Wurzel hinzu. Erhitze vollständig, behandle kalt-trocken auf Stufe II und seihe den Holzansatz ab.	rain folgt lain und sain als Stoffcharge II; der Mengenwert zwei Teile bleibt der engste Rivale.	Holzdrogenansatz vollständig erhitzt; Wurzeldroge in Charge II; bis zur mittleren Einweichstufe; nimm eine Drogenportion: drei Teile; bis zur mittleren Einweichstufe; Grundansatz; getrocknetes Drogenholz; eingeweichte Wurzel, Form I; bis zur Heizendstufe gebracht; kalt-trocken, Grad II; seihe Vorstehendes ab.	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
18	f13v.4	o l s chey okos oaiin okshy qo	Setze ein Pfund Saatgut in Ansatzwasser an. Trockne bis zur Mitte und verwende eine Charge Heißansatz; gib Ansatzmenge III hinzu, erwärme und befeuchte kurz und nimm die Charge ab.	Terminales s in okos bezeichnet die Charge; initiales freies s bleibt Saatgut, oaiin dagegen Ansatzmenge III und keine dreiteilige Wassermenge.	Ansatzwasser; ein Pfund; Samen-/Saatgutposten; bis zur mittleren Trockenstufe; eine Charge Heißansatz; Ansatzmenge III; heiß-feuchter Ansatz am Anfang des Grades; nimm Vorstehendes.	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
19	f19r.7	qok cho ky cthar dor chan dar	Erhitze den Trockenansatz kurz. Nimm die erste Blatt- oder Krautfraktion, miss eine Portion davon ab und trockne sie leicht an. Das Ergebnis ist die erste abgemessene Fraktion.	dor ist d+or und lizenziert das Abmessen einer Portion; dar benennt anschließend die abgemessene erste Fraktion.	erhitze Trockenansatz; leicht erhitzt; CTH-Drogenfraktion I; Blatt-/Krautfraktion I; miss eine Portion Droge ab; trocken, Grad I; abgemessene Fraktion I	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
20	f27r.11	chol daiiin chees chos ey dan	Bringe Trockengut auf Stufe IV und verarbeite es mit der vollständig getrockneten Kräutermischung zu einer Charge Trockenansatz; nimm danach eine Maßportion davon ab.	chos folgt dem terminalen Chargen-s. In 30 sichtbaren chos-Zeilen verlangt keine Saat; fünf führen Saat separat.	Trockengut; Stufe IV; vollständig getrocknete Kräutermischung; eine Charge Trockenansatz; anschließend: Grad-/Maßwert I	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
21	f4v.12	qokey sho okeol s keey shar char ody	Erwärme den feuchten Ansatz und den Grundansatz bis zur mittleren Heizstufe. Gib Saatgut hinzu und erhitze vollständig; füge die erste angefeuchtete und die erste trockene Drogenfraktion bei. Das ergibt den fertiggestellten Ansatz.	okeol bezeichnet den bis zur mittleren Heizstufe erwärmten Grundansatz, nicht einen Holzabsud; ody bleibt das fertige Ansatzresultat.	bis zur mittleren Heizstufe; feuchter Ansatz; Grundansatz bis zur mittleren Heizstufe erwärmt; Samen-/Saatgutposten; bis zur Heizendstufe; angefeuchtete Drogenfraktion I; Trockenfraktion I; fertiggestellter Ansatz	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
22	f6r.10	tchor ctheod chy shor od she od	Nimm eine kaltgetrocknete Drogenportion und schließe den Krautansatz auf der mittleren Stufe ab. Trockne den abgeschlossenen Ansatz kurz, gib einen Blüten- oder Fruchtteil hinzu, miss vom Ansatz ab, feuchte die abgemessene Menge an und miss erneut ab.	ctheod bezeichnet den Abschluss des Krautansatzes auf mittlerer Stufe; ein Abgießen bleibt ohne eigenen Flussmarker nur Rivale.	kalt-trockene Drogenportion; Krautansatz auf der mittleren Stufe abschließen; angetrocknet; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; miss vom Ansatz ab; feucht, attributiv gebunden; miss vom Ansatz ab	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
23	f75r.12	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	Feuchte das Samenkompositum auf Grundstufe an. Gib Rohdroge I auf heißer Anfangsstufe hinzu und seihe ab. Weiche Wurzel im Grundansatz ein, trockne vollständig, weiche nochmals ein und schließe ab; weiche die Holzdroge im Ansatz vollständig ein und erwärme kurz.	ssheckhy bezeichnet ein angefeuchtetes Samenkompositum auf Grundstufe; olshedy lizenziert vollständiges Einweichen von Holzdroge, nicht Ausziehen.	angefeuchtetes Samenkompositum in Grundstufe; Rohstoff I, heiß am Gradanfang; seihe Vorstehendes ab; bis zur mittleren Einweichstufe; Wurzel; Grundansatz; vollständig getrocknet; bis zur mittleren Einweichstufe; Holzdroge im Ansatz vollständig eingeweicht; leicht erhitzt	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
24	f75r.30	qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy okar olom	Nimm zwei Maße, trockne sie vollständig und röste kurz nach; erwärme bis zur Mitte und dann auf Stufe II. Trockne erneut bis zur Mitte, gib Rohdroge I auf heißer Anfangsstufe und nochmals zwei Maße hinzu und trockne bis zur Mitte. Setze mit der heißen Rohdroge I einen Ansatz an, weiche ihn bis zur Mitte ein und gib die erste heiße Fraktion sowie eine Handvoll Holzdroge in den Ansatz.	Die Folge o kalol bezeichnet einen Ansatz mit heißer Rohdroge I und kein frei angesetztes Wasser; olom bleibt die gelernte Handvollkarte.	nimm Folgendes: zwei Maße; trocken am Gradende, dann heiß am Gradanfang; bis zur mittleren Heizstufe; heiß, Grad II; bis zur mittleren Trockenstufe, dann leicht erhitzen; Rohstoff I, heiß am Gradanfang; zwei Maße; bis zur mittleren Trockenstufe gebracht; Ansatz mit heißer Rohstoff der ersten Klasse; bis zur mittleren Einweichstufe gebracht; heiße Drogenfraktion I im Ansatz; eine Handvoll Holzdroge im Ansatz	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
25	f75v.10	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	Erhitze vollständig und schließe ab; trockne bis zur Mitte und erwärme kurz. Schließe die mittlere Heizstufe und gib getrocknetes Drogenholz sowie die erste abgemessene Fraktion hinzu. Verwende den so fertiggestellten Ansatz mit einer fertig abgemessenen Trockendosis, einer weiteren ersten Fraktion und fertig getrockneter Holzdroge; kühle mäßig und erwärme kurz.	ody bezeichnet das fertige Ansatzresultat zwischen zwei Mengenblöcken; ein Abseiheschritt wird nicht erzwungen.	erhitze bis zur Endstufe und schließe ab; bis zur mittleren Trockenstufe gebracht; leicht erhitzt; Ansatz bis zur mittleren Heizstufe, abgeschlossen; getrocknetes Drogenholz; abgemessene Fraktion I; fertiggestellter Ansatz; abgemessene Trockendroge, fertig; abgemessene Fraktion I; Holzdroge im Ansatz fertig getrocknet; Ansatz auf mittlerer Kühlstufe abgeschlossen; leicht erhitzt	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
26	f78r.31	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy	Erhitze den Saatgutansatz vollständig. Nimm ein leicht angefeuchtetes Arzneikompositum und erwärme es bis zur Mitte. Gib Rohdroge I auf kalter Anfangsstufe hinzu, weiche bis zur Mitte ein und füge die erste Kaltfraktion sowie fertig getrocknete Holzdroge bei. Bereite die Krautdroge fertig auf.	sheckhy bezeichnet ein feuchtes Arzneikompositum am Gradanfang; cthdy schließt die Krautdroge praktisch ab und otal enthält keine unmarkierte Portion.	Saatgutansatz vollständig erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur mittleren Heizstufe gebracht; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Einweichstufe gebracht; kalte Drogenfraktion I im Ansatz; Holzdroge im Ansatz fertig getrocknet; Krautdroge fertig aufbereiten	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
27	f78v.22	okol shey ol shedy okal okchey okeol ol chedy qol	Nimm heißen Ansatzstoff. Lasse ihn im Grundansatz bis zur Mitte ziehen, gib Rohdroge I auf heißer Anfangsstufe hinzu und trockne sie heiß bis zur Mitte. Erwärme den restlichen Grundansatz bis zur Mitte, trockne ihn bis zur Mitte und gib den bis zur Mitte getrockneten Grundansatz hinzu.	okol bezeichnet heißen Ansatzstoff; Grundauszug bleibt der engste Rivale. qol bezieht sich am Zeilenende auf den zuvor getrockneten Grundansatz.	heißer Ansatzstoff; bis zur mittleren Einweichstufe; Grundansatz; bis zur mittleren Einweichstufe gebracht; Rohstoff I, leicht erhitzt im Ansatz; heiß-trockener Ansatz in der Mitte des Grades; Grundansatz bis zur mittleren Heizstufe erwärmt; Grundansatz; bis zur mittleren Trockenstufe gebracht; gib Vorstehendes hinzu	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
28	f81r.21	dshedy qokal olkeey oteey olshey otey lol	Weiche eine Dosis Droge bis zur Mittelstufe ein und schließe sie ab. Gib Rohdroge I auf heißer Anfangsstufe hinzu, erhitze den Holzdrogenansatz vollständig, kühle bis zur Endstufe, lasse die Holzdroge bis zur Mitte ziehen, kühle nochmals mäßig und gib Holzstoff hinzu.	dshedy ist d+sh+e+dy und lizenziert eine Dosis; qokal und lol enthalten dagegen keine unmarkierte Portion.	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; Rohstoff I, heiß am Gradanfang; Holzdrogenansatz vollständig erhitzt; Ansatz auf Kühlendstufe; Holzdrogenansatz bis zur mittleren Einweichstufe; Ansatz bis zur mittleren Kühlstufe; Holzstoff	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
29	f86v5.17	ockhedy ched y taiin ykaiin qotal yshey otaiin olkam	Stelle das Kräuterkompositum im Ansatz fertig und trockne bis zur Mitte. Kühle die Charge auf Stufe III; erhitze hiervon auf Stufe III. Gib Rohdroge I auf kalter Anfangsstufe hinzu, weiche hiervon bis zur Mitte ein und füge einen Kaltansatz auf Stufe III sowie ein Maß heißen Holzdrogenansatz hinzu.	ykaiin ist eine anaphorische Heizhandlung ohne eigenen Portionsmarker; ockhedy und qotal enthalten ebenfalls keine unmarkierte Portion.	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen; Trockenstufe Mitte, abgeschlossen; hierzu: kalt, Grad III; erhitze hiervon auf Stufe III; Rohstoff I, kalt am Gradanfang; weiche hiervon bis zur mittleren Stufe ein; kalt im Zubereitungsrahmen, Grad III; ein Maß heißer Holzdrogenansatz	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
30	f86v6.23	qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar	Nimm die erste heiße Drogenfraktion und schließe den erhitzten Holzdrogenansatz ab. Gib eine kalte Drogenportion hinzu und trockne bis zur Mitte. Füge erneut die erste heiße Fraktion und vollständig getrocknetes Pulver hinzu, miss die erste Fraktion ab und nimm eine weitere erste heiße Fraktion. Gib zwei Teile der abgemessenen zweiten Fraktion in den Grundansatz und miss zuletzt die erste Fraktion des auf Mittelstufe erhitzten Ansatzes ab.	keodar ist die erste abgemessene Fraktion des auf Mittelstufe erhitzten Ansatzes; dair ain wird gemeinsam als zwei Teile der abgemessenen zweiten Fraktion geglättet.	heiße Drogenfraktion I; erhitzter Holzdrogenansatz, fertig; kalte Drogenportion im Ansatz; bis zur mittleren Trockenstufe gebracht; heiße Drogenfraktion I; vollständig getrocknetes Pulverpräparat; abgemessene Fraktion I; nimm hiervon die erste erhitzte Drogenfraktion; Drogenfraktion I; abgemessene Fraktion II; zwei Teile; Grundansatz; miss die erste Fraktion des auf Mittelstufe erhitzten Ansatzes ab	0	manual workshop prose versus deterministic V42 renderer; neither is confirmed plaintext
