edition_event_ordinal	navigation_event_id	event_id	cohort	statement_id	card_ordinal_in_statement	physical_page	register	owner_class_or_role	owner_id	owner_de	locus	surface	gdt515_navigation_recipe	final_context_recipe	recipe_relation_to_gdt515	portable_or_controlled_trace_de	state_status	selected_reading_layer	state_replay_status	outer_template_id	structural_template_id	selected_working_clause_de	owner_bound_control_clause_de	selected_equals_owner_bound	state_atom_alignment	source_context_layer	source_recipe_roundtrip	guard
11	G407-E0011	G407-E0011	OLD26_GDT416	G407-S001	11	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	sory	S+OR+Y	S+OR+Y	SAME	WÄHLEN · EINHEIT · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle die Eintragseinheit und den laufenden Eintrag.	Wähle die Eintragseinheit und den laufenden Eintrag.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
12	G407-E0012	G407-E0012	OLD26_GDT416	G407-S001	12	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	ckhar	CH+K+AR	CH+K+AR	SAME	NEHMEN · GEBEN · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
13	G407-E0013	G407-E0013	OLD26_GDT416	G407-S001	13	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	or	OR	OR	SAME	EINHEIT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
14	G407-E0014	G407-E0014	OLD26_GDT416	G407-S001	14	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	y	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang ordne den laufenden Eintrag zu.	Im laufenden Gang ordne den laufenden Eintrag zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
15	G407-E0015	G407-E0015	OLD26_GDT416	G407-S001	15	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	kair	K+AIR	K+AIR	SAME	GEBEN · BAHN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn.	Ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
16	G407-E0016	G407-E0016	OLD26_GDT416	G407-S001	16	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	chtaiin	CH+T+AIIN	CH+T+AIIN	SAME	NEHMEN · EINSTELLEN · WERT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den Kennwert und lege den Kennwert fest.	Entnimm den Kennwert und lege den Kennwert fest.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
17	G407-E0017	G407-E0017	OLD26_GDT416	G407-S001	17	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	shar	SH+AR	SH+AR	SAME	HALTEN · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Halte den Kennwert [wie zuvor] fest; von der Ausgangszeile.	Halte den Kennwert [wie zuvor] fest; von der Ausgangszeile.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
18	G407-E0018	G407-E0018	OLD26_GDT416	G407-S001	18	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	ase	A_ADDR+S+E	A_ADDR+S+E	SAME	HIER · WÄHLEN · GRAD I	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle den Kennwert [wie zuvor]; auf Grad I; an der bezeichneten Stelle.	Wähle den Kennwert [wie zuvor]; auf Grad I; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
19	G407-E0019	G407-E0019	OLD26_GDT416	G407-S001	19	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	cthar	CH+T+AR	CH+T+AR	SAME	NEHMEN · EINSTELLEN · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile.	Entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
20	G407-E0020	G407-E0020	OLD26_GDT416	G407-S001	20	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	cthar	CH+T+AR	CH+T+AR	SAME	NEHMEN · EINSTELLEN · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile.	Entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
21	G407-E0021	G407-E0021	OLD26_GDT416	G407-S001	21	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.2	dan	AIN	AIN	SAME	ANTEIL	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang lege den Teilwert fest.	Im laufenden Gang lege den Teilwert fest.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
22	G407-E0022	G407-E0022	OLD26_GDT416	G407-S001	22	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	syaiir	S+Y+IIN+R	S+Y+IIN+R	SAME	WÄHLEN · POSTEN · STUFE · MARKIEREN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle den laufenden Eintrag und kennzeichne den laufenden Eintrag; auf der bezeichneten Stufe.	Wähle den laufenden Eintrag und kennzeichne den laufenden Eintrag; auf der bezeichneten Stufe.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
23	G407-E0023	G407-E0023	OLD26_GDT416	G407-S001	23	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	sheky	SH+E+K+Y	SH+E+K+Y	SAME	HALTEN · GRAD I · GEBEN · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
24	G407-E0024	G407-E0024	OLD26_GDT416	G407-S001	24	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	or	OR	OR	SAME	EINHEIT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang ordne die Eintragseinheit zu.	Im laufenden Gang ordne die Eintragseinheit zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
25	G407-E0025	G407-E0025	OLD26_GDT416	G407-S001	25	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	ykaiin	Y+K+AIIN	Y+K+AIIN	SAME	POSTEN · GEBEN · WERT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Ordne den laufenden Eintrag und den Kennwert zu.	Ordne den laufenden Eintrag und den Kennwert zu.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
26	G407-E0026	G407-E0026	OLD26_GDT416	G407-S001	26	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	shod	SH+O+D_ADDR	SH+O+D_ADDR	SAME	HALTEN · AUSFÜHRUNG · HIER	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Halte den Kennwert [wie zuvor] fest; als Ausführung; an der bezeichneten Stelle.	Halte den Kennwert [wie zuvor] fest; als Ausführung; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
27	G407-E0027	G407-E0027	OLD26_GDT416	G407-S001	27	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	cthoary	CH+T+O+AR+Y	CH+T+O+AR+Y	SAME	NEHMEN · EINSTELLEN · AUSFÜHRUNG · AUSGANG · POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
28	G407-E0028	G407-E0028	OLD26_GDT416	G407-S001	28	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	cthes	CH+T+E+S	CH+T+E+S	SAME	NEHMEN · EINSTELLEN · GRAD I · WÄHLEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den laufenden Eintrag [wie zuvor], lege den laufenden Eintrag [wie zuvor] fest und wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	Entnimm den laufenden Eintrag [wie zuvor], lege den laufenden Eintrag [wie zuvor] fest und wähle den laufenden Eintrag [wie zuvor]; auf Grad I.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
29	G407-E0029	G407-E0029	OLD26_GDT416	G407-S001	29	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	daraiin	D_ADDR+AR+AIIN	D_ADDR+AR+AIIN	SAME	HIER · AUSGANG · WERT	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der bezeichneten Stelle.	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der bezeichneten Stelle.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
30	G407-E0030	G407-E0030	OLD26_GDT416	G407-S001	30	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.3	sy	Y	Y	SAME	POSTEN	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Im laufenden Gang wähle den laufenden Eintrag.	Im laufenden Gang wähle den laufenden Eintrag.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
31	G407-E0031	G407-E0031	OLD26_GDT416	G407-S001	31	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.4	soiin	S+O+IIN	S+O+IIN	SAME	WÄHLEN · AUSFÜHRUNG · STUFE	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Wähle den laufenden Eintrag [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	Wähle den laufenden Eintrag [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
32	G407-E0032	G407-E0032	OLD26_GDT416	G407-S001	32	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.4	oteey	OT+EE+Y	OT+EE+Y	SAME	DANACH · GRAD II · POSTEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O03	GDT565-T127	Danach: wähle den Posten; auf Grad II.	Danach im laufenden Gang wähle den laufenden Eintrag; auf Grad II.	NO	1:OT=danach | 2:EE=auf Grad II | 3:Y=den Posten	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
33	G407-E0033	G407-E0033	OLD26_GDT416	G407-S001	33	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.4	oteos	OT+E+O+S_ADDR	OT+E+O+S_ADDR	SAME	DANACH · GRAD I · AUSFÜHRUNG · HIER	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O03	GDT565-T130	Danach: wähle den Posten; auf Grad I; zur Ausführung; hier.	Danach im laufenden Gang wähle den laufenden Eintrag [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	NO	1:OT=danach | 2:E=auf Grad I | 3:O=zur Ausführung | 4:S_ADDR=hier	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
34	G407-E0034	G407-E0034	OLD26_GDT416	G407-S001	34	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.4	roloty	R+OL+OT+Y	R+OL+OT+Y	SAME	MARKIEREN · FORTSETZEN · DANACH · POSTEN	STATE_CARD	GDT565_STATE_GENERATOR	EXACT_SOURCE_REPLAY	GDT565-O06	GDT565-T121	Weiter: markiere den Posten; danach nächsten Gang eröffnen.	Weiter und danach kennzeichne den laufenden Eintrag.	NO	1:R=markieren | 2:OL=weiter | 3:OT=danach | 4:Y=den Posten	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
35	G407-E0035	G407-E0035	OLD26_GDT416	G407-S001	35	f1r	SOURCE_SECTION_T	TEXTBLOCK	F1R_TEXT_BLOCK_A	F1R_TEXT_BLOCK_A	f1r.4	cthiar	CH+T+LOCAL_CHAR_I+AR	CH+T+LOCAL_CHAR_I+AR	SAME	NEHMEN · EINSTELLEN · VARIANTE · AUSGANG	NONSTATE_CARD	GDT416_OWNER_CONTEXT_NONSTATE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; von der Ausgangszeile; mit der lokalen Variante.	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; von der Ausgangszeile; mit der lokalen Variante.	YES	NOT_APPLICABLE	GDT416_OWNER_CONTEXT	YES	COMPLETE_PROSE_EVENT__SELECTED_AND_OWNER_BOUND_CHANNELS_DISTINCT
