source_layer	source_event_id	physical_page	source_panel	register	locus	source_order	owner_de	surface	component_recipe	literal_core_reading_de	local_contextual_expansion_de	source_local_role	surface_status	admission_color
ORIGINAL22_LOCAL_ADDRESS	P912-E1762	f67r2	f67r2	CELESTIAL	f67r2.6	617	zwei lokale Himmelsraeder	dchetay	D_ADDR+CH+E+T+A_ADDR+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Unterplatz, Klassenkennung, erster Grad, Platz einstellen, lokale Adresse, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1763	f67r2	f67r2	CELESTIAL	f67r2.7	618	zwei lokale Himmelsraeder	ykchy	Y+K+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1764	f67r2	f67r2	CELESTIAL	f67r2.7	619	zwei lokale Himmelsraeder	kchey	K+CH+E+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Wert zuordnen, Klassenkennung, erster Grad, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1765	f67r2	f67r2	CELESTIAL	f67r2.7	620	zwei lokale Himmelsraeder	ykchys	Y+K+CH+Y+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, dieser Platz, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1766	f67r2	f67r2	CELESTIAL	f67r2.8	621	zwei lokale Himmelsraeder	chkchdar	CHK+CHD+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Bedingungsklasse, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1767	f67r2	f67r2	CELESTIAL	f67r2.9	622	zwei lokale Himmelsraeder	ykar	Y+K+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1768	f67r2	f67r2	CELESTIAL	f67r2.9	623	zwei lokale Himmelsraeder	ykaly	Y+K+AL+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Zielplatz, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1769	f67r2	f67r2	CELESTIAL	f67r2.10	624	zwei lokale Himmelsraeder	lkshy	L+K+SH+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Verbindung, Wert zuordnen, Bezug halten, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1770	f67r2	f67r2	CELESTIAL	f67r2.10	625	zwei lokale Himmelsraeder	kchy	K+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Wert zuordnen, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1771	f67r2	f67r2	CELESTIAL	f67r2.10	626	zwei lokale Himmelsraeder	okar	OK+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1772	f67r2	f67r2	CELESTIAL	f67r2.11	627	zwei lokale Himmelsraeder	chky	CHK+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Bedingungsklasse, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1773	f67r2	f67r2	CELESTIAL	f67r2.11	628	zwei lokale Himmelsraeder	chykchs	CH+Y+K+CH+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klassenkennung, dieser Platz, Wert zuordnen, Klassenkennung, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1774	f67r2	f67r2	CELESTIAL	f67r2.11	629	zwei lokale Himmelsraeder	chy	Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1775	f67r2	f67r2	CELESTIAL	f67r2.12	630	zwei lokale Himmelsraeder	ykees	Y+K+EE+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1776	f67r2	f67r2	CELESTIAL	f67r2.12	631	zwei lokale Himmelsraeder	ykchos	Y+K+CH+O+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, Reihe aufrufen, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1784	f67r2	f67r2	CELESTIAL	f67r2.15	639	zwei lokale Himmelsraeder	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Unterplatz, gleiche Reihe weiter, Klassenkennung, Sternbezug, Reihe aufrufen, Eintrag schließen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1804	f67r2	f67r2	CELESTIAL	f67r2.22	659	zwei lokale Himmelsraeder	okal	OK+AL	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Zielplatz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1818	f67r2	f67r2	CELESTIAL	f67r2.28	673	zwei lokale Himmelsraeder	okain	OK+AIN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Einheit.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1819	f67r2	f67r2	CELESTIAL	f67r2.28	674	zwei lokale Himmelsraeder	am	AM_ADDR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Innenplatz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1824	f67r2	f67r2	CELESTIAL	f67r2.31	679	zwei lokale Himmelsraeder	opcholdy	O+P+OL+D_ADDR+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, Eintrag beginnen, gleiche Reihe weiter, Unterplatz, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1832	f67r2	f67r2	CELESTIAL	f67r2.34	687	zwei lokale Himmelsraeder	ofar	O+LOCAL_CHAR_F+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, f-Zeichen, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1833	f67r2	f67r2	CELESTIAL	f67r2.34	688	zwei lokale Himmelsraeder	oeoldan	O+E+OL+D_ADDR+AN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, gleiche Reihe weiter, Unterplatz, Zusatzklasse.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1840	f67r2	f67r2	CELESTIAL	f67r2.37	695	zwei lokale Himmelsraeder	ytoaiin	Y+T+O+AIIN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1866	f67r2	f67r2	CELESTIAL	f67r2.47	721	zwei lokale Himmelsraeder	yfain	Y+LOCAL_CHAR_F+AIN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, f-Zeichen, Einheit.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1876	f67r2	f67r2	CELESTIAL	f67r2.52	731	zwei lokale Himmelsraeder	qotoear	OT+O+E+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: nächster Platz, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1877	f67r2	f67r2	CELESTIAL	f67r2.53	732	zwei lokale Himmelsraeder	dchdar	D_ADDR+CHD+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Unterplatz, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1878	f67r2	f67r2	CELESTIAL	f67r2.54	733	zwei lokale Himmelsraeder	y	Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1879	f67r2	f67r2	CELESTIAL	f67r2.54	734	zwei lokale Himmelsraeder	saldal	S+AL+DA+L	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen, Zielplatz, zweite Stufe, Verbindung.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1880	f67r2	f67r2	CELESTIAL	f67r2.55	735	zwei lokale Himmelsraeder	ytodal	Y+T+O+DA+L	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, zweite Stufe, Verbindung.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1881	f67r2	f67r2	CELESTIAL	f67r2.56	736	zwei lokale Himmelsraeder	tol	T+OL	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz einstellen, gleiche Reihe weiter.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1882	f67r2	f67r2	CELESTIAL	f67r2.56	737	zwei lokale Himmelsraeder	daiin	AIIN	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: verzeichneter Sollwert.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1883	f67r2	f67r2	CELESTIAL	f67r2.57	738	zwei lokale Himmelsraeder	otar	OT+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: nächster Platz, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1884	f67r2	f67r2	CELESTIAL	f67r2.57	739	zwei lokale Himmelsraeder	dy	Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1885	f67r2	f67r2	CELESTIAL	f67r2.58	740	zwei lokale Himmelsraeder	cho	HO	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Teil.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1886	f67r2	f67r2	CELESTIAL	f67r2.58	741	zwei lokale Himmelsraeder	dal	AL	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Zielplatz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1887	f67r2	f67r2	CELESTIAL	f67r2.58	742	zwei lokale Himmelsraeder	g	G_LABEL	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: g-Zeichen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1888	f67r2	f67r2	CELESTIAL	f67r2.59	743	zwei lokale Himmelsraeder	ytchodly	Y+T+CH+O+D_ADDR+L+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Klassenkennung, Reihe aufrufen, Unterplatz, Verbindung, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1889	f67r2	f67r2	CELESTIAL	f67r2.60	744	zwei lokale Himmelsraeder	octhys	O+CTH+Y+S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, Bereitschaftsklasse, dieser Platz, Klasse wählen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1890	f67r2	f67r2	CELESTIAL	f67r2.61	745	zwei lokale Himmelsraeder	ytokar	Y+T+OK+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Platz aktivieren, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1891	f67r2	f67r2	CELESTIAL	f67r2.62	746	zwei lokale Himmelsraeder	otolor	OT+OL+OR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: nächster Platz, gleiche Reihe weiter, Eintragsklasse.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1892	f67r2	f67r2	CELESTIAL	f67r2.63	747	zwei lokale Himmelsraeder	okodar	OK+O+DA+R	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1893	f67r2	f67r2	CELESTIAL	f67r2.64	748	zwei lokale Himmelsraeder	s	S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1894	f67r2	f67r2	CELESTIAL	f67r2.64	749	zwei lokale Himmelsraeder	air	AIR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Ringlauf.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1895	f67r2	f67r2	CELESTIAL	f67r2.65	750	zwei lokale Himmelsraeder	soear	S+O+E+AR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1896	f67r2	f67r2	CELESTIAL	f67r2.66	751	zwei lokale Himmelsraeder	cpheey	CPH+EE+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Gegenplatz, zweiter Grad, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1897	f67r2	f67r2	CELESTIAL	f67r2.67	752	zwei lokale Himmelsraeder	okodar	OK+O+DA+R	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1898	f67r2	f67r2	CELESTIAL	f67r2.68	753	zwei lokale Himmelsraeder	oepchod	O+E+P+CH+O+D_ADDR	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, Eintrag beginnen, Klassenkennung, Reihe aufrufen, Unterplatz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1899	f67r2	f67r2	CELESTIAL	f67r2.69	754	zwei lokale Himmelsraeder	s	S	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: Klasse wählen.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
ORIGINAL22_LOCAL_ADDRESS	P912-E1900	f67r2	f67r2	CELESTIAL	f67r2.69	755	zwei lokale Himmelsraeder	ay	A_ADDR+Y	LOKALE ADRESSE KOPIEREN	zwei lokale Himmelsraeder: lokale Adresse, dieser Platz.	LOCAL_ADDRESS_OR_LABEL	LOCAL_ADDRESS_OR_LABEL__NO_PROSE_PARSE	LOCAL_ONLY
