gdt515_surface_id	surface	event_count	physical_pages	source_kinds	content_roles	visible_recipe	literal_core_reading_de	default_working_readings_de	surface_status	admission_colors	old_running_event_count	old_local_surface_contact	genuinely_new_to_old_26_pages	new_portable_atom_count	portable_meaning_changed	structural_tag_promoted_to_word	guard
G515-W0015	char	1	f20v	P/0	COORDINATE_OR_CATALOGUE_CARD	AR	AUSGANG	KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f20v: AUSGANG	EXACT_GDT405_LOCK	GREEN	5	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0016	chckhedy	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+CH+K+E+DY	NEHMEN · NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0017	chckhy	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+Y	NEHMEN · GEBEN · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · POSTEN	EXACT_GDT405_LOCK	GREEN	24	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0018	chcpheor	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+CH+P+E+OR	NEHMEN · NEHMEN · EINSETZEN · [E:STEUERUNG=GRAD I] · EINHEIT	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · NEHMEN · EINSETZEN · [E:STEUERUNG=GRAD I] · EINHEIT	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0019	chcphy	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+CH+P+Y	NEHMEN · NEHMEN · EINSETZEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · NEHMEN · EINSETZEN · POSTEN	EXACT_GDT405_LOCK	GREEN	2	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0020	chcthedy	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+CH+T+E+DY	NEHMEN · NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	EXACT_CURRENT_RUNNING_RECIPE	GREEN	1	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0021	chctho	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+CH+T+O	NEHMEN · NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG]	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0022	chcthy	1	f20v	P/0	ORDERED_INSTRUCTION_CARD	CH+CH+T+Y	NEHMEN · NEHMEN · EINSTELLEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · NEHMEN · EINSTELLEN · POSTEN	EXACT_GDT405_LOCK	GREEN	13	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0023	chdy	3	f66r	P/0	ORDERED_INSTRUCTION_CARD	CHD+Y	BEARBEITEN · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: BEARBEITEN · POSTEN || ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: BEARBEITEN · POSTEN	EXACT_GDT405_LOCK	GREEN	16	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0024	cheal	1	f66r	P/0	COORDINATE_OR_CATALOGUE_CARD	AL	ZIELORT	KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: ZIELORT	EXACT_CURRENT_RUNNING_RECIPE	GREEN	3	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0025	checkhey	1	f31r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+CH+K+E+Y	NEHMEN · [E:STEUERUNG=GRAD I] · NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: NEHMEN · [E:STEUERUNG=GRAD I] · NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	1	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0026	checthy	2	f20v|f31r	P/0	ORDERED_INSTRUCTION_CARD	CH+T+Y	NEHMEN · EINSTELLEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: NEHMEN · EINSTELLEN · POSTEN || ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: NEHMEN · EINSTELLEN · POSTEN	EXACT_GDT405_LOCK	GREEN	5	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0027	cheda	1	f31r	P/0	ORDERED_INSTRUCTION_CARD	CHD+A_ADDR	BEARBEITEN · [A_ADDR:LOKALSTRUKTUR=HIER]	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: BEARBEITEN · [A_ADDR:LOKALSTRUKTUR=HIER]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0028	chedaiin	1	f31r	P/0	ORDERED_INSTRUCTION_CARD	CHD+AIIN	BEARBEITEN · WERT	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: BEARBEITEN · WERT	EXACT_GDT405_LOCK	GREEN	8	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0029	chedaiir	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CHD+IIN+R	BEARBEITEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: BEARBEITEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0030	chedy	7	f31r|f66r	P/0	ORDERED_INSTRUCTION_CARD	CHD+Y	BEARBEITEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: BEARBEITEN · POSTEN || ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: BEARBEITEN · POSTEN || ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: BEARBEITEN · POSTEN || ANWEISUNG BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: BEARBEITEN · POSTEN	EXACT_GDT405_LOCK	GREEN	90	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0031	cheedy	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+EE+D_ADDR+Y	NEHMEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	EXACT_GDT405_LOCK	GREEN	12	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0032	cheeky	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+EE+Y	NEHMEN · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	5	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0033	cheeo	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+EE+O	NEHMEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0034	chees	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	SH+EE+S_ADDR	HALTEN · [EE:STEUERUNG=GRAD II] · [S_ADDR:LOKALSTRUKTUR=HIER]	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: HALTEN · [EE:STEUERUNG=GRAD II] · [S_ADDR:LOKALSTRUKTUR=HIER]	EXACT_GDT405_LOCK	GREEN	4	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0035	cheey	1	f31r	P/0	ORDERED_INSTRUCTION_CARD	SH+EE+Y	HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	EXACT_GDT405_LOCK	GREEN	25	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0036	chefchy	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+LOCAL_CHAR_F+CH+Y	NEHMEN · [E:STEUERUNG=GRAD I] · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · NEHMEN · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [E:STEUERUNG=GRAD I] · [LOCAL_CHAR_F:LOKALSTRUKTUR=HIER] · NEHMEN · POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0037	cheg	1	f66r	L/x	LATE_ADDITION_CARD	CH+E+LOCAL_CHAR_G	NEHMEN · [E:STEUERUNG=GRAD I] · [LOCAL_CHAR_G:LOKALSTRUKTUR=VARIANTE]	KARTE IM GETRENNTEN SPAETEN NACHTRAG BEI separater spaeter unterer Nachtrag mit kleiner Zeichnung: [CH:FORMSPUR=NEHMEN] · [E:FORMSPUR=GRAD I] · [LOCAL_CHAR_G:FORMSPUR=VARIANTE]	EXACT_CURRENT_RUNNING_RECIPE	LOCAL	1	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0038	chekchy	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+CH+Y	NEHMEN · GEBEN · NEHMEN · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · NEHMEN · POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0039	chekeey	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+EE+Y	NEHMEN · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0040	chekeody	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+E+O+DY	NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	ANWEISUNG BEI sichtbarer Prosablock 1 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0041	chekey	2	f31r|f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN || ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	OLD_LOCAL_SURFACE_NEW_RUNNING_CONTEXT_VISIBLE_RESEGMENTATION	GREEN	0	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0042	cheky	4	f31r|f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN || ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN || ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	9	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0043	cheo	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+O	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	EXACT_CURRENT_RUNNING_RECIPE	GREEN	6	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0044	cheod	1	f31r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+O+D_ADDR	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	NEW_VISIBLE_COMPOSITION	GREEN	0	NO	YES	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0045	cheody	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+O+Y	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	12	YES	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-W0046	cheoky	1	f66r	P/0	ORDERED_INSTRUCTION_CARD	CH+E+O+K+Y	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · GEBEN · POSTEN	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · GEBEN · POSTEN	EXACT_CURRENT_RUNNING_RECIPE	GREEN	4	NO	NO	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
