page	page_order	locus	line_number	code	relation	kind	subtype	section	language	hand	quire	folio_type	paragraph_start	paragraph_end	token_count	eva_clean
f20v	38	f20v.7	7	+P0	+	P	0	H	A	1	C	d	0	0	8	shocthy sho cthy daiin sheoy tey s soaiin
f20v	38	f20v.8	8	+P0	+	P	0	H	A	1	C	d	0	0	8	shain choraly sho ar chy daiin d s
f20v	38	f20v.9	9	+P0	+	P	0	H	A	1	C	d	0	0	8	ykchy keody cho cthy chol shd qoty d
f20v	38	f20v.10	10	+P0	+	P	0	H	A	1	C	d	0	0	7	shokaiin chocthy chol daiin chy chor ety
f20v	38	f20v.11	11	+P0	+	P	0	H	A	1	C	d	0	1	4	okoiin chey ol chory
f31r	59	f31r.1	1	@P0	@	P	0	H	B	2	D	y	1	0	7	keedey qofchedy shee s aiin qokee chepakeo
f31r	59	f31r.2	2	+P0	+	P	0	H	B	2	D	y	0	0	8	dcheey daiin okeedy qokees s aiin shekeey qef
f31r	59	f31r.3	3	+P0	+	P	0	H	B	2	D	y	0	0	9	qokeey chey daiin qokeey sair chekey s aiin da
f31r	59	f31r.4	4	+P0	+	P	0	H	B	2	D	y	0	0	10	qotar chy dar lo r ar cheey keeol chedy qokey
f31r	59	f31r.5	5	+P0	+	P	0	H	B	2	D	y	0	1	3	daiin sheeody qokeor
f31r	59	f31r.6	6	+P0	+	P	0	H	B	2	D	y	1	0	8	tshokeody qokedy qotedy chepos cheda s aiin dal
f31r	59	f31r.7	7	+P0	+	P	0	H	B	2	D	y	0	0	8	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy
f31r	59	f31r.8	8	+P0	+	P	0	H	B	2	D	y	0	0	7	shedy qokedy cheol cheod qokeody cheol checthy
f31r	59	f31r.9	9	+P0	+	P	0	H	B	2	D	y	0	1	4	daiir sheeo shcthey okeol
f31r	59	f31r.10	10	+P0	+	P	0	H	B	2	D	y	1	0	8	tol shso okedy okedy qokedy qokeedy dar shedshey
f31r	59	f31r.11	11	+P0	+	P	0	H	B	2	D	y	0	0	9	olsheol qokchy dal chey deey kchy keey okaiiin ykeey
f31r	59	f31r.12	12	+P0	+	P	0	H	B	2	D	y	0	0	6	qoaiin yches okedy sheey chedaiin dar
f31r	59	f31r.13	13	+P0	+	P	0	H	B	2	D	y	0	0	5	olsheor qoekedy otedy ykedy dals
f31r	59	f31r.14	14	+P0	+	P	0	H	B	2	D	y	0	0	5	saiis or chedy daiin okeedy
f31r	59	f31r.15	15	+P0	+	P	0	H	B	2	D	y	0	0	4	yshedair sheol cheky okedam
f31r	59	f31r.16	16	+Pc	+	P	c	H	B	2	D	y	0	1	2	oteor aiicthy
f66r	117	f66r.1	1	@L0	@	L	0	T	B	5	H	z	0	0	1	rary
f66r	117	f66r.2	2	+L0	+	L	0	T	B	5	H	z	0	0	1	rals
f66r	117	f66r.3	3	+L0	+	L	0	T	B	5	H	z	0	0	1	qor
f66r	117	f66r.4	4	+L0	+	L	0	T	B	5	H	z	0	0	1	dary
f66r	117	f66r.5	5	+L0	+	L	0	T	B	5	H	z	0	0	1	ykeol
f66r	117	f66r.6	6	+L0	+	L	0	T	B	5	H	z	0	0	1	saly
f66r	117	f66r.7	7	+L0	+	L	0	T	B	5	H	z	0	0	1	salf
f66r	117	f66r.8	8	+L0	+	L	0	T	B	5	H	z	0	0	1	fary
f66r	117	f66r.9	9	+L0	+	L	0	T	B	5	H	z	0	0	1	qotesy
f66r	117	f66r.10	10	+L0	+	L	0	T	B	5	H	z	0	0	1	ykaly
f66r	117	f66r.11	11	+L0	+	L	0	T	B	5	H	z	0	0	1	doly
f66r	117	f66r.12	12	+L0	+	L	0	T	B	5	H	z	0	0	1	saiin
f66r	117	f66r.13	13	+L0	+	L	0	T	B	5	H	z	0	0	1	qokal
f66r	117	f66r.14	14	+L0	+	L	0	T	B	5	H	z	0	0	1	qolsa
f66r	117	f66r.15	15	+L0	+	L	0	T	B	5	H	z	0	0	1	raral
f66r	117	f66r.16	16	@L0	@	L	0	T	B	5	H	z	0	0	1	y
f66r	117	f66r.17	17	+L0	+	L	0	T	B	5	H	z	0	0	1	o
f66r	117	f66r.18	18	+L0	+	L	0	T	B	5	H	z	0	0	1	s
f66r	117	f66r.19	19	+L0	+	L	0	T	B	5	H	z	0	0	1	sh
f66r	117	f66r.20	20	+L0	+	L	0	T	B	5	H	z	0	0	1	y
f66r	117	f66r.21	21	+L0	+	L	0	T	B	5	H	z	0	0	1	d
f66r	117	f66r.22	22	+L0	+	L	0	T	B	5	H	z	0	0	1	o
f66r	117	f66r.23	23	+L0	+	L	0	T	B	5	H	z	0	0	1	f
f66r	117	f66r.24	24	+L0	+	L	0	T	B	5	H	z	0	0	0	
f66r	117	f66r.25	25	+L0	+	L	0	T	B	5	H	z	0	0	1	x
f66r	117	f66r.26	26	+L0	+	L	0	T	B	5	H	z	0	0	1	air
f66r	117	f66r.27	27	+L0	+	L	0	T	B	5	H	z	0	0	1	d
f66r	117	f66r.28	28	+L0	+	L	0	T	B	5	H	z	0	0	1	sh
f66r	117	f66r.29	29	+L0	+	L	0	T	B	5	H	z	0	0	1	y
f66r	117	f66r.30	30	+L0	+	L	0	T	B	5	H	z	0	0	1	f
f66r	117	f66r.31	31	+L0	+	L	0	T	B	5	H	z	0	0	1	f
f66r	117	f66r.32	32	+L0	+	L	0	T	B	5	H	z	0	0	1	y
f66r	117	f66r.33	33	+L0	+	L	0	T	B	5	H	z	0	0	1	o
f66r	117	f66r.34	34	+L0	+	L	0	T	B	5	H	z	0	0	1	d
f66r	117	f66r.35	35	+L0	+	L	0	T	B	5	H	z	0	0	1	s
f66r	117	f66r.36	36	+L0	+	L	0	T	B	5	H	z	0	0	1	f
f66r	117	f66r.37	37	+L0	+	L	0	T	B	5	H	z	0	0	1	c
f66r	117	f66r.38	38	+L0	+	L	0	T	B	5	H	z	0	0	0	
f66r	117	f66r.39	39	+L0	+	L	0	T	B	5	H	z	0	0	1	x
f66r	117	f66r.40	40	+L0	+	L	0	T	B	5	H	z	0	0	1	t
f66r	117	f66r.41	41	+L0	+	L	0	T	B	5	H	z	0	0	1	o
f66r	117	f66r.42	42	+L0	+	L	0	T	B	5	H	z	0	0	0	
f66r	117	f66r.43	43	+L0	+	L	0	T	B	5	H	z	0	0	1	l
f66r	117	f66r.44	44	+L0	+	L	0	T	B	5	H	z	0	0	1	r
f66r	117	f66r.45	45	+L0	+	L	0	T	B	5	H	z	0	0	1	t
f66r	117	f66r.46	46	+L0	+	L	0	T	B	5	H	z	0	0	1	o
f66r	117	f66r.47	47	+L0	+	L	0	T	B	5	H	z	0	0	1	x
f66r	117	f66r.48	48	+L0	+	L	0	T	B	5	H	z	0	0	1	p
f66r	117	f66r.49	49	+L0	+	L	0	T	B	5	H	z	0	0	1	d
f66r	117	f66r.50	50	@P0	@	P	0	T	B	5	H	z	1	0	9	pdaiin oteedy opchedy chap chefchy shddy ypches cholpchd okedals
f66r	117	f66r.51	51	+P0	+	P	0	T	B	5	H	z	0	0	9	sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd
f66r	117	f66r.52	52	+P0	+	P	0	T	B	5	H	z	0	0	10	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy
f66r	117	f66r.53	53	+P0	+	P	0	T	B	5	H	z	0	0	11	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar
f66r	117	f66r.54	54	+P0	+	P	0	T	B	5	H	z	0	0	8	qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary
f66r	117	f66r.55	55	+P0	+	P	0	T	B	5	H	z	0	0	8	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin
f66r	117	f66r.56	56	+P0	+	P	0	T	B	5	H	z	0	1	3	dsheol okaiin sheodaiin
f66r	117	f66r.57	57	+P0	+	P	0	T	B	5	H	z	1	0	8	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd
f66r	117	f66r.58	58	+P0	+	P	0	T	B	5	H	z	0	0	10	dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol
f66r	117	f66r.59	59	+P0	+	P	0	T	B	5	H	z	0	0	10	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard
f66r	117	f66r.60	60	+P0	+	P	0	T	B	5	H	z	0	0	9	shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy
f66r	117	f66r.61	61	+P0	+	P	0	T	B	5	H	z	0	0	11	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy
f66r	117	f66r.62	62	+P0	+	P	0	T	B	5	H	z	0	1	8	ol cheeky daiir chky axor akar y daiin
f66r	117	f66r.63	63	+P0	+	P	0	T	B	5	H	z	1	0	9	pchof sholfordaiin qotar otalor fchedyr chedy dar odair ofaram
f66r	117	f66r.64	64	+P0	+	P	0	T	B	5	H	z	0	0	10	dalcheeeky sheol dairody chekchy shed ykesho l lor sheor cheal
f66r	117	f66r.65	65	+P0	+	P	0	T	B	5	H	z	0	0	11	dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry
f66r	117	f66r.66	66	+P0	+	P	0	T	B	5	H	z	0	1	7	shor shckheody dal shedy qokor al shes
f66r	117	f66r.67	67	+P0	+	P	0	T	B	5	H	z	1	0	9	psheody cfhol shofol okeody qokaldy ytarody shedy shedy dair
f66r	117	f66r.68	68	+P0	+	P	0	T	B	5	H	z	0	0	12	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor
f66r	117	f66r.69	69	+P0	+	P	0	T	B	5	H	z	0	1	9	tosheo qokaldy oky ol kcheeky qoky dary okees oly
f66r	117	f66r.70	70	+P0	+	P	0	T	B	5	H	z	1	0	11	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly
f66r	117	f66r.71	71	+P0	+	P	0	T	B	5	H	z	0	0	10	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody
f66r	117	f66r.72	72	+P0	+	P	0	T	B	5	H	z	0	0	10	sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey
f66r	117	f66r.73	73	+P0	+	P	0	T	B	5	H	z	0	0	10	ysheeod qoteeod qotol qoky chckhedy shey dcheol cheky cheo dor
f66r	117	f66r.74	74	+P0	+	P	0	T	B	5	H	z	0	0	9	ydaiin shedy otchedy oteochey tolchedy lsheody qoky daiin otam
f66r	117	f66r.75	75	+P0	+	P	0	T	B	5	H	z	0	0	12	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol
f66r	117	f66r.76	76	+P0	+	P	0	T	B	5	H	z	0	0	9	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy
f66r	117	f66r.77	77	+P0	+	P	0	T	B	5	H	z	0	0	10	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy
f66r	117	f66r.78	78	+P0	+	P	0	T	B	5	H	z	0	0	9	dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin
f66r	117	f66r.79	79	+P0	+	P	0	T	B	5	H	z	0	0	8	sheol oteey ldaiin okalchedy pchedy kody qotchedy cphedy
f66r	117	f66r.80	80	+P0	+	P	0	T	B	5	H	z	0	0	9	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar
f66r	117	f66r.81	81	+P0	+	P	0	T	B	5	H	z	0	1	5	lchey lkeedy chety shekaly shckhar
f66r	117	f66r.82	82	@Lx	@	L	x	T	B	5	H	z	0	0	5	otcheo daiin chty ykees cheg
