global_group_ordinal	global_group_id	group_kind	source_layer	source_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color	source_local_role
20	G407-G0020	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0020	f1r	f1r	SOURCE_SECTION_T	f1r.2	20	G404-S001	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	NEHMEN · EINSTELLEN · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
21	G407-G0021	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0021	f1r	f1r	SOURCE_SECTION_T	f1r.2	21	G404-S001	F1R_TEXT_BLOCK_A	dan	AIN	ANTEIL	NEW_VISIBLE_COMPOSITION	GREEN	NONE
22	G407-G0022	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0022	f1r	f1r	SOURCE_SECTION_T	f1r.3	22	G404-S001	F1R_TEXT_BLOCK_A	syaiir	S+Y+IIN+R	WÄHLEN · AKTIVER POSTEN · STUFE · MARKIEREN	NEW_MICROFORM_OLD_FACTORS	AMBER	NONE
23	G407-G0023	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0023	f1r	f1r	SOURCE_SECTION_T	f1r.3	23	G404-S001	F1R_TEXT_BLOCK_A	sheky	SH+E+K+Y	HALTEN · GRAD I · GEBEN · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
24	G407-G0024	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0024	f1r	f1r	SOURCE_SECTION_T	f1r.3	24	G404-S001	F1R_TEXT_BLOCK_A	or	OR	EINHEIT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
25	G407-G0025	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0025	f1r	f1r	SOURCE_SECTION_T	f1r.3	25	G404-S001	F1R_TEXT_BLOCK_A	ykaiin	Y+K+AIIN	AKTIVER POSTEN · GEBEN · WERT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
26	G407-G0026	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0026	f1r	f1r	SOURCE_SECTION_T	f1r.3	26	G404-S001	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	HALTEN · AUSFÜHRUNG · HIER	NEW_VISIBLE_COMPOSITION	GREEN	NONE
27	G407-G0027	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0027	f1r	f1r	SOURCE_SECTION_T	f1r.3	27	G404-S001	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	NEHMEN · EINSTELLEN · AUSFÜHRUNG · AUSGANG · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
28	G407-G0028	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0028	f1r	f1r	SOURCE_SECTION_T	f1r.3	28	G404-S001	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	NEHMEN · EINSTELLEN · GRAD I · WÄHLEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
29	G407-G0029	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0029	f1r	f1r	SOURCE_SECTION_T	f1r.3	29	G404-S001	F1R_TEXT_BLOCK_A	daraiin	D_ADDR+AR+AIIN	HIER · AUSGANG · WERT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
30	G407-G0030	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0030	f1r	f1r	SOURCE_SECTION_T	f1r.3	30	G404-S001	F1R_TEXT_BLOCK_A	sy	Y	AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
31	G407-G0031	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0031	f1r	f1r	SOURCE_SECTION_T	f1r.4	31	G404-S001	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	WÄHLEN · AUSFÜHRUNG · STUFE	NEW_VISIBLE_COMPOSITION	GREEN	NONE
32	G407-G0032	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0032	f1r	f1r	SOURCE_SECTION_T	f1r.4	32	G404-S001	F1R_TEXT_BLOCK_A	oteey	OT+EE+Y	DANACH · GRAD II · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
33	G407-G0033	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0033	f1r	f1r	SOURCE_SECTION_T	f1r.4	33	G404-S001	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	DANACH · GRAD I · AUSFÜHRUNG · HIER	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
34	G407-G0034	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0034	f1r	f1r	SOURCE_SECTION_T	f1r.4	34	G404-S001	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	MARKIEREN · FORTSETZEN · DANACH · AKTIVER POSTEN	NEW_MICROFORM_OLD_FACTORS	AMBER	NONE
35	G407-G0035	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0035	f1r	f1r	SOURCE_SECTION_T	f1r.4	35	G404-S001	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	NEHMEN · EINSTELLEN · VARIANTE · AUSGANG	NEW_VISIBLE_COMPOSITION	GREEN	NONE
36	G407-G0036	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0036	f1r	f1r	SOURCE_SECTION_T	f1r.4	36	G404-S001	F1R_TEXT_BLOCK_A	daiin	AIIN	WERT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
37	G407-G0037	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0037	f1r	f1r	SOURCE_SECTION_T	f1r.4	37	G404-S001	F1R_TEXT_BLOCK_A	okaiin	OK+AIIN	SETZEN · WERT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
38	G407-G0038	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0038	f1r	f1r	SOURCE_SECTION_T	f1r.4	38	G404-S001	F1R_TEXT_BLOCK_A	or	OR	EINHEIT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
39	G407-G0039	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0039	f1r	f1r	SOURCE_SECTION_T	f1r.4	39	G404-S001	F1R_TEXT_BLOCK_A	okan	OK+AN	SETZEN · KLASSE	NEW_VISIBLE_COMPOSITION	GREEN	NONE
40	G407-G0040	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0040	f1r	f1r	SOURCE_SECTION_T	f1r.5	40	G404-S001	F1R_TEXT_BLOCK_A	sair	S+AIR	WÄHLEN · LAUF	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
41	G407-G0041	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0041	f1r	f1r	SOURCE_SECTION_T	f1r.5	41	G404-S001	F1R_TEXT_BLOCK_A	y	Y	AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
42	G407-G0042	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0042	f1r	f1r	SOURCE_SECTION_T	f1r.5	42	G404-S001	F1R_TEXT_BLOCK_A	chear	CH+E+AR	NEHMEN · GRAD I · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
43	G407-G0043	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0043	f1r	f1r	SOURCE_SECTION_T	f1r.5	43	G404-S001	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	NEHMEN · EINSTELLEN · WERT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
44	G407-G0044	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0044	f1r	f1r	SOURCE_SECTION_T	f1r.5	44	G404-S001	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	NEHMEN · EINSETZEN · AUSGANG	NEW_VISIBLE_COMPOSITION	GREEN	NONE
45	G407-G0045	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0045	f1r	f1r	SOURCE_SECTION_T	f1r.5	45	G404-S001	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	NEHMEN · HIER · WERT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
46	G407-G0046	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0046	f1r	f1r	SOURCE_SECTION_T	f1r.6	46	G404-S001	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	AKTIVER POSTEN · HIER · AUSGANG · HIER · VARIANTE · HALTEN · AKTIVER POSTEN	NEW_MICROFORM_OLD_FACTORS	AMBER	NONE
47	G407-G0047	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0047	f1r	f1r	SOURCE_SECTION_T	f1r.7	47	G404-S002	F1R_TEXT_BLOCK_B	odar	O+D_ADDR+AR	AUSFÜHRUNG · HIER · AUSGANG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
48	G407-G0048	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0048	f1r	f1r	SOURCE_SECTION_T	f1r.7	48	G404-S002	F1R_TEXT_BLOCK_B	shol	SH+OL	HALTEN · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
49	G407-G0049	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0049	f1r	f1r	SOURCE_SECTION_T	f1r.7	49	G404-S002	F1R_TEXT_BLOCK_B	cphoy	CH+P+O+Y	NEHMEN · EINSETZEN · AUSFÜHRUNG · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
50	G407-G0050	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0050	f1r	f1r	SOURCE_SECTION_T	f1r.7	50	G404-S002	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	AUSFÜHRUNG · AKTIVER POSTEN · HIER · AUSGANG	NEW_VISIBLE_COMPOSITION	GREEN	NONE
51	G407-G0051	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0051	f1r	f1r	SOURCE_SECTION_T	f1r.7	51	G404-S002	F1R_TEXT_BLOCK_B	sh	SH	HALTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
52	G407-G0052	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0052	f1r	f1r	SOURCE_SECTION_T	f1r.7	52	G404-S002	F1R_TEXT_BLOCK_B	s	S	WÄHLEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
53	G407-G0053	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0053	f1r	f1r	SOURCE_SECTION_T	f1r.7	53	G404-S002	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	NEHMEN · HIER · AUSFÜHRUNG · WERT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
54	G407-G0054	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0054	f1r	f1r	SOURCE_SECTION_T	f1r.7	54	G404-S002	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	HALTEN · AUSFÜHRUNG · HIER · AUSGANG · AKTIVER POSTEN	NEW_MICROFORM_OLD_FACTORS	AMBER	NONE
55	G407-G0055	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0055	f1r	f1r	SOURCE_SECTION_T	f1r.8	55	G404-S002	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	AKTIVER POSTEN · HALTEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
56	G407-G0056	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0056	f1r	f1r	SOURCE_SECTION_T	f1r.8	56	G404-S002	F1R_TEXT_BLOCK_B	shody	SH+O+DY	HALTEN · AUSFÜHRUNG · SCHLUSS	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
57	G407-G0057	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0057	f1r	f1r	SOURCE_SECTION_T	f1r.8	57	G404-S003	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	SETZEN · NEHMEN · AUSFÜHRUNG · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
58	G407-G0058	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0058	f1r	f1r	SOURCE_SECTION_T	f1r.8	58	G404-S003	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
59	G407-G0059	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0059	f1r	f1r	SOURCE_SECTION_T	f1r.8	59	G404-S003	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
60	G407-G0060	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0060	f1r	f1r	SOURCE_SECTION_T	f1r.8	60	G404-S003	F1R_TEXT_BLOCK_B	os	OS	VORBEZUG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
61	G407-G0061	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0061	f1r	f1r	SOURCE_SECTION_T	f1r.8	61	G404-S003	F1R_TEXT_BLOCK_B	chy	Y	AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
62	G407-G0062	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0062	f1r	f1r	SOURCE_SECTION_T	f1r.8	62	G404-S003	F1R_TEXT_BLOCK_B	dain	AIN	ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
63	G407-G0063	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0063	f1r	f1r	SOURCE_SECTION_T	f1r.8	63	G404-S003	F1R_TEXT_BLOCK_B	chor	CH+OR	NEHMEN · EINHEIT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
64	G407-G0064	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0064	f1r	f1r	SOURCE_SECTION_T	f1r.8	64	G404-S003	F1R_TEXT_BLOCK_B	kos	K+O+S	GEBEN · AUSFÜHRUNG · WÄHLEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
65	G407-G0065	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0065	f1r	f1r	SOURCE_SECTION_T	f1r.9	65	G404-S003	F1R_TEXT_BLOCK_B	daiin	AIIN	WERT	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
66	G407-G0066	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0066	f1r	f1r	SOURCE_SECTION_T	f1r.9	66	G404-S003	F1R_TEXT_BLOCK_B	shos	SH+O+S	HALTEN · AUSFÜHRUNG · WÄHLEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
67	G407-G0067	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0067	f1r	f1r	SOURCE_SECTION_T	f1r.9	67	G404-S003	F1R_TEXT_BLOCK_B	cfhol	CH+LOCAL_CHAR_F+OL	NEHMEN · HIER · FORTSETZEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
68	G407-G0068	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0068	f1r	f1r	SOURCE_SECTION_T	f1r.9	68	G404-S003	F1R_TEXT_BLOCK_B	shody	SH+O+DY	HALTEN · AUSFÜHRUNG · SCHLUSS	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
69	G407-G0069	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0069	f1r	f1r	SOURCE_SECTION_T	f1r.10	69	G404-S004	F1R_TEXT_BLOCK_B	dain	AIN	ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
70	G407-G0070	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0070	f1r	f1r	SOURCE_SECTION_T	f1r.10	70	G404-S004	F1R_TEXT_BLOCK_B	os	OS	VORBEZUG	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
71	G407-G0071	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0071	f1r	f1r	SOURCE_SECTION_T	f1r.10	71	G404-S004	F1R_TEXT_BLOCK_B	teody	T+E+O+DY	EINSTELLEN · GRAD I · AUSFÜHRUNG · SCHLUSS	NEW_VISIBLE_COMPOSITION	GREEN	NONE
72	G407-G0072	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0072	f1r	f1r	SOURCE_SECTION_T	f1r.11	72	G404-S005	F1R_TEXT_BLOCK_C	ydain	Y+AIN	AKTIVER POSTEN · ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
73	G407-G0073	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0073	f1r	f1r	SOURCE_SECTION_T	f1r.11	73	G404-S005	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	NEHMEN · EINSETZEN · GRAD I · WÄHLEN · WERT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
74	G407-G0074	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0074	f1r	f1r	SOURCE_SECTION_T	f1r.11	74	G404-S005	F1R_TEXT_BLOCK_C	ols	OL+S	FORTSETZEN · WÄHLEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
75	G407-G0075	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0075	f1r	f1r	SOURCE_SECTION_T	f1r.11	75	G404-S005	F1R_TEXT_BLOCK_C	cphey	CH+P+E+Y	NEHMEN · EINSETZEN · GRAD I · AKTIVER POSTEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
76	G407-G0076	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0076	f1r	f1r	SOURCE_SECTION_T	f1r.11	76	G404-S005	F1R_TEXT_BLOCK_C	ytain	Y+T+AIN	AKTIVER POSTEN · EINSTELLEN · ANTEIL	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
77	G407-G0077	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0077	f1r	f1r	SOURCE_SECTION_T	f1r.11	77	G404-S005	F1R_TEXT_BLOCK_C	shoshy	SH+O+SH+Y	HALTEN · AUSFÜHRUNG · HALTEN · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
78	G407-G0078	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0078	f1r	f1r	SOURCE_SECTION_T	f1r.11	78	G404-S005	F1R_TEXT_BLOCK_C	cphodal	CH+P+O+D_ADDR+AL	NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · ZIELORT	NEW_VISIBLE_COMPOSITION	GREEN	NONE
79	G407-G0079	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0079	f1r	f1r	SOURCE_SECTION_T	f1r.11	79	G404-S005	F1R_TEXT_BLOCK_C	es	E+S	GRAD I · WÄHLEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
80	G407-G0080	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0080	f1r	f1r	SOURCE_SECTION_T	f1r.12	80	G404-S005	F1R_TEXT_BLOCK_C	oksho	OK+SH+O	SETZEN · HALTEN · AUSFÜHRUNG	NEW_VISIBLE_COMPOSITION	GREEN	NONE
81	G407-G0081	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0081	f1r	f1r	SOURCE_SECTION_T	f1r.12	81	G404-S005	F1R_TEXT_BLOCK_C	kshoy	K+SH+O+Y	GEBEN · HALTEN · AUSFÜHRUNG · AKTIVER POSTEN	NEW_VISIBLE_COMPOSITION	GREEN	NONE
82	G407-G0082	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0082	f1r	f1r	SOURCE_SECTION_T	f1r.12	82	G404-S005	F1R_TEXT_BLOCK_C	otairin	OT+AIR+IIN	DANACH · LAUF · STUFE	NEW_MICROFORM_OLD_FACTORS	AMBER	NONE
83	G407-G0083	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0083	f1r	f1r	SOURCE_SECTION_T	f1r.12	83	G404-S005	F1R_TEXT_BLOCK_C	oteol	OT+E+OL	DANACH · GRAD I · FORTSETZEN	EXACT_SURFACE_ONE_RECIPE	GREEN	NONE
84	G407-G0084	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0084	f1r	f1r	SOURCE_SECTION_T	f1r.12	84	G404-S005	F1R_TEXT_BLOCK_C	okan	OK+AN	SETZEN · KLASSE	NEW_VISIBLE_COMPOSITION	GREEN	NONE
85	G407-G0085	RUNNING_EVENT	GDT404_RANDOM4_RUNNING	G404-E0085	f1r	f1r	SOURCE_SECTION_T	f1r.12	85	G404-S005	F1R_TEXT_BLOCK_C	shodain	SH+O+D_ADDR+AIN	HALTEN · AUSFÜHRUNG · HIER · ANTEIL	NEW_VISIBLE_COMPOSITION	GREEN	NONE
