event_id	page	record	statement_id	surface	component_parse	atomic_card_value_de	local_action_expansion_de	fluent_statement_de	complete_meaning
E031	f10r	H2	H2-S002	dar	AR	von dort	NON_ACTION_CONTRIBUTION	Bearbeite ihn danach im vorgeschriebenen Maß weiter, bis die Zubereitung gebrauchsfertig ist.	YES
E032	f10r	H2	H2-S003	oykchor	O+Y+K+OR	diesen Posten zuführen	zugeben	Gib anschließend aus demselben Bezug nochmals das vorgeschriebene Maß zu.	YES
E033	f10r	H2	H2-S003	shor	OR	Ansatz	NON_ACTION_CONTRIBUTION	Gib anschließend aus demselben Bezug nochmals das vorgeschriebene Maß zu.	YES
E034	f10r	H2	H2-S003	chor	OR	Ansatz	NON_ACTION_CONTRIBUTION	Gib anschließend aus demselben Bezug nochmals das vorgeschriebene Maß zu.	YES
E035	f10r	H2	H2-S003	chy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Gib anschließend aus demselben Bezug nochmals das vorgeschriebene Maß zu.	YES
E036	f10r	H2	H2-S003	kaiiin	K+IIN	den laufenden Posten zuführen bis Sollstufe	zugeben	Gib anschließend aus demselben Bezug nochmals das vorgeschriebene Maß zu.	YES
E037	f10r	H2	H2-S003	dy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Gib anschließend aus demselben Bezug nochmals das vorgeschriebene Maß zu.	YES
E038	f10r	H2	H2-S003	chodaiin	CH+O+AIIN	den Arbeitsgang nach vorgeschriebenes Maß abziehen	abziehen	Gib anschließend aus demselben Bezug nochmals das vorgeschriebene Maß zu.	YES
E039	f11r	H3	H3-S001	tshol	T+SH+OL	fortsetzen den laufenden Posten eintragen und halten	eintragen + halten	Trage den blühenden Pflanzenteil in den Ansatz ein und halte ihn darin.	YES
E040	f11r	H3	H3-S001	schoal	SH+O+AL	den Arbeitsgang an bezeichnete Stelle halten	an Ort halten	Trage den blühenden Pflanzenteil in den Ansatz ein und halte ihn darin.	YES
E041	f11r	H3	H3-S001	cfhy	CFH+Y	diesen Posten auswringen	auswringen	Trage den blühenden Pflanzenteil in den Ansatz ein und halte ihn darin.	YES
E042	f11r	H3	H3-S001	shfydaiin	SH+Y+AIIN	diesen Posten nach vorgeschriebenes Maß halten	halten	Trage den blühenden Pflanzenteil in den Ansatz ein und halte ihn darin.	YES
E043	f11r	H3	H3-S001	cphy	P+Y	diesen Posten hineingeben	hineingeben	Trage den blühenden Pflanzenteil in den Ansatz ein und halte ihn darin.	YES
E044	f11r	H3	H3-S001	shey	SH+EE+Y	diesen Posten länger halten	halten	Trage den blühenden Pflanzenteil in den Ansatz ein und halte ihn darin.	YES
E045	f11r	H3	H3-S001	tchody	T+CH+O+DY	den Arbeitsgang eintragen und abziehen; Schritt schließen	abschließend eintragen + abziehen	Trage den blühenden Pflanzenteil in den Ansatz ein und halte ihn darin.	YES
E046	f11r	H3	H3-S002	shoyty	SH+O+Y+T+Y	diesen Posten halten und eintragen	halten + eintragen	Halte ihn im laufenden Arbeitsgang und arbeite ihn ein.	YES
E047	f11r	H3	H3-S003	dchol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Gib einen weiteren Anteil davon zu.	YES
E048	f11r	H3	H3-S003	chy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Gib einen weiteren Anteil davon zu.	YES
E049	f11r	H3	H3-S003	kchy	K+Y	diesen Posten zuführen	zugeben	Gib einen weiteren Anteil davon zu.	YES
E050	f11r	H3	H3-S003	dy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Gib einen weiteren Anteil davon zu.	YES
E051	f11r	H3	H3-S003	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Gib einen weiteren Anteil davon zu.	YES
E052	f11r	H3	H3-S004	qotchy	OT+Y	danach · dieser Posten	NON_ACTION_CONTRIBUTION	Setze danach das vorgeschriebene Maß ein und führe den Gang fort, bis der Ansatz bereit ist.	YES
E053	f11r	H3	H3-S004	okchol	OK+OL	fortsetzen den laufenden Posten ansetzen	einsetzen	Setze danach das vorgeschriebene Maß ein und führe den Gang fort, bis der Ansatz bereit ist.	YES
E054	f11r	H3	H3-S004	cthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	Setze danach das vorgeschriebene Maß ein und führe den Gang fort, bis der Ansatz bereit ist.	YES
E055	f11r	H3	H3-S004	dy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Setze danach das vorgeschriebene Maß ein und führe den Gang fort, bis der Ansatz bereit ist.	YES
E056	f55v	H4	H4-S001	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	Setze vom breitblättrigen Kraut das vorgeschriebene Maß ein.	YES
E057	f55v	H4	H4-S001	chaiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Setze vom breitblättrigen Kraut das vorgeschriebene Maß ein.	YES
E058	f55v	H4	H4-S001	ykain	Y+K+AIN	diesen Posten nach Portion zuführen	dosiert zugeben	Setze vom breitblättrigen Kraut das vorgeschriebene Maß ein.	YES
E059	f55v	H4	H4-S001	ykan	Y+K+AIN	diesen Posten nach Portion zuführen	zugeben	Setze vom breitblättrigen Kraut das vorgeschriebene Maß ein.	YES
E060	f55v	H4	H4-S001	ody	O+DY	Arbeitsgang; Schritt schließen	NON_ACTION_CONTRIBUTION	Setze vom breitblättrigen Kraut das vorgeschriebene Maß ein.	YES
E061	f55v	H4	H4-S002	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Miss eine weitere Portion ab und arbeite sie um.	YES
E062	f55v	H4	H4-S002	chedy	CHD+Y	den aktuellen Posten umsetzen	abmessen und umsetzen	Miss eine weitere Portion ab und arbeite sie um.	YES
E063	f55v	H4	H4-S002	talam	TALAM	den laufenden Posten verwahren	verwahren	Miss eine weitere Portion ab und arbeite sie um.	YES
E064	f55v	H4	H4-S003	ykaiin	Y+K+AIIN	diesen Posten nach vorgeschriebenes Maß zuführen	dosiert zugeben	Gib das Sollmaß dosiert zu.	YES
E065	f55v	H4	H4-S003	cheoar	CH+E+O+AR	den Arbeitsgang von dort kurz abziehen	entnehmen	Gib das Sollmaß dosiert zu.	YES
E066	f55v	H4	H4-S003	cheeky	CHK+EE+Y	den aktuellen Posten länger wärmen	temperieren	Gib das Sollmaß dosiert zu.	YES
E067	f55v	H4	H4-S003	oldy	OL+DY	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	Gib das Sollmaß dosiert zu.	YES
E068	f55v	H4	H4-S004	aiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Lege den abgemessenen Pflanzenstoff an der im Bild bezeichneten Stelle an.	YES
E069	f55v	H4	H4-S004	okal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	Lege den abgemessenen Pflanzenstoff an der im Bild bezeichneten Stelle an.	YES
E070	f55v	H4	H4-S004	oltchy	OL+T+Y	fortsetzen diesen Posten eintragen	eintragen	Lege den abgemessenen Pflanzenstoff an der im Bild bezeichneten Stelle an.	YES
E071	f55v	H4	H4-S004	or	OR	Ansatz	NON_ACTION_CONTRIBUTION	Lege den abgemessenen Pflanzenstoff an der im Bild bezeichneten Stelle an.	YES
E072	f55v	H4	H4-S004	y	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Lege den abgemessenen Pflanzenstoff an der im Bild bezeichneten Stelle an.	YES
E073	f55v	H4	H4-S004	orain	OR+AIN	Ansatz · Portion	NON_ACTION_CONTRIBUTION	Lege den abgemessenen Pflanzenstoff an der im Bild bezeichneten Stelle an.	YES
E074	f56r	H5	H5-S001	chochor	HO+CH+OR	den Gabe und Ansatz abziehen	abziehen	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E075	f56r	H5	H5-S001	cho	HO	Gabe	NON_ACTION_CONTRIBUTION	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E076	f56r	H5	H5-S001	chodaly	HO+AL+Y	Gabe · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E077	f56r	H5	H5-S001	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E078	f56r	H5	H5-S001	sho	HO	Gabe	NON_ACTION_CONTRIBUTION	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E079	f56r	H5	H5-S001	kchol	K+OL	fortsetzen den laufenden Posten zuführen	zuführen	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E080	f56r	H5	H5-S001	otchor	OT+CH+OR	danach den Ansatz abziehen	abziehen	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E081	f56r	H5	H5-S001	choky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E082	f56r	H5	H5-S001	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Zieh den Ansatz vom Pflanzenstoff ab.	YES
E083	f56r	H5	H5-S002	schol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Lege den nächsten Anteil an der im Bild bezeichneten Stelle an.	YES
E084	f56r	H5	H5-S002	choy	HO+Y	Gabe · dieser Posten	NON_ACTION_CONTRIBUTION	Lege den nächsten Anteil an der im Bild bezeichneten Stelle an.	YES
E085	f56r	H5	H5-S002	choky	OK+Y	den aktuellen Posten in Einsatz bringen	anlegen	Lege den nächsten Anteil an der im Bild bezeichneten Stelle an.	YES
E086	f56r	H5	H5-S002	cheeckhody	CH+EE+CKH+O+DY	den Arbeitsgang durch Durchlass länger abziehen; Schritt schließen	ablaufen lassen	Lege den nächsten Anteil an der im Bild bezeichneten Stelle an.	YES
E087	f56r	H5	H5-S003	sh	SH	den laufenden Posten halten	halten	Halte diesen Anteil dort.	YES
E088	f56r	H5	H5-S003	cho	HO	Gabe	NON_ACTION_CONTRIBUTION	Halte diesen Anteil dort.	YES
E089	f56r	H5	H5-S003	kchey	K+E+Y	diesen Posten kurz zuführen	zugeben	Halte diesen Anteil dort.	YES
E090	f56r	H5	H5-S003	qokokchy	OK+OK+Y	diesen Posten ansetzen und ansetzen	einsetzen + einsetzen	Halte diesen Anteil dort.	YES
E091	f56r	H5	H5-S004	okchy	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	Setze ihn in den Arbeitsgang ein.	YES
E092	f56r	H5	H5-S004	chokcheo	OK+CH+E+O	den Arbeitsgang kurz ansetzen und abziehen	ansetzen + abziehen	Setze ihn in den Arbeitsgang ein.	YES
E093	f56r	H5	H5-S004	kchal	K+AL	den laufenden Posten an bezeichnete Stelle zuführen	zuführen	Setze ihn in den Arbeitsgang ein.	YES
E094	f56r	H5	H5-S005	sho	HO	Gabe	NON_ACTION_CONTRIBUTION	Setze anschließend den nächsten Pflanzenanteil an.	YES
E095	f56r	H5	H5-S005	chokchy	OK+Y	den aktuellen Posten in Einsatz bringen	ansetzen	Setze anschließend den nächsten Pflanzenanteil an.	YES
E096	f56r	H5	H5-S005	kchoar	K+HO+AR	den Gabe von dort zuführen	zugeben	Setze anschließend den nächsten Pflanzenanteil an.	YES
E097	f56r	H5	H5-S005	sotodan	OT+O+AIN	danach · Arbeitsgang · Portion	NON_ACTION_CONTRIBUTION	Setze anschließend den nächsten Pflanzenanteil an.	YES
E098	f56r	H5	H5-S006	otchey	OT+Y	danach · dieser Posten	NON_ACTION_CONTRIBUTION	Gib danach eine abgemessene Portion kurz in den laufenden Ansatz.	YES
E099	f56r	H5	H5-S006	keol	K+E+OL	fortsetzen den laufenden Posten kurz zuführen	zugeben	Gib danach eine abgemessene Portion kurz in den laufenden Ansatz.	YES
E100	f56r	H5	H5-S006	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Gib danach eine abgemessene Portion kurz in den laufenden Ansatz.	YES
E101	f81v	B1	B1-S001	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit im gemeinsamen Becken kurz einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E102	f81v	B1	B1-S002	okaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E103	f81v	B1	B1-S002	kair	K+AIR	den laufenden Posten durch laufender Bestand zuführen	einspeisen	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E104	f81v	B1	B1-S002	okal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E105	f81v	B1	B1-S002	sar	AR	von dort	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E106	f81v	B1	B1-S002	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E107	f81v	B1	B1-S002	kain	K+AIN	den laufenden Posten nach Portion zuführen	dosiert zugeben	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E108	f81v	B1	B1-S002	olkain	OL+K+AIN	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E109	f81v	B1	B1-S002	al	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E110	f81v	B1	B1-S002	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E111	f81v	B1	B1-S002	rol	R+OL	fortsetzen den laufenden Posten abkühlen	abkühlen lassen	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E112	f81v	B1	B1-S002	dl	L	leiten	führen	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E113	f81v	B1	B1-S002	olor	OL+OR	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E114	f81v	B1	B1-S002	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E115	f81v	B1	B1-S002	sheckhal	SH+E+CKH+AL	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	zurückhalten	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E116	f81v	B1	B1-S002	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E117	f81v	B1	B1-S002	qokeedal	OK+EE+AL	den laufenden Posten an bezeichnete Stelle länger ansetzen	anlegen	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E118	f81v	B1	B1-S002	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E119	f81v	B1	B1-S002	chckhy	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E120	f81v	B1	B1-S002	schedy	CHD+DY	überführen und den Schritt schließen	durchleiten	Die Flüssigkeit im gemeinsamen Becken nach vorgeschriebenem Maß einsetzen.	YES
E121	f81v	B1	B1-S003	qol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken weiter halten und zugeben und überführen; schließe damit diesen Arbeitsschritt.	YES
E122	f81v	B1	B1-S003	sshkchdy	SH+K+CHD+DY	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	halten + zugeben + überführen	Die Flüssigkeit im gemeinsamen Becken weiter halten und zugeben und überführen; schließe damit diesen Arbeitsschritt.	YES
E123	f81v	B1	B1-S004	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	Die Flüssigkeit im gemeinsamen Becken umsetzen.	YES
E124	f81v	B1	B1-S004	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken umsetzen.	YES
E125	f81v	B1	B1-S004	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Die Flüssigkeit im gemeinsamen Becken umsetzen.	YES
E126	f81v	B1	B1-S005	qolchedy	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	Die Flüssigkeit im gemeinsamen Becken weiter überführen; schließe damit diesen Arbeitsschritt.	YES
E127	f81v	B1	B1-S006	qokain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E128	f81v	B1	B1-S006	shckhy	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E129	f81v	B1	B1-S006	dl	L	leiten	durchleiten	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E130	f81v	B1	B1-S006	ral	R+AL	den laufenden Posten an bezeichnete Stelle abkühlen	abkühlen lassen	Eine abgeteilte Portion der Arbeitsflüssigkeit einsetzen.	YES
E131	f81v	B1	B1-S007	qokchdy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	Die Flüssigkeit im gemeinsamen Becken einsetzen und überführen; schließe damit diesen Arbeitsschritt.	YES
E132	f81v	B1	B1-S008	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken weiter kurz warm halten.	YES
E133	f81v	B1	B1-S008	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken weiter kurz warm halten.	YES
E134	f81v	B1	B1-S008	cheky	CHK+E+Y	diesen Posten kurz wärmen	warm halten	Die Flüssigkeit im gemeinsamen Becken weiter kurz warm halten.	YES
E135	f81v	B1	B1-S008	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken weiter kurz warm halten.	YES
E136	f81v	B1	B1-S008	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	Die Flüssigkeit im gemeinsamen Becken weiter kurz warm halten.	YES
E137	f81v	B1	B1-S009	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit im gemeinsamen Becken kurz einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E138	f81v	B1	B1-S010	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	Die Flüssigkeit im gemeinsamen Becken kurz einwirken lassen; schließe damit diesen Arbeitsschritt.	YES
E139	f81v	B1	B1-S011	chckhy	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken durch den Durchlass einleiten.	YES
E140	f81v	B1	B1-S011	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einleiten	Die Flüssigkeit im gemeinsamen Becken durch den Durchlass einleiten.	YES
E141	f81v	B1	B1-S012	lsho	LSH+O	den Arbeitsgang waschen	waschen	Die Flüssigkeit im gemeinsamen Becken im laufenden Arbeitsgang waschen.	YES
E142	f81v	B1	B1-S012	qokey	OK+E+Y	diesen Posten kurz ansetzen	wirken lassen	Die Flüssigkeit im gemeinsamen Becken im laufenden Arbeitsgang waschen.	YES
E143	f81v	B1	B1-S012	lshedy	LSH+E+DY	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	Die Flüssigkeit im gemeinsamen Becken im laufenden Arbeitsgang waschen.	YES
E144	f81v	B1	B1-S013	lshedy	LSH+E+DY	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	Die Flüssigkeit im gemeinsamen Becken kurz durchwaschen; schließe damit diesen Arbeitsschritt.	YES
E145	f81v	B1	B1-S014	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	Die Flüssigkeit im gemeinsamen Becken umsetzen.	YES
E146	f81v	B1	B1-S014	qolky	SOLK+Y	diesen Posten auffangen	auffangen	Die Flüssigkeit im gemeinsamen Becken umsetzen.	YES
E147	f81v	B1	B1-S014	lchedal	L+CHD+AL	den laufenden Posten an bezeichnete Stelle führen und umsetzen	hinleiten + umfüllen	Die Flüssigkeit im gemeinsamen Becken umsetzen.	YES
E148	f81v	B1	B1-S014	qol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken umsetzen.	YES
E149	f81v	B1	B1-S014	otar	OT+AR	danach · von dort	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken umsetzen.	YES
E150	f81v	B1	B1-S015	ytey	T+E+Y	diesen Posten kurz eintragen	übertragen	Danach die Flüssigkeit im gemeinsamen Becken weiter aus dieser Station kurz übertragen.	YES
E151	f81v	B1	B1-S015	okchedy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	Danach die Flüssigkeit im gemeinsamen Becken weiter aus dieser Station kurz übertragen.	YES
E152	f81v	B1	B1-S016	qokal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	Die Flüssigkeit im gemeinsamen Becken an der im Bild bezeichneten Stelle anlegen.	YES
E153	f81v	B1	B1-S016	okeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	Die Flüssigkeit im gemeinsamen Becken an der im Bild bezeichneten Stelle anlegen.	YES
E154	f81v	B1	B1-S016	qol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	Die Flüssigkeit im gemeinsamen Becken an der im Bild bezeichneten Stelle anlegen.	YES
