family_rank	family	surface	card_type	composition	working_meaning_de	strongest_rival_de	confidence	page	locus	section	language	hand	ordinal	token_count	line_position	context_basis	context_decision	action_license	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	all_three_present	all_present_exact	zl3b_line	context_before_de	context_after_de	literal_after_de	review_note
3	WOOD_GRADE_PAIR	lolkaiin	PRODUCTIVE_COMPOUND	LOL_WOOD_MATERIAL+K_HOT+AIIN_III	Holzstoff, heiß auf Stufe III	Holzdrogenansatz, heiß auf Stufe III	STRONG_PRACTICAL_OR_COMPOSITIONAL	f107r	f107r.40	S	B	3	1	10	INITIAL	GDT676_V50_LINE_READER	HOLD_DEFAULT	0	EXACT	lolkaiin	EXACT	lolkaiin	BOTH_EXACT	1	0	lolkaiin chey qokaiin chal aiin okaiin olkar otair okal okal	⟦lolkaiin:?⟧ · trocken, Mittelstufe · heiß, Grad III · Rohstoffklasse I, trocken, Anfangsstufe · Menge III · heiß, Grad III, im Ansatz · erste erhitzte Drogenfraktion im Ansatz · zweite kalte Drogenfraktion im Ansatz · Rohstoffklasse I im heißen Anfangsansatz · Rohstoffklasse I im heißen Anfangsansatz.	Holzstoff, heiß auf Stufe III · trocken, Mittelstufe · heiß, Grad III · Rohstoffklasse I, trocken, Anfangsstufe · Menge III · heiß, Grad III, im Ansatz · erste erhitzte Drogenfraktion im Ansatz · zweite kalte Drogenfraktion im Ansatz · Rohstoffklasse I im heißen Anfangsansatz · Rohstoffklasse I im heißen Anfangsansatz.	Holzstoff, heiß auf Stufe III | trocken in der Mitte des Grades | heiß, Grad III | Rohstoffklasse I, trocken am Gradanfang | Menge III | heiß, Grad III, im Ansatzrahmen | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | zweite kalte Drogenfraktion im Ansatz | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Rohstoffklasse I im Ansatz, heiß am Gradanfang	Vor Trocken-, Heiß- und Fraktionsfeldern eine direkte Stoff-/Stufenbezeichnung.
3	WOOD_GRADE_PAIR	olchain	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+AIN_II	Holzdrogenansatz, trocken auf Stufe II	Drogenstoff, trocken auf Stufe II	STRONG_PRACTICAL_OR_COMPOSITIONAL	f112r	f112r.36	S	B	3	4	6	MEDIAL	GDT676_V50_LINE_READER	HOLD_DEFAULT	0	EXACT	olchain	EXACT	olchain	BOTH_EXACT	1	1	sain ol checkhy olchain okeey olam	Saatgut, Charge II · Ansatz/Gut · trockenes Arzneikompositum, Anfangsstufe · ⟦olchain:?⟧ · heißer Ansatz, Endstufe · ein Maß Ansatz-/Drogenmaterial.	Saatgut, Charge II · Ansatz/Gut · trockenes Arzneikompositum, Anfangsstufe · Holzdrogenansatz, trocken auf Stufe II · heißer Ansatz, Endstufe · ein Maß Ansatz-/Drogenmaterial.	Saatgut, Typ/Charge II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockenes Arzneikompositum am Gradanfang | Holzdrogenansatz, trocken auf Stufe II | heißer Ansatz am Ende des Grades | ein Maß Ansatz-/Drogenmaterial; Holzbindung offen	Zwischen trockenem Kompositum und heißem Endansatz ein abgestufter trockener Zwischenansatz.
4	FRACTION_PORTION	aror	PRODUCTIVE_COMPOUND	AR_FRACTION_I+OR_PORTION	eine Portion der ersten Drogenfraktion	Fraktion I und eine Portion als zwei flache Felder	STRONG_PRACTICAL_OR_COMPOSITIONAL	f104r	f104r.28	S	B	3	4	15	MEDIAL	GDT671_V48_PANEL	HOLD_DEFAULT	0	MERGE_2	arorsheey	EXACT	aror	ONE_EXACT	1	0	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam	⟦olcheear:?⟧ · abgemessene Trockenfraktion I, Mittelstufe · Drogenportion · ⟦aror:?⟧ · feucht am Ende des Grades · ⟦olkeechy:?⟧ · Drogenportion · Trockenfraktion I · ⟦cheeo:?⟧ · Grundstoff des vorstehenden Ansatzes · Samen-/Saatgutposten · Drogenportion · Drogenportion · Menge III · ⟦atam:?⟧.	⟦olcheear:?⟧ · abgemessene Trockenfraktion I, Mittelstufe · Drogenportion · eine Portion der ersten Drogenfraktion · feucht am Ende des Grades · ⟦olkeechy:?⟧ · Drogenportion · Trockenfraktion I · ⟦cheeo:?⟧ · Grundstoff des vorstehenden Ansatzes · Samen-/Saatgutposten · Drogenportion · Drogenportion · Menge III · ⟦atam:?⟧.	[olcheear:?] | abgemessene Trockenfraktion I, Mittelstufe | Drogenportion | eine Portion der ersten Drogenfraktion | feucht am Ende des Grades | [olkeechy:?] | Drogenportion | Trockenfraktion I | [cheeo:?] | Grundstoff des vorstehenden Ansatzes | Samen-/Saatgutposten | Drogenportion | Drogenportion | Menge III | [atam:?]	Direkt nach or in einem wiederholten Portion-/Fraktionsregister.
4	FRACTION_PORTION	aror	PRODUCTIVE_COMPOUND	AR_FRACTION_I+OR_PORTION	eine Portion der ersten Drogenfraktion	Fraktion I und eine Portion als zwei flache Felder	STRONG_PRACTICAL_OR_COMPOSITIONAL	f106r	f106r.22	S	B	3	6	10	MEDIAL	GDT671_V48_PANEL	HOLD_DEFAULT	0	EXACT	aror	EXACT	aror	BOTH_EXACT	1	0	tshodair olkeees odain qokeedy opchor aror pcheeody daiir opchedy opchody	⟦tshodair:?⟧ · ⟦olkeees:?⟧ · Zubereitungsdosis II · heiß am Ende des Grades, abgeschlossen · ⟦opchor:?⟧ · ⟦aror:?⟧ · ⟦pcheeody:?⟧ · abgemessene Fraktion III · vollständig getrocknetes Pulverpräparat · ⟦opchody:?⟧.	⟦tshodair:?⟧ · ⟦olkeees:?⟧ · Zubereitungsdosis II · heiß am Ende des Grades, abgeschlossen · ⟦opchor:?⟧ · eine Portion der ersten Drogenfraktion · ⟦pcheeody:?⟧ · abgemessene Fraktion III · vollständig getrocknetes Pulverpräparat · ⟦opchody:?⟧.	[tshodair:?] | [olkeees:?] | Zubereitungsdosis II | heiß am Ende des Grades, abgeschlossen | [opchor:?] | eine Portion der ersten Drogenfraktion | [pcheeody:?] | abgemessene Fraktion III | vollständig getrocknetes Pulverpräparat | [opchody:?]	Zwischen Präparatkopf und späterer Fraktion III ohne semantischen Gegenwert.
4	FRACTION_PORTION	aror	PRODUCTIVE_COMPOUND	AR_FRACTION_I+OR_PORTION	eine Portion der ersten Drogenfraktion	Fraktion I und eine Portion als zwei flache Felder	STRONG_PRACTICAL_OR_COMPOSITIONAL	f106r	f106r.23	S	B	3	10	10	FINAL	GDT676_V50_LINE_READER	HOLD_DEFAULT	0	EXACT	aror	EXACT	aror	BOTH_EXACT	1	0	ychedy qckhedy dair al qokedy shecphy qokchy otedy dar aror	Getrocknete Droge, fertig · Arzneikompositum bis Mittelstufe bereiten und abschließen · abgemessene Fraktion II · Rohstoffklasse I · heiß, Mittelstufe, abgeschlossen · bis Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum · heiß-trocken, Anfangsstufe · kalter Ansatz, Mittelstufe, abgeschlossen · abgemessene Fraktion I · ⟦aror:?⟧.	Getrocknete Droge, fertig · Arzneikompositum bis Mittelstufe bereiten und abschließen · abgemessene Fraktion II · Rohstoffklasse I · heiß, Mittelstufe, abgeschlossen · bis Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum · heiß-trocken, Anfangsstufe · kalter Ansatz, Mittelstufe, abgeschlossen · abgemessene Fraktion I · eine Portion der ersten Drogenfraktion.	Eintrag: getrocknete Droge, fertig | bereite das Arzneikompositum bis zur Mittelstufe und schließe ab | abgemessene Fraktion II | Rohstoffklasse I | heiß in der Mitte des Grades, abgeschlossen | bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum | heiß und trocken am Anfang des Grades | kalter Ansatz in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | eine Portion der ersten Drogenfraktion	Nach dar ergibt sich abgemessene Fraktion I gefolgt von einer Portion derselben Fraktion.
4	FRACTION_PORTION	aror	PRODUCTIVE_COMPOUND	AR_FRACTION_I+OR_PORTION	eine Portion der ersten Drogenfraktion	Fraktion I und eine Portion als zwei flache Felder	STRONG_PRACTICAL_OR_COMPOSITIONAL	f79r	f79r.17	B	B	2	7	11	MEDIAL	GDT671_V48_PANEL	HOLD_DEFAULT	0	EXACT	aror	EXACT	aror	BOTH_EXACT	1	1	qokaiin shy lsheey ls air or aror otaiin ches olol ol	heiß, Grad III · feucht am Anfang des Grades · eingeweichtes Drogenholz, Form II · ⟦ls:?⟧ · zweite Drogenfraktion · Drogenportion · ⟦aror:?⟧ · kalt im Zubereitungsrahmen, Grad III · trockenes Drogenmaterial, Mittelstufe · Holzdrogen-Grundansatz · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz.	heiß, Grad III · feucht am Anfang des Grades · eingeweichtes Drogenholz, Form II · ⟦ls:?⟧ · zweite Drogenfraktion · Drogenportion · eine Portion der ersten Drogenfraktion · kalt im Zubereitungsrahmen, Grad III · trockenes Drogenmaterial, Mittelstufe · Holzdrogen-Grundansatz · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz.	heiß, Grad III | feucht am Anfang des Grades | eingeweichtes Drogenholz, Form II | [ls:?] | zweite Drogenfraktion | Drogenportion | eine Portion der ersten Drogenfraktion | kalt im Zubereitungsrahmen, Grad III | trockenes Drogenmaterial, Mittelstufe | Holzdrogen-Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	air or aror bildet den stärksten sichtbaren Fraktions-/Portionsvergleich.
4	FRACTION_PORTION	aror	PRODUCTIVE_COMPOUND	AR_FRACTION_I+OR_PORTION	eine Portion der ersten Drogenfraktion	Fraktion I und eine Portion als zwei flache Felder	STRONG_PRACTICAL_OR_COMPOSITIONAL	f79v	f79v.21	B	B	2	9	9	FINAL	GDT671_V48_PANEL	HOLD_DEFAULT	0	EXACT	aror	EXACT	aror	BOTH_EXACT	1	0	dshey qokal sheedy sheky orain otshdy dain cther aror	eine Dosis bis zur Mittelstufe angefeuchtete Droge · Rohstoffklasse I, heiß am Gradanfang · feucht am Ende des Grades, abgeschlossen · bis zur Mittelstufe einweichen, erhitzen und abschließen · Drogenportion II · kalt-feuchter Ansatz am Anfang des Grades, abgeschlossen · Grad-/Maßwert II · ⟦cther:?⟧ · ⟦aror:?⟧.	eine Dosis bis zur Mittelstufe angefeuchtete Droge · Rohstoffklasse I, heiß am Gradanfang · feucht am Ende des Grades, abgeschlossen · bis zur Mittelstufe einweichen, erhitzen und abschließen · Drogenportion II · kalt-feuchter Ansatz am Anfang des Grades, abgeschlossen · Grad-/Maßwert II · ⟦cther:?⟧ · eine Portion der ersten Drogenfraktion.	eine Dosis bis zur Mittelstufe angefeuchtete Droge | Rohstoffklasse I, heiß am Gradanfang | feucht am Ende des Grades, abgeschlossen | bis zur Mittelstufe einweichen, erhitzen und abschließen | Drogenportion II | kalt-feuchter Ansatz am Anfang des Grades, abgeschlossen | Grad-/Maßwert II | [cther:?] | eine Portion der ersten Drogenfraktion	Zeilenfinal nach Grad- und Stofffeldern als Schlussmenge lesbar.
4	FRACTION_PORTION	aror	PRODUCTIVE_COMPOUND	AR_FRACTION_I+OR_PORTION	eine Portion der ersten Drogenfraktion	Fraktion I und eine Portion als zwei flache Felder	STRONG_PRACTICAL_OR_COMPOSITIONAL	f79v	f79v.32	B	B	2	10	10	FINAL	GDT671_V48_PANEL	HOLD_DEFAULT	0	EXACT	aror	EXACT	aror	BOTH_EXACT	1	0	olkeey ol or ocheey ol ol o keeedy checkhy aror	Holzdrogenansatz vollständig erhitzt · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Drogenportion · ⟦ocheey:?⟧ · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Ansatz mit keeedy · ⟦keeedy:?⟧ · trockenes Arzneikompositum am Gradanfang · ⟦aror:?⟧.	Holzdrogenansatz vollständig erhitzt · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Drogenportion · ⟦ocheey:?⟧ · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Ansatz mit keeedy · ⟦keeedy:?⟧ · trockenes Arzneikompositum am Gradanfang · eine Portion der ersten Drogenfraktion.	Holzdrogenansatz vollständig erhitzt | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | [ocheey:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Ansatz mit keeedy | [keeedy:?] | trockenes Arzneikompositum am Gradanfang | eine Portion der ersten Drogenfraktion	Zeilenfinal nach trockenem Arzneikompositum als Portionsangabe lesbar.
5	LOCAL_TAIKY	taiky	LEARNED_EXACT_WHOLE	T_COLD+[AI_OPAQUE_LOCAL]+K_HOT+Y_START_OR_CLOSE	kalt angesetzte Charge, leicht angewärmt	kalter Anteil I, leicht wiedererhitzt	LOW_EXPLORATORY	f86v6	f86v6.5	T	B	2	11	12	MEDIAL	GDT676_V50_LINE_READER	HOLD_LOW_EXACT_WHOLE	0	EXACT	taiky	EXACT	taiky	BOTH_EXACT	1	0	tar lol chol olkar daiin chear or otshey qokar opchey taiky qotar	Kalte Drogenfraktion I · Holzstoff · Trockengut · erste erhitzte Drogenfraktion im Ansatz · Grad/Maß III · trockene Fraktion I · Drogenportion · kalt-feuchter Ansatz, Mittelstufe · heiße Drogenfraktion I · Trockenpulver-Ansatz, Form I · ⟦taiky:?⟧ · kalte Drogenfraktion I.	Kalte Drogenfraktion I · Holzstoff · Trockengut · erste erhitzte Drogenfraktion im Ansatz · Grad/Maß III · trockene Fraktion I · Drogenportion · kalt-feuchter Ansatz, Mittelstufe · heiße Drogenfraktion I · Trockenpulver-Ansatz, Form I · kalt angesetzte Charge, leicht angewärmt · kalte Drogenfraktion I.	kalte Drogenfraktion I | Holzstoff | trocken; nominal trockenes Gut/Material | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Grad-/Maßwert III | trockene Fraktion I | Drogenportion | kalt-feuchter Ansatz in der Mitte des Grades | heiße Drogenfraktion I | Trockenpulver-Ansatz, Form I | kalt angesetzte Charge, leicht angewärmt | kalte Drogenfraktion I	Zwischen Trockenpulver-Ansatz Form I und kalter Fraktion I; praktisch brauchbar, aber niedrigste Sicherheit.
6	WOOD_FRACTION_COMPOUND	losair	READER_CONDITIONED_COMPOUND	LOS_WOOD_BATCH+AIR_FRACTION_II	zweite Fraktion des Drogenholzpostens	Holzabsud mit Samenfraktion II (lo+sair)	MEDIUM_EXACT_WHOLE	f86v5	f86v5.2	T	B	2	1	12	INITIAL	GDT676_V50_LINE_READER	HOLD_READER_SPLIT_DEFAULT	0	EXACT	losair	SPLIT_2	losair	ONE_EXACT	1	0	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	⟦losair:?⟧ · kalte Zubereitung, abgeschlossen · heiße Drogenfraktion I · feucht, Anfangsstufe · heiße Drogenfraktion I · Blüten-/Fruchtstand · getrockneten Pulverstoff nehmen · Rohstoffklasse I, kalt, Anfangsstufe · Ansatz/Gut · hiervon den Drogenstoff abkühlen · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes.	Zweite Fraktion des Drogenholzpostens · kalte Zubereitung, abgeschlossen · heiße Drogenfraktion I · feucht, Anfangsstufe · heiße Drogenfraktion I · Blüten-/Fruchtstand · getrockneten Pulverstoff nehmen · Rohstoffklasse I, kalt, Anfangsstufe · Ansatz/Gut · hiervon den Drogenstoff abkühlen · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes.	zweite Fraktion des Drogenholzpostens | Eintrag/Bezug: kalte Zubereitung, abgeschlossen | heiße Drogenfraktion I | feucht am Anfang des Grades | heiße Drogenfraktion I | Blüten-/Fruchtstand; reproduktiver Teil | nimm getrockneten Pulverstoff | Rohstoffklasse I, kalt am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kühle hiervon den Drogenstoff ab | ein Maß kalten Ansatzes | ein Maß kalten Ansatzes	RF1b trennt los air und wählt zwei bereits gelernte Ganzwörter; lo+sair bleibt als sichtbarer Samenabsud-Rivale erhalten.
