event_id	page	record	statement_id	owner_de	card_no	surface	component_recipe	rebuilt_reading_de	composition_status	form_owner_boundary_status	pass739_status
E029	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC013	chol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E030	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E031	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	PROC003	dar	AR	QUELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E032	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC023	oykchor	O+Y+K+OR	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E033	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC016	shor	OR	ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E034	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC016	chor	OR	ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E035	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E036	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC024	kaiiin	K+IIN	ZUGEBEN · ARBEITSSTUFE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E037	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC019	dy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E038	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC025	chodaiin	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E039	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC026	tshol	T+SH+OL	ANWENDEN · HALTEN · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E040	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E041	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC028	cfhy	CFH+Y	AUSWRINGEN · DIES	HAS_CONTEXT_SINGLETON_COMPONENT	UNCHANGED	UNCHANGED_EVENT_AND_READING
E042	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E043	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC030	cphy	P+Y	FUELLEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E044	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC031	shey	SH+EE+Y	HALTEN · LANG · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E045	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC032	tchody	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E046	f11r	H3	H3-S002	abgebildete dicht blau blühende Kronenpflanze	PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E047	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC034	dchol	RESUME_CARD	WIEDERAUFNEHMEN	HAS_MEMORIZED_WHOLE_COMMAND	UNCHANGED	UNCHANGED_EVENT_AND_READING
E048	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC019	chy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E049	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC035	kchy	K+Y	ZUGEBEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E050	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E051	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E052	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC036	qotchy	OT+Y	DANACH · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E053	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC037	okchol	OK+OL	ANSETZEN · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E054	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC014	cthy	CTH+Y	BEREITEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E055	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E056	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E057	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC009	chaiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E058	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC039	ykain	Y+K+AIN	DIES · ZUGEBEN · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E059	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC040	ykan	Y+K+AN	DIES · ZUGEBEN · NACHGABE	COMPOSED_WITH_PARADIGM_SUPPORTED_AIN_VARIANT	UNCHANGED	UNCHANGED_EVENT_AND_READING
E060	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E061	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E062	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC042	chedy	CHD+Y	UMSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E063	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC043	talam	TALAM	VERWAHREN	HAS_MEMORIZED_WHOLE_COMMAND	UNCHANGED	UNCHANGED_EVENT_AND_READING
E064	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC044	ykaiin	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E065	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC045	cheoar	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E066	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E067	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC047	oldy	OL+DY	WEITER · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E068	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC009	aiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E069	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC048	okal	OK+AL	ANSETZEN · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E070	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC049	oltchy	OL+T+Y	WEITER · ANWENDEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E071	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC016	or	OR	ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E072	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC019	y	Y	DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E073	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC050	orain	OR+AIN	ANSATZ · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E074	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E075	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC052	cho	HO	ZUTAT	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E076	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E077	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E078	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC052	sho	HO	ZUTAT	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E079	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC054	kchol	K+OL	ZUGEBEN · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E080	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC020	otchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E081	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E082	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC055	dal	AL	ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E083	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC034	schol	RESUME_CARD	WIEDERAUFNEHMEN	HAS_MEMORIZED_WHOLE_COMMAND	UNCHANGED	UNCHANGED_EVENT_AND_READING
E084	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC056	choy	HO+Y	ZUTAT · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E085	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E086	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E087	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC058	sh	SH	HALTEN	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E088	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC052	cho	HO	ZUTAT	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E089	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E090	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E091	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC011	okchy	OK+Y	ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E092	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E093	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC062	kchal	K+AL	ZUGEBEN · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E094	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC052	sho	HO	ZUTAT	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E095	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC011	chokchy	OK+Y	ANSETZEN · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E096	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC063	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E097	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC064	sotodan	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E098	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC065	otchey	OT+Y	DANACH · DIES	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E099	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC066	keol	K+E+OL	ZUGEBEN · KURZ · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E100	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC009	daiin	AIIN	SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E101	f81v	B1	B1-S001	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E102	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC038	okaiin	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E103	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC068	kair	K+AIR	ZUGEBEN · WASSER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E104	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	okal	OK+AL	ANSETZEN · ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E105	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC003	sar	AR	QUELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E106	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E107	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC069	kain	K+AIN	ZUGEBEN · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E108	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC070	olkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E109	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	al	AL	ZIELSTELLE	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E110	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E111	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC071	rol	R+OL	KUEHLEN · WEITER	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
E112	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	dl	L	LEITEN	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	UNCHANGED	UNCHANGED_EVENT_AND_READING
