exact_card_id	semantic_family	component_recipe	rebuilt_reading_de	component_count	pass737_status	pass738_status	registered_surfaces	events	pass739_status
PROC014	SEM013	CTH+Y	BEREITEN · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	checthy|cthy|shcthy	7	UNCHANGED_CARD_COMPOSITION
PROC015	SEM014	Y+CH+E+OR	DIES · ENTNEHMEN · KURZ · ANSATZ	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ycheor	1	UNCHANGED_CARD_COMPOSITION
PROC016	SEM015	OR	ANSATZ	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chor|or|shor|sor	7	UNCHANGED_CARD_COMPOSITION
PROC017	SEM016	CTH+AIIN	BEREITEN · SOLLMASS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cthaiin	1	UNCHANGED_CARD_COMPOSITION
PROC018	SEM017	O+CTH+OL+Y	ARBEITSGANG · BEREITEN · WEITER · DIES	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qoctholy	1	UNCHANGED_CARD_COMPOSITION
PROC019	SEM018	Y	DIES	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chey|chy|dy|shy|sy|y	18	UNCHANGED_CARD_COMPOSITION
PROC020	SEM019	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otchor|qotchor	2	UNCHANGED_CARD_COMPOSITION
PROC021	SEM020	OT+OL	DANACH · WEITER	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otol	1	UNCHANGED_CARD_COMPOSITION
PROC022	SEM021	OL+OR	WEITER · ANSATZ	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cholor|olor	2	UNCHANGED_CARD_COMPOSITION
PROC023	SEM022	O+Y+K+OR	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oykchor	1	UNCHANGED_CARD_COMPOSITION
PROC024	SEM023	K+IIN	ZUGEBEN · ARBEITSSTUFE	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kaiiin	1	UNCHANGED_CARD_COMPOSITION
PROC025	SEM024	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chodaiin	1	UNCHANGED_CARD_COMPOSITION
PROC026	SEM025	T+SH+OL	ANWENDEN · HALTEN · WEITER	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	tshol	1	UNCHANGED_CARD_COMPOSITION
PROC027	SEM026	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	schoal	1	UNCHANGED_CARD_COMPOSITION
PROC028	SEM027	CFH+Y	AUSWRINGEN · DIES	2	HAS_SINGLETON_COMPONENT_GUESS	HAS_CONTEXT_SINGLETON_COMPONENT	cfhy	1	UNCHANGED_CARD_COMPOSITION
PROC029	SEM028	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shfydaiin	1	UNCHANGED_CARD_COMPOSITION
PROC030	SEM029	P+Y	FUELLEN · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cphy	1	UNCHANGED_CARD_COMPOSITION
PROC031	SEM030	SH+EE+Y	HALTEN · LANG · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheey|shey	4	UNCHANGED_CARD_COMPOSITION
PROC157	SEM030	SH+EE+Y	HALTEN · LANG · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sheey	1	UNCHANGED_CARD_COMPOSITION
PROC032	SEM031	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	tchody	1	UNCHANGED_CARD_COMPOSITION
PROC033	SEM032	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	5	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shoyty	1	UNCHANGED_CARD_COMPOSITION
PROC034	SEM033	RESUME_CARD	WIEDERAUFNEHMEN	1	HAS_MEMORIZED_WHOLE_COMMAND	HAS_MEMORIZED_WHOLE_COMMAND	dchol|schol	2	UNCHANGED_CARD_COMPOSITION
PROC035	SEM034	K+Y	ZUGEBEN · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchy	1	UNCHANGED_CARD_COMPOSITION
PROC036	SEM035	OT+Y	DANACH · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qotchy	1	UNCHANGED_CARD_COMPOSITION
PROC065	SEM035	OT+Y	DANACH · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otchey	2	UNCHANGED_CARD_COMPOSITION
PROC037	SEM036	OK+OL	ANSETZEN · WEITER	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okchol	1	UNCHANGED_CARD_COMPOSITION
PROC160	SEM036	OK+OL	ANSETZEN · WEITER	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokol	1	UNCHANGED_CARD_COMPOSITION
PROC038	SEM037	OK+AIIN	ANSETZEN · SOLLMASS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okaiin|qokaiin	9	UNCHANGED_CARD_COMPOSITION
PROC039	SEM038	Y+K+AIN	DIES · ZUGEBEN · PORTION	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ykain	1	UNCHANGED_CARD_COMPOSITION
PROC040	SEM039	Y+K+AN	DIES · ZUGEBEN · NACHGABE	3	HAS_SINGLETON_COMPONENT_GUESS	COMPOSED_WITH_PARADIGM_SUPPORTED_AIN_VARIANT	ykan	1	UNCHANGED_CARD_COMPOSITION
PROC041	SEM040	O+DY	ARBEITSGANG · SCHLUSS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ody	1	UNCHANGED_CARD_COMPOSITION
PROC042	SEM041	CHD+Y	UMSETZEN · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chdy|chedy	11	UNCHANGED_CARD_COMPOSITION
PROC133	SEM041	CHD+Y	UMSETZEN · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chedchy	1	UNCHANGED_CARD_COMPOSITION
PROC043	SEM042	TALAM	VERWAHREN	1	HAS_MEMORIZED_WHOLE_COMMAND	HAS_MEMORIZED_WHOLE_COMMAND	talam	1	UNCHANGED_CARD_COMPOSITION
PROC044	SEM043	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ykaiin	1	UNCHANGED_CARD_COMPOSITION
PROC045	SEM044	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheoar	1	UNCHANGED_CARD_COMPOSITION
PROC046	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheeky	2	UNCHANGED_CARD_COMPOSITION
PROC107	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chkeey	1	UNCHANGED_CARD_COMPOSITION
PROC047	SEM046	OL+DY	WEITER · SCHLUSS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oldy	2	UNCHANGED_CARD_COMPOSITION
PROC048	SEM047	OK+AL	ANSETZEN · ZIELSTELLE	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okal|qokal	6	UNCHANGED_CARD_COMPOSITION
PROC049	SEM048	OL+T+Y	WEITER · ANWENDEN · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oltchy	1	UNCHANGED_CARD_COMPOSITION
PROC050	SEM049	OR+AIN	ANSATZ · PORTION	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	orain	1	UNCHANGED_CARD_COMPOSITION
PROC051	SEM050	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chochor	1	UNCHANGED_CARD_COMPOSITION
PROC052	SEM051	HO	ZUTAT	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cho|sho	4	UNCHANGED_CARD_COMPOSITION
PROC053	SEM052	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chodaly	1	UNCHANGED_CARD_COMPOSITION
PROC054	SEM053	K+OL	ZUGEBEN · WEITER	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchol	1	UNCHANGED_CARD_COMPOSITION
PROC055	SEM054	AL	ZIELSTELLE	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	al|chal|cheal|dal|sal|tal	10	UNCHANGED_CARD_COMPOSITION
PROC056	SEM055	HO+Y	ZUTAT · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	choy	1	UNCHANGED_CARD_COMPOSITION
PROC057	SEM056	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	5	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheeckhody	1	UNCHANGED_CARD_COMPOSITION
PROC058	SEM057	SH	HALTEN	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sh	1	UNCHANGED_CARD_COMPOSITION
PROC059	SEM058	K+E+Y	ZUGEBEN · KURZ · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchey	1	UNCHANGED_CARD_COMPOSITION
PROC060	SEM059	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokokchy	1	UNCHANGED_CARD_COMPOSITION
PROC061	SEM060	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chokcheo	1	UNCHANGED_CARD_COMPOSITION
PROC062	SEM061	K+AL	ZUGEBEN · ZIELSTELLE	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchal	1	UNCHANGED_CARD_COMPOSITION
PROC063	SEM062	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kchoar	1	UNCHANGED_CARD_COMPOSITION
PROC064	SEM063	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sotodan	1	UNCHANGED_CARD_COMPOSITION
PROC066	SEM064	K+E+OL	ZUGEBEN · KURZ · WEITER	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	keol	1	UNCHANGED_CARD_COMPOSITION
PROC067	SEM065	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokedy	8	UNCHANGED_CARD_COMPOSITION
PROC068	SEM066	K+AIR	ZUGEBEN · WASSER	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	kair	1	UNCHANGED_CARD_COMPOSITION
PROC069	SEM067	K+AIN	ZUGEBEN · PORTION	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chkain|kain	3	UNCHANGED_CARD_COMPOSITION
PROC070	SEM068	OL+K+AIN	WEITER · ZUGEBEN · PORTION	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	olkain|qolkain	2	UNCHANGED_CARD_COMPOSITION
PROC071	SEM069	R+OL	KUEHLEN · WEITER	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	rol	1	UNCHANGED_CARD_COMPOSITION
PROC072	SEM070	L	LEITEN	1	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dl	2	UNCHANGED_CARD_COMPOSITION
PROC073	SEM071	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sheckhal	1	UNCHANGED_CARD_COMPOSITION
PROC074	SEM072	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokeedal	1	UNCHANGED_CARD_COMPOSITION
PROC075	SEM073	CKH+Y	DURCHLASS · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	chckhy|shckhy	4	UNCHANGED_CARD_COMPOSITION
PROC076	SEM074	CHD+DY	UMSETZEN · SCHLUSS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dchedy|schedy|tchedy	4	UNCHANGED_CARD_COMPOSITION
PROC094	SEM074	CHD+DY	UMSETZEN · SCHLUSS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dchdy	1	UNCHANGED_CARD_COMPOSITION
PROC077	SEM075	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	sshkchdy	1	UNCHANGED_CARD_COMPOSITION
PROC078	SEM076	SHED+DY	ABSETZEN · SCHLUSS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheedy|shedy|tedy	12	UNCHANGED_CARD_COMPOSITION
PROC079	SEM077	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	olchedy|qolchedy	3	UNCHANGED_CARD_COMPOSITION
PROC080	SEM078	OK+AIN	ANSETZEN · PORTION	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okain|qokain	7	UNCHANGED_CARD_COMPOSITION
PROC081	SEM079	R+AL	KUEHLEN · ZIELSTELLE	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ral	1	UNCHANGED_CARD_COMPOSITION
PROC082	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokchdy	3	UNCHANGED_CARD_COMPOSITION
PROC091	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okchedy|qokchedy	2	UNCHANGED_CARD_COMPOSITION
PROC083	SEM081	CHK+E+Y	WAERMEN · KURZ · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	cheky	3	UNCHANGED_CARD_COMPOSITION
PROC084	SEM082	LSH+O	WASCHEN · ARBEITSGANG	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lsho	1	UNCHANGED_CARD_COMPOSITION
PROC085	SEM083	OK+E+Y	ANSETZEN · KURZ · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okey|qokey	2	UNCHANGED_CARD_COMPOSITION
PROC086	SEM084	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lshedy	2	UNCHANGED_CARD_COMPOSITION
PROC087	SEM085	SOLK+Y	SAMMELSTELLE · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qolky	1	UNCHANGED_CARD_COMPOSITION
PROC088	SEM086	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lchedal	1	UNCHANGED_CARD_COMPOSITION
PROC089	SEM087	OT+AR	DANACH · QUELLE	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	otar	1	UNCHANGED_CARD_COMPOSITION
PROC090	SEM088	T+E+Y	ANWENDEN · KURZ · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ytey	1	UNCHANGED_CARD_COMPOSITION
PROC092	SEM089	OK+EE+Y	ANSETZEN · LANG · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	okeey|qokeey	7	UNCHANGED_CARD_COMPOSITION
PROC093	SEM090	E+OL	KURZ · WEITER	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	teol	1	UNCHANGED_CARD_COMPOSITION
PROC095	SEM091	L+Y	LEITEN · DIES	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ly	1	UNCHANGED_CARD_COMPOSITION
PROC096	SEM092	SH+E+OL	HALTEN · KURZ · WEITER	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	dsheol	1	UNCHANGED_CARD_COMPOSITION
PROC097	SEM093	O+IIN	ARBEITSGANG · ARBEITSSTUFE	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oiiin|soiiin	2	UNCHANGED_CARD_COMPOSITION
PROC098	SEM094	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	olkeedy|solkeedy	3	UNCHANGED_CARD_COMPOSITION
PROC099	SEM095	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	shckhedy	3	UNCHANGED_CARD_COMPOSITION
PROC100	SEM096	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokeedy	10	UNCHANGED_CARD_COMPOSITION
PROC101	SEM097	L+CKH+Y	LEITEN · DURCHLASS · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lcheckhy	1	UNCHANGED_CARD_COMPOSITION
PROC102	SEM098	L+CHD	LEITEN · UMSETZEN	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lched	1	UNCHANGED_CARD_COMPOSITION
PROC103	SEM099	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	lcheckhedy	1	UNCHANGED_CARD_COMPOSITION
PROC104	SEM100	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	qokaly	1	UNCHANGED_CARD_COMPOSITION
PROC105	SEM101	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	solkaiin	1	UNCHANGED_CARD_COMPOSITION
PROC106	SEM102	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	4	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	octheol	1	UNCHANGED_CARD_COMPOSITION
PROC108	SEM103	L+DY	LEITEN · SCHLUSS	2	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	ldy	2	UNCHANGED_CARD_COMPOSITION
PROC109	SEM104	OT+EE+Y	DANACH · LANG · DIES	3	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	FULLY_COMPOSED_FROM_RECURRENT_ROOTS	oteey	2	UNCHANGED_CARD_COMPOSITION
