case_id	cue_surface	cue_component	cue_reading	base_cue_position	tested_cue_position	is_original_631_order	surface_sequence	card_sequence	command_sequence	selected_case_id	selector_signal	selector_correct	semantic_order_licensed	license_rule	source_sequence_occurrences	source_start_events	novel_bigrams_of_five	all_surfaces_unique_to_card
C3	cfhy	CFH	AUSWRINGEN	1	1	YES	cfhy cphy qokaiin qokal shey shedy	PROC028|PROC030|PROC038|PROC048|PROC031|PROC078	AUSWRINGEN · ARBEITSPOSTEN / EINFUELLEN · ARBEITSPOSTEN / ANSETZEN · SOLLMASS / ANSETZEN · ZIELSTELLE / HALTEN · LANG · ARBEITSPOSTEN / ABSETZEN; SCHLUSS	C3	CFH=AUSWRINGEN	YES	YES	AUSWRINGEN MUSS VOR EINFUELLEN STEHEN	0	NONE	5	YES
C3	cfhy	CFH	AUSWRINGEN	1	2	NO	cphy cfhy qokaiin qokal shey shedy	PROC030|PROC028|PROC038|PROC048|PROC031|PROC078	EINFUELLEN · ARBEITSPOSTEN / AUSWRINGEN · ARBEITSPOSTEN / ANSETZEN · SOLLMASS / ANSETZEN · ZIELSTELLE / HALTEN · LANG · ARBEITSPOSTEN / ABSETZEN; SCHLUSS	C3	CFH=AUSWRINGEN	YES	NO	AUSWRINGEN MUSS VOR EINFUELLEN STEHEN	0	NONE	5	YES
C3	cfhy	CFH	AUSWRINGEN	1	3	NO	cphy qokaiin cfhy qokal shey shedy	PROC030|PROC038|PROC028|PROC048|PROC031|PROC078	EINFUELLEN · ARBEITSPOSTEN / ANSETZEN · SOLLMASS / AUSWRINGEN · ARBEITSPOSTEN / ANSETZEN · ZIELSTELLE / HALTEN · LANG · ARBEITSPOSTEN / ABSETZEN; SCHLUSS	C3	CFH=AUSWRINGEN	YES	NO	AUSWRINGEN MUSS VOR EINFUELLEN STEHEN	0	NONE	5	YES
C3	cfhy	CFH	AUSWRINGEN	1	4	NO	cphy qokaiin qokal cfhy shey shedy	PROC030|PROC038|PROC048|PROC028|PROC031|PROC078	EINFUELLEN · ARBEITSPOSTEN / ANSETZEN · SOLLMASS / ANSETZEN · ZIELSTELLE / AUSWRINGEN · ARBEITSPOSTEN / HALTEN · LANG · ARBEITSPOSTEN / ABSETZEN; SCHLUSS	C3	CFH=AUSWRINGEN	YES	NO	AUSWRINGEN MUSS VOR EINFUELLEN STEHEN	0	NONE	5	YES
C3	cfhy	CFH	AUSWRINGEN	1	5	NO	cphy qokaiin qokal shey cfhy shedy	PROC030|PROC038|PROC048|PROC031|PROC028|PROC078	EINFUELLEN · ARBEITSPOSTEN / ANSETZEN · SOLLMASS / ANSETZEN · ZIELSTELLE / HALTEN · LANG · ARBEITSPOSTEN / AUSWRINGEN · ARBEITSPOSTEN / ABSETZEN; SCHLUSS	C3	CFH=AUSWRINGEN	YES	NO	AUSWRINGEN MUSS VOR EINFUELLEN STEHEN	0	NONE	5	YES
C4	ykan	AN	NACHPORTION	3	1	NO	ykan qokaiin qokain qokal qokylddy talam	PROC040|PROC038|PROC080|PROC048|PROC155|PROC043	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION / ANSETZEN · SOLLMASS / ANSETZEN · PORTION / ANSETZEN · ZIELSTELLE / ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS / VERWAHREN	C4	AN=NACHPORTION	YES	NO	NACHPORTION MUSS AUF PORTION UND VOR ZIEL FOLGEN	0	NONE	5	YES
C4	ykan	AN	NACHPORTION	3	2	NO	qokaiin ykan qokain qokal qokylddy talam	PROC038|PROC040|PROC080|PROC048|PROC155|PROC043	ANSETZEN · SOLLMASS / ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION / ANSETZEN · PORTION / ANSETZEN · ZIELSTELLE / ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS / VERWAHREN	C4	AN=NACHPORTION	YES	NO	NACHPORTION MUSS AUF PORTION UND VOR ZIEL FOLGEN	0	NONE	5	YES
C4	ykan	AN	NACHPORTION	3	3	YES	qokaiin qokain ykan qokal qokylddy talam	PROC038|PROC080|PROC040|PROC048|PROC155|PROC043	ANSETZEN · SOLLMASS / ANSETZEN · PORTION / ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION / ANSETZEN · ZIELSTELLE / ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS / VERWAHREN	C4	AN=NACHPORTION	YES	YES	NACHPORTION MUSS AUF PORTION UND VOR ZIEL FOLGEN	0	NONE	5	YES
C4	ykan	AN	NACHPORTION	3	4	NO	qokaiin qokain qokal ykan qokylddy talam	PROC038|PROC080|PROC048|PROC040|PROC155|PROC043	ANSETZEN · SOLLMASS / ANSETZEN · PORTION / ANSETZEN · ZIELSTELLE / ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION / ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS / VERWAHREN	C4	AN=NACHPORTION	YES	NO	NACHPORTION MUSS AUF PORTION UND VOR ZIEL FOLGEN	0	NONE	5	YES
C4	ykan	AN	NACHPORTION	3	5	NO	qokaiin qokain qokal qokylddy ykan talam	PROC038|PROC080|PROC048|PROC155|PROC040|PROC043	ANSETZEN · SOLLMASS / ANSETZEN · PORTION / ANSETZEN · ZIELSTELLE / ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS / ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION / VERWAHREN	C4	AN=NACHPORTION	YES	NO	NACHPORTION MUSS AUF PORTION UND VOR ZIEL FOLGEN	0	NONE	5	YES
C5	cho	HO	ZUTAT	1	1	YES	cho qokaiin kchoar chodaly daiiin shedy	PROC052|PROC038|PROC063|PROC053|PROC169|PROC078	ZUTAT / ANSETZEN · SOLLMASS / ZUDOSIEREN · ZUTAT · VORRAT / ZUTAT · ZIELSTELLE · ARBEITSPOSTEN / ZWEITMARKER · ARBEITSSTUFE / ABSETZEN; SCHLUSS	C5	HO=ZUTAT	YES	YES	ERSTE ZUTAT MUSS VOR WEITERER ZUTAT STEHEN	0	NONE	5	YES
C5	cho	HO	ZUTAT	1	2	NO	qokaiin cho kchoar chodaly daiiin shedy	PROC038|PROC052|PROC063|PROC053|PROC169|PROC078	ANSETZEN · SOLLMASS / ZUTAT / ZUDOSIEREN · ZUTAT · VORRAT / ZUTAT · ZIELSTELLE · ARBEITSPOSTEN / ZWEITMARKER · ARBEITSSTUFE / ABSETZEN; SCHLUSS	C5	HO=ZUTAT	YES	YES	ERSTE ZUTAT MUSS VOR WEITERER ZUTAT STEHEN	0	NONE	5	YES
C5	cho	HO	ZUTAT	1	3	NO	qokaiin kchoar cho chodaly daiiin shedy	PROC038|PROC063|PROC052|PROC053|PROC169|PROC078	ANSETZEN · SOLLMASS / ZUDOSIEREN · ZUTAT · VORRAT / ZUTAT / ZUTAT · ZIELSTELLE · ARBEITSPOSTEN / ZWEITMARKER · ARBEITSSTUFE / ABSETZEN; SCHLUSS	C5	HO=ZUTAT	YES	NO	ERSTE ZUTAT MUSS VOR WEITERER ZUTAT STEHEN	0	NONE	4	YES
C5	cho	HO	ZUTAT	1	4	NO	qokaiin kchoar chodaly cho daiiin shedy	PROC038|PROC063|PROC053|PROC052|PROC169|PROC078	ANSETZEN · SOLLMASS / ZUDOSIEREN · ZUTAT · VORRAT / ZUTAT · ZIELSTELLE · ARBEITSPOSTEN / ZUTAT / ZWEITMARKER · ARBEITSSTUFE / ABSETZEN; SCHLUSS	C5	HO=ZUTAT	YES	NO	ERSTE ZUTAT MUSS VOR WEITERER ZUTAT STEHEN	0	NONE	5	YES
C5	cho	HO	ZUTAT	1	5	NO	qokaiin kchoar chodaly daiiin cho shedy	PROC038|PROC063|PROC053|PROC169|PROC052|PROC078	ANSETZEN · SOLLMASS / ZUDOSIEREN · ZUTAT · VORRAT / ZUTAT · ZIELSTELLE · ARBEITSPOSTEN / ZWEITMARKER · ARBEITSSTUFE / ZUTAT / ABSETZEN; SCHLUSS	C5	HO=ZUTAT	YES	NO	ERSTE ZUTAT MUSS VOR WEITERER ZUTAT STEHEN	0	NONE	5	YES
