written_order_id	job_id	case_id	step	surface	decoded_card_no	decoded_component_parse	decoded_command_de	exact_backward_read
C1-HOLD-SHORT-L02	C1-HOLD-SHORT	C1	3	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C1-HOLD-SHORT-L02	C1-HOLD-SHORT	C1	4	lsho	PROC084	LSH+O	WASCHEN · ARBEITSGANG	YES
C1-HOLD-SHORT-L02	C1-HOLD-SHORT	C1	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C1-HOLD-SHORT-L02	C1-HOLD-SHORT	C1	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C1-HOLD-SHORT-L03	C1-HOLD-SHORT	C1	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C1-HOLD-SHORT-L03	C1-HOLD-SHORT	C1	2	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C1-HOLD-SHORT-L03	C1-HOLD-SHORT	C1	3	os	PROC005	OS	ARBEITSFACH	YES
C1-HOLD-SHORT-L03	C1-HOLD-SHORT	C1	4	lsho	PROC084	LSH+O	WASCHEN · ARBEITSGANG	YES
C1-HOLD-SHORT-L03	C1-HOLD-SHORT	C1	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C1-HOLD-SHORT-L03	C1-HOLD-SHORT	C1	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C1-HOLD-SHORT-L04	C1-HOLD-SHORT	C1	1	os	PROC005	OS	ARBEITSFACH	YES
C1-HOLD-SHORT-L04	C1-HOLD-SHORT	C1	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C1-HOLD-SHORT-L04	C1-HOLD-SHORT	C1	3	lsho	PROC084	LSH+O	WASCHEN · ARBEITSGANG	YES
C1-HOLD-SHORT-L04	C1-HOLD-SHORT	C1	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C1-HOLD-SHORT-L04	C1-HOLD-SHORT	C1	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C1-HOLD-SHORT-L04	C1-HOLD-SHORT	C1	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C1-HOLD-SHORT-L05	C1-HOLD-SHORT	C1	1	os	PROC005	OS	ARBEITSFACH	YES
C1-HOLD-SHORT-L05	C1-HOLD-SHORT	C1	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C1-HOLD-SHORT-L05	C1-HOLD-SHORT	C1	3	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C1-HOLD-SHORT-L05	C1-HOLD-SHORT	C1	4	lsho	PROC084	LSH+O	WASCHEN · ARBEITSGANG	YES
C1-HOLD-SHORT-L05	C1-HOLD-SHORT	C1	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C1-HOLD-SHORT-L05	C1-HOLD-SHORT	C1	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C1-HOLD-SHORT-L06	C1-HOLD-SHORT	C1	1	os	PROC005	OS	ARBEITSFACH	YES
C1-HOLD-SHORT-L06	C1-HOLD-SHORT	C1	2	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C1-HOLD-SHORT-L06	C1-HOLD-SHORT	C1	3	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C1-HOLD-SHORT-L06	C1-HOLD-SHORT	C1	4	lsho	PROC084	LSH+O	WASCHEN · ARBEITSGANG	YES
C1-HOLD-SHORT-L06	C1-HOLD-SHORT	C1	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C1-HOLD-SHORT-L06	C1-HOLD-SHORT	C1	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C1-HOLD-SHORT-L07	C1-HOLD-SHORT	C1	1	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C1-HOLD-SHORT-L07	C1-HOLD-SHORT	C1	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C1-HOLD-SHORT-L07	C1-HOLD-SHORT	C1	3	os	PROC005	OS	ARBEITSFACH	YES
C1-HOLD-SHORT-L07	C1-HOLD-SHORT	C1	4	lsho	PROC084	LSH+O	WASCHEN · ARBEITSGANG	YES
C1-HOLD-SHORT-L07	C1-HOLD-SHORT	C1	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C1-HOLD-SHORT-L07	C1-HOLD-SHORT	C1	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C1-HOLD-SHORT-L08	C1-HOLD-SHORT	C1	1	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C1-HOLD-SHORT-L08	C1-HOLD-SHORT	C1	2	os	PROC005	OS	ARBEITSFACH	YES
C1-HOLD-SHORT-L08	C1-HOLD-SHORT	C1	3	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C1-HOLD-SHORT-L08	C1-HOLD-SHORT	C1	4	lsho	PROC084	LSH+O	WASCHEN · ARBEITSGANG	YES
C1-HOLD-SHORT-L08	C1-HOLD-SHORT	C1	5	tshey	PROC122	SH+E+Y	HALTEN · KURZ · ARBEITSPOSTEN	YES
C1-HOLD-SHORT-L08	C1-HOLD-SHORT	C1	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C2-CLOSE-FULL-L01	C2-CLOSE-FULL	C2	1	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L01	C2-CLOSE-FULL	C2	2	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-FULL-L01	C2-CLOSE-FULL	C2	3	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L01	C2-CLOSE-FULL	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-FULL-L01	C2-CLOSE-FULL	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-FULL-L01	C2-CLOSE-FULL	C2	6	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	YES
C2-CLOSE-FULL-L02	C2-CLOSE-FULL	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-FULL-L02	C2-CLOSE-FULL	C2	2	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L02	C2-CLOSE-FULL	C2	3	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L02	C2-CLOSE-FULL	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-FULL-L02	C2-CLOSE-FULL	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-FULL-L02	C2-CLOSE-FULL	C2	6	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	YES
C2-CLOSE-FULL-L03	C2-CLOSE-FULL	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-FULL-L03	C2-CLOSE-FULL	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L03	C2-CLOSE-FULL	C2	3	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L03	C2-CLOSE-FULL	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-FULL-L03	C2-CLOSE-FULL	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-FULL-L03	C2-CLOSE-FULL	C2	6	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	YES
C2-CLOSE-FULL-L04	C2-CLOSE-FULL	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-FULL-L04	C2-CLOSE-FULL	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L04	C2-CLOSE-FULL	C2	3	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-FULL-L04	C2-CLOSE-FULL	C2	4	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L04	C2-CLOSE-FULL	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-FULL-L04	C2-CLOSE-FULL	C2	6	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	YES
C2-CLOSE-FULL-L05	C2-CLOSE-FULL	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-FULL-L05	C2-CLOSE-FULL	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L05	C2-CLOSE-FULL	C2	3	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-FULL-L05	C2-CLOSE-FULL	C2	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-FULL-L05	C2-CLOSE-FULL	C2	5	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-FULL-L05	C2-CLOSE-FULL	C2	6	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · VOLL; SCHLUSS	YES
C2-CLOSE-LONG-L01	C2-CLOSE-LONG	C2	1	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L01	C2-CLOSE-LONG	C2	2	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-LONG-L01	C2-CLOSE-LONG	C2	3	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L01	C2-CLOSE-LONG	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-LONG-L01	C2-CLOSE-LONG	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-LONG-L01	C2-CLOSE-LONG	C2	6	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES
C2-CLOSE-LONG-L02	C2-CLOSE-LONG	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-LONG-L02	C2-CLOSE-LONG	C2	2	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L02	C2-CLOSE-LONG	C2	3	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L02	C2-CLOSE-LONG	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-LONG-L02	C2-CLOSE-LONG	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-LONG-L02	C2-CLOSE-LONG	C2	6	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES
C2-CLOSE-LONG-L03	C2-CLOSE-LONG	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-LONG-L03	C2-CLOSE-LONG	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L03	C2-CLOSE-LONG	C2	3	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L03	C2-CLOSE-LONG	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-LONG-L03	C2-CLOSE-LONG	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-LONG-L03	C2-CLOSE-LONG	C2	6	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES
C2-CLOSE-LONG-L04	C2-CLOSE-LONG	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-LONG-L04	C2-CLOSE-LONG	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L04	C2-CLOSE-LONG	C2	3	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-LONG-L04	C2-CLOSE-LONG	C2	4	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L04	C2-CLOSE-LONG	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-LONG-L04	C2-CLOSE-LONG	C2	6	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES
C2-CLOSE-LONG-L05	C2-CLOSE-LONG	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-LONG-L05	C2-CLOSE-LONG	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L05	C2-CLOSE-LONG	C2	3	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-LONG-L05	C2-CLOSE-LONG	C2	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-LONG-L05	C2-CLOSE-LONG	C2	5	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-LONG-L05	C2-CLOSE-LONG	C2	6	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG; SCHLUSS	YES
C2-CLOSE-SHORT-L01	C2-CLOSE-SHORT	C2	1	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L01	C2-CLOSE-SHORT	C2	2	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-SHORT-L01	C2-CLOSE-SHORT	C2	3	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L01	C2-CLOSE-SHORT	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-SHORT-L01	C2-CLOSE-SHORT	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-SHORT-L01	C2-CLOSE-SHORT	C2	6	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES
C2-CLOSE-SHORT-L02	C2-CLOSE-SHORT	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-SHORT-L02	C2-CLOSE-SHORT	C2	2	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L02	C2-CLOSE-SHORT	C2	3	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L02	C2-CLOSE-SHORT	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-SHORT-L02	C2-CLOSE-SHORT	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-SHORT-L02	C2-CLOSE-SHORT	C2	6	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES
C2-CLOSE-SHORT-L03	C2-CLOSE-SHORT	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-SHORT-L03	C2-CLOSE-SHORT	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L03	C2-CLOSE-SHORT	C2	3	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L03	C2-CLOSE-SHORT	C2	4	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-SHORT-L03	C2-CLOSE-SHORT	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-SHORT-L03	C2-CLOSE-SHORT	C2	6	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES
C2-CLOSE-SHORT-L04	C2-CLOSE-SHORT	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-SHORT-L04	C2-CLOSE-SHORT	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L04	C2-CLOSE-SHORT	C2	3	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-SHORT-L04	C2-CLOSE-SHORT	C2	4	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L04	C2-CLOSE-SHORT	C2	5	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-SHORT-L04	C2-CLOSE-SHORT	C2	6	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES
C2-CLOSE-SHORT-L05	C2-CLOSE-SHORT	C2	1	cthaiin	PROC017	CTH+AIIN	BEREIT · SOLLMASS	YES
C2-CLOSE-SHORT-L05	C2-CLOSE-SHORT	C2	2	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L05	C2-CLOSE-SHORT	C2	3	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	YES
C2-CLOSE-SHORT-L05	C2-CLOSE-SHORT	C2	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C2-CLOSE-SHORT-L05	C2-CLOSE-SHORT	C2	5	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	YES
C2-CLOSE-SHORT-L05	C2-CLOSE-SHORT	C2	6	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	YES
C3-HOLD-LONG-L01	C3-HOLD-LONG	C3	1	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L01	C3-HOLD-LONG	C3	2	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-HOLD-LONG-L01	C3-HOLD-LONG	C3	3	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-HOLD-LONG-L01	C3-HOLD-LONG	C3	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-HOLD-LONG-L01	C3-HOLD-LONG	C3	5	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	YES
