event_id	page	record	statement_id	card_no	surface	component_recipe	selected_roots	portable_contributions_de	composed_reading_de	statement_position	contains_close
E080	f56r	H5	H5-S001	PROC020	otchor	OT+CH+OR	OT	DANACH	DANACH · ABNEHMEN · ANSATZ	MEDIAL	NO
E082	f56r	H5	H5-S001	PROC055	dal	AL	AL	ZIELSTELLE	ZIELSTELLE	FINAL	NO
E093	f56r	H5	H5-S004	PROC062	kchal	K+AL	AL	ZIELSTELLE	ZUDOSIEREN · ZIELSTELLE	FINAL	NO
E096	f56r	H5	H5-S005	PROC063	kchoar	K+HO+AR	AR	VORRAT	ZUDOSIEREN · ZUTAT · VORRAT	MEDIAL	NO
E097	f56r	H5	H5-S005	PROC064	sotodan	OT+O+AIN	OT	DANACH	DANACH · ARBEITSGANG · PORTION	FINAL	NO
E098	f56r	H5	H5-S006	PROC065	otchey	OT+Y	OT	DANACH	DANACH · ARBEITSPOSTEN	ENTRY	NO
E099	f56r	H5	H5-S006	PROC066	keol	K+E+OL	OL	FORTSETZEN	ZUDOSIEREN · KURZ · FORTSETZEN	MEDIAL	NO
E103	f81v	B1	B1-S002	PROC068	kair	K+AIR	AIR	FLUESSIGKEITSLAUF	ZUDOSIEREN · FLUESSIGKEITSLAUF	MEDIAL	NO
E104	f81v	B1	B1-S002	PROC048	okal	OK+AL	AL	ZIELSTELLE	ANSETZEN · ZIELSTELLE	MEDIAL	NO
E105	f81v	B1	B1-S002	PROC003	sar	AR	AR	VORRAT	VORRAT	MEDIAL	NO
E106	f81v	B1	B1-S002	PROC013	ol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E108	f81v	B1	B1-S002	PROC070	olkain	OL+K+AIN	OL	FORTSETZEN	FORTSETZEN · ZUDOSIEREN · PORTION	MEDIAL	NO
E109	f81v	B1	B1-S002	PROC055	al	AL	AL	ZIELSTELLE	ZIELSTELLE	MEDIAL	NO
E110	f81v	B1	B1-S002	PROC013	ol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E111	f81v	B1	B1-S002	PROC071	rol	R+OL	OL	FORTSETZEN	KUEHLEN · FORTSETZEN	MEDIAL	NO
E112	f81v	B1	B1-S002	PROC072	dl	L	L	WEITERLEITEN	WEITERLEITEN	MEDIAL	NO
E113	f81v	B1	B1-S002	PROC022	olor	OL+OR	OL	FORTSETZEN	FORTSETZEN · ANSATZ	MEDIAL	NO
E114	f81v	B1	B1-S002	PROC013	ol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E115	f81v	B1	B1-S002	PROC073	sheckhal	SH+E+CKH+AL	AL	ZIELSTELLE	HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE	MEDIAL	NO
E117	f81v	B1	B1-S002	PROC074	qokeedal	OK+EE+AL	AL	ZIELSTELLE	ANSETZEN · LANG · ZIELSTELLE	MEDIAL	NO
E121	f81v	B1	B1-S003	PROC013	qol	OL	OL	FORTSETZEN	FORTSETZEN	ENTRY	NO
E124	f81v	B1	B1-S004	PROC013	ol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E126	f81v	B1	B1-S005	PROC079	qolchedy	OL+CHD+DY	OL	FORTSETZEN	FORTSETZEN · UMSETZEN; SCHLUSS	WHOLE	YES
E129	f81v	B1	B1-S006	PROC072	dl	L	L	WEITERLEITEN	WEITERLEITEN	MEDIAL	NO
E130	f81v	B1	B1-S006	PROC081	ral	R+AL	AL	ZIELSTELLE	KUEHLEN · ZIELSTELLE	FINAL	NO
E133	f81v	B1	B1-S008	PROC013	ol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E135	f81v	B1	B1-S008	PROC013	ol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E147	f81v	B1	B1-S014	PROC088	lchedal	L+CHD+AL	L+AL	WEITERLEITEN · ZIELSTELLE	WEITERLEITEN · UMSETZEN · ZIELSTELLE	MEDIAL	NO
E148	f81v	B1	B1-S014	PROC013	qol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E149	f81v	B1	B1-S014	PROC089	otar	OT+AR	OT+AR	DANACH · VORRAT	DANACH · VORRAT	FINAL	NO
E152	f81v	B1	B1-S016	PROC048	qokal	OK+AL	AL	ZIELSTELLE	ANSETZEN · ZIELSTELLE	ENTRY	NO
E154	f81v	B1	B1-S016	PROC013	qol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E156	f81v	B1	B1-S017	PROC055	sal	AL	AL	ZIELSTELLE	ZIELSTELLE	ENTRY	NO
E157	f81v	B1	B1-S017	PROC093	teol	E+OL	OL	FORTSETZEN	KURZ · FORTSETZEN	MEDIAL	NO
E159	f81v	B1	B1-S018	PROC095	ly	L+Y	L	WEITERLEITEN	WEITERLEITEN · ARBEITSPOSTEN	ENTRY	NO
E160	f81v	B1	B1-S018	PROC096	dsheol	SH+E+OL	OL	FORTSETZEN	HALTEN · KURZ · FORTSETZEN	MEDIAL	NO
E166	f81v	B1	B1-S021	PROC055	chal	AL	AL	ZIELSTELLE	ZIELSTELLE	WHOLE	NO
E168	f82r	B2	B2-S002	PROC079	qolchedy	OL+CHD+DY	OL	FORTSETZEN	FORTSETZEN · UMSETZEN; SCHLUSS	WHOLE	YES
E172	f82r	B2	B2-S004	PROC048	qokal	OK+AL	AL	ZIELSTELLE	ANSETZEN · ZIELSTELLE	ENTRY	NO
E173	f82r	B2	B2-S004	PROC101	lcheckhy	L+CKH+Y	L	WEITERLEITEN	WEITERLEITEN · DURCHLASSKANAL · ARBEITSPOSTEN	MEDIAL	NO
E174	f82r	B2	B2-S004	PROC102	lched	L+CHD	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN	MEDIAL	NO
E176	f82r	B2	B2-S004	PROC103	lcheckhedy	L+CKH+E+DY	L	WEITERLEITEN	WEITERLEITEN · DURCHLASSKANAL · KURZ; SCHLUSS	FINAL	YES
E177	f82r	B2	B2-S005	PROC104	qokaly	OK+AL+Y	AL	ZIELSTELLE	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN	ENTRY	NO
E182	f82r	B2	B2-S005	PROC106	octheol	O+CTH+E+OL	OL	FORTSETZEN	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	MEDIAL	NO
E184	f82r	B2	B2-S005	PROC108	ldy	L+DY	L	WEITERLEITEN	WEITERLEITEN; SCHLUSS	FINAL	YES
E185	f82r	B2	B2-S006	PROC109	oteey	OT+EE+Y	OT	DANACH	DANACH · LANG · ARBEITSPOSTEN	ENTRY	NO
E186	f82r	B2	B2-S006	PROC048	qokal	OK+AL	AL	ZIELSTELLE	ANSETZEN · ZIELSTELLE	MEDIAL	NO
E190	f82r	B2	B2-S008	PROC112	sotaiin	OT+AIIN	OT	DANACH	DANACH · SOLLMASS	ENTRY	NO
E191	f82r	B2	B2-S008	PROC113	qokar	OK+AR	AR	VORRAT	ANSETZEN · VORRAT	MEDIAL	NO
E193	f82r	B2	B2-S009	PROC114	solshedy	OL+SH+E+DY	OL	FORTSETZEN	FORTSETZEN · HALTEN · KURZ; SCHLUSS	WHOLE	YES
E196	f82r	B2	B2-S010	PROC115	ls	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E199	f82r	B2	B2-S011	PROC003	char	AR	AR	VORRAT	VORRAT	MEDIAL	NO
E202	f82r	B2	B2-S012	PROC116	lchy	L+CH+Y	L	WEITERLEITEN	WEITERLEITEN · ABNEHMEN · ARBEITSPOSTEN	ENTRY	NO
E206	f82r	B2	B2-S012	PROC118	lcheey	L+EE+Y	L	WEITERLEITEN	WEITERLEITEN · LANG · ARBEITSPOSTEN	MEDIAL	NO
E210	f82r	B2	B2-S013	PROC120	lchedy	L+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN; SCHLUSS	WHOLE	YES
E211	f82r	B2	B2-S014	PROC121	lar	L+AR	L+AR	WEITERLEITEN · VORRAT	WEITERLEITEN · VORRAT	WHOLE	NO
E214	f82r	B2	B2-S016	PROC055	cheal	AL	AL	ZIELSTELLE	ZIELSTELLE	ENTRY	NO
E215	f82r	B2	B2-S016	PROC123	lchedar	L+CHD+AR	L+AR	WEITERLEITEN · VORRAT	WEITERLEITEN · UMSETZEN · VORRAT	MEDIAL	NO
E218	f82r	B2	B2-S016	PROC109	oteey	OT+EE+Y	OT	DANACH	DANACH · LANG · ARBEITSPOSTEN	MEDIAL	NO
E222	f82r	B2	B2-S017	PROC126	rsheal	R+SH+E+AL	AL	ZIELSTELLE	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	ENTRY	NO
E223	f82r	B2	B2-S017	PROC127	daldy	AL+DY	AL	ZIELSTELLE	ZIELSTELLE; SCHLUSS	FINAL	YES
E226	f82r	B2	B2-S020	PROC129	qoteedy	OT+EE+DY	OT	DANACH	DANACH · LANG; SCHLUSS	WHOLE	YES
E228	f82r	B2	B2-S022	PROC130	lochedy	L+O+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · ARBEITSGANG · UMSETZEN; SCHLUSS	WHOLE	YES
E230	f83r	B3	B3-S002	PROC131	qotal	OT+AL	OT+AL	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	ENTRY	NO
E235	f83r	B3	B3-S003	PROC120	lchedy	L+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN; SCHLUSS	FINAL	YES
E237	f83r	B3	B3-S004	PROC131	qotal	OT+AL	OT+AL	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	MEDIAL	NO
E238	f83r	B3	B3-S004	PROC003	dar	AR	AR	VORRAT	VORRAT	FINAL	NO
E241	f83r	B3	B3-S006	PROC048	qokal	OK+AL	AL	ZIELSTELLE	ANSETZEN · ZIELSTELLE	MEDIAL	NO
E242	f83r	B3	B3-S006	PROC079	olchedy	OL+CHD+DY	OL	FORTSETZEN	FORTSETZEN · UMSETZEN; SCHLUSS	FINAL	YES
E246	f83r	B3	B3-S008	PROC120	lchedy	L+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN; SCHLUSS	WHOLE	YES
E248	f83r	B3	B3-S010	PROC134	pchedal	P+CHD+AL	AL	ZIELSTELLE	EINFUELLEN · UMSETZEN · ZIELSTELLE	ENTRY	NO
E249	f83r	B3	B3-S010	PROC135	otedy	OT+E+DY	OT	DANACH	DANACH · KURZ; SCHLUSS	FINAL	YES
E253	f83r	B3	B3-S011	PROC137	chary	AR+Y	AR	VORRAT	VORRAT · ARBEITSPOSTEN	FINAL	NO
E260	f83r	B3	B3-S014	PROC138	okair	OK+AIR	AIR	FLUESSIGKEITSLAUF	ANSETZEN · FLUESSIGKEITSLAUF	ENTRY	NO
E262	f83r	B3	B3-S015	PROC120	lchedy	L+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN; SCHLUSS	WHOLE	YES
E263	f83r	B3	B3-S016	PROC140	lo	L+O	L	WEITERLEITEN	WEITERLEITEN · ARBEITSGANG	ENTRY	NO
E268	f83r	B3	B3-S020	PROC055	dal	AL	AL	ZIELSTELLE	ZIELSTELLE	ENTRY	NO
E269	f83r	B3	B3-S020	PROC120	lchedy	L+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN; SCHLUSS	FINAL	YES
E272	f83r	B3	B3-S021	PROC055	dal	AL	AL	ZIELSTELLE	ZIELSTELLE	MEDIAL	NO
E275	f83r	B3	B3-S021	PROC142	shedal	SHED+AL	AL	ZIELSTELLE	ABSETZEN · ZIELSTELLE	MEDIAL	NO
E278	f83r	B3	B3-S021	PROC055	tal	AL	AL	ZIELSTELLE	ZIELSTELLE	MEDIAL	NO
E280	f83r	B3	B3-S021	PROC144	dalchdy	AL+CHD+DY	AL	ZIELSTELLE	ZIELSTELLE · UMSETZEN; SCHLUSS	FINAL	YES
E281	f83r	B3	B3-S022	PROC145	qotchedy	OT+CHD+DY	OT	DANACH	DANACH · UMSETZEN; SCHLUSS	WHOLE	YES
E282	f83r	B3	B3-S023	PROC120	lchedy	L+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN; SCHLUSS	WHOLE	YES
E285	f83r	B3	B3-S026	PROC146	cheedar	EE+AR	AR	VORRAT	LANG · VORRAT	ENTRY	NO
E286	f83r	B3	B3-S026	PROC147	chldaiin	L+AIIN	L	WEITERLEITEN	WEITERLEITEN · SOLLMASS	MEDIAL	NO
E290	f83r	B3	B3-S026	PROC148	chealror	AL+R+OR	AL	ZIELSTELLE	ZIELSTELLE · KUEHLEN · ANSATZ	MEDIAL	NO
E292	f83r	B3	B3-S027	PROC129	qoteedy	OT+EE+DY	OT	DANACH	DANACH · LANG; SCHLUSS	WHOLE	YES
E295	f83r	B3	B3-S029	PROC013	sol	OL	OL	FORTSETZEN	FORTSETZEN	ENTRY	NO
E300	f83r	B3	B3-S030	PROC150	schedair	CHD+AIR	AIR	FLUESSIGKEITSLAUF	UMSETZEN · FLUESSIGKEITSLAUF	MEDIAL	NO
E301	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	OT	DANACH	DANACH · UMSETZEN; SCHLUSS	FINAL	YES
E305	f83r	B3	B3-S032	PROC152	qotedaiin	OT+E+AIIN	OT	DANACH	DANACH · KURZ · SOLLMASS	MEDIAL	NO
E306	f83r	B3	B3-S032	PROC112	otaiin	OT+AIIN	OT	DANACH	DANACH · SOLLMASS	MEDIAL	NO
E307	f83r	B3	B3-S032	PROC135	otedy	OT+E+DY	OT	DANACH	DANACH · KURZ; SCHLUSS	FINAL	YES
E308	f83r	B3	B3-S033	PROC108	ldy	L+DY	L	WEITERLEITEN	WEITERLEITEN; SCHLUSS	WHOLE	YES
E312	f83r	B3	B3-S034	PROC112	otaiin	OT+AIIN	OT	DANACH	DANACH · SOLLMASS	MEDIAL	NO
E313	f83r	B3	B3-S034	PROC153	olsaly	OL+AL+Y	OL+AL	FORTSETZEN · ZIELSTELLE	FORTSETZEN · ZIELSTELLE · ARBEITSPOSTEN	MEDIAL	NO
E316	f83r	B4	B4-S002	PROC154	qolchey	OL+Y	OL	FORTSETZEN	FORTSETZEN · ARBEITSPOSTEN	ENTRY	NO
E320	f83r	B4	B4-S003	PROC131	otal	OT+AL	OT+AL	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	MEDIAL	NO
E321	f83r	B4	B4-S003	PROC065	otchey	OT+Y	OT	DANACH	DANACH · ARBEITSPOSTEN	MEDIAL	NO
E324	f83r	B4	B4-S003	PROC013	tol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E337	f83r	B4	B4-S010	PROC047	oldy	OL+DY	OL	FORTSETZEN	FORTSETZEN; SCHLUSS	WHOLE	YES
E340	f83r	B4	B4-S011	PROC158	okeeol	OK+EE+OL	OL	FORTSETZEN	ANSETZEN · LANG · FORTSETZEN	MEDIAL	NO
E343	f83r	B4	B4-S011	PROC013	sol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E344	f83r	B4	B4-S011	PROC159	lkedy	L+K+E+DY	L	WEITERLEITEN	WEITERLEITEN · ZUDOSIEREN · KURZ; SCHLUSS	FINAL	YES
E345	f83r	B4	B4-S012	PROC120	lchedy	L+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN; SCHLUSS	WHOLE	YES
E346	f83r	B4	B4-S013	PROC160	qokol	OK+OL	OL	FORTSETZEN	ANSETZEN · FORTSETZEN	ENTRY	NO
E351	f83r	B4	B4-S014	PROC162	dairydy	AIR+Y+DY	AIR	FLUESSIGKEITSLAUF	FLUESSIGKEITSLAUF · ARBEITSPOSTEN; SCHLUSS	FINAL	YES
E355	f83r	B4	B4-S015	PROC163	chckhal	CH+CKH+AL	AL	ZIELSTELLE	ABNEHMEN · DURCHLASSKANAL · ZIELSTELLE	MEDIAL	NO
E357	f83r	B4	B4-S015	PROC120	lchedy	L+CHD+DY	L	WEITERLEITEN	WEITERLEITEN · UMSETZEN; SCHLUSS	FINAL	YES
E358	f83r	B4	B4-S016	PROC070	qolkain	OL+K+AIN	OL	FORTSETZEN	FORTSETZEN · ZUDOSIEREN · PORTION	ENTRY	NO
E359	f83r	B4	B4-S016	PROC055	dal	AL	AL	ZIELSTELLE	ZIELSTELLE	MEDIAL	NO
E360	f83r	B4	B4-S016	PROC165	skar	K+AR	AR	VORRAT	ZUDOSIEREN · VORRAT	MEDIAL	NO
E362	f83r	B5	B5-S001	PROC166	otchdy	OT+CHD+DY	OT	DANACH	DANACH · UMSETZEN; SCHLUSS	WHOLE	YES
E364	f83r	B5	B5-S003	PROC142	shedal	SHED+AL	AL	ZIELSTELLE	ABSETZEN · ZIELSTELLE	ENTRY	NO
E365	f83r	B5	B5-S003	PROC055	dal	AL	AL	ZIELSTELLE	ZIELSTELLE	MEDIAL	NO
E366	f83r	B5	B5-S003	PROC013	cheol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E367	f83r	B5	B5-S003	PROC167	lol	L+OL	L+OL	WEITERLEITEN · FORTSETZEN	WEITERLEITEN · FORTSETZEN	MEDIAL	NO
E368	f83r	B5	B5-S003	PROC168	chdal	CHD+AL	AL	ZIELSTELLE	UMSETZEN · ZIELSTELLE	MEDIAL	NO
E370	f83r	B5	B5-S003	PROC013	sol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E375	f83r	B6	B6-S001	PROC172	raly	R+AL+Y	AL	ZIELSTELLE	KUEHLEN · ZIELSTELLE · ARBEITSPOSTEN	MEDIAL	NO
E376	f83r	B6	B6-S001	PROC013	ol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E378	f83r	B6	B6-S001	PROC013	ol	OL	OL	FORTSETZEN	FORTSETZEN	MEDIAL	NO
E381	f83r	B6	B6-S001	PROC173	ldalor	L+AL+OR	L+AL	WEITERLEITEN · ZIELSTELLE	WEITERLEITEN · ZIELSTELLE · ANSATZ	FINAL	NO
