gdt460_label_id	source_event_id	physical_page	register	locus	owner_de	surface	content_class	hybrid_status	prefix_stem	prefix_recipe	prefix_value_de	learned_center_surface	learned_center_default_de	suffix_stem	suffix_recipe	suffix_value_de	known_edge_character_count	surface_character_count	known_edge_fraction	edge_recipe_trace	owner_family_stem_trace	hybrid_short_default_de	strongest_rival	image_object_id	review_image_sha256
G460-L011	P1003-E0641	f71v	CELESTIAL	f71v.13	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	ofaom	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	NONE	NONE	NONE	ofaom	STERNSTELLENNAME	NONE	NONE	NONE	0	5	0.000000	NONE	NONE	[STERNSTELLENNAME:ofaom]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L012	P1003-E0642	f71v	CELESTIAL	f71v.14	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	otalody	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	otal	OT+AL	DANACH · ZIELORT	ody	STERNSTELLENNAME	NONE	NONE	NONE	4	7	0.571429	OT+AL	tal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|otal=STERNSTELLENFAMILIE	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L013	P1003-E0643	f71v	CELESTIAL	f71v.15	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	otalaiin	STAR_BEARING_RING_POSITION	FULL_EDGE_FORMULA	otal	OT+AL	DANACH · ZIELORT	NONE	NONE	aiin	AIIN	WERT	8	8	1.000000	OT+AL+AIIN	ala=STERNSTELLENFAMILIE|tal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|otal=STERNSTELLENFAMILIE	DANACH · ZIELORT · WERT	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L014	P1003-E0646	f71v	CELESTIAL	f71v.17	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	sholshdy	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	sh	SH	HALTEN	olshdy	STERNSTELLENNAME	NONE	NONE	NONE	2	8	0.250000	SH	sho=STERNSTELLENFAMILIE	HALTEN · [STERNSTELLENNAME:olshdy]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L015	P1008-E0127	f72r	CELESTIAL	f72r1.2	lokale Kennung für Tierkreis-Ringgruppe A	oshodady	STAR_BEARING_RING_POSITION	OWNER_FAMILY_STEM_ONLY	NONE	NONE	NONE	oshodady	STERNSTELLENNAME	NONE	NONE	NONE	0	8	0.000000	NONE	sho=STERNSTELLENFAMILIE	[STERNSTELLENNAME:oshodady]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L016	P1008-E0128	f72r	CELESTIAL	f72r1.3	lokale Kennung für Tierkreis-Ringgruppe A	chdaiirdainy	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	NONE	NONE	NONE	chdaiirdainy	STERNSTELLENNAME	NONE	NONE	NONE	0	12	0.000000	NONE	NONE	[STERNSTELLENNAME:chdaiirdainy]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L017	P1008-E0132	f72r	CELESTIAL	f72r1.5	lokale Kennung für Tierkreis-Ringgruppe A	okalam	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	al	STERNSTELLENNAME	am	AM_ADDR	HIER	4	6	0.666667	OK+AM_ADDR	ala=STERNSTELLENFAMILIE	SETZEN · [STERNSTELLENNAME:al] · HIER	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L018	P1008-E0133	f72r	CELESTIAL	f72r1.6	lokale Kennung für Tierkreis-Ringgruppe A	ytalshdy	STAR_BEARING_RING_POSITION	OWNER_FAMILY_STEM_ONLY	NONE	NONE	NONE	ytalshdy	STERNSTELLENNAME	NONE	NONE	NONE	0	8	0.000000	NONE	tal=STERNSTELLENFAMILIE	[STERNSTELLENNAME:ytalshdy]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L019	P1008-E0135	f72r	CELESTIAL	f72r1.7	lokale Kennung für Tierkreis-Ringgruppe A	alif	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	al	AL	ZIELORT	if	STERNSTELLENNAME	NONE	NONE	NONE	2	4	0.500000	AL	NONE	ZIELORT · [STERNSTELLENNAME:if]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L020	P1008-E0139	f72r	CELESTIAL	f72r1.10	lokale Kennung für Tierkreis-Ringgruppe A	otalef	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	otal	OT+AL	DANACH · ZIELORT	ef	STERNSTELLENNAME	NONE	NONE	NONE	4	6	0.666667	OT+AL	tal=STERNSTELLENFAMILIE|ota=STERNSTELLENFAMILIE|otal=STERNSTELLENFAMILIE	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L021	P1008-E0143	f72r	CELESTIAL	f72r1.11	lokale Kennung für Tierkreis-Ringgruppe A	sharam	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	sh	SH	HALTEN	ar	STERNSTELLENNAME	am	AM_ADDR	HIER	4	6	0.666667	SH+AM_ADDR	NONE	HALTEN · [STERNSTELLENNAME:ar] · HIER	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L022	P1008-E0171	f72r	CELESTIAL	f72r1.13	lokale Kennung für Tierkreis-Ringgruppe B	ofaralar	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	NONE	NONE	NONE	ofaral	STERNSTELLENNAME	ar	AR	AUSGANG	2	8	0.250000	AR	ala=STERNSTELLENFAMILIE|alar=STERNSTELLENFAMILIE	[STERNSTELLENNAME:ofaral] · AUSGANG	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L023	P1008-E0172	f72r	CELESTIAL	f72r1.14	lokale Kennung für Tierkreis-Ringgruppe B	otchoshy	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ot	OT	DANACH	cho	STERNSTELLENNAME	shy	Y	POSTEN	5	8	0.625000	OT+Y	otch=STERNSTELLENFAMILIE	DANACH · [STERNSTELLENNAME:cho] · POSTEN	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L024	P1008-E0173	f72r	CELESTIAL	f72r1.15	lokale Kennung für Tierkreis-Ringgruppe B	otchdal	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ot	OT	DANACH	ch	STERNSTELLENNAME	dal	AL	ZIELORT	5	7	0.714286	OT+AL	otch=STERNSTELLENFAMILIE	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L025	P1008-E0176	f72r	CELESTIAL	f72r1.17	lokale Kennung für Tierkreis-Ringgruppe B	otainy	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ot	OT	DANACH	ainy	STERNSTELLENNAME	NONE	NONE	NONE	2	6	0.333333	OT	ota=STERNSTELLENFAMILIE	DANACH · [STERNSTELLENNAME:ainy]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L026	P1008-E0190	f72r	CELESTIAL	f72r2.1	lokale Kennung für Tierkreis-Ringgruppe D	ofchdamy	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	NONE	NONE	NONE	ofchdamy	STERNSTELLENNAME	NONE	NONE	NONE	0	8	0.000000	NONE	NONE	[STERNSTELLENNAME:ofchdamy]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L027	P1008-E0191	f72r	CELESTIAL	f72r2.2	lokale Kennung für Tierkreis-Ringgruppe D	oklairdy	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	lairdy	STERNSTELLENNAME	NONE	NONE	NONE	2	8	0.250000	OK	NONE	SETZEN · [STERNSTELLENNAME:lairdy]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L028	P1008-E0192	f72r	CELESTIAL	f72r2.3	lokale Kennung für Tierkreis-Ringgruppe D	okaram	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	ar	STERNSTELLENNAME	am	AM_ADDR	HIER	4	6	0.666667	OK+AM_ADDR	kar=STERNSTELLENFAMILIE|kara=STERNSTELLENFAMILIE|okar=STERNSTELLENFAMILIE	SETZEN · [STERNSTELLENNAME:ar] · HIER	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L029	P1008-E0193	f72r	CELESTIAL	f72r2.4	lokale Kennung für Tierkreis-Ringgruppe D	okairy	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	airy	STERNSTELLENNAME	NONE	NONE	NONE	2	6	0.333333	OK	NONE	SETZEN · [STERNSTELLENNAME:airy]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L030	P1008-E0194	f72r	CELESTIAL	f72r2.5	lokale Kennung für Tierkreis-Ringgruppe D	okealar	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	eal	STERNSTELLENNAME	ar	AR	AUSGANG	4	7	0.571429	OK+AR	ala=STERNSTELLENFAMILIE|alar=STERNSTELLENFAMILIE	SETZEN · [STERNSTELLENNAME:eal] · AUSGANG	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L031	P1008-E0243	f72r	CELESTIAL	f72r2.13	lokale Kennung für Tierkreis-Ringgruppe D	oteeary	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ot	OT	DANACH	eeary	STERNSTELLENNAME	NONE	NONE	NONE	2	7	0.285714	OT	NONE	DANACH · [STERNSTELLENNAME:eeary]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L032	P1008-E0246	f72r	CELESTIAL	f72r2.15	lokale Kennung für Tierkreis-Ringgruppe D	okaircham	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	airch	STERNSTELLENNAME	am	AM_ADDR	HIER	4	9	0.444444	OK+AM_ADDR	NONE	SETZEN · [STERNSTELLENNAME:airch] · HIER	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L033	P1008-E0247	f72r	CELESTIAL	f72r2.16	lokale Kennung für Tierkreis-Ringgruppe D	okeal	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	e	STERNSTELLENNAME	al	AL	ZIELORT	4	5	0.800000	OK+AL	NONE	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L034	P1008-E0250	f72r	CELESTIAL	f72r2.19	lokale Kennung für Tierkreis-Ringgruppe D	orary	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	or	OR	EINHEIT	ary	STERNSTELLENNAME	NONE	NONE	NONE	2	5	0.400000	OR	NONE	EINHEIT · [STERNSTELLENNAME:ary]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L035	P1008-E0251	f72r	CELESTIAL	f72r2.20	lokale Kennung für Tierkreis-Ringgruppe D	okyd	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	yd	STERNSTELLENNAME	NONE	NONE	NONE	2	4	0.500000	OK	NONE	SETZEN · [STERNSTELLENNAME:yd]	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L036	P1008-E0252	f72r	CELESTIAL	f72r2.21	lokale Kennung für Tierkreis-Ringgruppe D	otolam	STAR_BEARING_RING_POSITION	FULL_EDGE_FORMULA	otol	OT+OL	DANACH · FORTSETZEN	NONE	NONE	am	AM_ADDR	HIER	6	6	1.000000	OT+OL+AM_ADDR	NONE	DANACH · FORTSETZEN · HIER	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L037	P1008-E0280	f72r	CELESTIAL	f72r2.24	lokale Kennung für Tierkreis-Ringgruppe E	ralal	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	NONE	NONE	NONE	ral	STERNSTELLENNAME	al	AL	ZIELORT	2	5	0.400000	AL	ala=STERNSTELLENFAMILIE	[STERNSTELLENNAME:ral] · ZIELORT	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L038	P1008-E0284	f72r	CELESTIAL	f72r2.28	lokale Kennung für Tierkreis-Ringgruppe E	chosar	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	NONE	NONE	NONE	chos	STERNSTELLENNAME	ar	AR	AUSGANG	2	6	0.333333	AR	NONE	[STERNSTELLENNAME:chos] · AUSGANG	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L039	P1008-E0286	f72r	CELESTIAL	f72r2.30	lokale Kennung für Tierkreis-Ringgruppe E	ainaly	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	NONE	NONE	NONE	ain	STERNSTELLENNAME	aly	AL+Y	ZIELORT · POSTEN	3	6	0.500000	AL+Y	NONE	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L040	P1008-E0287	f72r	CELESTIAL	f72r2.31	lokale Kennung für Tierkreis-Ringgruppe E	okarcham	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ok	OK	SETZEN	arch	STERNSTELLENNAME	am	AM_ADDR	HIER	4	8	0.500000	OK+AM_ADDR	kar=STERNSTELLENFAMILIE|okar=STERNSTELLENFAMILIE	SETZEN · [STERNSTELLENNAME:arch] · HIER	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L041	P1008-E0350	f72r	CELESTIAL	f72r3.2	lokale Kennung für Tierkreis-Ringgruppe G	olkalaiin	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	ol	OL	FORTSETZEN	kal	STERNSTELLENNAME	aiin	AIIN	WERT	6	9	0.666667	OL+AIIN	ala=STERNSTELLENFAMILIE	FORTSETZEN · [STERNSTELLENNAME:kal] · WERT	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L042	P1008-E0352	f72r	CELESTIAL	f72r3.4	lokale Kennung für Tierkreis-Ringgruppe G	oraiinam	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	or	OR	EINHEIT	aiin	STERNSTELLENNAME	am	AM_ADDR	HIER	4	8	0.500000	OR+AM_ADDR	raii=STERNSTELLENFAMILIE|raiin=STERNSTELLENFAMILIE	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L043	P1008-E0353	f72r	CELESTIAL	f72r3.5	lokale Kennung für Tierkreis-Ringgruppe G	osarsheeeo	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	NONE	NONE	NONE	osarsheeeo	STERNSTELLENNAME	NONE	NONE	NONE	0	10	0.000000	NONE	NONE	[STERNSTELLENNAME:osarsheeeo]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L044	P1008-E0356	f72r	CELESTIAL	f72r3.7	lokale Kennung für Tierkreis-Ringgruppe G	opoiiinoin	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	NONE	NONE	NONE	opoiiinoin	STERNSTELLENNAME	NONE	NONE	NONE	0	10	0.000000	NONE	NONE	[STERNSTELLENNAME:opoiiinoin]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L045	P1008-E0359	f72r	CELESTIAL	f72r3.8	lokale Kennung für Tierkreis-Ringgruppe G	ypaiin	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	NONE	NONE	NONE	yp	STERNSTELLENNAME	aiin	AIIN	WERT	4	6	0.666667	AIIN	pa=STERNSTELLENFAMILIE	[STERNSTELLENNAME:yp] · WERT	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L046	P1008-E0360	f72r	CELESTIAL	f72r3.8	lokale Kennung für Tierkreis-Ringgruppe G	alaly	STAR_BEARING_RING_POSITION	FULL_EDGE_FORMULA	al	AL	ZIELORT	NONE	NONE	aly	AL+Y	ZIELORT · POSTEN	5	5	1.000000	AL+AL+Y	ala=STERNSTELLENFAMILIE	ZIELORT · ZIELORT · POSTEN	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L047	P1008-E0363	f72r	CELESTIAL	f72r3.10	lokale Kennung für Tierkreis-Ringgruppe G	oeeodaiin	STAR_BEARING_RING_POSITION	FUNCTION_EDGE_PLUS_LEARNED_CORE	NONE	NONE	NONE	oeeo	STERNSTELLENNAME	daiin	AIIN	WERT	5	9	0.555556	AIIN	NONE	[STERNSTELLENNAME:oeeo] · WERT	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
G460-L048	P1008-E0364	f72r	CELESTIAL	f72r3.11	lokale Kennung für Tierkreis-Ringgruppe G	ofsholdy	STAR_BEARING_RING_POSITION	OWNER_FAMILY_STEM_ONLY	NONE	NONE	NONE	ofsholdy	STERNSTELLENNAME	NONE	NONE	NONE	0	8	0.000000	NONE	sho=STERNSTELLENFAMILIE	[STERNSTELLENNAME:ofsholdy]	UNANALYZED_WHOLE_NOMENCLATOR_ENTRY	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93
