span_id	page	physical_folio	locus	section	language	hand	register_id	ol_ordinal	field_start_ordinal	field_end_ordinal	line_token_count	span_line_position	branch	written_span_eva	right_field_eva	registered_fused_form	opaque_head_surface	body_surface	head_id	registry_source	record_role	semantic_family	old_gdt776_default_de	old_gdt776_contextual	new_gdt777_default_de	fallback_replacement	contextual_sharpening	consumed_token_count	consumed_token_ids	confidence	positive_evidence	counterevidence	alternate_1_de	alternate_2_de	selection_rule	exactness_rule	written_line_eva	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G777-S012	f55v	f55	f55v.10	H	B	2	H|B|2	2	3	4	12	MIDDLE	REGISTERED_SPLIT_FIELD	ol s aiin	s aiin	saiin	s	aiin	H2	GDT736_TRAINING	LINE_ITEM_OR_SUBENTRY_MARKER	QUANTITY_VALUE_III	Menge:	1	Menge: drei Drachmen	0	1	2	f55v.10@3|f55v.10@4	C1	GDT736 registriert die vollständige H2-Ganzform; GDT759 belegt s aiin mit 89 fusionierten und 23 getrennten exakten Vorkommen sowie vier normalisierten Lesergrenzen	Die konkrete Einheit und Wert gegen Ordinalstufe bleiben offen	drei gleiche Teile	drei Unzen	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_AND_SUCCESSOR_READER_EXACT	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	0	0	0	0
G777-S013	f75r	f75	f75r.21	B	B	2	B|B|2	6	7	7	8	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol lor	lor	lor	l	or	H4	GDT736_TRAINING	INTERNAL_BOUND_FIELD_OPERATOR	PART_CARRIER	Ansatz-/Zubereitungsposten	0	Binnenfeld: Portion	1	0	1	f75r.21@7	C1	GDT736 registriert die vollständige H4-Ganzform mit Teil-/Portionsträger	Teil gegen Portion und Träger gegen Relation bleiben offen	Teilträger	Binnenrelation	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	oqokain chey qckhsy or ysheor ol lor am	0	0	0	0
G777-S014	f77v	f77	f77v.41	B	B	2	B|B|2	9	10	10	11	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol raiin	raiin	raiin	r	aiin	H3	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	VALUE_III	Ansatz-/Zubereitungsposten	0	Bezugsfeld: Wert III	1	0	1	f77v.41@10	C1	GDT736 registriert die vollständige H3-Ganzform mit Ordinalstufe III und später Bezugsrolle	Wert gegen Ordinalstufe und Bezug gegen Abschluss bleiben offen	Ordinalstufe III	interner Abschluss III	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	0	0	0	0
G777-S015	f78r	f78	f78r.37	B	B	2	B|B|2	2	3	4	7	MIDDLE	REGISTERED_SPLIT_FIELD	ol s aiin	s aiin	saiin	s	aiin	H2	GDT736_TRAINING	LINE_ITEM_OR_SUBENTRY_MARKER	QUANTITY_VALUE_III	Menge:	1	Menge: drei Drachmen	0	1	2	f78r.37@3|f78r.37@4	C1	GDT736 registriert die vollständige H2-Ganzform; GDT759 belegt s aiin mit 89 fusionierten und 23 getrennten exakten Vorkommen sowie vier normalisierten Lesergrenzen	Die konkrete Einheit und Wert gegen Ordinalstufe bleiben offen	drei gleiche Teile	drei Unzen	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_AND_SUCCESSOR_READER_EXACT	osal ol s aiin shee aiin oly	0	0	0	0
G777-S016	f79r	f79	f79r.23	B	B	2	B|B|2	4	5	5	11	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol lkain	lkain	lkain	l	kain	H4	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	HEATED_FORM_II	Ansatz-/Zubereitungsposten	0	Binnenfeld: heiße Form II	1	0	1	f79r.23@5	C1	GDT737 registriert die vollständige H4-Ganzform und den body als erhitzte Form Index II	Form gegen Wert sowie Zustand gegen Prozess bleiben offen	erhitzter Wert II	Wärmestufe II	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	das shear qotaiin ol lkain otchedy or olkl o tshedy otory	0	0	0	0
G777-S017	f80r	f80	f80r.36	B	B	2	B|B|2	10	11	11	11	FINAL	REGISTERED_COMPLETE_WHOLE	ol lom	lom	lom	l	om	H4	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	PREPARATION_MEASURE	Ansatz-/Zubereitungsposten	0	Binnenfeld: Zubereitungsmaß	1	0	1	f80r.36@11	C0	GDT737 registriert die vollständige H4-Ganzform und den body als Zubereitungsmaß	Einheit und konkrete Maßdimension bleiben offen	Maßfeld	interne Zubereitung	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	qokeey rchey tain oteey qokain shekaiin sheckhy qolshey qokain ol lom	0	0	0	0
G777-S018	f81v	f81	f81v.1	B	B	2	B|B|2	7	8	8	11	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol pchedy	pchedy	pchedy	p	chedy	H1	GDT736_TRAINING	PARAGRAPH_OR_RECORD_OPENER	DRY_RESULT_I	Ansatz-/Zubereitungsposten	0	Eintragsfeld: Trockenresultat I	1	0	1	f81v.1@8	C1	GDT736 registriert die vollständige H1-Ganzform mit getrocknetem Ergebnis Form I	Die H1-Openerrolle passt nicht automatisch auf diese mediale ol-Position	Trockeneintrag Form I	getrocknete Zustandsstufe I	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	par shey keedy shekal dal dar ol pchedy shek dain ofalsheky	0	0	0	0
G777-S019	f81v	f81	f81v.2	B	B	2	B|B|2	10	11	11	12	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol rol	rol	rol	r	ol	H3	GDT736_TRAINING	LATE_REFERENCE_OR_ITEM_CLOSE	MATERIAL_CARRIER	Ansatz-/Zubereitungsposten	0	Bezugsfeld: Stoffträger	1	0	1	f81v.2@11	C1	GDT736 registriert die vollständige H3-Ganzform mit Stoff-/Materialträger und später Bezugsrolle	Stoff gegen Material und Träger gegen Relation bleiben offen	Materialträger	später Feldanschluss	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	0	0	0	0
G777-S020	f82r	f82	f82r.31	B	B	2	B|B|2	2	3	3	9	MIDDLE	REGISTERED_COMPLETE_WHOLE	ol rsheedy	rsheedy	rsheedy	r	sheedy	H3	GDT737_HELD	LATE_REFERENCE_OR_ITEM_CLOSE	MOIST_RESULT_II	Ansatz-/Zubereitungsposten	0	Bezugsfeld: Feuchtresultat II	1	0	1	f82r.31@3	C1	GDT737 registriert die vollständige H3-Ganzform und den body als angefeuchtetes oder eingeweichtes Ergebnis Form II	Feucht gegen eingeweicht und Ergebnis gegen Zustand bleiben offen	eingeweichtes Ergebnis II	feuchte Form II	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	cheol ol rsheedy lchedy qoty lcheeor qokain cheedy lched	0	0	0	0
G777-S021	f85r1	f85	f85r1.13	T	B	2	T|B|2	7	8	9	12	MIDDLE	REGISTERED_SPLIT_FIELD	ol s aiin	s aiin	saiin	s	aiin	H2	GDT736_TRAINING	LINE_ITEM_OR_SUBENTRY_MARKER	QUANTITY_VALUE_III	Menge:	1	Menge: drei Drachmen	0	1	2	f85r1.13@8|f85r1.13@9	C1	GDT736 registriert die vollständige H2-Ganzform; GDT759 belegt s aiin mit 89 fusionierten und 23 getrennten exakten Vorkommen sowie vier normalisierten Lesergrenzen	Die konkrete Einheit und Wert gegen Ordinalstufe bleiben offen	drei gleiche Teile	drei Unzen	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_AND_SUCCESSOR_READER_EXACT	rsheodar qocthy kar okaiin ykeeeody qotal ol s aiin ol daldy shody	0	0	0	0
G777-S022	f85r2	f85	f85r2.23	C	B	2	C|B|2	1	2	2	5	FIRST	REGISTERED_COMPLETE_WHOLE	ol lcheol	lcheol	lcheol	l	cheol	H4	GDT737_HELD	INTERNAL_BOUND_FIELD_OPERATOR	DRY_MATERIAL	Ansatz-/Zubereitungsposten	0	Binnenfeld: Trockenmaterial	1	0	1	f85r2.23@2	C1	GDT737 registriert die vollständige H4-Ganzform und den body als Trockenmaterial	Material gegen Zubereitung und konkreter Inhalt bleiben offen	Trockenzubereitung	trockenes Inhaltsfeld	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_TOKEN_READER_EXACT	ol lcheol chol ol sheoly	0	0	0	0
G777-S023	f94v	f94	f94v.9	H	B	3	H|B|3	8	9	10	11	MIDDLE	REGISTERED_SPLIT_FIELD	ol s aiin	s aiin	saiin	s	aiin	H2	GDT736_TRAINING	LINE_ITEM_OR_SUBENTRY_MARKER	QUANTITY_VALUE_III	Menge:	1	Menge: drei Drachmen	0	1	2	f94v.9@9|f94v.9@10	C1	GDT736 registriert die vollständige H2-Ganzform; GDT759 belegt s aiin mit 89 fusionierten und 23 getrennten exakten Vorkommen sowie vier normalisierten Lesergrenzen	Die konkrete Einheit und Wert gegen Ordinalstufe bleiben offen	drei gleiche Teile	drei Unzen	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	RIGHT_AND_SUCCESSOR_READER_EXACT	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	0	0	0	0
