source_group_id	unit_id	page	visible_surface	atom_sequence	minimal_component_reading_de	minimal_card_reading_de	reading_source	clause_shape_id	unresolved_internal_atom	rich_content_not_in_dictionary
E024	H2-S002	f10r	qotchor	OT+OR	danach + Ansatz	danach + Ansatz	PRODUCTIVE_COMPONENTS	C02	NO	YES
E025	H2-S002	f10r	chor	OR	Ansatz	Ansatz	PRODUCTIVE_COMPONENTS	C09	NO	YES
E026	H2-S002	f10r	otol	OT+OL	danach + weiter	danach + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E027	H2-S002	f10r	chol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E028	H2-S002	f10r	cholor	OL+OR	weiter + Ansatz	weiter + Ansatz	PRODUCTIVE_COMPONENTS	C02	NO	YES
E029	H2-S002	f10r	chol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E030	H2-S002	f10r	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E031	H2-S002	f10r	dar	AR	Quelle	Quelle	PRODUCTIVE_COMPONENTS	C09	NO	YES
E032	H2-S003	f10r	oykchor	Y+KCH+OR	dies + bearbeiten + Ansatz	dies + bearbeiten + Ansatz	PRODUCTIVE_COMPONENTS	C05	NO	YES
E033	H2-S003	f10r	shor	OR	Ansatz	Ansatz	PRODUCTIVE_COMPONENTS	C09	NO	YES
E034	H2-S003	f10r	chor	OR	Ansatz	Ansatz	PRODUCTIVE_COMPONENTS	C09	NO	YES
E035	H2-S003	f10r	chy	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E036	H2-S003	f10r	kaiiin	IIN	Stufe	Stufe	PRODUCTIVE_COMPONENTS	C10	NO	YES
E037	H2-S003	f10r	dy	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E038	H2-S003	f10r	chodaiin	HO+AIIN	Zutat + Sollwert	Zutatenmaß	LEARNED_WHOLE_CARD	C01	NO	YES
E039	H3-S001	f11r	tshol	HO+L	Zutat + ab	Zutat entnehmen	LEARNED_WHOLE_CARD	C01	NO	YES
E040	H3-S001	f11r	schoal	HO+AL	Zutat + Ziel	Zutat an die Arbeitsstelle geben	LEARNED_WHOLE_CARD	C01	NO	YES
E041	H3-S001	f11r	cfhy	CFH+Y	auswringen + dies	auswringen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E042	H3-S001	f11r	shfydaiin	SH+AIIN	halten + Sollwert	halten + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E043	H3-S001	f11r	cphy	CPH+Y	nachseihen + dies	nachseihen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E044	H3-S001	f11r	shey	CHEEY	Ergebnis	klarer Auszug	LEARNED_WHOLE_CARD	C01	NO	YES
E045	H3-S001	f11r	tchody	HO+CLOSE	Zutat + Ende	Eingangsposten beiseitestellen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E046	H3-S002	f11r	shoyty	HO+Y+TY	Zutat + dies + Teil	Zutatenteil	LEARNED_WHOLE_CARD	C01	NO	YES
E047	H3-S003	f11r	dchol	PREV+OL	vorher + weiter	vorher + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E048	H3-S003	f11r	chy	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E049	H3-S003	f11r	kchy	KCH+Y	bearbeiten + dies	bearbeiten + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E050	H3-S003	f11r	dy	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E051	H3-S003	f11r	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E052	H3-S004	f11r	qotchy	OT+Y	danach + dies	danach + dies	PRODUCTIVE_COMPONENTS	C02	NO	YES
E053	H3-S004	f11r	okchol	OK+OL	ansetzen + weiter	ansetzen + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E054	H3-S004	f11r	cthy	CTH+Y	bereit + dies	bereit + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E055	H3-S004	f11r	dy	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E056	H4-S001	f55v	qokaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E057	H4-S001	f55v	chaiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E058	H4-S001	f55v	ykain	Y+AIN	dies + Anteil	dies + Anteil	PRODUCTIVE_COMPONENTS	C10	NO	YES
E059	H4-S001	f55v	ykan	Y+AIN	dies + Anteil	dies + Anteil	PRODUCTIVE_COMPONENTS	C10	NO	YES
E060	H4-S001	f55v	ody	ODY	kühlen	kühlen	LEARNED_WHOLE_CARD	C01	NO	YES
E061	H4-S002	f55v	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E062	H4-S002	f55v	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E063	H4-S002	f55v	talam	AL+AM	Ziel + verwahren	am Ziel verwahren	LEARNED_WHOLE_CARD	C01	NO	YES
E064	H4-S003	f55v	ykaiin	Y+AIIN	dies + Sollwert	dies + Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E065	H4-S003	f55v	cheoar	CHEO+AR	Auszug + Quelle	Auszug + Quelle	PRODUCTIVE_COMPONENTS	C09	NO	YES
E066	H4-S003	f55v	cheeky	CHK+EE+Y	wärmen + länger + dies	wärmen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E067	H4-S003	f55v	oldy	OL+CLOSE	weiter + Ende	weiter + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E068	H4-S004	f55v	aiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E069	H4-S004	f55v	okal	OK+AL	ansetzen + Ziel	ansetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E070	H4-S004	f55v	oltchy	OL+CTH+Y	weiter + bereit + dies	weiter + bereit + dies	PRODUCTIVE_COMPONENTS	C02	NO	YES
E071	H4-S004	f55v	or	OR	Ansatz	Ansatz	PRODUCTIVE_COMPONENTS	C09	NO	YES
E072	H4-S004	f55v	y	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E073	H4-S004	f55v	orain	OR+AIN	Ansatz + Anteil	Ansatz + Anteil	PRODUCTIVE_COMPONENTS	C09	NO	YES
E074	H5-S001	f56r	chochor	HO+OR	Zutat + Ansatz	Zutatenansatz	LEARNED_WHOLE_CARD	C01	NO	YES
E075	H5-S001	f56r	cho	HO	Zutat	Eingangsposten oder Zutat	LEARNED_WHOLE_CARD	C01	NO	YES
E076	H5-S001	f56r	chodaly	HO+AL+Y	Zutat + Ziel + dies	diese Zutat zur Stelle bringen	LEARNED_WHOLE_CARD	C01	NO	YES
E077	H5-S001	f56r	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E078	H5-S001	f56r	sho	HO	Zutat	Zutat	LEARNED_WHOLE_CARD	C01	NO	YES
E079	H5-S001	f56r	kchol	KCH+OL	bearbeiten + weiter	bearbeiten + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E080	H5-S001	f56r	otchor	OT+OR	danach + Ansatz	danach + Ansatz	PRODUCTIVE_COMPONENTS	C02	NO	YES
E081	H5-S001	f56r	choky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E082	H5-S001	f56r	dal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E083	H5-S002	f56r	schol	PREV+OL	vorher + weiter	vorher + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E084	H5-S002	f56r	choy	HO+Y	Zutat + dies	diese Zutat	LEARNED_WHOLE_CARD	C01	NO	YES
E085	H5-S002	f56r	choky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E086	H5-S002	f56r	cheeckhody	EE+CKH+HO+CLOSE	länger + Durchlass + Zutat + Ende	länger auftragen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E087	H5-S003	f56r	sh	SH	halten	halten	PRODUCTIVE_COMPONENTS	C08	NO	YES
E088	H5-S003	f56r	cho	HO	Zutat	Eingangsposten oder Zutat	LEARNED_WHOLE_CARD	C01	NO	YES
E089	H5-S003	f56r	kchey	KCH+E+Y	bearbeiten + kurz + dies	bearbeiten + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E090	H5-S003	f56r	qokokchy	OK+OK+Y	ansetzen + ansetzen + dies	ansetzen + ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E091	H5-S004	f56r	okchy	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E092	H5-S004	f56r	chokcheo	OK+CHEO	ansetzen + Auszug	ansetzen + Auszug	PRODUCTIVE_COMPONENTS	C05	NO	YES
E093	H5-S004	f56r	kchal	KCH+AL	bearbeiten + Ziel	bearbeiten + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E094	H5-S005	f56r	sho	HO	Zutat	Zutat	LEARNED_WHOLE_CARD	C01	NO	YES
E095	H5-S005	f56r	chokchy	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E096	H5-S005	f56r	kchoar	CHEO+AR	Auszug + Quelle	Auszug + Quelle	PRODUCTIVE_COMPONENTS	C09	NO	YES
E097	H5-S005	f56r	sotodan	OT+DAN	danach + anwenden	danach + anwenden	PRODUCTIVE_COMPONENTS	C02	NO	YES
E098	H5-S006	f56r	otchey	OT+Y	danach + dies	danach + dies	PRODUCTIVE_COMPONENTS	C02	NO	YES
E099	H5-S006	f56r	keol	E+OL	kurz + weiter	kurz + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E100	H5-S006	f56r	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E101	B1-S001	f81v	qokedy	OK+E+CLOSE	ansetzen + kurz + Ende	ansetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E102	B1-S002	f81v	okaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E103	B1-S002	f81v	kair	AIR	Lauf	Lauf	PRODUCTIVE_COMPONENTS	C09	NO	YES
E104	B1-S002	f81v	okal	OK+AL	ansetzen + Ziel	ansetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E105	B1-S002	f81v	sar	AR	Quelle	Quelle	PRODUCTIVE_COMPONENTS	C09	NO	YES
E106	B1-S002	f81v	ol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E107	B1-S002	f81v	kain	AIN	Anteil	Anteil	PRODUCTIVE_COMPONENTS	C10	NO	YES
E108	B1-S002	f81v	olkain	OL+AIN	weiter + Anteil	weiter + Anteil	PRODUCTIVE_COMPONENTS	C02	NO	YES
E109	B1-S002	f81v	al	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E110	B1-S002	f81v	ol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E111	B1-S002	f81v	rol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E112	B1-S002	f81v	dl	LOCAL_WHOLE	Zusatz	Zusatz	LEARNED_WHOLE_CARD	C01	NO	YES
E113	B1-S002	f81v	olor	OL+OR	weiter + Ansatz	weiter + Ansatz	PRODUCTIVE_COMPONENTS	C02	NO	YES
E114	B1-S002	f81v	ol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E115	B1-S002	f81v	sheckhal	CKH+E+AL	Durchlass + kurz + Ziel	Durchlass + kurz + Ziel	PRODUCTIVE_COMPONENTS	C03	NO	YES
E116	B1-S002	f81v	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E117	B1-S002	f81v	qokeedal	OK+EE+AL	ansetzen + länger + Ziel	ansetzen + länger + Ziel	PRODUCTIVE_COMPONENTS	C03	NO	YES
E118	B1-S002	f81v	daiin	AIIN	Sollwert	Sollwert	PRODUCTIVE_COMPONENTS	C10	NO	YES
E119	B1-S002	f81v	chckhy	CKH+Y	Durchlass + dies	Durchlass + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E120	B1-S002	f81v	schedy	CHD+CLOSE	umsetzen + Ende	umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E121	B1-S003	f81v	qol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E122	B1-S003	f81v	sshkchdy	SH+KCH+CHD+CLOSE	halten + bearbeiten + umsetzen + Ende	halten + bearbeiten + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E123	B1-S004	f81v	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E124	B1-S004	f81v	ol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E125	B1-S004	f81v	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E126	B1-S005	f81v	qolchedy	OL+CHD+CLOSE	weiter + umsetzen + Ende	weiter + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E127	B1-S006	f81v	qokain	OK+AIN	ansetzen + Anteil	ansetzen + Anteil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E128	B1-S006	f81v	shckhy	CKH+Y	Durchlass + dies	Durchlass + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E129	B1-S006	f81v	dl	LOCAL_WHOLE	Zusatz	Zusatz	LEARNED_WHOLE_CARD	C01	NO	YES
E130	B1-S006	f81v	ral	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E131	B1-S007	f81v	qokchdy	OK+CHD+CLOSE	ansetzen + umsetzen + Ende	ansetzen + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E132	B1-S008	f81v	chey	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E133	B1-S008	f81v	ol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E134	B1-S008	f81v	cheky	CHK+E+Y	wärmen + kurz + dies	wärmen + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E135	B1-S008	f81v	ol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E136	B1-S008	f81v	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E137	B1-S009	f81v	qokedy	OK+E+CLOSE	ansetzen + kurz + Ende	ansetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E138	B1-S010	f81v	qokedy	OK+E+CLOSE	ansetzen + kurz + Ende	ansetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E139	B1-S011	f81v	chckhy	CKH+Y	Durchlass + dies	Durchlass + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E140	B1-S011	f81v	qoky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E141	B1-S012	f81v	lsho	WASH+START	waschen + beginnen	Waschgang beginnen	LEARNED_WHOLE_CARD	C01	NO	YES
E142	B1-S012	f81v	qokey	OK+E+Y	ansetzen + kurz + dies	ansetzen + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E143	B1-S012	f81v	lshedy	WASH+CLOSE	waschen + Ende	waschen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E144	B1-S013	f81v	lshedy	WASH+CLOSE	waschen + Ende	waschen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E145	B1-S014	f81v	chedy	CHD+Y	umsetzen + dies	umsetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E146	B1-S014	f81v	qolky	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E147	B1-S014	f81v	lchedal	L+CHD+AL	ab + umsetzen + Ziel	zur Ablaufstelle führen	LEARNED_WHOLE_CARD	C01	NO	YES
E148	B1-S014	f81v	qol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E149	B1-S014	f81v	otar	OT+AR	danach + Quelle	danach + Quelle	PRODUCTIVE_COMPONENTS	C02	NO	YES
E150	B1-S015	f81v	ytey	Y+E+TY	dies + kurz + Teil	dies + kurz + Teil	PRODUCTIVE_COMPONENTS	C10	NO	YES
E151	B1-S015	f81v	okchedy	OK+CHD+CLOSE	ansetzen + umsetzen + Ende	ansetzen + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E152	B1-S016	f81v	qokal	OK+AL	ansetzen + Ziel	ansetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E153	B1-S016	f81v	okeey	OK+EE+Y	ansetzen + länger + dies	ansetzen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E154	B1-S016	f81v	qol	OL	weiter	weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E155	B1-S016	f81v	cheedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E156	B1-S017	f81v	sal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E157	B1-S017	f81v	teol	E+OL	kurz + weiter	kurz + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E158	B1-S017	f81v	dchdy	CHD+CLOSE	umsetzen + Ende	umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E159	B1-S018	f81v	ly	L+Y	ab + dies	aktuellen Posten abführen	LEARNED_WHOLE_CARD	C01	NO	YES
E160	B1-S018	f81v	dsheol	SH+E+OL	halten + kurz + weiter	halten + kurz + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E161	B1-S018	f81v	oiiin	IIN	Stufe	Stufe	PRODUCTIVE_COMPONENTS	C10	NO	YES
E162	B1-S018	f81v	olkeedy	SOLK+EE+CLOSE	sammeln + länger + Ende	sammeln + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E163	B1-S019	f81v	tedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E164	B1-S020	f81v	cheky	CHK+E+Y	wärmen + kurz + dies	wärmen + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E165	B1-S020	f81v	shckhedy	CKHE+CLOSE	trennen + Ende	trennen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E166	B1-S021	f81v	chal	AL	Ziel	Ziel	PRODUCTIVE_COMPONENTS	C11	NO	YES
E167	B2-S001	f82r	dchedy	CHD+CLOSE	umsetzen + Ende	umsetzen + Ende	PRODUCTIVE_COMPONENTS	C08	NO	YES
E168	B2-S002	f82r	qolchedy	OL+CHD+CLOSE	weiter + umsetzen + Ende	weiter + umsetzen + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E169	B2-S003	f82r	qokain	OK+AIN	ansetzen + Anteil	ansetzen + Anteil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E170	B2-S003	f82r	dy	Y	dies	dies	PRODUCTIVE_COMPONENTS	C12	NO	YES
E171	B2-S003	f82r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E172	B2-S004	f82r	qokal	OK+AL	ansetzen + Ziel	ansetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E173	B2-S004	f82r	lcheckhy	L+CKH+Y	ab + Durchlass + dies	Ausgangsdurchlass	LEARNED_WHOLE_CARD	C01	NO	YES
E174	B2-S004	f82r	lched	L+CHD	ab + umsetzen	abführen	LEARNED_WHOLE_CARD	C01	NO	YES
E175	B2-S004	f82r	qokeey	OK+EE+Y	ansetzen + länger + dies	ansetzen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E176	B2-S004	f82r	lcheckhedy	L+CKHE+CLOSE	ab + trennen + Ende	abseihen; Schluss	LEARNED_WHOLE_CARD	C01	NO	YES
E177	B2-S005	f82r	qokaly	OK+AL+Y	ansetzen + Ziel + dies	ansetzen + Ziel + dies	PRODUCTIVE_COMPONENTS	C04	NO	YES
E178	B2-S005	f82r	solkaiin	SOLK+AIIN	sammeln + Sollwert	sammeln + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E179	B2-S005	f82r	chckhy	CKH+Y	Durchlass + dies	Durchlass + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E180	B2-S005	f82r	qokaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E181	B2-S005	f82r	qokaiin	OK+AIIN	ansetzen + Sollwert	ansetzen + Sollwert	PRODUCTIVE_COMPONENTS	C06	NO	YES
E182	B2-S005	f82r	octheol	CTH+OL	bereit + weiter	bereit + weiter	PRODUCTIVE_COMPONENTS	C02	NO	YES
E183	B2-S005	f82r	chkeey	CHK+EE+Y	wärmen + länger + dies	wärmen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E184	B2-S005	f82r	ldy	L+CLOSE	ab + Ende	abziehen; Ende	LEARNED_WHOLE_CARD	C01	NO	YES
E185	B2-S006	f82r	oteey	OT+EE+Y	danach + länger + dies	danach + länger + dies	PRODUCTIVE_COMPONENTS	C02	NO	YES
E186	B2-S006	f82r	qokal	OK+AL	ansetzen + Ziel	ansetzen + Ziel	PRODUCTIVE_COMPONENTS	C04	NO	YES
E187	B2-S006	f82r	sheckhy	CKH+E+Y	Durchlass + kurz + dies	Durchlass + kurz + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E188	B2-S006	f82r	qoky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E189	B2-S007	f82r	dshedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E190	B2-S008	f82r	sotaiin	OT+AIIN	danach + Sollwert	danach + Sollwert	PRODUCTIVE_COMPONENTS	C02	NO	YES
E191	B2-S008	f82r	qokar	OK+AR	ansetzen + Quelle	ansetzen + Quelle	PRODUCTIVE_COMPONENTS	C05	NO	YES
E192	B2-S008	f82r	shedy	SHED+E+CLOSE	absetzen + kurz + Ende	absetzen + kurz + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E193	B2-S009	f82r	solshedy	OL+SHED+CLOSE	weiter + absetzen + Ende	weiter + absetzen + Ende	PRODUCTIVE_COMPONENTS	C02	NO	YES
E194	B2-S010	f82r	qokeey	OK+EE+Y	ansetzen + länger + dies	ansetzen + länger + dies	PRODUCTIVE_COMPONENTS	C03	NO	YES
E195	B2-S010	f82r	qoky	OK+Y	ansetzen + dies	ansetzen + dies	PRODUCTIVE_COMPONENTS	C07	NO	YES
E196	B2-S010	f82r	ls	L	ab	Durchlassöffnung	LEARNED_WHOLE_CARD	C01	NO	YES
E197	B2-S010	f82r	cheey	CHEEY	Ergebnis	klarer Auszug	LEARNED_WHOLE_CARD	C01	NO	YES
E198	B2-S011	f82r	okain	OK+AIN	ansetzen + Anteil	ansetzen + Anteil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E199	B2-S011	f82r	char	AR	Quelle	Quelle	PRODUCTIVE_COMPONENTS	C09	NO	YES
E200	B2-S011	f82r	okain	OK+AIN	ansetzen + Anteil	ansetzen + Anteil	PRODUCTIVE_COMPONENTS	C06	NO	YES
E201	B2-S011	f82r	qokeedy	OK+EE+CLOSE	ansetzen + länger + Ende	ansetzen + länger + Ende	PRODUCTIVE_COMPONENTS	C03	NO	YES
E202	B2-S012	f82r	lchy	L+Y	ab + dies	abziehen	LEARNED_WHOLE_CARD	C01	NO	YES
E203	B2-S012	f82r	cheey	CHEEY	Ergebnis	klarer Auszug	LEARNED_WHOLE_CARD	C01	NO	YES
