event_id	page	record	statement_id	statement_position	dictated_recipe	invariant_reading_de	selected_exact_card	copied_surface	surface_prefix_class
E113	f81v	B1	B1-S002	MIDDLE	OL+OR	FORTSETZEN · ANSATZ	PROC022	olor	OTHER_FORM
E114	f81v	B1	B1-S002	MIDDLE	OL	FORTSETZEN	PROC013	ol	OTHER_FORM
E116	f81v	B1	B1-S002	MIDDLE	AIIN	MASS	PROC009	daiin	OTHER_FORM
E118	f81v	B1	B1-S002	MIDDLE	AIIN	MASS	PROC009	daiin	OTHER_FORM
E119	f81v	B1	B1-S002	MIDDLE	CKH+Y	DURCHLASS · DIES	PROC075	chckhy	OTHER_FORM
E120	f81v	B1	B1-S002	LAST	CHD+DY	UMSETZEN · SCHLUSS	PROC076	schedy	S_ENTRY_FORM
E121	f81v	B1	B1-S003	FIRST	OL	FORTSETZEN	PROC013	qol	Q_ENTRY_FORM
E123	f81v	B1	B1-S004	FIRST	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
E124	f81v	B1	B1-S004	MIDDLE	OL	FORTSETZEN	PROC013	ol	OTHER_FORM
E125	f81v	B1	B1-S004	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E126	f81v	B1	B1-S005	ONLY	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	PROC079	qolchedy	Q_ENTRY_FORM
E127	f81v	B1	B1-S006	FIRST	OK+AIN	ANSETZEN · PORTION	PROC080	qokain	Q_ENTRY_FORM
E128	f81v	B1	B1-S006	MIDDLE	CKH+Y	DURCHLASS · DIES	PROC075	shckhy	S_ENTRY_FORM
E129	f81v	B1	B1-S006	MIDDLE	L	WEITERLEITEN	PROC072	dl	OTHER_FORM
E131	f81v	B1	B1-S007	ONLY	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	PROC082	qokchdy	Q_ENTRY_FORM
E132	f81v	B1	B1-S008	FIRST	Y	DIES	PROC019	chey	OTHER_FORM
E133	f81v	B1	B1-S008	MIDDLE	OL	FORTSETZEN	PROC013	ol	OTHER_FORM
E134	f81v	B1	B1-S008	MIDDLE	CHK+E+Y	WAERMEN · KURZ · DIES	PROC083	cheky	OTHER_FORM
E135	f81v	B1	B1-S008	MIDDLE	OL	FORTSETZEN	PROC013	ol	OTHER_FORM
E136	f81v	B1	B1-S008	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E137	f81v	B1	B1-S009	ONLY	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	PROC067	qokedy	Q_ENTRY_FORM
E138	f81v	B1	B1-S010	ONLY	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	PROC067	qokedy	Q_ENTRY_FORM
E139	f81v	B1	B1-S011	FIRST	CKH+Y	DURCHLASS · DIES	PROC075	chckhy	OTHER_FORM
E140	f81v	B1	B1-S011	LAST	OK+Y	ANSETZEN · DIES	PROC008	qoky	Q_ENTRY_FORM
E142	f81v	B1	B1-S012	MIDDLE	OK+E+Y	ANSETZEN · KURZ · DIES	PROC085	qokey	Q_ENTRY_FORM
E143	f81v	B1	B1-S012	LAST	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	PROC086	lshedy	OTHER_FORM
E144	f81v	B1	B1-S013	ONLY	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	PROC086	lshedy	OTHER_FORM
E145	f81v	B1	B1-S014	FIRST	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
E148	f81v	B1	B1-S014	MIDDLE	OL	FORTSETZEN	PROC013	qol	Q_ENTRY_FORM
E151	f81v	B1	B1-S015	LAST	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	PROC091	okchedy	OTHER_FORM
E152	f81v	B1	B1-S016	FIRST	OK+AL	ANSETZEN · ZIEL	PROC048	qokal	Q_ENTRY_FORM
E153	f81v	B1	B1-S016	MIDDLE	OK+EE+Y	ANSETZEN · LANG · DIES	PROC092	okeey	OTHER_FORM
E154	f81v	B1	B1-S016	MIDDLE	OL	FORTSETZEN	PROC013	qol	Q_ENTRY_FORM
E155	f81v	B1	B1-S016	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	cheedy	OTHER_FORM
E156	f81v	B1	B1-S017	FIRST	AL	ZIEL	PROC055	sal	S_ENTRY_FORM
E158	f81v	B1	B1-S017	LAST	CHD+DY	UMSETZEN · SCHLUSS	PROC094	dchdy	OTHER_FORM
E161	f81v	B1	B1-S018	MIDDLE	O+IIN	GANG · STUFE	PROC097	oiiin	OTHER_FORM
E162	f81v	B1	B1-S018	LAST	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	PROC098	olkeedy	OTHER_FORM
E163	f81v	B1	B1-S019	ONLY	SHED+DY	ABSETZEN · SCHLUSS	PROC078	tedy	OTHER_FORM
E164	f81v	B1	B1-S020	FIRST	CHK+E+Y	WAERMEN · KURZ · DIES	PROC083	cheky	OTHER_FORM
E165	f81v	B1	B1-S020	LAST	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	PROC099	shckhedy	S_ENTRY_FORM
E166	f81v	B1	B1-S021	ONLY	AL	ZIEL	PROC055	chal	OTHER_FORM
E167	f82r	B2	B2-S001	ONLY	CHD+DY	UMSETZEN · SCHLUSS	PROC076	dchedy	OTHER_FORM
E168	f82r	B2	B2-S002	ONLY	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	PROC079	qolchedy	Q_ENTRY_FORM
E169	f82r	B2	B2-S003	FIRST	OK+AIN	ANSETZEN · PORTION	PROC080	qokain	Q_ENTRY_FORM
E170	f82r	B2	B2-S003	MIDDLE	Y	DIES	PROC019	dy	OTHER_FORM
E171	f82r	B2	B2-S003	LAST	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E172	f82r	B2	B2-S004	FIRST	OK+AL	ANSETZEN · ZIEL	PROC048	qokal	Q_ENTRY_FORM
E175	f82r	B2	B2-S004	MIDDLE	OK+EE+Y	ANSETZEN · LANG · DIES	PROC092	qokeey	Q_ENTRY_FORM
E179	f82r	B2	B2-S005	MIDDLE	CKH+Y	DURCHLASS · DIES	PROC075	chckhy	OTHER_FORM
E180	f82r	B2	B2-S005	MIDDLE	OK+AIIN	ANSETZEN · MASS	PROC038	qokaiin	Q_ENTRY_FORM
E181	f82r	B2	B2-S005	MIDDLE	OK+AIIN	ANSETZEN · MASS	PROC038	qokaiin	Q_ENTRY_FORM
E183	f82r	B2	B2-S005	MIDDLE	CHK+EE+Y	WAERMEN · LANG · DIES	PROC107	chkeey	OTHER_FORM
E184	f82r	B2	B2-S005	LAST	L+DY	WEITERLEITEN · SCHLUSS	PROC108	ldy	OTHER_FORM
E185	f82r	B2	B2-S006	FIRST	OT+EE+Y	DANACH · LANG · DIES	PROC109	oteey	OTHER_FORM
E186	f82r	B2	B2-S006	MIDDLE	OK+AL	ANSETZEN · ZIEL	PROC048	qokal	Q_ENTRY_FORM
E188	f82r	B2	B2-S006	LAST	OK+Y	ANSETZEN · DIES	PROC008	qoky	Q_ENTRY_FORM
E190	f82r	B2	B2-S008	FIRST	OT+AIIN	DANACH · MASS	PROC112	sotaiin	S_ENTRY_FORM
E192	f82r	B2	B2-S008	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E194	f82r	B2	B2-S010	FIRST	OK+EE+Y	ANSETZEN · LANG · DIES	PROC092	qokeey	Q_ENTRY_FORM
E195	f82r	B2	B2-S010	MIDDLE	OK+Y	ANSETZEN · DIES	PROC008	qoky	Q_ENTRY_FORM
E196	f82r	B2	B2-S010	MIDDLE	OL	FORTSETZEN	PROC115	ls	OTHER_FORM
E197	f82r	B2	B2-S010	LAST	SH+EE+Y	HALTEN · LANG · DIES	PROC031	cheey	OTHER_FORM
E198	f82r	B2	B2-S011	FIRST	OK+AIN	ANSETZEN · PORTION	PROC080	okain	OTHER_FORM
E199	f82r	B2	B2-S011	MIDDLE	AR	QUELLE	PROC003	char	OTHER_FORM
E200	f82r	B2	B2-S011	MIDDLE	OK+AIN	ANSETZEN · PORTION	PROC080	okain	OTHER_FORM
E201	f82r	B2	B2-S011	LAST	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E203	f82r	B2	B2-S012	MIDDLE	SH+EE+Y	HALTEN · LANG · DIES	PROC031	cheey	OTHER_FORM
E204	f82r	B2	B2-S012	MIDDLE	CTH+E+Y	BEREIT · KURZ · DIES	PROC117	qcthey	Q_ENTRY_FORM
E205	f82r	B2	B2-S012	MIDDLE	OK+EE+Y	ANSETZEN · LANG · DIES	PROC092	qokeey	Q_ENTRY_FORM
E207	f82r	B2	B2-S012	MIDDLE	AIIN	MASS	PROC009	daiin	OTHER_FORM
E208	f82r	B2	B2-S012	MIDDLE	Y	DIES	PROC019	chey	OTHER_FORM
E210	f82r	B2	B2-S013	ONLY	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	PROC120	lchedy	OTHER_FORM
E213	f82r	B2	B2-S015	LAST	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E214	f82r	B2	B2-S016	FIRST	AL	ZIEL	PROC055	cheal	OTHER_FORM
E217	f82r	B2	B2-S016	MIDDLE	AIIN	MASS	PROC009	aiin	OTHER_FORM
E218	f82r	B2	B2-S016	MIDDLE	OT+EE+Y	DANACH · LANG · DIES	PROC109	oteey	OTHER_FORM
E219	f82r	B2	B2-S016	MIDDLE	OK+AIIN	ANSETZEN · MASS	PROC038	qokaiin	Q_ENTRY_FORM
E220	f82r	B2	B2-S016	MIDDLE	OK+E+Y	ANSETZEN · KURZ · DIES	PROC085	okey	OTHER_FORM
E224	f82r	B2	B2-S018	ONLY	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E226	f82r	B2	B2-S020	ONLY	OT+EE+DY	DANACH · LANG · SCHLUSS	PROC129	qoteedy	Q_ENTRY_FORM
E227	f82r	B2	B2-S021	ONLY	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E229	f83r	B3	B3-S001	ONLY	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	PROC098	olkeedy	OTHER_FORM
E230	f83r	B3	B3-S002	FIRST	OT+AL	DANACH · ZIEL	PROC131	qotal	Q_ENTRY_FORM
E232	f83r	B3	B3-S003	FIRST	Y	DIES	PROC019	chey	OTHER_FORM
E233	f83r	B3	B3-S003	MIDDLE	AIIN	MASS	PROC009	daiin	OTHER_FORM
E234	f83r	B3	B3-S003	MIDDLE	Y	DIES	PROC019	chey	OTHER_FORM
E235	f83r	B3	B3-S003	LAST	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	PROC120	lchedy	OTHER_FORM
E236	f83r	B3	B3-S004	FIRST	OK+AIIN	ANSETZEN · MASS	PROC038	qokaiin	Q_ENTRY_FORM
E237	f83r	B3	B3-S004	MIDDLE	OT+AL	DANACH · ZIEL	PROC131	qotal	Q_ENTRY_FORM
E238	f83r	B3	B3-S004	LAST	AR	QUELLE	PROC003	dar	OTHER_FORM
E239	f83r	B3	B3-S005	ONLY	CHD+DY	UMSETZEN · SCHLUSS	PROC076	schedy	S_ENTRY_FORM
E240	f83r	B3	B3-S006	FIRST	CHD+Y	UMSETZEN · DIES	PROC133	chedchy	OTHER_FORM
E241	f83r	B3	B3-S006	MIDDLE	OK+AL	ANSETZEN · ZIEL	PROC048	qokal	Q_ENTRY_FORM
E242	f83r	B3	B3-S006	LAST	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	PROC079	olchedy	OTHER_FORM
E243	f83r	B3	B3-S007	FIRST	OK+AIIN	ANSETZEN · MASS	PROC038	qokaiin	Q_ENTRY_FORM
E244	f83r	B3	B3-S007	MIDDLE	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
E245	f83r	B3	B3-S007	LAST	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E246	f83r	B3	B3-S008	ONLY	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	PROC120	lchedy	OTHER_FORM
E247	f83r	B3	B3-S009	ONLY	OK+Y	ANSETZEN · DIES	PROC008	qoky	Q_ENTRY_FORM
E249	f83r	B3	B3-S010	LAST	OT+E+DY	DANACH · KURZ · SCHLUSS	PROC135	otedy	OTHER_FORM
E251	f83r	B3	B3-S011	MIDDLE	OK+Y	ANSETZEN · DIES	PROC008	qoky	Q_ENTRY_FORM
E252	f83r	B3	B3-S011	MIDDLE	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
E254	f83r	B3	B3-S012	FIRST	OR	ANSATZ	PROC016	sor	S_ENTRY_FORM
E255	f83r	B3	B3-S012	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E256	f83r	B3	B3-S013	FIRST	OK+AIIN	ANSETZEN · MASS	PROC038	qokaiin	Q_ENTRY_FORM
E257	f83r	B3	B3-S013	MIDDLE	K+AIN	ZUDOSIEREN · PORTION	PROC069	chkain	OTHER_FORM
E258	f83r	B3	B3-S013	MIDDLE	CTH+E+Y	BEREIT · KURZ · DIES	PROC117	shcthey	S_ENTRY_FORM
E259	f83r	B3	B3-S013	LAST	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	PROC067	qokedy	Q_ENTRY_FORM
E262	f83r	B3	B3-S015	ONLY	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	PROC120	lchedy	OTHER_FORM
E264	f83r	B3	B3-S016	LAST	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	PROC091	qokchedy	Q_ENTRY_FORM
E265	f83r	B3	B3-S017	ONLY	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E266	f83r	B3	B3-S018	ONLY	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E268	f83r	B3	B3-S020	FIRST	AL	ZIEL	PROC055	dal	OTHER_FORM
E269	f83r	B3	B3-S020	LAST	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	PROC120	lchedy	OTHER_FORM
E270	f83r	B3	B3-S021	FIRST	OK+AIIN	ANSETZEN · MASS	PROC038	qokaiin	Q_ENTRY_FORM
E271	f83r	B3	B3-S021	MIDDLE	CTH+Y	BEREIT · DIES	PROC014	shcthy	S_ENTRY_FORM
E272	f83r	B3	B3-S021	MIDDLE	AL	ZIEL	PROC055	dal	OTHER_FORM
E273	f83r	B3	B3-S021	MIDDLE	Y	DIES	PROC019	sy	S_ENTRY_FORM
E274	f83r	B3	B3-S021	MIDDLE	AIIN	MASS	PROC009	saiin	S_ENTRY_FORM
E275	f83r	B3	B3-S021	MIDDLE	SHED+AL	ABSETZEN · ZIEL	PROC142	shedal	S_ENTRY_FORM
E277	f83r	B3	B3-S021	MIDDLE	Y	DIES	PROC019	chey	OTHER_FORM
E278	f83r	B3	B3-S021	MIDDLE	AL	ZIEL	PROC055	tal	OTHER_FORM
E279	f83r	B3	B3-S021	MIDDLE	CTH+Y	BEREIT · DIES	PROC014	shcthy	S_ENTRY_FORM
E281	f83r	B3	B3-S022	ONLY	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	PROC145	qotchedy	Q_ENTRY_FORM
E282	f83r	B3	B3-S023	ONLY	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	PROC120	lchedy	OTHER_FORM
E283	f83r	B3	B3-S024	ONLY	CHD+DY	UMSETZEN · SCHLUSS	PROC076	tchedy	OTHER_FORM
E284	f83r	B3	B3-S025	ONLY	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	PROC082	qokchdy	Q_ENTRY_FORM
E287	f83r	B3	B3-S026	MIDDLE	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
E288	f83r	B3	B3-S026	MIDDLE	OK+AIN	ANSETZEN · PORTION	PROC080	qokain	Q_ENTRY_FORM
E289	f83r	B3	B3-S026	MIDDLE	CTH+Y	BEREIT · DIES	PROC014	checthy	OTHER_FORM
E291	f83r	B3	B3-S026	LAST	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	PROC098	solkeedy	S_ENTRY_FORM
E292	f83r	B3	B3-S027	ONLY	OT+EE+DY	DANACH · LANG · SCHLUSS	PROC129	qoteedy	Q_ENTRY_FORM
E293	f83r	B3	B3-S028	FIRST	OK+EE+Y	ANSETZEN · LANG · DIES	PROC092	qokeey	Q_ENTRY_FORM
E294	f83r	B3	B3-S028	LAST	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	PROC067	qokedy	Q_ENTRY_FORM
E295	f83r	B3	B3-S029	FIRST	OL	FORTSETZEN	PROC013	sol	S_ENTRY_FORM
E297	f83r	B3	B3-S029	LAST	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	PROC067	qokedy	Q_ENTRY_FORM
E298	f83r	B3	B3-S030	FIRST	OK+Y	ANSETZEN · DIES	PROC008	qoky	Q_ENTRY_FORM
E299	f83r	B3	B3-S030	MIDDLE	AIIN	MASS	PROC009	saiin	S_ENTRY_FORM
E301	f83r	B3	B3-S030	LAST	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	PROC145	otchedy	OTHER_FORM
E302	f83r	B3	B3-S031	ONLY	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E304	f83r	B3	B3-S032	MIDDLE	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
E306	f83r	B3	B3-S032	MIDDLE	OT+AIIN	DANACH · MASS	PROC112	otaiin	OTHER_FORM
E307	f83r	B3	B3-S032	LAST	OT+E+DY	DANACH · KURZ · SCHLUSS	PROC135	otedy	OTHER_FORM
E308	f83r	B3	B3-S033	ONLY	L+DY	WEITERLEITEN · SCHLUSS	PROC108	ldy	OTHER_FORM
E309	f83r	B3	B3-S034	FIRST	O+IIN	GANG · STUFE	PROC097	soiiin	S_ENTRY_FORM
E310	f83r	B3	B3-S034	MIDDLE	CTH+Y	BEREIT · DIES	PROC014	checthy	OTHER_FORM
E311	f83r	B3	B3-S034	MIDDLE	T+Y	EINTRAGEN · DIES	PROC004	chety	OTHER_FORM
E312	f83r	B3	B3-S034	MIDDLE	OT+AIIN	DANACH · MASS	PROC112	otaiin	OTHER_FORM
E314	f83r	B3	B3-S034	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E315	f83r	B4	B4-S001	ONLY	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	PROC100	qokeedy	Q_ENTRY_FORM
E317	f83r	B4	B4-S002	MIDDLE	OK+EE+Y	ANSETZEN · LANG · DIES	PROC092	qokeey	Q_ENTRY_FORM
E318	f83r	B4	B4-S002	LAST	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	PROC067	qokedy	Q_ENTRY_FORM
E319	f83r	B4	B4-S003	FIRST	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
E320	f83r	B4	B4-S003	MIDDLE	OT+AL	DANACH · ZIEL	PROC131	otal	OTHER_FORM
E321	f83r	B4	B4-S003	MIDDLE	OT+Y	DANACH · DIES	PROC065	otchey	OTHER_FORM
E322	f83r	B4	B4-S003	MIDDLE	OK+EE+Y	ANSETZEN · LANG · DIES	PROC092	qokeey	Q_ENTRY_FORM
E323	f83r	B4	B4-S003	MIDDLE	OK+Y	ANSETZEN · DIES	PROC008	qoky	Q_ENTRY_FORM
E324	f83r	B4	B4-S003	MIDDLE	OL	FORTSETZEN	PROC013	tol	OTHER_FORM
E325	f83r	B4	B4-S003	LAST	SHED+DY	ABSETZEN · SCHLUSS	PROC078	shedy	S_ENTRY_FORM
E327	f83r	B4	B4-S005	FIRST	AIN	PORTION	PROC156	dain	OTHER_FORM
E328	f83r	B4	B4-S005	MIDDLE	CHD+Y	UMSETZEN · DIES	PROC042	chedy	OTHER_FORM
