matrix_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	state_requirement	availability_status	missing_owner_value_atoms	evidence_status	current_default_policy	current_default_phrase_de	editorial_change_type	generalized_inherited_noun_count	observed_event_count	observed_clause_form_count	selected_observed_phrase_carrier_count	selected_observed_phrase_de	observed_pages	observed_event_ids	all_observed_clause_forms_de	observed_inherited_argument_roots	all_component_value_cells_old	same_frame_register_observed_other_action_count	same_frame_register_observed_other_actions	same_action_frame_observed_other_register_count	same_action_frame_observed_other_registers	composition_support_class	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
G498-M012	G493-F01	@ACTION	SH	SH	HERBAL	HALTEN	MATERIAL HALTEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Halte den Pflanzenposten [wie zuvor].	UNCHANGED_OBSERVED	0	2	2	1	Halte den Pflanzenposten [wie zuvor].	f24v|f56r	G407-E0632|G407-E0868	Halte den Pflanzenposten [wie zuvor]. || Halte die Arbeitseinheit [wie zuvor].	OR|Y	YES	6	OK|CH|K|S|T|R	2	SOURCE_SECTION_T|BIOLOGICAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M013	G493-F01	@ACTION	SH	SH	BIOLOGICAL	HALTEN	POSTEN HALTEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Halte den Stationswert [wie zuvor].	UNCHANGED_OBSERVED	0	1	1	1	Halte den Stationswert [wie zuvor].	f77r	G407-E2652	Halte den Stationswert [wie zuvor].	AIIN	YES	5	OK|CH|S|CHD|R	2	SOURCE_SECTION_T|HERBAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M014	G493-F01	@ACTION	SH	SH	CELESTIAL	HALTEN	POSITION HALTEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Halte das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M015	G493-F01	@ACTION	SH	SH	PHARMA	HALTEN	ANSATZ HALTEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Halte das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M016	G493-F01	@ACTION	K	K	SOURCE_SECTION_T	GEBEN	ZUORDNEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Ordne das zuvor Genannte zu.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	4	OK|SH|S|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M017	G493-F01	@ACTION	K	K	HERBAL	GEBEN	MATERIAL ZUGEBEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Gib den Arbeitswert [wie zuvor] zu.	UNCHANGED_OBSERVED	0	4	2	2	Gib den Arbeitswert [wie zuvor] zu.	f13r|f24v|f95v	G407-E0429|G407-E0613|G407-E4536|G407-E4547	Gib den Arbeitswert [wie zuvor] zu. || Gib den Pflanzenposten [wie zuvor] zu.	AIIN|Y	YES	6	OK|CH|SH|S|T|R	0	NONE	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M018	G493-F01	@ACTION	K	K	BIOLOGICAL	GEBEN	POSTEN ZUFÜHREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Führe das zuvor Genannte zu.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	6	OK|CH|SH|S|CHD|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M019	G493-F01	@ACTION	K	K	CELESTIAL	GEBEN	WERT ZUORDNEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Ordne das zuvor Genannte zu.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M020	G493-F01	@ACTION	K	K	PHARMA	GEBEN	ZUTAT ZUGEBEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Gib das zuvor Genannte zu.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M021	G493-F01	@ACTION	S	S	SOURCE_SECTION_T	WÄHLEN	AUSWÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den laufenden Eintrag [wie zuvor].	UNCHANGED_OBSERVED	0	1	1	1	Wähle den laufenden Eintrag [wie zuvor].	f1r	G407-E0052	Wähle den laufenden Eintrag [wie zuvor].	Y	YES	3	OK|SH|R	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M022	G493-F01	@ACTION	S	S	HERBAL	WÄHLEN	PFLANZENTEIL WÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den Pflanzenposten [wie zuvor].	UNCHANGED_OBSERVED	0	9	2	5	Wähle den Pflanzenposten [wie zuvor].	f11r|f13r|f55v|f56r|f95v	G407-E0352|G407-E0360|G407-E0384|G407-E0386|G407-E0430|G407-E0768|G407-E0875|G407-E4436|G407-E4563	Wähle den Arbeitswert [wie zuvor]. || Wähle den Pflanzenposten [wie zuvor].	AIIN|Y	YES	6	OK|CH|SH|K|T|R	4	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M023	G493-F01	@ACTION	S	S	BIOLOGICAL	WÄHLEN	STATION WÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den Stationsposten [wie zuvor].	UNCHANGED_OBSERVED	0	12	4	6	Wähle den Stationsposten [wie zuvor].	f75r|f76r|f77r|f81v|f82r|f83r	G407-E1731|G407-E1945|G407-E2659|G407-E2666|G407-E2691|G407-E2982|G407-E3299|G407-E3321|G407-E3544|G407-E3571|G407-E3702|G407-E3716	Wähle den Stationsanteil [wie zuvor]. || Wähle den Stationsposten [wie zuvor]. || Wähle den Stationswert [wie zuvor]. || Wähle die Stationseinheit [wie zuvor].	AIIN|AIN|OR|Y	YES	5	OK|CH|SH|CHD|R	4	SOURCE_SECTION_T|HERBAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M024	G493-F01	@ACTION	S	S	CELESTIAL	WÄHLEN	POSITION WÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle.	UNCHANGED_OBSERVED	0	3	3	1	Wähle.	f67r2|f72r	G407-E0903|G407-E1243|G407-E1325	Wähle den Positionsposten [wie zuvor]. || Wähle die Positionseinheit [wie zuvor]. || Wähle.	OR|Y	YES	1	R	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M025	G493-F01	@ACTION	S	S	PHARMA	WÄHLEN	DROGENPOSTEN WÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den Drogenposten [wie zuvor].	UNCHANGED_OBSERVED	0	13	4	9	Wähle den Drogenposten [wie zuvor].	f88r|f88v|f89r	G407-E3812|G407-E3860|G407-E3862|G407-E3887|G407-E3903|G407-E3959|G407-E4090|G407-E4099|G407-E4147|G407-E4269|G407-E4289|G407-E4340|G407-E4378	Wähle den Drogenanteil [wie zuvor]. || Wähle den Drogenposten [wie zuvor]. || Wähle den Mengenwert [wie zuvor]. || Wähle die Ansatzeinheit [wie zuvor].	AIIN|AIN|OR|Y	YES	1	R	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M026	G493-F01	@ACTION	CHD	CHD	SOURCE_SECTION_T	BEARBEITEN	EINTRAG BEARBEITEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Bearbeite das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	4	OK|SH|S|R	1	BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M027	G493-F01	@ACTION	CHD	CHD	HERBAL	BEARBEITEN	MATERIAL BEARBEITEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Bearbeite das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	7	OK|CH|SH|K|S|T|R	1	BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M028	G493-F01	@ACTION	CHD	CHD	BIOLOGICAL	BEARBEITEN	POSTEN BEARBEITEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Bearbeite den Stationswert [wie zuvor].	UNCHANGED_OBSERVED	0	2	2	1	Bearbeite den Stationswert [wie zuvor].	f77r|f83r	G407-E2428|G407-E3624	Bearbeite den Stationsanteil [wie zuvor]. || Bearbeite den Stationswert [wie zuvor].	AIIN|AIN	YES	5	OK|CH|SH|S|R	0	NONE	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M029	G493-F01	@ACTION	CHD	CHD	CELESTIAL	BEARBEITEN	EINTRAG BEARBEITEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Bearbeite das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	1	BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M030	G493-F01	@ACTION	CHD	CHD	PHARMA	BEARBEITEN	ANSATZ BEARBEITEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT416_RENDERER_PLUS_OLD_REGISTER_VALUES	Bearbeite das zuvor Genannte.	CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	1	BIOLOGICAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M031	G493-F01	@ACTION	T	T	SOURCE_SECTION_T	EINSTELLEN	FESTLEGEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT497_CURRENT_DEFAULT_INHERITED	Lege das zuvor Genannte fest.	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	4	OK|SH|S|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M032	G493-F01	@ACTION	T	T	HERBAL	EINSTELLEN	ARBEITSSTUFE EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Stelle den Pflanzenposten [wie zuvor] ein.	UNCHANGED_OBSERVED	0	1	1	1	Stelle den Pflanzenposten [wie zuvor] ein.	f56r	G407-E0858	Stelle den Pflanzenposten [wie zuvor] ein.	Y	YES	6	OK|CH|SH|K|S|R	0	NONE	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M033	G493-F01	@ACTION	T	T	BIOLOGICAL	EINSTELLEN	STATIONSWERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT497_CURRENT_DEFAULT_INHERITED	Stelle das zuvor Genannte ein.	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	6	OK|CH|SH|S|CHD|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M034	G493-F01	@ACTION	T	T	CELESTIAL	EINSTELLEN	WERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT497_CURRENT_DEFAULT_INHERITED	Stelle das zuvor Genannte ein.	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M035	G493-F01	@ACTION	T	T	PHARMA	EINSTELLEN	ANSATZWERT EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	COMPOSED_WORKING	GDT497_CURRENT_DEFAULT_INHERITED	Stelle das zuvor Genannte ein.	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	0	0	0	NONE	NONE	NONE	NONE	NONE	YES	2	S|R	1	HERBAL	COMPOSED_MULTIHEAD_SAME_REGISTER	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M036	G493-F01	@ACTION	R	R	SOURCE_SECTION_T	MARKIEREN	KENNZEICHNEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Kennzeichne den laufenden Eintrag [wie zuvor].	UNCHANGED_OBSERVED	0	1	1	1	Kennzeichne den laufenden Eintrag [wie zuvor].	f1r	G407-E0110	Kennzeichne den laufenden Eintrag [wie zuvor].	Y	YES	3	OK|SH|S	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M037	G493-F01	@ACTION	R	R	HERBAL	MARKIEREN	TEIL MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Markiere den Pflanzenposten [wie zuvor].	UNCHANGED_OBSERVED	0	3	2	2	Markiere den Pflanzenposten [wie zuvor].	f24v|f56r	G407-E0644|G407-E0860|G407-E0886	Markiere den Pflanzenposten [wie zuvor]. || Markiere die Arbeitseinheit [wie zuvor].	OR|Y	YES	6	OK|CH|SH|K|S|T	4	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M038	G493-F01	@ACTION	R	R	BIOLOGICAL	MARKIEREN	STATION MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Markiere den Stationsposten [wie zuvor].	UNCHANGED_OBSERVED	0	12	2	11	Markiere den Stationsposten [wie zuvor].	f75r|f76r|f77r|f81v|f82r|f83r	G407-E1463|G407-E1527|G407-E1912|G407-E2127|G407-E2152|G407-E2513|G407-E2656|G407-E3063|G407-E3237|G407-E3273|G407-E3296|G407-E3532	Markiere den Stationsposten [wie zuvor]. || Markiere.	Y	YES	5	OK|CH|SH|S|CHD	4	SOURCE_SECTION_T|HERBAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M039	G493-F01	@ACTION	R	R	CELESTIAL	MARKIEREN	POSITION MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Markiere den Positionsposten [wie zuvor].	UNCHANGED_OBSERVED	0	2	2	1	Markiere den Positionsposten [wie zuvor].	f67r2|f72r	G407-E0938|G407-E1249	Markiere den Positionsposten [wie zuvor]. || Markiere die Positionseinheit [wie zuvor].	OR|Y	YES	1	S	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
