matrix_cell_id	frame_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	state_requirement	availability_status	missing_owner_value_atoms	evidence_status	current_default_policy	current_default_phrase_de	editorial_change_type	generalized_inherited_noun_count	observed_event_count	observed_clause_form_count	selected_observed_phrase_carrier_count	selected_observed_phrase_de	observed_pages	observed_event_ids	all_observed_clause_forms_de	observed_inherited_argument_roots	all_component_value_cells_old	same_frame_register_observed_other_action_count	same_frame_register_observed_other_actions	same_action_frame_observed_other_register_count	same_action_frame_observed_other_registers	composition_support_class	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
G498-M022	G493-F01	@ACTION	S	S	HERBAL	WÄHLEN	PFLANZENTEIL WÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den Pflanzenposten [wie zuvor].	UNCHANGED_OBSERVED	0	9	2	5	Wähle den Pflanzenposten [wie zuvor].	f11r|f13r|f55v|f56r|f95v	G407-E0352|G407-E0360|G407-E0384|G407-E0386|G407-E0430|G407-E0768|G407-E0875|G407-E4436|G407-E4563	Wähle den Arbeitswert [wie zuvor]. || Wähle den Pflanzenposten [wie zuvor].	AIIN|Y	YES	6	OK|CH|SH|K|T|R	4	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M023	G493-F01	@ACTION	S	S	BIOLOGICAL	WÄHLEN	STATION WÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den Stationsposten [wie zuvor].	UNCHANGED_OBSERVED	0	12	4	6	Wähle den Stationsposten [wie zuvor].	f75r|f76r|f77r|f81v|f82r|f83r	G407-E1731|G407-E1945|G407-E2659|G407-E2666|G407-E2691|G407-E2982|G407-E3299|G407-E3321|G407-E3544|G407-E3571|G407-E3702|G407-E3716	Wähle den Stationsanteil [wie zuvor]. || Wähle den Stationsposten [wie zuvor]. || Wähle den Stationswert [wie zuvor]. || Wähle die Stationseinheit [wie zuvor].	AIIN|AIN|OR|Y	YES	5	OK|CH|SH|CHD|R	4	SOURCE_SECTION_T|HERBAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M024	G493-F01	@ACTION	S	S	CELESTIAL	WÄHLEN	POSITION WÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle.	UNCHANGED_OBSERVED	0	3	3	1	Wähle.	f67r2|f72r	G407-E0903|G407-E1243|G407-E1325	Wähle den Positionsposten [wie zuvor]. || Wähle die Positionseinheit [wie zuvor]. || Wähle.	OR|Y	YES	1	R	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M025	G493-F01	@ACTION	S	S	PHARMA	WÄHLEN	DROGENPOSTEN WÄHLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den Drogenposten [wie zuvor].	UNCHANGED_OBSERVED	0	13	4	9	Wähle den Drogenposten [wie zuvor].	f88r|f88v|f89r	G407-E3812|G407-E3860|G407-E3862|G407-E3887|G407-E3903|G407-E3959|G407-E4090|G407-E4099|G407-E4147|G407-E4269|G407-E4289|G407-E4340|G407-E4378	Wähle den Drogenanteil [wie zuvor]. || Wähle den Drogenposten [wie zuvor]. || Wähle den Mengenwert [wie zuvor]. || Wähle die Ansatzeinheit [wie zuvor].	AIIN|AIN|OR|Y	YES	1	R	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M028	G493-F01	@ACTION	CHD	CHD	BIOLOGICAL	BEARBEITEN	POSTEN BEARBEITEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Bearbeite den Stationswert [wie zuvor].	UNCHANGED_OBSERVED	0	2	2	1	Bearbeite den Stationswert [wie zuvor].	f77r|f83r	G407-E2428|G407-E3624	Bearbeite den Stationsanteil [wie zuvor]. || Bearbeite den Stationswert [wie zuvor].	AIIN|AIN	YES	5	OK|CH|SH|S|R	0	NONE	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M032	G493-F01	@ACTION	T	T	HERBAL	EINSTELLEN	ARBEITSSTUFE EINSTELLEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Stelle den Pflanzenposten [wie zuvor] ein.	UNCHANGED_OBSERVED	0	1	1	1	Stelle den Pflanzenposten [wie zuvor] ein.	f56r	G407-E0858	Stelle den Pflanzenposten [wie zuvor] ein.	Y	YES	6	OK|CH|SH|K|S|R	0	NONE	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M036	G493-F01	@ACTION	R	R	SOURCE_SECTION_T	MARKIEREN	KENNZEICHNEN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Kennzeichne den laufenden Eintrag [wie zuvor].	UNCHANGED_OBSERVED	0	1	1	1	Kennzeichne den laufenden Eintrag [wie zuvor].	f1r	G407-E0110	Kennzeichne den laufenden Eintrag [wie zuvor].	Y	YES	3	OK|SH|S	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M037	G493-F01	@ACTION	R	R	HERBAL	MARKIEREN	TEIL MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Markiere den Pflanzenposten [wie zuvor].	UNCHANGED_OBSERVED	0	3	2	2	Markiere den Pflanzenposten [wie zuvor].	f24v|f56r	G407-E0644|G407-E0860|G407-E0886	Markiere den Pflanzenposten [wie zuvor]. || Markiere die Arbeitseinheit [wie zuvor].	OR|Y	YES	6	OK|CH|SH|K|S|T	4	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M038	G493-F01	@ACTION	R	R	BIOLOGICAL	MARKIEREN	STATION MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Markiere den Stationsposten [wie zuvor].	UNCHANGED_OBSERVED	0	12	2	11	Markiere den Stationsposten [wie zuvor].	f75r|f76r|f77r|f81v|f82r|f83r	G407-E1463|G407-E1527|G407-E1912|G407-E2127|G407-E2152|G407-E2513|G407-E2656|G407-E3063|G407-E3237|G407-E3273|G407-E3296|G407-E3532	Markiere den Stationsposten [wie zuvor]. || Markiere.	Y	YES	5	OK|CH|SH|S|CHD	4	SOURCE_SECTION_T|HERBAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M039	G493-F01	@ACTION	R	R	CELESTIAL	MARKIEREN	POSITION MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Markiere den Positionsposten [wie zuvor].	UNCHANGED_OBSERVED	0	2	2	1	Markiere den Positionsposten [wie zuvor].	f67r2|f72r	G407-E0938|G407-E1249	Markiere den Positionsposten [wie zuvor]. || Markiere die Positionseinheit [wie zuvor].	OR|Y	YES	1	S	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M040	G493-F01	@ACTION	R	R	PHARMA	MARKIEREN	POSTEN MARKIEREN	ACTIVE_ARGUMENT_REQUIRED	READABLE	NONE	OBSERVED_CLAUSE	GDT497_CURRENT_DEFAULT_INHERITED	Markiere den Drogenposten [wie zuvor].	UNCHANGED_OBSERVED	0	3	2	2	Markiere den Drogenposten [wie zuvor].	f88v|f89r	G407-E4030|G407-E4172|G407-E4386	Markiere den Drogenposten [wie zuvor]. || Markiere den Mengenwert [wie zuvor].	AIIN|Y	YES	1	S	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M046	G493-F02	@ACTION+AIIN	OK	OK+AIIN	SOURCE_SECTION_T	SETZEN · WERT	EINTRAGEN · KENNWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Trage den Kennwert ein.	UNCHANGED_OBSERVED	0	1	1	1	Trage den Kennwert ein.	f1r	G407-E0037	Trage den Kennwert ein.	NONE	YES	2	SH|K	4	HERBAL|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M047	G493-F02	@ACTION+AIIN	OK	OK+AIIN	HERBAL	SETZEN · WERT	ARBEITSGANG ANSETZEN · ARBEITSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Setze den Arbeitswert im Arbeitsgang an.	UNCHANGED_OBSERVED	0	11	1	11	Setze den Arbeitswert im Arbeitsgang an.	f17r|f24v|f55v|f56r|f95v	G407-E0515|G407-E0634|G407-E0721|G407-E0747|G407-E0763|G407-E0770|G407-E0861|G407-E4435|G407-E4444|G407-E4480|G407-E4574	Setze den Arbeitswert im Arbeitsgang an.	NONE	YES	5	CH|SH|CHD|T|R	4	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M048	G493-F02	@ACTION+AIIN	OK	OK+AIIN	BIOLOGICAL	SETZEN · WERT	STATIONSGANG ANSETZEN · STATIONSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Setze den Stationswert im Stationsgang an.	UNCHANGED_OBSERVED	0	44	1	44	Setze den Stationswert im Stationsgang an.	f75r|f76r|f77r|f81v|f82r|f83r	G407-E1823|G407-E1954|G407-E2080|G407-E2093|G407-E2129|G407-E2133|G407-E2277|G407-E2332|G407-E2387|G407-E2413|G407-E2443|G407-E2451|G407-E2460|G407-E2521|G407-E2545|G407-E2551|G407-E2566|G407-E2596|G407-E2600|G407-E2601|G407-E2605|G407-E2609|G407-E2630|G407-E2646|G407-E2685|G407-E2936|G407-E2956|G407-E2966|G407-E2976|G407-E3198|G407-E3199|G407-E3244|G407-E3248|G407-E3280|G407-E3287|G407-E3348|G407-E3351|G407-E3393|G407-E3410|G407-E3464|G407-E3480|G407-E3506|G407-E3551|G407-E3584	Setze den Stationswert im Stationsgang an.	NONE	YES	5	K|S|CHD|T|R	4	SOURCE_SECTION_T|HERBAL|CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M049	G493-F02	@ACTION+AIIN	OK	OK+AIIN	CELESTIAL	SETZEN · WERT	POSITION SETZEN · POSITIONSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Setze den Positionswert.	UNCHANGED_OBSERVED	0	7	1	7	Setze den Positionswert.	f71v|f72r	G407-E1132|G407-E1178|G407-E1193|G407-E1194|G407-E1231|G407-E1289|G407-E1298	Setze den Positionswert.	NONE	YES	3	K|S|CHD	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M050	G493-F02	@ACTION+AIIN	OK	OK+AIIN	PHARMA	SETZEN · WERT	ANSATZ ANSETZEN · MENGENWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Setze den Mengenwert als Ansatz an.	UNCHANGED_OBSERVED	0	1	1	1	Setze den Mengenwert als Ansatz an.	f88r	G407-E3877	Setze den Mengenwert als Ansatz an.	NONE	YES	3	CH|S|T	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|CELESTIAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M052	G493-F02	@ACTION+AIIN	CH	CH+AIIN	HERBAL	NEHMEN · WERT	PFLANZENTEIL NEHMEN · ARBEITSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Nimm den Arbeitswert.	UNCHANGED_OBSERVED	0	4	1	4	Nimm den Arbeitswert.	f10r|f11r|f55v	G407-E0245|G407-E0331|G407-E0355|G407-E0722	Nimm den Arbeitswert.	NONE	YES	5	OK|SH|CHD|T|R	1	PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M055	G493-F02	@ACTION+AIIN	CH	CH+AIIN	PHARMA	NEHMEN · WERT	DROGENPOSTEN NEHMEN · MENGENWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Nimm den Mengenwert.	UNCHANGED_OBSERVED	0	1	1	1	Nimm den Mengenwert.	f89r	G407-E4160	Nimm den Mengenwert.	NONE	YES	3	OK|S|T	1	HERBAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M056	G493-F02	@ACTION+AIIN	SH	SH+AIIN	SOURCE_SECTION_T	HALTEN · WERT	FESTHALTEN · KENNWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Halte den Kennwert fest.	UNCHANGED_OBSERVED	0	1	1	1	Halte den Kennwert fest.	f1r	G407-E0161	Halte den Kennwert fest.	NONE	YES	2	OK|K	1	HERBAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M057	G493-F02	@ACTION+AIIN	SH	SH+AIIN	HERBAL	HALTEN · WERT	MATERIAL HALTEN · ARBEITSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Halte den Arbeitswert.	UNCHANGED_OBSERVED	0	3	1	3	Halte den Arbeitswert.	f13r|f18r	G407-E0389|G407-E0566|G407-E0597	Halte den Arbeitswert.	NONE	YES	5	OK|CH|CHD|T|R	1	SOURCE_SECTION_T	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M061	G493-F02	@ACTION+AIIN	K	K+AIIN	SOURCE_SECTION_T	GEBEN · WERT	ZUORDNEN · KENNWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Ordne den Kennwert zu.	UNCHANGED_OBSERVED	0	2	1	2	Ordne den Kennwert zu.	f1r	G407-E0176|G407-E0182	Ordne den Kennwert zu.	NONE	YES	2	OK|SH	2	BIOLOGICAL|CELESTIAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M063	G493-F02	@ACTION+AIIN	K	K+AIIN	BIOLOGICAL	GEBEN · WERT	POSTEN ZUFÜHREN · STATIONSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Führe den Stationswert zu.	UNCHANGED_OBSERVED	0	3	1	3	Führe den Stationswert zu.	f81r|f81v	G407-E2911|G407-E2961|G407-E3006	Führe den Stationswert zu.	NONE	YES	5	OK|S|CHD|T|R	2	SOURCE_SECTION_T|CELESTIAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M064	G493-F02	@ACTION+AIIN	K	K+AIIN	CELESTIAL	GEBEN · WERT	WERT ZUORDNEN · POSITIONSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Ordne den Positionswert zu.	UNCHANGED_OBSERVED	0	1	1	1	Ordne den Positionswert zu.	f71v	G407-E1106	Ordne den Positionswert zu.	NONE	YES	3	OK|S|CHD	2	SOURCE_SECTION_T|BIOLOGICAL	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M068	G493-F02	@ACTION+AIIN	S	S+AIIN	BIOLOGICAL	WÄHLEN · WERT	STATION WÄHLEN · STATIONSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den Stationswert.	UNCHANGED_OBSERVED	0	13	1	13	Wähle den Stationswert.	f75r|f76r|f77r|f81v|f83r	G407-E1556|G407-E1944|G407-E2305|G407-E2315|G407-E2355|G407-E2470|G407-E2561|G407-E2947|G407-E3588|G407-E3639|G407-E3691|G407-E3706|G407-E3725	Wähle den Stationswert.	NONE	YES	5	OK|K|CHD|T|R	2	CELESTIAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
G498-M069	G493-F02	@ACTION+AIIN	S	S+AIIN	CELESTIAL	WÄHLEN · WERT	POSITION WÄHLEN · POSITIONSWERT	SELF_CONTAINED_ARGUMENT	READABLE	NONE	OBSERVED_CLAUSE	SELECTED_OBSERVED_CLAUSE	Wähle den Positionswert.	UNCHANGED_OBSERVED	0	2	1	2	Wähle den Positionswert.	f67r2|f72r	G407-E0942|G407-E1257	Wähle den Positionswert.	NONE	YES	3	OK|K|CHD	2	BIOLOGICAL|PHARMA	OBSERVED_EXACT_CELL	NO	NO	NO	WORKING_MEANING_MATRIX__NO_SURFACE_OR_OCCURRENCE_PREDICTION
