fusion_unit_order	fusion_unit_id	statement_id	record_unit_id	page	member_event_ids	field_ids	owner_statuses	selected_visible_owners	silent_argument_defaults	owner_accessibility	textual_item_values	primary_noun_source	literal_workshop_clause_de
28	FU028	H4-S002	H4	f55v	E063	F011	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	PAGE_OWNER_ONLY	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=verwahren; Ziel=gesetzt
29	FU029	H4-S003	H4	f55v	E064|E065|E066	F012	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	PAGE_OWNER_ONLY	Posten+Auszug	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=wärmen; Posten=Posten+Auszug; Quelle=gesetzt; Wert=Sollmaß; Grad=länger
30	FU030	H4-S003	H4	f55v	E067	F012	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	PAGE_OWNER_ONLY	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Schluss
31	FU031	H4-S004	H4	f55v	E068|E069	F013	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	PAGE_OWNER_ONLY	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt; Wert=Sollmaß
32	FU032	H4-S004	H4	f55v	E070|E071|E072|E073	F013	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	PAGE_OWNER_ONLY	Posten+Ansatz	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=weiterführen→bereithalten; Reihenfolge=weiter; Posten=Posten+Ansatz; Wert=Anteil; Zustand=bereit
33	FU033	H5-S001	H5	f56r	E074|E075|E076|E077|E078|E079	F014|F015	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Zutat+Ansatz+Posten	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=zugeben→bearbeiten→weiterführen; Reihenfolge=weiter; Posten=Zutat+Ansatz+Posten; Ziel=gesetzt; Wert=Sollmaß
34	FU034	H5-S001	H5	f56r	E080|E081|E082	F015	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Ansatz+Posten	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Ansatz+Posten; Ziel=gesetzt
35	FU035	H5-S002	H5	f56r	E083|E084|E085	F016	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Vorposten+Zutat+Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=zugeben→ansetzen; Reihenfolge=vorher; Posten=Vorposten+Zutat+Posten
36	FU036	H5-S002	H5	f56r	E086	F016	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Zutat	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten→zugeben; Posten=Zutat; Grad=länger; Schluss
37	FU037	H5-S003	H5	f56r	E087	F017	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten
38	FU038	H5-S003	H5	f56r	E088|E089	F017	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Zutat+Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=zugeben→bearbeiten; Posten=Zutat+Posten; Grad=kurz
39	FU039	H5-S003	H5	f56r	E090	F017	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
40	FU040	H5-S004	H5	f56r	E091	F018	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
41	FU041	H5-S004	H5	f56r	E092	F018	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Auszug	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=ansetzen; Posten=Auszug
42	FU042	H5-S004	H5	f56r	E093	F018	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=bearbeiten; Ziel=gesetzt
43	FU043	H5-S005	H5	f56r	E094|E095	F019	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Zutat+Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=zugeben→ansetzen; Posten=Zutat+Posten
44	FU044	H5-S005	H5	f56r	E096|E097	F019	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Auszug	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=folgen→anwenden; Reihenfolge=danach; Posten=Auszug; Quelle=gesetzt
45	FU045	H5-S006	H5	f56r	E098|E099|E100	F020	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	PAGE_OWNER_ONLY	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→weiterführen; Reihenfolge=danach+weiter; Posten=Posten; Wert=Sollmaß; Grad=kurz
46	FU046	B1-S001	B1	f81v	E101	F021	PAGE_OWNER_ONLY	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	PAGE_OWNER_ONLY	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
47	FU047	B1-S002	B1	f81v	E102|E103	F022	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Lauf=gesetzt; Wert=Sollmaß
48	FU048	B1-S002	B1	f81v	E104|E105	F022	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Quelle=gesetzt; Ziel=gesetzt
49	FU049	B1-S002	B1	f81v	E106|E107	F022	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Wert=Anteil
50	FU050	B1-S002	B1	f81v	E108|E109	F022	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Ziel=gesetzt; Wert=Anteil
51	FU051	B1-S002	B1	f81v	E110	F022	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
52	FU052	B1-S002	B1	f81v	E111	F022	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
53	FU053	B1-S002	B1	f81v	E112|E113	F022|F023	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Zusatz+Ansatz	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Zusatz+Ansatz
54	FU054	B1-S002	B1	f81v	E114	F023	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
55	FU055	B1-S002	B1	f81v	E115|E116	F023	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=durchleiten; Ziel=gesetzt; Wert=Sollmaß; Grad=kurz
56	FU056	B1-S002	B1	f81v	E117|E118	F023	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt; Wert=Sollmaß; Grad=länger
57	FU057	B1-S002	B1	f81v	E119	F023	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten
58	FU058	B1-S002	B1	f81v	E120	F023	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
59	FU059	B1-S003	B1	f81v	E121	F024	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
60	FU060	B1-S003	B1	f81v	E122	F025	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten→bearbeiten→umsetzen; Schluss
61	FU061	B1-S004	B1	f81v	E123	F026	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
62	FU062	B1-S004	B1	f81v	E124	F026	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
63	FU063	B1-S004	B1	f81v	E125	F026	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
64	FU064	B1-S005	B1	f81v	E126	F027	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss
65	FU065	B1-S006	B1	f81v	E127	F028	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Anteil
66	FU066	B1-S006	B1	f81v	E128|E129|E130	F028	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten+Zusatz	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten+Zusatz; Ziel=gesetzt
67	FU067	B1-S007	B1	f81v	E131	F029	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	NONE	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→umsetzen; Schluss
68	FU068	B1-S008	B1	f81v	E132|E133	F030	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Posten
69	FU069	B1-S008	B1	f81v	E134	F030	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	INHERITED_VISIBLE_OWNER	Posten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Grad=kurz
