statement_order	statement_id	record_unit_id	page	clause_count	visible_owners	owner_resolved_generic_clauses	owner_supplied_elliptic_clauses	text_named_object_clauses	unresolved_owner_clauses	concrete_source_expansion_de
11	H4-S002	H4	f55v	2	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	1	1	0	0	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Wringe den Ansatz durch Tuch aus, sammle den klaren Anteil und verwende ihn frisch als Waschung.
12	H4-S003	H4	f55v	2	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	0	1	1	0	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Nimm den Pflanzenrest, gib Bindestoff zu und bearbeite ihn bis zum gebundenen Zustand.
13	H4-S004	H4	f55v	2	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	0	1	1	0	Bei der Bildpflanze, dem geklärten Blattauszug und dem gebundenen Rest: Teile eine Portion der gebundenen Bereitung ab, bringe sie an die örtliche Stelle und verwende sie als gebundene Anwendung.
14	H5-S001	H5	f56r	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	0	0	2	0	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm frisches Kraut, setze es mit Wasser kurz an und bereite daraus eine Waschung.
15	H5-S002	H5	f56r	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	2	0	0	0	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Nimm vom selben nassen Pflanzenstoff einen zweiten Teil und verwende ihn als gebundene Anwendung.
16	H5-S003	H5	f56r	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	2	1	0	0	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.
17	H5-S004	H5	f56r	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	1	1	1	0	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.
18	H5-S005	H5	f56r	2	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	1	0	1	0	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.
19	H5-S006	H5	f56r	1	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	1	0	0	0	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.
20	B1-S001	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	0	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
21	B1-S002	B1	f81v	12	B1_SHARED_TWO_ROW_POOL	1	10	1	0	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.
22	B1-S003	B1	f81v	2	B1_SHARED_TWO_ROW_POOL	0	2	0	0	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe
23	B1-S004	B1	f81v	3	B1_SHARED_TWO_ROW_POOL	1	2	0	0	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe
24	B1-S005	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	0	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten weiter und schließe
25	B1-S006	B1	f81v	2	B1_SHARED_TWO_ROW_POOL	1	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.
26	B1-S007	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	0	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Setze die abgekühlte Badmischung um und schließe
27	B1-S008	B1	f81v	4	B1_SHARED_TWO_ROW_POOL	2	2	0	0	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
28	B1-S009	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	0	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
29	B1-S010	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	0	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe
30	B1-S011	B1	f81v	2	B1_SHARED_TWO_ROW_POOL	2	0	0	0	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an
31	B1-S012	B1	f81v	3	B1_SHARED_TWO_ROW_POOL	1	2	0	0	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
32	B1-S013	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	0	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Wasche und schließe
33	B1-S014	B1	f81v	4	B1_SHARED_TWO_ROW_POOL	1	3	0	0	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.
34	B1-S015	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	1	0	0	0	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe
35	B1-S016	B1	f81v	4	B1_SHARED_TWO_ROW_POOL	1	3	0	0	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe
36	B1-S017	B1	f81v	2	B1_SHARED_TWO_ROW_POOL	0	2	0	0	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.
37	B1-S018	B1	f81v	3	B1_SHARED_TWO_ROW_POOL	1	2	0	0	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.
38	B1-S019	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	0	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Lass absetzen und schließe
39	B1-S020	B1	f81v	2	B1_SHARED_TWO_ROW_POOL	1	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe
40	B1-S021	B1	f81v	1	B1_SHARED_TWO_ROW_POOL	0	1	0	0	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten dorthin
41	B2-S001	B2	f82r	1	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Setze um und schließe
42	B2-S002	B2	f82r	1	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Führe weiter und schließe
43	B2-S003	B2	f82r	2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	1	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe
44	B2-S004	B2	f82r	5	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	2	3	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe
45	B2-S005	B2	f82r	8	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	3	5	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.
46	B2-S006	B2	f82r	3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	3	0	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
47	B2-S007	B2	f82r	1	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe
48	B2-S008	B2	f82r	2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	0	2	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe
49	B2-S009	B2	f82r	1	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Lass weiter absetzen und schließe
50	B2-S010	B2	f82r	3	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	2	0	1	0	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.
51	B2-S011	B2	f82r	3	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	0	3	0	3	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe
52	B2-S012	B2	f82r	5	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	3	0	2	1	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.
53	B2-S013	B2	f82r	1	B2_LOWER_GREEN_MULTI_FIGURE_POOL	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Führe ab und schließe
54	B2-S014	B2	f82r	1	B2_LOWER_GREEN_MULTI_FIGURE_POOL	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Führe von dort ab.
55	B2-S015	B2	f82r	1	B2_LOWER_POOL_EDGE_STATIONS	0	0	1	0	An der jeweils neu gesetzten lokalen Beckenstation: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.
56	B2-S016	B2	f82r	5	B2_LOWER_POOL_EDGE_STATIONS	2	3	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
57	B2-S017	B2	f82r	1	B2_LOWER_POOL_EDGE_STATIONS	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.
58	B2-S018	B2	f82r	1	B2_LOWER_POOL_EDGE_STATIONS	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe
59	B2-S019	B2	f82r	1	B2_LOWER_POOL_EDGE_STATIONS	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Waschgang aus und schließe.
60	B2-S020	B2	f82r	1	B2_LOWER_POOL_EDGE_STATIONS	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Nimm die lange Folge und schließe
61	B2-S021	B2	f82r	1	B2_LOWER_POOL_EDGE_STATIONS	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe
62	B2-S022	B2	f82r	1	B2_LOWER_POOL_EDGE_STATIONS	0	1	0	0	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Rest ab und schließe
63	B3-S001	B3	f83r	1	B3_UPPER_MARGIN_OPEN_FAN_STATION	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Sammle länger und schließe
64	B3-S002	B3	f83r	1	B3_UPPER_MARGIN_OPEN_FAN_STATION	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe danach dorthin, wärme länger und schließe
65	B3-S003	B3	f83r	1	B3_UPPER_MARGIN_OPEN_FAN_STATION	1	0	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe
66	B3-S004	B3	f83r	1	B3_UPPER_MARGIN_OPEN_FAN_STATION	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus
67	B3-S005	B3	f83r	1	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze die entnommene Sollmaßportion um und schließe
68	B3-S006	B3	f83r	3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	2	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe
69	B3-S007	B3	f83r	3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	2	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe
70	B3-S008	B3	f83r	1	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe
71	B3-S009	B3	f83r	1	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	0	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten an
72	B3-S010	B3	f83r	1	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe
73	B3-S011	B3	f83r	3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	3	0	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
74	B3-S012	B3	f83r	1	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	0	0	1	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe
75	B3-S013	B3	f83r	3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	1	2	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe
76	B3-S014	B3	f83r	2	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	0	2	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass Wasser ein, lass länger absetzen und schließe
77	B3-S015	B3	f83r	1	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe
78	B3-S016	B3	f83r	2	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	2	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab, setze den Posten um und schließe.
79	B3-S017	B3	f83r	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	1	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe
80	B3-S018	B3	f83r	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	1	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe
81	B3-S019	B3	f83r	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	1	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe
82	B3-S020	B3	f83r	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	1	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe dorthin, führe ab und schließe
83	B3-S021	B3	f83r	6	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	3	3	0	6	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
84	B3-S022	B3	f83r	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	1	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe die Folgeumsetzung aus und schließe
85	B3-S023	B3	f83r	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	1	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe
86	B3-S024	B3	f83r	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	1	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe
87	B3-S025	B3	f83r	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	0	1	0	1	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe
88	B3-S026	B3	f83r	6	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	2	3	1	6	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.
89	B3-S027	B3	f83r	1	B3_MAIN_ARCH_LINKED_PAIR	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm die lange Folge und schließe
90	B3-S028	B3	f83r	2	B3_MAIN_ARCH_LINKED_PAIR	1	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe
91	B3-S029	B3	f83r	2	B3_MAIN_ARCH_LINKED_PAIR	1	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
92	B3-S030	B3	f83r	2	B3_MAIN_ARCH_LINKED_PAIR	1	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe
93	B3-S031	B3	f83r	1	B3_MAIN_ARCH_LINKED_PAIR	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe
94	B3-S032	B3	f83r	2	B3_MAIN_ARCH_LINKED_PAIR	1	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
95	B3-S033	B3	f83r	1	B3_MAIN_ARCH_LINKED_PAIR	0	1	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Ziehe ab und schließe
96	B3-S034	B3	f83r	3	B3_MAIN_ARCH_LINKED_PAIR	3	0	0	0	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
97	B4-S001	B4	f83r	1	B4_MAIN_ARCH_LINKED_PAIR	0	1	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe
98	B4-S002	B4	f83r	3	B4_MAIN_ARCH_LINKED_PAIR	2	1	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
99	B4-S003	B4	f83r	5	B4_MAIN_ARCH_LINKED_PAIR	3	2	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
100	B4-S004	B4	f83r	1	B4_MAIN_ARCH_LINKED_PAIR	1	0	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe
101	B4-S005	B4	f83r	2	B4_MAIN_ARCH_LINKED_PAIR	0	1	1	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
102	B4-S006	B4	f83r	1	B4_MAIN_ARCH_LINKED_PAIR	0	1	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
103	B4-S007	B4	f83r	1	B4_MAIN_ARCH_LINKED_PAIR	0	1	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
104	B4-S008	B4	f83r	3	B4_MAIN_ARCH_LINKED_PAIR	2	1	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
105	B4-S009	B4	f83r	1	B4_MAIN_ARCH_LINKED_PAIR	0	1	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe
106	B4-S010	B4	f83r	1	B4_MAIN_ARCH_LINKED_PAIR	0	1	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe
107	B4-S011	B4	f83r	6	B4_MAIN_LEFT_OPEN_FRINGE_STATION	2	4	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
108	B4-S012	B4	f83r	1	B4_MAIN_LEFT_OPEN_FRINGE_STATION	0	1	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe
109	B4-S013	B4	f83r	2	B4_MAIN_LEFT_OPEN_FRINGE_STATION	0	2	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe
110	B4-S014	B4	f83r	1	B4_MAIN_LEFT_OPEN_FRINGE_STATION	0	0	1	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
111	B4-S015	B4	f83r	4	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	1	2	1	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
112	B4-S016	B4	f83r	3	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	0	3	0	0	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
113	B5-S001	B5	f83r	1	B5_LEFT_OPEN_FRINGE_STATION	0	1	0	0	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe
114	B5-S002	B5	f83r	1	B5_LEFT_OPEN_FRINGE_STATION	0	1	0	0	An der linken figurenlosen Dienststation: Setze um und schließe
115	B5-S003	B5	f83r	6	B5_LEFT_OPEN_FRINGE_STATION	1	5	0	0	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
116	B6-S001	B6	f83r	4	B6_RIGHT_S_RUN_MULTIPORT_STATION	2	1	1	0	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
