event_id	page	record	statement_id	surface	card_no	component_parse	source_object_class	recipe_object_de	operation_de	local_output_de	water_wine_oil_word_claim
E013	f10r	H1	H1-S002	chol	PROC013	OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E014	f10r	H1	H1-S002	cthy	PROC014	CTH+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E015	f10r	H2	H2-S001	ycheor	PROC015	Y+CH+E+OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	abziehen	abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E016	f10r	H2	H2-S001	cthy	PROC014	CTH+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E017	f10r	H2	H2-S001	chor	PROC016	OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	adressieren oder spezifizieren	aktueller Ansatz	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E018	f10r	H2	H2-S001	cthaiin	PROC017	CTH+AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E019	f10r	H2	H2-S001	qoctholy	PROC018	O+CTH+OL+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E020	f10r	H2	H2-S001	dy	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E021	f10r	H2	H2-S001	chy	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E022	f10r	H2	H2-S001	taiin	PROC009	AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E023	f10r	H2	H2-S001	shy	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E024	f10r	H2	H2-S002	qotchor	PROC020	OT+CH+OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	abziehen	abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E025	f10r	H2	H2-S002	chor	PROC016	OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	adressieren oder spezifizieren	aktueller Ansatz	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E026	f10r	H2	H2-S002	otol	PROC021	OT+OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E027	f10r	H2	H2-S002	chol	PROC013	OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E028	f10r	H2	H2-S002	cholor	PROC022	OL+OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	adressieren oder spezifizieren	aktueller Ansatz	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E029	f10r	H2	H2-S002	chol	PROC013	OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E030	f10r	H2	H2-S002	daiin	PROC009	AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E031	f10r	H2	H2-S002	dar	PROC003	AR	SOURCE_STOCK	Vorrat derselben Pflanzencharge oder Traegerfluessigkeit	adressieren oder spezifizieren	lokaler Quellvorrat	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E032	f10r	H2	H2-S003	oykchor	PROC023	O+Y+K+OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E033	f10r	H2	H2-S003	shor	PROC016	OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	adressieren oder spezifizieren	aktueller Ansatz	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E034	f10r	H2	H2-S003	chor	PROC016	OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	adressieren oder spezifizieren	aktueller Ansatz	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E035	f10r	H2	H2-S003	chy	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E036	f10r	H2	H2-S003	kaiiin	PROC024	K+IIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E037	f10r	H2	H2-S003	dy	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E038	f10r	H2	H2-S003	chodaiin	PROC025	CH+O+AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	abziehen	abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E039	f11r	H3	H3-S001	tshol	PROC026	T+SH+OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	eintragen + halten	im Arbeitsfach eingetragener Posten -> gehaltener oder einwirkender Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E040	f11r	H3	H3-S001	schoal	PROC027	SH+O+AL	TARGET_PLACE	Ansatzgefaess, Auffangfach oder spaetere Auflagestelle	halten	gehaltener oder einwirkender Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E041	f11r	H3	H3-S001	cfhy	PROC028	CFH+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	auswringen	ausgedrueckter Stoff oder Pressfluessigkeit	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E042	f11r	H3	H3-S001	shfydaiin	PROC029	SH+Y+AIIN	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	halten	gehaltener oder einwirkender Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E043	f11r	H3	H3-S001	cphy	PROC030	P+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	hineingeben	in den Empfaenger eingebrachter Stoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E044	f11r	H3	H3-S001	shey	PROC031	SH+EE+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	halten	gehaltener oder einwirkender Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E045	f11r	H3	H3-S001	tchody	PROC032	T+CH+O+DY	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	eintragen + abziehen	im Arbeitsfach eingetragener Posten -> abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E046	f11r	H3	H3-S002	shoyty	PROC033	SH+O+Y+T+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	halten + eintragen	gehaltener oder einwirkender Arbeitsposten -> im Arbeitsfach eingetragener Posten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E047	f11r	H3	H3-S003	dchol	PROC034	OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E048	f11r	H3	H3-S003	chy	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E049	f11r	H3	H3-S003	kchy	PROC035	K+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E050	f11r	H3	H3-S003	dy	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E051	f11r	H3	H3-S003	daiin	PROC009	AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E052	f11r	H3	H3-S004	qotchy	PROC036	OT+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E053	f11r	H3	H3-S004	okchol	PROC037	OK+OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	ansetzen	angesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E054	f11r	H3	H3-S004	cthy	PROC014	CTH+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E055	f11r	H3	H3-S004	dy	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E056	f55v	H4	H4-S001	qokaiin	PROC038	OK+AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	ansetzen	angesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E057	f55v	H4	H4-S001	chaiin	PROC009	AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E058	f55v	H4	H4-S001	ykain	PROC039	Y+K+AIN	PORTION	abgeteilte Pflanzen- oder Fluessigkeitsportion	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E059	f55v	H4	H4-S001	ykan	PROC040	Y+K+AIN	PORTION	abgeteilte Pflanzen- oder Fluessigkeitsportion	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E060	f55v	H4	H4-S001	ody	PROC041	O+DY	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E061	f55v	H4	H4-S002	daiin	PROC009	AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E062	f55v	H4	H4-S002	chedy	PROC042	CHD+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	umsetzen	umgesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E063	f55v	H4	H4-S002	talam	PROC043	TALAM	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	verwahren	verwahrter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E064	f55v	H4	H4-S003	ykaiin	PROC044	Y+K+AIIN	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E065	f55v	H4	H4-S003	cheoar	PROC045	CH+E+O+AR	SOURCE_STOCK	Vorrat derselben Pflanzencharge oder Traegerfluessigkeit	abziehen	abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E066	f55v	H4	H4-S003	cheeky	PROC046	CHK+EE+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	waermen	erwaermter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E067	f55v	H4	H4-S003	oldy	PROC047	OL+DY	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E068	f55v	H4	H4-S004	aiin	PROC009	AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E069	f55v	H4	H4-S004	okal	PROC048	OK+AL	TARGET_PLACE	Ansatzgefaess, Auffangfach oder spaetere Auflagestelle	ansetzen	angesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E070	f55v	H4	H4-S004	oltchy	PROC049	OL+T+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	eintragen	im Arbeitsfach eingetragener Posten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E071	f55v	H4	H4-S004	or	PROC016	OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	adressieren oder spezifizieren	aktueller Ansatz	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E072	f55v	H4	H4-S004	y	PROC019	Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E073	f55v	H4	H4-S004	orain	PROC050	OR+AIN	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	adressieren oder spezifizieren	aktueller Ansatz	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E074	f56r	H5	H5-S001	chochor	PROC051	HO+CH+OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	abziehen	abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E075	f56r	H5	H5-S001	cho	PROC052	HO	MATERIAL_CHARGE	frische Pflanzengabe dieses Artikels	adressieren oder spezifizieren	einzusetzende Materialgabe	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E076	f56r	H5	H5-S001	chodaly	PROC053	HO+AL+Y	MATERIAL_CHARGE	frische Pflanzengabe dieses Artikels	adressieren oder spezifizieren	einzusetzende Materialgabe	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E077	f56r	H5	H5-S001	daiin	PROC009	AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E078	f56r	H5	H5-S001	sho	PROC052	HO	MATERIAL_CHARGE	frische Pflanzengabe dieses Artikels	adressieren oder spezifizieren	einzusetzende Materialgabe	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E079	f56r	H5	H5-S001	kchol	PROC054	K+OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E080	f56r	H5	H5-S001	otchor	PROC020	OT+CH+OR	PREPARATION	aktuelle Auszugs- oder Auflagenzubereitung	abziehen	abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E081	f56r	H5	H5-S001	choky	PROC008	OK+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	ansetzen	angesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E082	f56r	H5	H5-S001	dal	PROC055	AL	TARGET_PLACE	Ansatzgefaess, Auffangfach oder spaetere Auflagestelle	adressieren oder spezifizieren	bezeichnete Zielstelle	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E083	f56r	H5	H5-S002	schol	PROC034	OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E084	f56r	H5	H5-S002	choy	PROC056	HO+Y	MATERIAL_CHARGE	frische Pflanzengabe dieses Artikels	adressieren oder spezifizieren	einzusetzende Materialgabe	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E085	f56r	H5	H5-S002	choky	PROC008	OK+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	ansetzen	angesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E086	f56r	H5	H5-S002	cheeckhody	PROC057	CH+EE+CKH+O+DY	PASSAGE	lokaler Auslass, Tuchweg oder Durchlass des Ansatzes	abziehen	abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E087	f56r	H5	H5-S003	sh	PROC058	SH	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	halten	gehaltener oder einwirkender Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E088	f56r	H5	H5-S003	cho	PROC052	HO	MATERIAL_CHARGE	frische Pflanzengabe dieses Artikels	adressieren oder spezifizieren	einzusetzende Materialgabe	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E089	f56r	H5	H5-S003	kchey	PROC059	K+E+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E090	f56r	H5	H5-S003	qokokchy	PROC060	OK+OK+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	ansetzen + ansetzen	angesetzter Arbeitsposten -> angesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E091	f56r	H5	H5-S004	okchy	PROC011	OK+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	ansetzen	angesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E092	f56r	H5	H5-S004	chokcheo	PROC061	OK+CH+E+O	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	ansetzen + abziehen	angesetzter Arbeitsposten -> abgenommener oder abgezogener Anteil	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E093	f56r	H5	H5-S004	kchal	PROC062	K+AL	TARGET_PLACE	Ansatzgefaess, Auffangfach oder spaetere Auflagestelle	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E094	f56r	H5	H5-S005	sho	PROC052	HO	MATERIAL_CHARGE	frische Pflanzengabe dieses Artikels	adressieren oder spezifizieren	einzusetzende Materialgabe	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E095	f56r	H5	H5-S005	chokchy	PROC011	OK+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	ansetzen	angesetzter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E096	f56r	H5	H5-S005	kchoar	PROC063	K+HO+AR	MATERIAL_CHARGE	frische Pflanzengabe dieses Artikels	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E097	f56r	H5	H5-S005	sotodan	PROC064	OT+O+AIN	PORTION	abgeteilte Pflanzen- oder Fluessigkeitsportion	adressieren oder spezifizieren	abgeteilte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E098	f56r	H5	H5-S006	otchey	PROC065	OT+Y	CURRENT_ITEM	aktuelle Portion oder Zwischencharge dieses Rezepts	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E099	f56r	H5	H5-S006	keol	PROC066	K+E+OL	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	zufuehren	zugefuehrte Portion	NONE__MEDIUM_IS_ARTICLE_CONTEXT
E100	f56r	H5	H5-S006	daiin	PROC009	AIIN	OWNER_BOUND_MATERIAL	Pflanzenstoff oder Zwischenprodukt des sichtbaren Pflanzenbesitzers	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	NONE__MEDIUM_IS_ARTICLE_CONTEXT
