event_serial	page	locus	record	field_id	surface	joint_tuple_id	selected_mnemonic	previous_surface_in_field	next_surface_in_field	field_surface_sequence	field_local_expansion_v59	terminal_status
34	f10r	f10r.9	2	F005	chor	7a4bb8136330ee4e6e56	ANSATZ?	shor	chy	oykchor shor chor chy kaiiin dy chodaiin	wenn sich die Blüte geöffnet hat ; Die bereitete Arbeitsflüssigkeit ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; bis ein bitterer Geschmack bleibt ; Diese aktive Portion ; bewahre diesen Anteil unter Öl	NONCLOSE
44	f11r	f11r.1	1	F006	shey	b5df9126607030b95175	KLAR?	cphy	tchody	tshol schoal cfhy shfydaiin cphy shey tchody	sammle die Wurzel im Frühjahr ; vom schattigen Waldort ; bevor sich die Blütenkrone öffnet ; presse die gequetschte Wurzel durch ein Tuch ; seihe die Flüssigkeit ein zweites Mal ; Bis die Flüssigkeit klar abläuft ; lasse die geseihte Flüssigkeit offen abkühlen	NONCLOSE
51	f11r	f11r.4	1	F008	daiin	2f1c5e56e8f0ff459065	MASS?	dy	FIELD_END	dchol chy kchy dy daiin	von diesem abgebildeten Simplex ; Diese aktive Portion ; binde es auf die geschwollene Stelle ; Diese aktive Portion ; Ein vorgeschriebenes Maß	NONCLOSE
54	f11r	f11r.7	1	F009	cthy	e0b630cb1b5df5e7105b	BEREIT?	okchol	dy	qotchy okchol cthy dy	bereite aus den Blättern einen warmen Umschlag ; lege ihn warm auf ; Sobald die Zubereitung gebrauchsfertig ist ; Diese aktive Portion	NONCLOSE
57	f55v	f55v.5	1	F010	chaiin	2f1c5e56e8f0ff459065	MASS?	qokaiin	ykain	qokaiin chaiin ykain ykan ody	beginne den nächsten abgemessenen Posten ; Ein vorgeschriebenes Maß ; koche das breite Blatt sanft ; in Weißwein ; lasse es ziehen, bis die Flüssigkeit klar ist	NONCLOSE
61	f55v	f55v.5	1	F011	daiin	2f1c5e56e8f0ff459065	MASS?	FIELD_START	chedy	daiin chedy talam	Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die wunde Stelle einmal	NONCLOSE
68	f55v	f55v.11	1	F013	aiin	2f1c5e56e8f0ff459065	MASS?	FIELD_START	okal	aiin okal oltchy or y orain	Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	NONCLOSE
71	f55v	f55v.11	1	F013	or	7a4bb8136330ee4e6e56	ANSATZ?	oltchy	y	aiin okal oltchy or y orain	Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	NONCLOSE
77	f56r	f56r.5	1	F014	daiin	2f1c5e56e8f0ff459065	MASS?	chodaly	FIELD_END	chochor cho chodaly daiin	sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß	NONCLOSE
81	f56r	f56r.7	1	F015	choky	276a7c2d74d1143446f4	ANWENDEN?	otchor	dal	sho kchol otchor choky dal	nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	NONCLOSE
82	f56r	f56r.7	1	F015	dal	dd0ecaf5e27d81befffc	ZIEL?	choky	FIELD_END	sho kchol otchor choky dal	nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	NONCLOSE
85	f56r	f56r.8	1	F016	choky	276a7c2d74d1143446f4	ANWENDEN?	choy	cheeckhody	schol choy choky cheeckhody	von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	NONCLOSE
98	f56r	f56r.19	1	F020	otchey	faf321940aed922846a9	ANTEIL?	FIELD_START	keol	otchey keol daiin	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	NONCLOSE
100	f56r	f56r.19	1	F020	daiin	2f1c5e56e8f0ff459065	MASS?	keol	FIELD_END	otchey keol daiin	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	NONCLOSE
101	f81v	f81v.2	1	F021	qokedy	7db18b2f0fb7ed0fcfd3	SPÜLEN?	FIELD_START	FIELD_END	qokedy	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL
109	f81v	f81v.2	1	F022	al	dd0ecaf5e27d81befffc	ZIEL?	olkain	ol	okaiin kair okal sar ol kain olkain al ol rol dl	beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl	NONCLOSE
113	f81v	f81v.7	1	F023	olor	dec401773c1f0347793d	VORIGES?	FIELD_START	ol	olor ol sheckhal daiin qokeedal daiin chckhy schedy	Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	NONCLOSE
116	f81v	f81v.7	1	F023	daiin	2f1c5e56e8f0ff459065	MASS?	sheckhal	qokeedal	olor ol sheckhal daiin qokeedal daiin chckhy schedy	Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	NONCLOSE
118	f81v	f81v.7	1	F023	daiin	2f1c5e56e8f0ff459065	MASS?	qokeedal	chckhy	olor ol sheckhal daiin qokeedal daiin chckhy schedy	Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	NONCLOSE
137	f81v	f81v.18	1	F031	qokedy	7db18b2f0fb7ed0fcfd3	SPÜLEN?	FIELD_START	FIELD_END	qokedy	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL
138	f81v	f81v.18	1	F032	qokedy	7db18b2f0fb7ed0fcfd3	SPÜLEN?	FIELD_START	FIELD_END	qokedy	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL
140	f81v	f81v.18	1	F033	qoky	276a7c2d74d1143446f4	ANWENDEN?	chckhy	FIELD_END	chckhy qoky	durch die verbundenen Läufe ; Die aktive Portion verwenden	NONCLOSE
153	f81v	f81v.24	1	F038	okeey	0275fbf14e07935b0a45	TEMPERIEREN?	qokal	qol	qokal okeey qol cheedy	mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NONCLOSE
156	f81v	f81v.24	1	F039	sal	dd0ecaf5e27d81befffc	ZIEL?	FIELD_START	teol	sal teol dchdy	An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	NONCLOSE
166	f81v	f81v.27	1	F044	chal	dd0ecaf5e27d81befffc	ZIEL?	FIELD_START	FIELD_END	chal	An die bezeichnete Zielstelle führen	NONCLOSE
175	f82r	f82r.3	1	F049	qokeey	0275fbf14e07935b0a45	TEMPERIEREN?	FIELD_START	lcheckhedy	qokeey lcheckhedy	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	NONCLOSE
188	f82r	f82r.4	1	F052	qoky	276a7c2d74d1143446f4	ANWENDEN?	sheckhy	FIELD_END	oteey qokal sheckhy qoky	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	NONCLOSE
194	f82r	f82r.7	1	F056	qokeey	0275fbf14e07935b0a45	TEMPERIEREN?	FIELD_START	qoky	qokeey qoky ls cheey	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	NONCLOSE
195	f82r	f82r.7	1	F056	qoky	276a7c2d74d1143446f4	ANWENDEN?	qokeey	ls	qokeey qoky ls cheey	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	NONCLOSE
197	f82r	f82r.7	1	F056	cheey	b5df9126607030b95175	KLAR?	ls	FIELD_END	qokeey qoky ls cheey	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	NONCLOSE
203	f82r	f82r.23	1	F059	cheey	b5df9126607030b95175	KLAR?	FIELD_START	qcthey	cheey qcthey qokeey lcheey daiin chey qokeeedy	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	NONCLOSE
205	f82r	f82r.23	1	F059	qokeey	0275fbf14e07935b0a45	TEMPERIEREN?	qcthey	lcheey	cheey qcthey qokeey lcheey daiin chey qokeeedy	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	NONCLOSE
207	f82r	f82r.23	1	F059	daiin	2f1c5e56e8f0ff459065	MASS?	lcheey	chey	cheey qcthey qokeey lcheey daiin chey qokeeedy	Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	NONCLOSE
210	f82r	f82r.23	1	F060	lchedy	de7321bface5628e35d6	ABLASSEN?	FIELD_START	FIELD_END	lchedy	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL
214	f82r	f82r.26	1	F063	cheal	dd0ecaf5e27d81befffc	ZIEL?	FIELD_START	lchedar	cheal lchedar ches aiin oteey qokaiin okey	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	NONCLOSE
217	f82r	f82r.26	1	F063	aiin	2f1c5e56e8f0ff459065	MASS?	ches	oteey	cheal lchedar ches aiin oteey qokaiin okey	An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; das bereitete Öl ; beginne den nächsten abgemessenen Posten ; warmes Wasser	NONCLOSE
233	f83r	f83r.3	1	F073	daiin	2f1c5e56e8f0ff459065	MASS?	chey	chey	chey daiin chey lchedy	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NONCLOSE
235	f83r	f83r.3	1	F073	lchedy	de7321bface5628e35d6	ABLASSEN?	chey	FIELD_END	chey daiin chey lchedy	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL
246	f83r	f83r.6	1	F078	lchedy	de7321bface5628e35d6	ABLASSEN?	FIELD_START	FIELD_END	lchedy	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL
247	f83r	f83r.6	1	F079	qoky	276a7c2d74d1143446f4	ANWENDEN?	FIELD_START	FIELD_END	qoky	Die aktive Portion verwenden	NONCLOSE
251	f83r	f83r.8	1	F081	qoky	276a7c2d74d1143446f4	ANWENDEN?	shecthedchy	chedy	shecthedchy qoky chedy chary	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	NONCLOSE
254	f83r	f83r.11	1	F082	sor	7a4bb8136330ee4e6e56	ANSATZ?	FIELD_START	shedy	sor shedy	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NONCLOSE
259	f83r	f83r.11	1	F083	qokedy	7db18b2f0fb7ed0fcfd3	SPÜLEN?	shcthey	FIELD_END	qokaiin chkain shcthey qokedy	beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL
262	f83r	f83r.11	1	F085	lchedy	de7321bface5628e35d6	ABLASSEN?	FIELD_START	FIELD_END	lchedy	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL
268	f83r	f83r.14	1	F091	dal	dd0ecaf5e27d81befffc	ZIEL?	FIELD_START	lchedy	dal lchedy	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NONCLOSE
269	f83r	f83r.14	1	F091	lchedy	de7321bface5628e35d6	ABLASSEN?	dal	FIELD_END	dal lchedy	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL
271	f83r	f83r.14	1	F092	shcthy	e0b630cb1b5df5e7105b	BEREIT?	qokaiin	dal	qokaiin shcthy dal sy	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	NONCLOSE
272	f83r	f83r.14	1	F092	dal	dd0ecaf5e27d81befffc	ZIEL?	shcthy	sy	qokaiin shcthy dal sy	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	NONCLOSE
274	f83r	f83r.15	1	F093	saiin	2f1c5e56e8f0ff459065	MASS?	FIELD_START	shedal	saiin shedal shecthy chey tal shcthy dalchdy	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	NONCLOSE
278	f83r	f83r.15	1	F093	tal	dd0ecaf5e27d81befffc	ZIEL?	chey	shcthy	saiin shedal shecthy chey tal shcthy dalchdy	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	NONCLOSE
279	f83r	f83r.15	1	F093	shcthy	e0b630cb1b5df5e7105b	BEREIT?	tal	dalchdy	saiin shedal shecthy chey tal shcthy dalchdy	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	NONCLOSE
282	f83r	f83r.15	1	F095	lchedy	de7321bface5628e35d6	ABLASSEN?	FIELD_START	FIELD_END	lchedy	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL
289	f83r	f83r.16	1	F098	checthy	e0b630cb1b5df5e7105b	BEREIT?	qokain	chealror	cheedar chldaiin chedy qokain checthy chealror	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird	NONCLOSE
293	f83r	f83r.20	1	F101	qokeey	0275fbf14e07935b0a45	TEMPERIEREN?	FIELD_START	qokedy	qokeey qokedy	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	NONCLOSE
294	f83r	f83r.20	1	F101	qokedy	7db18b2f0fb7ed0fcfd3	SPÜLEN?	qokeey	FIELD_END	qokeey qokedy	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL
297	f83r	f83r.20	1	F102	qokedy	7db18b2f0fb7ed0fcfd3	SPÜLEN?	cheeety	FIELD_END	sol cheeety qokedy	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL
298	f83r	f83r.20	1	F103	qoky	276a7c2d74d1143446f4	ANWENDEN?	FIELD_START	saiin	qoky saiin	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	NONCLOSE
299	f83r	f83r.20	1	F103	saiin	2f1c5e56e8f0ff459065	MASS?	qoky	FIELD_END	qoky saiin	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	NONCLOSE
310	f83r	f83r.24	1	F108	checthy	e0b630cb1b5df5e7105b	BEREIT?	soiiin	chety	soiiin checthy chety otaiin olsaly shedy	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NONCLOSE
317	f83r	f83r.25	2	F110	qokeey	0275fbf14e07935b0a45	TEMPERIEREN?	qolchey	qokedy	qolchey qokeey qokedy	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	NONCLOSE
318	f83r	f83r.25	2	F110	qokedy	7db18b2f0fb7ed0fcfd3	SPÜLEN?	qokeey	FIELD_END	qolchey qokeey qokedy	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL
321	f83r	f83r.26	2	F112	otchey	faf321940aed922846a9	ANTEIL?	FIELD_START	qokeey	otchey qokeey qoky tol shedy	Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NONCLOSE
322	f83r	f83r.26	2	F112	qokeey	0275fbf14e07935b0a45	TEMPERIEREN?	otchey	qoky	otchey qokeey qoky tol shedy	Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NONCLOSE
323	f83r	f83r.26	2	F112	qoky	276a7c2d74d1143446f4	ANWENDEN?	qokeey	tol	otchey qokeey qoky tol shedy	Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NONCLOSE
332	f83r	f83r.28	2	F117	saiin	2f1c5e56e8f0ff459065	MASS?	FIELD_START	cheeky	saiin cheeky sheey qokedy	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	NONCLOSE
335	f83r	f83r.28	2	F117	qokedy	7db18b2f0fb7ed0fcfd3	SPÜLEN?	sheey	FIELD_END	saiin cheeky sheey qokedy	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL
338	f83r	f83r.35	2	F120	saiin	2f1c5e56e8f0ff459065	MASS?	FIELD_START	cheky	saiin cheky okeeol okain chdy	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	NONCLOSE
345	f83r	f83r.37	2	F122	lchedy	de7321bface5628e35d6	ABLASSEN?	FIELD_START	FIELD_END	lchedy	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL
348	f83r	f83r.38	2	F124	or	7a4bb8136330ee4e6e56	ANSATZ?	FIELD_START	chey	or chey qockhey dairydy	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	NONCLOSE
353	f83r	f83r.39	2	F125	shey	b5df9126607030b95175	KLAR?	qokain	kain	qokain shey kain chckhal	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer	NONCLOSE
357	f83r	f83r.41	2	F126	lchedy	de7321bface5628e35d6	ABLASSEN?	solkey	FIELD_END	solkey lchedy	öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	TERMINAL
359	f83r	f83r.41	2	F127	dal	dd0ecaf5e27d81befffc	ZIEL?	qolkain	FIELD_END	qolkain dal	das untere Becken ; An die bezeichnete Zielstelle führen	NONCLOSE
365	f83r	f83r.48	3	F132	dal	dd0ecaf5e27d81befffc	ZIEL?	FIELD_START	cheol	dal cheol lol chdal aiin	An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß	NONCLOSE
369	f83r	f83r.48	3	F132	aiin	2f1c5e56e8f0ff459065	MASS?	chdal	FIELD_END	dal cheol lol chdal aiin	An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß	NONCLOSE
377	f83r	f83r.54	4	F135	daiin	2f1c5e56e8f0ff459065	MASS?	FIELD_START	ol	daiin ol dain chey ldalor	Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	NONCLOSE
