component_recipe	intake_tier	register	explicit_action_roots	explicit_argument_roots	context_readiness	required_incoming_action	required_incoming_argument	empty_state_clause_de	sample_incoming_action	sample_incoming_argument	state_supplied_clause_de
AIR+AIIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Kennwert; entlang der Lesebahn.	OK	NONE	Im laufenden Gang trage den Kennwert ein; entlang der Lesebahn.
AIR+AIIN	T2_FUTURE_STRONG	HERBAL	NONE	AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Arbeitswert; entlang der Verarbeitungsbahn.	OK	NONE	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an; entlang der Verarbeitungsbahn.
AIR+AIIN	T2_FUTURE_STRONG	BIOLOGICAL	NONE	AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationswert; entlang der Stationsbahn.	OK	NONE	Im laufenden Gang setze den Stationswert im Stationsgang an; entlang der Stationsbahn.
AIR+AIIN	T2_FUTURE_STRONG	CELESTIAL	NONE	AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Positionswert; entlang der Ringbahn.	OK	NONE	Im laufenden Gang setze den Positionswert; entlang der Ringbahn.
AIR+AIIN	T2_FUTURE_STRONG	PHARMA	NONE	AIIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Mengenwert; entlang der Transferbahn.	OK	NONE	Im laufenden Gang setze den Mengenwert als Ansatz an; entlang der Transferbahn.
AIR+AIN	T3_SECOND_RING_AMBER	SOURCE_SECTION_T	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Teilwert; entlang der Lesebahn.	OK	NONE	Im laufenden Gang trage den Teilwert ein; entlang der Lesebahn.
AIR+AIN	T3_SECOND_RING_AMBER	HERBAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Materialanteil; entlang der Verarbeitungsbahn.	OK	NONE	Im laufenden Gang setze den Materialanteil im Arbeitsgang an; entlang der Verarbeitungsbahn.
AIR+AIN	T3_SECOND_RING_AMBER	BIOLOGICAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationsanteil; entlang der Stationsbahn.	OK	NONE	Im laufenden Gang setze den Stationsanteil im Stationsgang an; entlang der Stationsbahn.
AIR+AIN	T3_SECOND_RING_AMBER	CELESTIAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Sektoranteil; entlang der Ringbahn.	OK	NONE	Im laufenden Gang setze den Sektoranteil; entlang der Ringbahn.
AIR+AIN	T3_SECOND_RING_AMBER	PHARMA	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Drogenanteil; entlang der Transferbahn.	OK	NONE	Im laufenden Gang setze den Drogenanteil als Ansatz an; entlang der Transferbahn.
AIR+OL	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	NONE	NEEDS_INCOMING_ACTION_AND_ARGUMENT	YES	YES	Weiter entlang der Lesebahn.	OK	Y	Weiter im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; entlang der Lesebahn.
AIR+OL	T2_FUTURE_STRONG	HERBAL	NONE	NONE	NEEDS_INCOMING_ACTION_AND_ARGUMENT	YES	YES	Weiter entlang der Verarbeitungsbahn.	OK	Y	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; entlang der Verarbeitungsbahn.
AIR+OL	T2_FUTURE_STRONG	BIOLOGICAL	NONE	NONE	NEEDS_INCOMING_ACTION_AND_ARGUMENT	YES	YES	Weiter entlang der Stationsbahn.	OK	Y	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.
AIR+OL	T2_FUTURE_STRONG	CELESTIAL	NONE	NONE	NEEDS_INCOMING_ACTION_AND_ARGUMENT	YES	YES	Weiter entlang der Ringbahn.	OK	Y	Weiter im laufenden Gang setze den Positionsposten [wie zuvor]; entlang der Ringbahn.
AIR+OL	T2_FUTURE_STRONG	PHARMA	NONE	NONE	NEEDS_INCOMING_ACTION_AND_ARGUMENT	YES	YES	Weiter entlang der Transferbahn.	OK	Y	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; entlang der Transferbahn.
AIR+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den laufenden Eintrag; entlang der Lesebahn.	OK	NONE	Im laufenden Gang trage den laufenden Eintrag ein; entlang der Lesebahn.
AIR+Y	T2_FUTURE_STRONG	HERBAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Pflanzenposten; entlang der Verarbeitungsbahn.	OK	NONE	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; entlang der Verarbeitungsbahn.
AIR+Y	T2_FUTURE_STRONG	BIOLOGICAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationsposten; entlang der Stationsbahn.	OK	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an; entlang der Stationsbahn.
AIR+Y	T2_FUTURE_STRONG	CELESTIAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Positionsposten; entlang der Ringbahn.	OK	NONE	Im laufenden Gang setze den Positionsposten; entlang der Ringbahn.
AIR+Y	T2_FUTURE_STRONG	PHARMA	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Drogenposten; entlang der Transferbahn.	OK	NONE	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn.
AL+AIN	T1_FUTURE_HIGH	SOURCE_SECTION_T	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Teilwert; zur Zielspalte.	OK	NONE	Im laufenden Gang trage den Teilwert ein; zur Zielspalte.
AL+AIN	T1_FUTURE_HIGH	HERBAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Materialanteil; zur Zielstelle.	OK	NONE	Im laufenden Gang setze den Materialanteil im Arbeitsgang an; zur Zielstelle.
AL+AIN	T1_FUTURE_HIGH	BIOLOGICAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationsanteil; zur Zielstation.	OK	NONE	Im laufenden Gang setze den Stationsanteil im Stationsgang an; zur Zielstation.
AL+AIN	T1_FUTURE_HIGH	CELESTIAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Sektoranteil; zur Zielposition.	OK	NONE	Im laufenden Gang setze den Sektoranteil; zur Zielposition.
AL+AIN	T1_FUTURE_HIGH	PHARMA	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Drogenanteil; zum Zielgefäß.	OK	NONE	Im laufenden Gang setze den Drogenanteil als Ansatz an; zum Zielgefäß.
AR+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Teilwert; von der Ausgangszeile.	OK	NONE	Im laufenden Gang trage den Teilwert ein; von der Ausgangszeile.
AR+AIN	T2_FUTURE_STRONG	HERBAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Materialanteil; vom Ausgangsmaterial.	OK	NONE	Im laufenden Gang setze den Materialanteil im Arbeitsgang an; vom Ausgangsmaterial.
AR+AIN	T2_FUTURE_STRONG	BIOLOGICAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationsanteil; von der Ausgangsstation.	OK	NONE	Im laufenden Gang setze den Stationsanteil im Stationsgang an; von der Ausgangsstation.
AR+AIN	T2_FUTURE_STRONG	CELESTIAL	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Sektoranteil; von der Ausgangsposition.	OK	NONE	Im laufenden Gang setze den Sektoranteil; von der Ausgangsposition.
AR+AIN	T2_FUTURE_STRONG	PHARMA	NONE	AIN	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Drogenanteil; vom Ausgangsgefäß.	OK	NONE	Im laufenden Gang setze den Drogenanteil als Ansatz an; vom Ausgangsgefäß.
AR+OR	T1_FUTURE_HIGH	SOURCE_SECTION_T	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Eintragseinheit; von der Ausgangszeile.	OK	NONE	Im laufenden Gang trage die Eintragseinheit ein; von der Ausgangszeile.
AR+OR	T1_FUTURE_HIGH	HERBAL	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Arbeitseinheit; vom Ausgangsmaterial.	OK	NONE	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an; vom Ausgangsmaterial.
AR+OR	T1_FUTURE_HIGH	BIOLOGICAL	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Stationseinheit; von der Ausgangsstation.	OK	NONE	Im laufenden Gang setze die Stationseinheit im Stationsgang an; von der Ausgangsstation.
AR+OR	T1_FUTURE_HIGH	CELESTIAL	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Positionseinheit; von der Ausgangsposition.	OK	NONE	Im laufenden Gang setze die Positionseinheit; von der Ausgangsposition.
AR+OR	T1_FUTURE_HIGH	PHARMA	NONE	OR	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: die Ansatzeinheit; vom Ausgangsgefäß.	OK	NONE	Im laufenden Gang setze die Ansatzeinheit als Ansatz an; vom Ausgangsgefäß.
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den laufenden Eintrag; als neuen Einsatz und als Ausführung.	OK	NONE	Im laufenden Gang trage den laufenden Eintrag ein; als neuen Einsatz und als Ausführung.
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Pflanzenposten; als neuen Einsatz und als Ausführung.	OK	NONE	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; als neuen Einsatz und als Ausführung.
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Stationsposten; als neuen Einsatz und als Ausführung.	OK	NONE	Im laufenden Gang setze den Stationsposten im Stationsgang an; als neuen Einsatz und als Ausführung.
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Positionsposten; als neuen Einsatz und als Ausführung.	OK	NONE	Im laufenden Gang setze den Positionsposten; als neuen Einsatz und als Ausführung.
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	NONE	Y	NEEDS_INCOMING_ACTION_FOR_FULL_CLAUSE	YES	NO	Bezug: den Drogenposten; als neuen Einsatz und als Ausführung.	OK	NONE	Im laufenden Gang setze den Drogenposten als Ansatz an; als neuen Einsatz und als Ausführung.
CH+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Teilwert.	NONE	NONE	Entnimm den Teilwert.
CH+AIN	T2_FUTURE_STRONG	HERBAL	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Materialanteil.	NONE	NONE	Nimm den Materialanteil.
CH+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Stationsanteil.	NONE	NONE	Entnimm den Stationsanteil.
CH+AIN	T2_FUTURE_STRONG	CELESTIAL	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Sektoranteil auf.	NONE	NONE	Nimm den Sektoranteil auf.
CH+AIN	T2_FUTURE_STRONG	PHARMA	CH	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Drogenanteil.	NONE	NONE	Nimm den Drogenanteil.
CH+AR	T1_FUTURE_HIGH	SOURCE_SECTION_T	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Entnimm; von der Ausgangszeile.	NONE	Y	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile.
CH+AR	T1_FUTURE_HIGH	HERBAL	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm; vom Ausgangsmaterial.	NONE	Y	Nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.
CH+AR	T1_FUTURE_HIGH	BIOLOGICAL	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Entnimm; von der Ausgangsstation.	NONE	Y	Entnimm den Stationsposten [wie zuvor]; von der Ausgangsstation.
CH+AR	T1_FUTURE_HIGH	CELESTIAL	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm auf; von der Ausgangsposition.	NONE	Y	Nimm den Positionsposten [wie zuvor] auf; von der Ausgangsposition.
CH+AR	T1_FUTURE_HIGH	PHARMA	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm; vom Ausgangsgefäß.	NONE	Y	Nimm den Drogenposten [wie zuvor]; vom Ausgangsgefäß.
CH+E+O+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Entnimm; entlang der Lesebahn; auf Grad I und als Ausführung.	NONE	Y	Entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn; auf Grad I und als Ausführung.
CH+E+O+AIR	T2_FUTURE_STRONG	HERBAL	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm; entlang der Verarbeitungsbahn; auf Grad I und als Ausführung.	NONE	Y	Nimm den Pflanzenposten [wie zuvor]; entlang der Verarbeitungsbahn; auf Grad I und als Ausführung.
CH+E+O+AIR	T2_FUTURE_STRONG	BIOLOGICAL	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Entnimm; entlang der Stationsbahn; auf Grad I und als Ausführung.	NONE	Y	Entnimm den Stationsposten [wie zuvor]; entlang der Stationsbahn; auf Grad I und als Ausführung.
CH+E+O+AIR	T2_FUTURE_STRONG	CELESTIAL	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm auf; entlang der Ringbahn; auf Grad I und als Ausführung.	NONE	Y	Nimm den Positionsposten [wie zuvor] auf; entlang der Ringbahn; auf Grad I und als Ausführung.
CH+E+O+AIR	T2_FUTURE_STRONG	PHARMA	CH	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm; entlang der Transferbahn; auf Grad I und als Ausführung.	NONE	Y	Nimm den Drogenposten [wie zuvor]; entlang der Transferbahn; auf Grad I und als Ausführung.
CH+K+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH|K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Entnimm und ordne zu; über die Eintragsverbindung.	NONE	Y	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung.
CH+K+L	T2_FUTURE_STRONG	HERBAL	CH|K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm und gib zu; über die Verbindung im Pflanzenartikel.	NONE	Y	Nimm den Pflanzenposten [wie zuvor] und gib den Pflanzenposten [wie zuvor] zu; über die Verbindung im Pflanzenartikel.
CH+K+L	T2_FUTURE_STRONG	BIOLOGICAL	CH|K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Entnimm und führe zu; über die sichtbare Verbindung.	NONE	Y	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung.
CH+K+L	T2_FUTURE_STRONG	CELESTIAL	CH|K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm auf und ordne zu; über die Ringverbindung.	NONE	Y	Nimm den Positionsposten [wie zuvor] auf und ordne den Positionsposten [wie zuvor] zu; über die Ringverbindung.
CH+K+L	T2_FUTURE_STRONG	PHARMA	CH|K	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm und gib zu; über die Gefäßverbindung.	NONE	Y	Nimm den Drogenposten [wie zuvor] und gib den Drogenposten [wie zuvor] zu; über die Gefäßverbindung.
CH+O+D_ADDR+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm die Eintragseinheit; als Ausführung; an der bezeichneten Stelle.	NONE	NONE	Entnimm die Eintragseinheit; als Ausführung; an der bezeichneten Stelle.
CH+O+D_ADDR+OR	T2_FUTURE_STRONG	HERBAL	CH	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm die Arbeitseinheit; als Ausführung; an der bezeichneten Stelle.	NONE	NONE	Nimm die Arbeitseinheit; als Ausführung; an der bezeichneten Stelle.
CH+O+D_ADDR+OR	T2_FUTURE_STRONG	BIOLOGICAL	CH	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm die Stationseinheit; als Ausführung; an der bezeichneten Stelle.	NONE	NONE	Entnimm die Stationseinheit; als Ausführung; an der bezeichneten Stelle.
CH+O+D_ADDR+OR	T2_FUTURE_STRONG	CELESTIAL	CH	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm die Positionseinheit auf; als Ausführung; an der bezeichneten Stelle.	NONE	NONE	Nimm die Positionseinheit auf; als Ausführung; an der bezeichneten Stelle.
CH+O+D_ADDR+OR	T2_FUTURE_STRONG	PHARMA	CH	OR	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm die Ansatzeinheit; als Ausführung; an der bezeichneten Stelle.	NONE	NONE	Nimm die Ansatzeinheit; als Ausführung; an der bezeichneten Stelle.
CH+P+AIIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH|P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Kennwert und setze den Kennwert ein.	NONE	NONE	Entnimm den Kennwert und setze den Kennwert ein.
CH+P+AIIN	T2_FUTURE_STRONG	HERBAL	CH|P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Arbeitswert und setze den Arbeitswert ein.	NONE	NONE	Nimm den Arbeitswert und setze den Arbeitswert ein.
CH+P+AIIN	T2_FUTURE_STRONG	BIOLOGICAL	CH|P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Stationswert und setze den Stationswert ein.	NONE	NONE	Entnimm den Stationswert und setze den Stationswert ein.
CH+P+AIIN	T2_FUTURE_STRONG	CELESTIAL	CH|P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Positionswert auf und setze den Positionswert ein.	NONE	NONE	Nimm den Positionswert auf und setze den Positionswert ein.
CH+P+AIIN	T2_FUTURE_STRONG	PHARMA	CH|P	AIIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Mengenwert und setze den Mengenwert ein.	NONE	NONE	Nimm den Mengenwert und setze den Mengenwert ein.
CH+P+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH|P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Teilwert und setze den Teilwert ein.	NONE	NONE	Entnimm den Teilwert und setze den Teilwert ein.
CH+P+AIN	T2_FUTURE_STRONG	HERBAL	CH|P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Materialanteil und setze den Materialanteil ein.	NONE	NONE	Nimm den Materialanteil und setze den Materialanteil ein.
CH+P+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CH|P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Stationsanteil und setze den Stationsanteil ein.	NONE	NONE	Entnimm den Stationsanteil und setze den Stationsanteil ein.
CH+P+AIN	T2_FUTURE_STRONG	CELESTIAL	CH|P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Sektoranteil auf und setze den Sektoranteil ein.	NONE	NONE	Nimm den Sektoranteil auf und setze den Sektoranteil ein.
CH+P+AIN	T2_FUTURE_STRONG	PHARMA	CH|P	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Drogenanteil und setze den Drogenanteil ein.	NONE	NONE	Nimm den Drogenanteil und setze den Drogenanteil ein.
CH+P+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH|P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Entnimm und setze ein; entlang der Lesebahn.	NONE	Y	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; entlang der Lesebahn.
CH+P+AIR	T2_FUTURE_STRONG	HERBAL	CH|P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm und setze ein; entlang der Verarbeitungsbahn.	NONE	Y	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; entlang der Verarbeitungsbahn.
CH+P+AIR	T2_FUTURE_STRONG	BIOLOGICAL	CH|P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Entnimm und setze ein; entlang der Stationsbahn.	NONE	Y	Entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; entlang der Stationsbahn.
CH+P+AIR	T2_FUTURE_STRONG	CELESTIAL	CH|P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm auf und setze ein; entlang der Ringbahn.	NONE	Y	Nimm den Positionsposten [wie zuvor] auf und setze den Positionsposten [wie zuvor] ein; entlang der Ringbahn.
CH+P+AIR	T2_FUTURE_STRONG	PHARMA	CH|P	NONE	NEEDS_INCOMING_ARGUMENT_FOR_FULL_CLAUSE	NO	YES	Nimm und setze ein; entlang der Transferbahn.	NONE	Y	Nimm den Drogenposten [wie zuvor] und setze den Drogenposten [wie zuvor] ein; entlang der Transferbahn.
CH+T+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	CH|T	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Teilwert und lege den Teilwert fest.	NONE	NONE	Entnimm den Teilwert und lege den Teilwert fest.
CH+T+AIN	T2_FUTURE_STRONG	HERBAL	CH|T	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Nimm den Materialanteil und stelle den Materialanteil ein.	NONE	NONE	Nimm den Materialanteil und stelle den Materialanteil ein.
CH+T+AIN	T2_FUTURE_STRONG	BIOLOGICAL	CH|T	AIN	SELF_CONTAINED_ACTION_AND_ARGUMENT	NO	NO	Entnimm den Stationsanteil und stelle den Stationsanteil ein.	NONE	NONE	Entnimm den Stationsanteil und stelle den Stationsanteil ein.
