master_card_id	master_form	registered_surfaces	old_component_parse	family_parse	family_literal_de	card_class_279	local_prose_default_de	contains_revised_family	prose_event_count
MC020	solkeey	solkeey	SOLK_COLLECT+EE_LONG+Y_ITEM	E_GRADE+Y+SOLK	GRAD + DIES_AKTUELLER_POSTEN + SAMMELN	COMPOSED_FROM_36_FAMILIES	Langsammlung	YES	1
MC021	oltchy	oltchy	OL + TCH + Y	OL+Y+TCH_PREPARATION	WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN + BEREITUNG	COMPOSED_FROM_36_FAMILIES	die laufende Bereitung fortsetzen	NO	1
MC022	chckhal	chckhal	CKH_THROUGH+AL_TO	AL+CKH	ZU_ZIEL + DURCHLASS	COMPOSED_FROM_36_FAMILIES	Zielpassage	NO	1
MC023	kair	kair	K_BASIN+AIR_WATER	AIR+K_BINDER	LAUF_BAHN + ARGUMENTBINDER	COMPOSED_FROM_36_FAMILIES	Beckenlauf	NO	1
MC024	qokol	qokol	OK_SET+OL_CONTINUE	OK+OL	EINSETZEN + WEITER_GLEICHER_LAUF	COMPOSED_FROM_36_FAMILIES	Weiter einsetzen	NO	1
MC025	dchedy	dchedy|schedy|tchedy	CHED_TRANSFER+TERMINAL	CHED_TRANSFER	UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	überführen; Schluss	YES	4
MC026	choky	choky|oky|qoky	OK_SET+Y_CURRENT_ITEM	OK+Y	EINSETZEN + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	einsetzen	NO	10
MC027	oykchor	oykchor	OYK + OR	OR+OYK_VESSEL	BEDINGUNGSANSATZ + GEFAESS	COMPOSED_FROM_36_FAMILIES	Gefäß für den Ansatz	NO	1
MC028	olchedy	olchedy|qolchedy	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	OL+DY+CHED_TRANSFER	WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	weiterführen; Schluss	YES	3
MC029	lar	lar	L_OUT+AR_FROM	AR+L	VON_QUELLE + AB	COMPOSED_FROM_36_FAMILIES	Quellabzug	NO	1
MC030	lo	lo	L_OUT+O_RESIDUAL_BRANCH	L+O_WITHDRAW	AB + ZURUECKNEHMEN	COMPOSED_FROM_36_FAMILIES	Abzug	NO	1
MC031	dalchdy	dalchdy	D+AL_TO+CHD_TRANSFER+CLOSE	AL+DY+CHED_TRANSFER	ZU_ZIEL + FESTSETZEN + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Zieltransfer; Schluss	YES	1
MC032	cheeky	cheeky	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	E_GRADE+Y+CHK	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN	COMPOSED_FROM_36_FAMILIES	länger bearbeiten	YES	2
MC033	oiiin	oiiin|soiiin	IIN_TARGET_STAGE	IIN	STUFE	COMPOSED_FROM_36_FAMILIES	Arbeitsstufe	NO	2
MC034	cho	cho|sho	CHO	CHO_INPUT	EINGABE	COMPOSED_FROM_36_FAMILIES	EINGABE_ODER_BEDINGUNG	YES	4
MC035	chckhy	chckhy|shckhy	CKH_THROUGH+Y_ITEM	Y+CKH	DIES_AKTUELLER_POSTEN + DURCHLASS	COMPOSED_FROM_36_FAMILIES	durchleiten	NO	4
MC036	solkaiin	solkaiin	SOLK_COLLECT+AIIN_MEASURE	AIIN+SOLK	SOLLWERT + SAMMELN	COMPOSED_FROM_36_FAMILIES	Sollsammlung	NO	1
MC037	tchody	tchody	TCHO + DY	WHOLE_SIGN[tchody]	kalt stellen; Schluss	MEMORIZED_WHOLE_SIGN	kalt stellen; Schluss	YES	1
MC038	lshedy	lshedy	LSH_WASH+DY_CLOSE	DY+LSH	FESTSETZEN + WASCHEN	COMPOSED_FROM_36_FAMILIES	Waschgang; Schluss	YES	2
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	AIIN_TARGET_MEASURE	AIIN	SOLLWERT	COMPOSED_FROM_36_FAMILIES	Sollmaß	NO	20
MC040	okal	okal|qokal	OK_SET+AL_TO	OK+AL	EINSETZEN + ZU_ZIEL	COMPOSED_FROM_36_FAMILIES	dorthin einsetzen	NO	6
MC041	okchol	okchol	OK + OL	OK	EINSETZEN	COMPOSED_FROM_36_FAMILIES	die Fortsetzung einsetzen	NO	1
MC042	cheedar	cheedar	CHED_TRANSFER+AR_FROM	AR+CHED_TRANSFER	VON_QUELLE + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Quelltransfer	YES	1
MC043	shecthedchy	shecthedchy	CTH_READY+CHED_TRANSFER+Y_CURRENT	Y+CHED_TRANSFER+CTH	DIES_AKTUELLER_POSTEN + UEBERFUEHREN + BEREIT	COMPOSED_FROM_36_FAMILIES	Vorbereitungstransfer	YES	1
MC044	qokar	qokar	OK_SET+AR_FROM	OK+AR	EINSETZEN + VON_QUELLE	COMPOSED_FROM_36_FAMILIES	Quelleinsatz	NO	1
MC045	olkeedy	olkeedy|solkeedy	SOLK_COLLECT+EE_LONG+TERMINAL	E_GRADE+SOLK	GRAD + SAMMELN	COMPOSED_FROM_36_FAMILIES	lange sammeln; Schluss	YES	3
MC046	raly	raly	AL_TO+Y_CURRENT	AL+Y	ZU_ZIEL + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	Endposten	NO	1
MC047	ykain	ykain	Y + K + AIN	AIN	PORTION	COMPOSED_FROM_36_FAMILIES	erste Portion	NO	1
MC048	kaiiin	kaiiin	K + IIN	IIN+K_BINDER	STUFE + ARGUMENTBINDER	COMPOSED_FROM_36_FAMILIES	die Arbeitsstufe setzen	NO	1
MC049	schoal	schoal	LEXICAL_BLOCKER_AR_OR_DECOCTION_BATCH	WHOLE_SIGN[schoal]	Sudansatz	MEMORIZED_WHOLE_SIGN	Sudansatz	NO	1
MC050	solkey	solkey	SOLK_COLLECT+E_SHORT+Y_ITEM	E_GRADE+Y+SOLK	GRAD + DIES_AKTUELLER_POSTEN + SAMMELN	COMPOSED_FROM_36_FAMILIES	Kurzsammlung	YES	1
MC051	lchedal	lchedal	L_OUT+CHED_TRANSFER+AL_TO	AL+L+CHED_TRANSFER	ZU_ZIEL + AB + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Zielabführung	YES	1
MC052	qekey	qekey	MEMORIZED_WHOLE_CARD	WHOLE_SIGN[qekey]	kurz bearbeiten	MEMORIZED_WHOLE_SIGN	kurz bearbeiten	NO	1
MC053	otol	otol	OT_FOLLOW+OL_CONTINUE_WITHIN_ACTIVE_SEQUENCE	OL+OT	WEITER_GLEICHER_LAUF + FOLGEPOSTEN	COMPOSED_FROM_36_FAMILIES	danach im selben Gang weiter	NO	1
MC054	qokaly	qokaly	OK_SET+AL_TO+Y_ITEM	OK+AL+Y	EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	Zieleinsatz	NO	1
MC055	char	char|dar|sar	AR_FROM	AR	VON_QUELLE	COMPOSED_FROM_36_FAMILIES	davon	NO	5
MC056	ral	ral	R_FRAME+AL_TO	AL	ZU_ZIEL	COMPOSED_FROM_36_FAMILIES	Zielmarke	NO	1
MC057	otchedy	otchedy|qotchedy	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	OT+DY+CHED_TRANSFER	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Folgetransfer; Schluss	YES	2
MC058	sheckhal	sheckhal	CKH_THROUGH+E_SHORT+AL_TO	AL+E_GRADE+CKH	ZU_ZIEL + GRAD + DURCHLASS	COMPOSED_FROM_36_FAMILIES	Kurze Zielpassage	YES	1
MC059	dain	dain	DAIN_CLOTH_WHOLE	WHOLE_SIGN[dain]	Einlage	MEMORIZED_WHOLE_SIGN	Einlage	NO	2
MC060	otaiin	otaiin|sotaiin	OT_FOLLOW+AIIN_MEASURE	OT+AIIN	FOLGEPOSTEN + SOLLWERT	COMPOSED_FROM_36_FAMILIES	Folgemaß	NO	3
MC061	sshkchdy	sshkchdy	LEXICAL_BLOCKER_AR_AL_TRANSFER+CLOSE	WHOLE_SIGN[sshkchdy]	übertragen; Schluss	MEMORIZED_WHOLE_SIGN	übertragen; Schluss	YES	1
MC062	shoyty	shoyty	SHO + YTY	YTY_PART	FOLGETEIL	COMPOSED_FROM_36_FAMILIES	Zugabeteil	NO	1
MC063	oteey	oteey	OT_FOLLOW+GRADE_2+Y_ITEM	OT+E_GRADE+Y	FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	Langfolge	YES	2
MC064	chedchy	chedchy	CHED_TRANSFER+CHY_ITEM	Y+CHED_TRANSFER	DIES_AKTUELLER_POSTEN + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Postentransfer	YES	1
MC065	ls	ls	L_OUT+S_PORT	L	AB	COMPOSED_FROM_36_FAMILIES	Auslass	NO	1
MC066	lcheey	lcheey	L_OUT+CHEEY_CLEAR_FLOW	L	AB	COMPOSED_FROM_36_FAMILIES	Klarabzug	NO	1
MC067	otchdy	otchdy	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	OT+DY+CHED_TRANSFER	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Nachtransfer; Schluss	YES	1
MC068	sotodan	sotodan	LEXICAL_BLOCKER_AL_OL_FOLLOWUP_APPLICATION	WHOLE_SIGN[sotodan]	zur Folgeanwendung weiterführen	MEMORIZED_WHOLE_SIGN	zur Folgeanwendung weiterführen	NO	1
MC069	otytchol	otytchol	OT + YTY + OL	OT+YTY_PART	FOLGEPOSTEN + FOLGETEIL	COMPOSED_FROM_36_FAMILIES	Folgeteil	NO	1
MC070	pchedy	pchedy	P_IN+CHED_TRANSFER+TERMINAL	P+CHED_TRANSFER	ZU + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Zuführung; Schluss	YES	1
MC071	dchey	dchey	DCHEY	WHOLE_SIGN[dchey]	Wurzel	MEMORIZED_WHOLE_SIGN	Wurzel	NO	1
MC072	orain	orain	OR + AIN	AIN	PORTION	COMPOSED_FROM_36_FAMILIES	Bereitungsanteil	NO	1
MC073	qcthey	qcthey|shcthey	CTH_READY+GRADE_1+Y_CURRENT	E_GRADE+Y+CTH	GRAD + DIES_AKTUELLER_POSTEN + BEREIT	COMPOSED_FROM_36_FAMILIES	kurz vorbereiten	YES	2
MC074	chdy	chdy|chedy	CHD~CHED_TRANSFER+Y_ITEM	Y+CHED_TRANSFER	DIES_AKTUELLER_POSTEN + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	überführen	YES	11
MC075	ycheor	ycheor	Y + CHEO + OR	OR+CHEO	BEDINGUNGSANSATZ + AUSZUG	COMPOSED_FROM_36_FAMILIES	aktueller Auszugsansatz	NO	1
MC076	dsheol	dsheol	SH_REST+E_SHORT+OL_CONTINUE	OL+E_GRADE	WEITER_GLEICHER_LAUF + GRAD	COMPOSED_FROM_36_FAMILIES	Kurzhalt	YES	1
MC077	kchal	kchal	K + AL	K_BINDER	ARGUMENTBINDER	COMPOSED_FROM_36_FAMILIES	an der Zielstelle bearbeiten	NO	1
MC078	olsaly	olsaly	OLS_BELOW+AL_TO+Y_ITEM	AL+Y	ZU_ZIEL + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	Zwischenziel	NO	1
MC079	daldy	daldy	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	AL+DY	ZU_ZIEL + FESTSETZEN	COMPOSED_FROM_36_FAMILIES	Zielschluss	YES	1
MC080	chor	chor|or|shor|sor	OR_BATCH	OR	BEDINGUNGSANSATZ	COMPOSED_FROM_36_FAMILIES	Ansatz	NO	7
MC081	okair	okair	OK_SET+AIR_WATER	OK+AIR	EINSETZEN + LAUF_BAHN	COMPOSED_FROM_36_FAMILIES	Laufeinsatz	NO	1
MC082	qokeedy	qokeedy	OK_SET+GRADE_2+DY_CLOSE	OK+E_GRADE+DY	EINSETZEN + GRAD + FESTSETZEN	COMPOSED_FROM_36_FAMILIES	lange einwirken; Schluss	YES	10
MC083	qokedy	qokedy	OK_SET+GRADE_1+DY_CLOSE	OK+E_GRADE+DY	EINSETZEN + GRAD + FESTSETZEN	COMPOSED_FROM_36_FAMILIES	kurz einwirken; Schluss	YES	8
MC084	rshedy	rshedy	RSHE_WASH_WHOLE_CARD+DY_CLOSE	WHOLE_SIGN[rshedy]	Vollwaschung; Schluss	MEMORIZED_WHOLE_SIGN	Vollwaschung; Schluss	YES	1
MC085	cheoar	cheoar	CHEO + AR	CHEO	AUSZUG	COMPOSED_FROM_36_FAMILIES	Auszug aus der Quelle	NO	1
MC086	chety	chety|chty	CH_PARTITION+TY_PART	TY	TEIL	COMPOSED_FROM_36_FAMILIES	Teil	NO	2
MC087	chodaiin	chodaiin	CHO + AIIN	AIIN+CHO_INPUT	SOLLWERT + EINGABE	COMPOSED_FROM_36_FAMILIES	Zugabemaß	YES	1
MC088	qokchdy	qokchdy	Q_FRAME+OK_SET+CHD_NEW_ENTRY+CLOSE	OK+DY+CHED_TRANSFER	EINSETZEN + FESTSETZEN + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	neuen Posten einsetzen; Schluss	YES	3
MC089	skar	skar	SK_POUR+AR_FROM	AR	VON_QUELLE	COMPOSED_FROM_36_FAMILIES	Quellausguss	NO	1
MC090	kchol	kchol	K + OL	K_BINDER	ARGUMENTBINDER	COMPOSED_FROM_36_FAMILIES	weiter bearbeiten	NO	1
MC091	dairydy	dairydy	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	Y+DY+AIR	DIES_AKTUELLER_POSTEN + FESTSETZEN + LAUF_BAHN	COMPOSED_FROM_36_FAMILIES	Laufschluss	YES	1
MC092	lol	lol	L_OUT+OL_CONTINUE	OL+L	WEITER_GLEICHER_LAUF + AB	COMPOSED_FROM_36_FAMILIES	Weiterabzug	NO	1
MC093	otal	otal|qotal	OT_NEXT+AL_TO	OT+AL	FOLGEPOSTEN + ZU_ZIEL	COMPOSED_FROM_36_FAMILIES	danach dorthin	NO	3
MC094	cheeety	cheeety	EEE_FULL+TY_PART	E_GRADE+TY	GRAD + TEIL	COMPOSED_FROM_36_FAMILIES	Vollteil	YES	1
MC095	sheey	sheey	SH_REST+EE_LONG+Y_CURRENT	E_GRADE+Y	GRAD + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	Langhalt	YES	1
MC096	qokeedal	qokeedal	OK_SET+EE_HOLD+AL_TO	OK+AL+E_GRADE	EINSETZEN + ZU_ZIEL + GRAD	COMPOSED_FROM_36_FAMILIES	Langer Zieleinsatz	YES	1
MC097	olkain	olkain|qolkain	OL_CONTINUE+AIN_PORTION	OL+AIN	WEITER_GLEICHER_LAUF + PORTION	COMPOSED_FROM_36_FAMILIES	weiterer Anteil	NO	2
MC098	tshol	tshol	TSHOL	WHOLE_SIGN[tshol]	Kochgut	MEMORIZED_WHOLE_SIGN	Kochgut	NO	1
MC099	cheeckhody	cheeckhody	CHEECKHO + DY	WHOLE_SIGN[cheeckhody]	auftragen; Schluss	MEMORIZED_WHOLE_SIGN	auftragen; Schluss	YES	1
MC100	ody	ody	O + DY	DY+O_WITHDRAW	FESTSETZEN + ZURUECKNEHMEN	COMPOSED_FROM_36_FAMILIES	ZURUECKNEHMEN__SCHLUSS	YES	1
MC101	ldalor	ldalor	LD_END+AL_TO	AL+L	ZU_ZIEL + AB	COMPOSED_FROM_36_FAMILIES	Endziel	NO	1
MC102	rsheal	rsheal	R_FRAME+SH_REST+E_SHORT+AL_TO	AL+E_GRADE	ZU_ZIEL + GRAD	COMPOSED_FROM_36_FAMILIES	Kurzhalt am Ziel	YES	1
MC103	chokchy	chokchy|okchy|qokchy	OK + Y	OK+Y	EINSETZEN + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	den laufenden Posten einsetzen und weiterbearbeiten	NO	3
MC104	keol	keol	K + E + OL	K_BINDER	ARGUMENTBINDER	COMPOSED_FROM_36_FAMILIES	kurz weiterbearbeiten	NO	1
MC105	chkain	chkain|kain	AIN_PORTION	AIN	PORTION	COMPOSED_FROM_36_FAMILIES	Portion	NO	3
MC106	teol	teol	E_SHORT+OL_CONTINUE	OL+E_GRADE	WEITER_GLEICHER_LAUF + GRAD	COMPOSED_FROM_36_FAMILIES	kurz weiterführen	YES	1
MC107	qotchy	qotchy	OT + Y	OT+Y	FOLGEPOSTEN + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	zum nächsten Posten wechseln	NO	1
MC108	etyd	etyd	ETYD	WHOLE_SIGN[etyd]	kleiner Rest	MEMORIZED_WHOLE_SIGN	kleiner Rest	NO	1
MC109	ytey	ytey	MEMORIZED_WHOLE_CARD	WHOLE_SIGN[ytey]	Kurzteil	MEMORIZED_WHOLE_SIGN	Kurzteil	NO	1
MC110	chkeedy	chkeedy	CHK_WARM+GRADE_2+DY_CLOSE	E_GRADE+DY+CHK	GRAD + FESTSETZEN + ZUSTAND_JUSTIEREN	COMPOSED_FROM_36_FAMILIES	Langwärmen; Schluss	YES	1
MC111	shfydaiin	shfydaiin	SHFY + AIIN	AIIN+SHFY_DURATION	SOLLWERT + STEHZEIT	COMPOSED_FROM_36_FAMILIES	eine vorgeschriebene Stehzeit einhalten	NO	1
MC112	octheol	octheol	CTH_READY+OL_CONTINUE	OL+CTH	WEITER_GLEICHER_LAUF + BEREIT	COMPOSED_FROM_36_FAMILIES	Fortsetzung vorbereiten	NO	1
MC113	shedal	shedal	SHED_SETTLE+AL_TO	AL+SHED	ZU_ZIEL + ABSETZEN	COMPOSED_FROM_36_FAMILIES	am Ziel absetzen	NO	2
MC114	sh	sh	SH	WHOLE_SIGN[sh]	Stängel	MEMORIZED_WHOLE_SIGN	Stängel	NO	1
MC115	qoctholy	qoctholy	OT_FOLLOW+OL_CONTINUE+Y_CURRENT_ITEM	OL+OT+Y	WEITER_GLEICHER_LAUF + FOLGEPOSTEN + DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	danach mit diesem Posten weiter	NO	1
MC116	schedair	schedair	SCHED_LEAD+AIR_WATER	AIR	LAUF_BAHN	COMPOSED_FROM_36_FAMILIES	Weiterlauf	NO	1
MC117	kchy	kchy	K + Y	Y+K_BINDER	DIES_AKTUELLER_POSTEN + ARGUMENTBINDER	COMPOSED_FROM_36_FAMILIES	den laufenden Posten bearbeiten	NO	1
MC118	ly	ly	MEMORIZED_VESSEL_CARD	WHOLE_SIGN[ly]	Auffanggefäß	MEMORIZED_WHOLE_SIGN	Auffanggefäß	NO	1
MC119	cheey	cheey|shey	SHEY_CLEAR_LIQUID_WHOLE	WHOLE_SIGN[cheey]	Klarlauf	MEMORIZED_WHOLE_SIGN	Klarlauf	NO	4
MC120	okaiin	okaiin|qokaiin	OK_SET+AIIN_TARGET_MEASURE	OK+AIIN	EINSETZEN + SOLLWERT	COMPOSED_FROM_36_FAMILIES	bemessen	NO	9
MC121	otar	otar	OT_NEXT+AR_FROM	OT+AR	FOLGEPOSTEN + VON_QUELLE	COMPOSED_FROM_36_FAMILIES	Folgequelle	NO	1
MC122	kchey	kchey	K + E + Y	Y+K_BINDER	DIES_AKTUELLER_POSTEN + ARGUMENTBINDER	COMPOSED_FROM_36_FAMILIES	den laufenden Posten kurz bearbeiten	NO	1
MC123	chey	chey|chy|dy|shy|sy|y	Y_CURRENT_ITEM_CARD	Y	DIES_AKTUELLER_POSTEN	COMPOSED_FROM_36_FAMILIES	dies	NO	18
MC124	lkedy	lkedy	LEXICAL_BLOCKER_AR_OL_CONTINUING_WITHDRAWAL+CLOSE	WHOLE_SIGN[lkedy]	weiter abziehen; Schluss	MEMORIZED_WHOLE_SIGN	weiter abziehen; Schluss	YES	1
MC125	chochor	chochor	CHO + OR	OR+CHO_INPUT	BEDINGUNGSANSATZ + EINGABE	COMPOSED_FROM_36_FAMILIES	Zugabeansatz	YES	1
MC126	pchedal	pchedal	P_IN+CHED_TRANSFER+AL_TO	AL+P+CHED_TRANSFER	ZU_ZIEL + ZU + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Zielzuführung	YES	1
MC127	lched	lched	L_OUT+CHED_TRANSFER	L+CHED_TRANSFER	AB + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Abführung	YES	1
MC128	cheedy	cheedy|shedy|tedy	SHED_SETTLE+GRADE_1+DY_CLOSE	E_GRADE+DY+SHED	GRAD + FESTSETZEN + ABSETZEN	COMPOSED_FROM_36_FAMILIES	kurz absetzen; Schluss	YES	12
MC129	cfhy	cfhy	CFHY	WHOLE_SIGN[cfhy]	auswringen	MEMORIZED_WHOLE_SIGN	auswringen	NO	1
MC130	lsho	lsho	LSH_WASH	LSH	WASCHEN	COMPOSED_FROM_36_FAMILIES	Waschgang	NO	1
MC131	choy	choy	CHO + Y	Y+CHO_INPUT	DIES_AKTUELLER_POSTEN + EINGABE	COMPOSED_FROM_36_FAMILIES	aktuelle Zutat	YES	1
MC132	sheckhy	sheckhy	CKH_THROUGH+E_SHORT+Y_CURRENT	E_GRADE+Y+CKH	GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS	COMPOSED_FROM_36_FAMILIES	Kurzpassage	YES	1
MC133	lcheckhedy	lcheckhedy	L_OUT+CKHE_STRAIN+TERMINAL	L+CKHE	AB + SEIHEN	COMPOSED_FROM_36_FAMILIES	Trennabzug; Schluss	NO	1
MC134	qolky	qolky	Q_FRAME+OL_CONTINUE+KY_PATH	OL	WEITER_GLEICHER_LAUF	COMPOSED_FROM_36_FAMILIES	Weiterweg	NO	1
MC135	otedy	otedy	OT_FOLLOW+GRADE_1+CLOSE	OT+E_GRADE+DY	FOLGEPOSTEN + GRAD + FESTSETZEN	COMPOSED_FROM_36_FAMILIES	Kurzfolge; Schluss	YES	2
MC136	kchoar	kchoar	K + CHO + AR	K_BINDER	ARGUMENTBINDER	COMPOSED_FROM_36_FAMILIES	bearbeiteter Quellauszug	NO	1
MC137	shecthy	shecthy	CTH_READY+E_SHORT+Y_CURRENT	E_GRADE+Y+CTH	GRAD + DIES_AKTUELLER_POSTEN + BEREIT	COMPOSED_FROM_36_FAMILIES	Kurzvorbereitung	YES	1
MC138	dshedy	dshedy	DSHE_FRESH_WATER+DY_CLOSE	WHOLE_SIGN[dshedy]	Frischwasser zugeben; Schluss	MEMORIZED_WHOLE_SIGN	Frischwasser zugeben; Schluss	YES	1
MC139	dchdy	dchdy	D+CHD_TRANSFER+CLOSE	DY+CHED_TRANSFER	FESTSETZEN + UEBERFUEHREN	COMPOSED_FROM_36_FAMILIES	Transfer; Schluss	YES	1
MC140	qokeeedy	qokeeedy	OK_SET+GRADE_3+DY_CLOSE	OK+E_GRADE+DY	EINSETZEN + GRAD + FESTSETZEN	COMPOSED_FROM_36_FAMILIES	Volleinsatz; Schluss	YES	1
MC141	tshey	tshey	T_FRAME+SHEY_CLEAR_FLOW	T_FRAME+WHOLE_SHEY	RAHMEN + FREIGEGEBENER_LAUF	FRAME_PLUS_LEARNED_WHOLE	Folgeklarlauf	NO	1
MC142	dchol	dchol|schol	D + OL	D_PREVIOUS	VORIGER	COMPOSED_FROM_36_FAMILIES	vom vorigen Arbeitsgang nehmen	NO	2
MC143	shckhedy	shckhedy	CKHE_STRAIN+TERMINAL	CKHE	SEIHEN	COMPOSED_FROM_36_FAMILIES	durchlassen; Schluss	NO	3
MC144	chldaiin	chldaiin	CHLD_SETTLE+AIIN_MEASURE	AIIN	SOLLWERT	COMPOSED_FROM_36_FAMILIES	Sollabsetzung	NO	1
