event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	card_value_de	five_habit_class	matching_extreme_profiles	fit_status	same_habit_profile_forms	registered_surface	master_recovery
31	H2-S002	H2	f10r	dar	MC055	davon	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dar	YES	EXACT
33	H2-S003	H2	f10r	shor	MC080	Ansatz	S_FLOW_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	sor	YES	EXACT
34	H2-S003	H2	f10r	chor	MC080	Ansatz	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chor	YES	EXACT
35	H2-S003	H2	f10r	chy	MC123	dies	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chey	YES	EXACT
37	H2-S003	H2	f10r	dy	MC123	dies	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dy	YES	EXACT
44	H3-S001	H3	f11r	shey	MC119	Klarauszug	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shey	YES	EXACT
47	H3-S003	H3	f11r	dchol	MC142	vom vorigen	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dchol	YES	EXACT
48	H3-S003	H3	f11r	chy	MC123	dies	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chey	YES	EXACT
50	H3-S003	H3	f11r	dy	MC123	dies	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dy	YES	EXACT
51	H3-S003	H3	f11r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
54	H3-S004	H3	f11r	cthy	MC161	bereit	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	cthy	YES	EXACT
55	H3-S004	H3	f11r	dy	MC123	dies	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dy	YES	EXACT
56	H4-S001	H4	f55v	qokaiin	MC120	bemessen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokaiin	YES	EXACT
57	H4-S001	H4	f55v	chaiin	MC039	Sollmaß	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chaiin	YES	EXACT
61	H4-S002	H4	f55v	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
62	H4-S002	H4	f55v	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
66	H4-S003	H4	f55v	cheeky	MC032	länger bearbeiten	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	cheeky	YES	EXACT
67	H4-S003	H4	f55v	oldy	MC019	fertig	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	oldy	YES	EXACT
68	H4-S004	H4	f55v	aiin	MC039	Sollmaß	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND	PROFILE_REPRODUCED	aiin	YES	EXACT
69	H4-S004	H4	f55v	okal	MC040	dorthin einsetzen	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okal	YES	EXACT
71	H4-S004	H4	f55v	or	MC080	Ansatz	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	or	YES	EXACT
72	H4-S004	H4	f55v	y	MC123	dies	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND	PROFILE_REPRODUCED	y	YES	EXACT
75	H5-S001	H5	f56r	cho	MC034	weitere Zutat	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	cho	YES	EXACT
77	H5-S001	H5	f56r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
78	H5-S001	H5	f56r	sho	MC034	weitere Zutat	S_FLOW_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND	PROFILE_REPRODUCED	sho	YES	EXACT
80	H5-S001	H5	f56r	otchor	MC013	Folgeansatz	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	otchor	YES	EXACT
81	H5-S001	H5	f56r	choky	MC026	einsetzen	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	choky	YES	EXACT
82	H5-S001	H5	f56r	dal	MC154	dorthin	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dal	YES	EXACT
83	H5-S002	H5	f56r	schol	MC142	vom vorigen	S_FLOW_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND	PROFILE_REPRODUCED	schol	YES	EXACT
85	H5-S002	H5	f56r	choky	MC026	einsetzen	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	choky	YES	EXACT
88	H5-S003	H5	f56r	cho	MC034	weitere Zutat	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	cho	YES	EXACT
91	H5-S004	H5	f56r	okchy	MC103	weiterbearbeiten	BARE_OR_INTERNAL	MASTER_BARE|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okchy	YES	EXACT
94	H5-S005	H5	f56r	sho	MC034	weitere Zutat	S_FLOW_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND	PROFILE_REPRODUCED	sho	YES	EXACT
95	H5-S005	H5	f56r	chokchy	MC103	weiterbearbeiten	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chokchy	YES	EXACT
98	H5-S006	H5	f56r	otchey	MC171	das nächste	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	otchey	YES	EXACT
100	H5-S006	H5	f56r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
101	B1-S001	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokedy	YES	EXACT
102	B1-S002	B1	f81v	okaiin	MC120	bemessen	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okaiin	YES	EXACT
104	B1-S002	B1	f81v	okal	MC040	dorthin einsetzen	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okal	YES	EXACT
105	B1-S002	B1	f81v	sar	MC055	davon	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	sar	YES	EXACT
106	B1-S002	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	MASTER_BARE	PROFILE_REPRODUCED	ol	YES	EXACT
107	B1-S002	B1	f81v	kain	MC105	Anteil	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	kain	YES	EXACT
108	B1-S002	B1	f81v	olkain	MC097	weiterer Anteil	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	olkain	YES	EXACT
109	B1-S002	B1	f81v	al	MC154	dorthin	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND	PROFILE_REPRODUCED	al	YES	EXACT
110	B1-S002	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	MASTER_BARE	PROFILE_REPRODUCED	ol	YES	EXACT
112	B1-S002	B1	f81v	dl	MC012	Zusatz	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	dl	YES	EXACT
113	B1-S002	B1	f81v	olor	MC157	derselbe Ansatz	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	olor	YES	EXACT
114	B1-S002	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	MASTER_BARE	PROFILE_REPRODUCED	ol	YES	EXACT
116	B1-S002	B1	f81v	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
118	B1-S002	B1	f81v	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
119	B1-S002	B1	f81v	chckhy	MC035	durchleiten	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	chckhy	YES	EXACT
120	B1-S002	B1	f81v	schedy	MC025	überführen; Schluss	S_FLOW_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND	PROFILE_REPRODUCED	schedy	YES	EXACT
121	B1-S003	B1	f81v	qol	MC153	weiter	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qol	YES	EXACT
123	B1-S004	B1	f81v	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
124	B1-S004	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	MASTER_BARE	PROFILE_REPRODUCED	ol	YES	EXACT
125	B1-S004	B1	f81v	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
126	B1-S005	B1	f81v	qolchedy	MC028	weiterführen; Schluss	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qolchedy	YES	EXACT
127	B1-S006	B1	f81v	qokain	MC017	Anteil zugeben	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokain	YES	EXACT
128	B1-S006	B1	f81v	shckhy	MC035	durchleiten	S_FLOW_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND	PROFILE_REPRODUCED	shckhy	YES	EXACT
129	B1-S006	B1	f81v	dl	MC012	Zusatz	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	dl	YES	EXACT
131	B1-S007	B1	f81v	qokchdy	MC088	einführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokchdy	YES	EXACT
132	B1-S008	B1	f81v	chey	MC123	dies	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chey	YES	EXACT
133	B1-S008	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	MASTER_BARE	PROFILE_REPRODUCED	ol	YES	EXACT
134	B1-S008	B1	f81v	cheky	MC147	kurz wärmen	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	cheky	YES	EXACT
135	B1-S008	B1	f81v	ol	MC153	weiter	BARE_OR_INTERNAL	MASTER_BARE	PROFILE_REPRODUCED	ol	YES	EXACT
136	B1-S008	B1	f81v	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
137	B1-S009	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokedy	YES	EXACT
138	B1-S010	B1	f81v	qokedy	MC083	kurz einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokedy	YES	EXACT
139	B1-S011	B1	f81v	chckhy	MC035	durchleiten	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	chckhy	YES	EXACT
140	B1-S011	B1	f81v	qoky	MC026	einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qoky	YES	EXACT
142	B1-S012	B1	f81v	qokey	MC007	kurz einwirken	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokey	YES	EXACT
145	B1-S014	B1	f81v	chedy	MC074	überführen	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chdy	YES	EXACT
148	B1-S014	B1	f81v	qol	MC153	weiter	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qol	YES	EXACT
151	B1-S015	B1	f81v	okchedy	MC005	einführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okchedy	YES	EXACT
152	B1-S016	B1	f81v	qokal	MC040	dorthin einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokal	YES	EXACT
153	B1-S016	B1	f81v	okeey	MC002	lange einwirken	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okeey	YES	EXACT
154	B1-S016	B1	f81v	qol	MC153	weiter	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qol	YES	EXACT
155	B1-S016	B1	f81v	cheedy	MC128	kurz absetzen; Schluss	OPEN_CH_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND	PROFILE_REPRODUCED	cheedy	YES	EXACT
156	B1-S017	B1	f81v	sal	MC154	dorthin	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	sal	YES	EXACT
161	B1-S018	B1	f81v	oiiin	MC033	Arbeitsstufe	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	oiiin	YES	EXACT
162	B1-S018	B1	f81v	olkeedy	MC045	lange sammeln; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	olkeedy	YES	EXACT
163	B1-S019	B1	f81v	tedy	MC128	kurz absetzen; Schluss	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	tedy	YES	EXACT
164	B1-S020	B1	f81v	cheky	MC147	kurz wärmen	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	cheky	YES	EXACT
165	B1-S020	B1	f81v	shckhedy	MC143	seihen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	shckhedy	YES	EXACT
166	B1-S021	B1	f81v	chal	MC154	dorthin	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chal	YES	EXACT
167	B2-S001	B2	f82r	dchedy	MC025	überführen; Schluss	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dchedy	YES	EXACT
168	B2-S002	B2	f82r	qolchedy	MC028	weiterführen; Schluss	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qolchedy	YES	EXACT
169	B2-S003	B2	f82r	qokain	MC017	Anteil zugeben	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokain	YES	EXACT
170	B2-S003	B2	f82r	dy	MC123	dies	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	dy	YES	EXACT
171	B2-S003	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
172	B2-S004	B2	f82r	qokal	MC040	dorthin einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokal	YES	EXACT
175	B2-S004	B2	f82r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokeey	YES	EXACT
179	B2-S005	B2	f82r	chckhy	MC035	durchleiten	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	chckhy	YES	EXACT
180	B2-S005	B2	f82r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokaiin	YES	EXACT
181	B2-S005	B2	f82r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokaiin	YES	EXACT
184	B2-S005	B2	f82r	ldy	MC004	abziehen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	ldy	YES	EXACT
186	B2-S006	B2	f82r	qokal	MC040	dorthin einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokal	YES	EXACT
188	B2-S006	B2	f82r	qoky	MC026	einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qoky	YES	EXACT
190	B2-S008	B2	f82r	sotaiin	MC060	Folgemaß	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	sotaiin	YES	EXACT
192	B2-S008	B2	f82r	shedy	MC128	kurz absetzen; Schluss	S_FLOW_ENTRY	S_FLOW_HAND	PROFILE_REPRODUCED	shedy	YES	EXACT
194	B2-S010	B2	f82r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokeey	YES	EXACT
195	B2-S010	B2	f82r	qoky	MC026	einsetzen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qoky	YES	EXACT
197	B2-S010	B2	f82r	cheey	MC119	Klarauszug	OPEN_CH_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	cheey	YES	EXACT
198	B2-S011	B2	f82r	okain	MC017	Anteil zugeben	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okain	YES	EXACT
199	B2-S011	B2	f82r	char	MC055	davon	OPEN_CH_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND	PROFILE_REPRODUCED	char	YES	EXACT
200	B2-S011	B2	f82r	okain	MC017	Anteil zugeben	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okain	YES	EXACT
201	B2-S011	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
203	B2-S012	B2	f82r	cheey	MC119	Klarauszug	OPEN_CH_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	cheey	YES	EXACT
204	B2-S012	B2	f82r	qcthey	MC073	kurz vorbereiten	Q_CELL_ENTRY	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qcthey	YES	EXACT
205	B2-S012	B2	f82r	qokeey	MC002	lange einwirken	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokeey	YES	EXACT
207	B2-S012	B2	f82r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
208	B2-S012	B2	f82r	chey	MC123	dies	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chey	YES	EXACT
210	B2-S013	B2	f82r	lchedy	MC155	abführen; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	lchedy	YES	EXACT
213	B2-S015	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
214	B2-S016	B2	f82r	cheal	MC154	dorthin	OPEN_CH_ENTRY	NONE	REGISTERED_MICRO_ALLOGRAPH_WITHIN_HABIT	chal	YES	EXACT
217	B2-S016	B2	f82r	aiin	MC039	Sollmaß	BARE_OR_INTERNAL	MASTER_BARE|Q_CELL_HAND	PROFILE_REPRODUCED	aiin	YES	EXACT
219	B2-S016	B2	f82r	qokaiin	MC120	bemessen	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qokaiin	YES	EXACT
220	B2-S016	B2	f82r	okey	MC007	kurz einwirken	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	okey	YES	EXACT
224	B2-S018	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
226	B2-S020	B2	f82r	qoteedy	MC173	lange Folgestufe; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qoteedy	YES	EXACT
227	B2-S021	B2	f82r	qokeedy	MC082	lange einwirken; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|S_FLOW_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	qokeedy	YES	EXACT
229	B3-S001	B3	f83r	olkeedy	MC045	lange sammeln; Schluss	BARE_OR_INTERNAL	MASTER_BARE|CH_OPEN_HAND|Q_CELL_HAND|HARD_COMPACT_HAND	PROFILE_REPRODUCED	olkeedy	YES	EXACT
230	B3-S002	B3	f83r	qotal	MC093	danach dorthin	Q_CELL_ENTRY	Q_CELL_HAND	PROFILE_REPRODUCED	qotal	YES	EXACT
232	B3-S003	B3	f83r	chey	MC123	dies	OPEN_CH_ENTRY	CH_OPEN_HAND	PROFILE_REPRODUCED	chey	YES	EXACT
233	B3-S003	B3	f83r	daiin	MC039	Sollmaß	HARD_D_T_ENTRY	HARD_COMPACT_HAND	PROFILE_REPRODUCED	daiin	YES	EXACT
