event_id	physical_page	source_page	locus	register	surface	component_recipe	semantic_channel	target_components	dual_component_trace_de	owner_role_family	contextual_reading_de
P912-E0012	f10r	f10r	f10r.2	HERBAL	chty	CH+T+Y	PROSE_ACTION	CH|T	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; den Teil bearbeiten; diesen Posten
P912-E0014	f10r	f10r	f10r.2	HERBAL	chair	CH+AIR	PROSE_ACTION	CH	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; entlang des Laufs
P912-E0015	f10r	f10r	f10r.2	HERBAL	otytchol	OT+Y+T+CH+OL	PROSE_ACTION	T|CH	T=BEARBEITEN ODER MARKIEREN · CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	danach; diesen Posten; den Teil bearbeiten; den Pflanzenteil entnehmen; fortsetzen
P912-E0016	f10r	f10r	f10r.2	HERBAL	oky	OK+Y	PROSE_ACTION	OK	OK=ANSETZEN ODER AKTIVIEREN	PROSE_ACTION_SEQUENCE	die Zubereitung ansetzen; diesen Posten
P912-E0018	f10r	f10r	f10r.2	HERBAL	etyd	E+T+Y	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	kurz; den Teil bearbeiten; diesen Posten
P912-E0019	f10r	f10r	f10r.3	HERBAL	qotor	OT+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	danach; mit dem Pflanzenansatz
P912-E0020	f10r	f10r	f10r.3	HERBAL	o	O	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen
P912-E0021	f10r	f10r	f10r.3	HERBAL	tchy	T+Y	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	den Teil bearbeiten; diesen Posten
P912-E0023	f10r	f10r	f10r.3	HERBAL	chocthy	CH+O+CTH+Y	PROSE_ACTION	CH|O	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; diesen Posten
P912-E0026	f10r	f10r	f10r.3	HERBAL	or	OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	mit dem Pflanzenansatz
P912-E0027	f10r	f10r	f10r.3	HERBAL	yty	Y+T+Y	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	diesen Posten; den Teil bearbeiten; diesen Posten
P912-E0030	f10r	f10r	f10r.4	HERBAL	sor	S+OR	PROSE_ACTION	S|OR	S=DANN / AUCH / PRÜFEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	prüfen oder weitergehen; mit dem Pflanzenansatz
P912-E0031	f10r	f10r	f10r.4	HERBAL	chaiin	CH+AIIN	PROSE_ACTION	CH	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; nach Sollmaß
P912-E0032	f10r	f10r	f10r.4	HERBAL	chcthy	CH+CTH+Y	PROSE_ACTION	CH	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; den Zubereitungsstatus prüfen; diesen Posten
P912-E0033	f10r	f10r	f10r.4	HERBAL	ctho	CTH+O	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Zubereitungsstatus prüfen; den Verarbeitungsgang ausführen
P912-E0035	f10r	f10r	f10r.4	HERBAL	or	OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	mit dem Pflanzenansatz
P912-E0037	f10r	f10r	f10r.4	HERBAL	chtchor	CH+T+CH+OR	PROSE_ACTION	CH|T|CH|OR	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · T=BEARBEITEN ODER MARKIEREN · CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; den Teil bearbeiten; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0038	f10r	f10r	f10r.4	HERBAL	doiir	D_ADDR+O+IIN+R	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	an der Teiladresse; den Verarbeitungsgang ausführen; auf der Stufe; den Zustand markieren
P912-E0039	f10r	f10r	f10r.4	HERBAL	ody	O+DY	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; den Schritt schließen
P912-E0040	f10r	f10r	f10r.5	HERBAL	qokchy	OK+Y	PROSE_ACTION	OK	OK=ANSETZEN ODER AKTIVIEREN	PROSE_ACTION_SEQUENCE	die Zubereitung ansetzen; diesen Posten
P912-E0041	f10r	f10r	f10r.5	HERBAL	qotchol	OT+CH+OL	PROSE_ACTION	CH	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	danach; den Pflanzenteil entnehmen; fortsetzen
P912-E0046	f10r	f10r	f10r.6	HERBAL	chor	CH+OR	PROSE_ACTION	CH|OR	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0048	f10r	f10r	f10r.6	HERBAL	qoctholy	CARRIER_Q+O+CTH+OL+Y	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; fortsetzen; diesen Posten
P912-E0051	f10r	f10r	f10r.6	HERBAL	taiin	T+AIIN	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	den Teil bearbeiten; nach Sollmaß
P912-E0054	f10r	f10r	f10r.7	HERBAL	qokchol	OK+OL	PROSE_ACTION	OK	OK=ANSETZEN ODER AKTIVIEREN	PROSE_ACTION_SEQUENCE	die Zubereitung ansetzen; fortsetzen
P912-E0056	f10r	f10r	f10r.7	HERBAL	kchaiin	K+CH+AIIN	PROSE_ACTION	K|CH	K=POSTEN ZUGEBEN ODER ZUORDNEN · CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	Material zugeben; den Pflanzenteil entnehmen; nach Sollmaß
P912-E0057	f10r	f10r	f10r.7	HERBAL	yty	Y+T+Y	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	diesen Posten; den Teil bearbeiten; diesen Posten
P912-E0063	f10r	f10r	f10r.8	HERBAL	qotchor	OT+CH+OR	PROSE_ACTION	CH|OR	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	danach; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0064	f10r	f10r	f10r.8	HERBAL	chor	CH+OR	PROSE_ACTION	CH|OR	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0067	f10r	f10r	f10r.8	HERBAL	cholor	OL+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	fortsetzen; mit dem Pflanzenansatz
P912-E0071	f10r	f10r	f10r.9	HERBAL	oykchor	O+Y+K+CH+OR	PROSE_ACTION	O|K|CH|OR	O=ARBEITSGANG AUSFÜHREN · K=POSTEN ZUGEBEN ODER ZUORDNEN · CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; diesen Posten; Material zugeben; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0072	f10r	f10r	f10r.9	HERBAL	shor	SH+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Ansatz halten; mit dem Pflanzenansatz
P912-E0073	f10r	f10r	f10r.9	HERBAL	chor	CH+OR	PROSE_ACTION	CH|OR	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0075	f10r	f10r	f10r.9	HERBAL	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	Material zugeben; an der lokalen Adresse; mit lokalem I-Kennzeichen; auf der Stufe
P912-E0077	f10r	f10r	f10r.9	HERBAL	chodaiin	CH+O+D_ADDR+AIIN	PROSE_ACTION	CH|O	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; an der Teiladresse; nach Sollmaß
P912-E0078	f10r	f10r	f10r.10	HERBAL	oqotor	O+OT+OR	PROSE_ACTION	O|OR	O=ARBEITSGANG AUSFÜHREN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; danach; mit dem Pflanzenansatz
P912-E0079	f10r	f10r	f10r.10	HERBAL	otor	OT+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	danach; mit dem Pflanzenansatz
P912-E0081	f10r	f10r	f10r.10	HERBAL	cthor	CTH+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Zubereitungsstatus prüfen; mit dem Pflanzenansatz
P912-E0082	f10r	f10r	f10r.10	HERBAL	osain	O+S+AIN	PROSE_ACTION	O|S	O=ARBEITSGANG AUSFÜHREN · S=DANN / AUCH / PRÜFEN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; prüfen oder weitergehen; eine Portion
P912-E0083	f10r	f10r	f10r.10	HERBAL	ytoiin	Y+T+O+IIN	PROSE_ACTION	T|O	T=BEARBEITEN ODER MARKIEREN · O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	diesen Posten; den Teil bearbeiten; den Verarbeitungsgang ausführen; auf der Stufe
P912-E0084	f10r	f10r	f10r.11	HERBAL	otchoshor	OT+CH+O+SH+OR	PROSE_ACTION	CH|O|OR	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · O=ARBEITSGANG AUSFÜHREN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	danach; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Ansatz halten; mit dem Pflanzenansatz
P912-E0086	f10r	f10r	f10r.11	HERBAL	qotor	OT+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	danach; mit dem Pflanzenansatz
P912-E0089	f10r	f10r	f10r.12	HERBAL	odaiin	O+D_ADDR+AIIN	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; an der Teiladresse; nach Sollmaß
P912-E0092	f10r	f10r	f10r.12	HERBAL	qotor	OT+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	danach; mit dem Pflanzenansatz
P912-E0093	f11r	f11r	f11r.1	HERBAL	tshol	T+SH+OL	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	den Teil bearbeiten; den Ansatz halten; fortsetzen
P912-E0094	f11r	f11r	f11r.1	HERBAL	schoal	SH+O+AL	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Ansatz halten; den Verarbeitungsgang ausführen; zur Zielstelle
P912-E0099	f11r	f11r	f11r.1	HERBAL	tchody	T+CH+O+DY	PROSE_ACTION	T|CH|O	T=BEARBEITEN ODER MARKIEREN · CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Teil bearbeiten; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Schritt schließen
P912-E0100	f11r	f11r	f11r.1	HERBAL	shoyty	SH+O+Y+T+Y	PROSE_ACTION	O|T	O=ARBEITSGANG AUSFÜHREN · T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	den Ansatz halten; den Verarbeitungsgang ausführen; diesen Posten; den Teil bearbeiten; diesen Posten
P912-E0101	f11r	f11r	f11r.2	HERBAL	socthody	S+O+CTH+O+D_ADDR+Y	PROSE_ACTION	S|O|O	S=DANN / AUCH / PRÜFEN · O=ARBEITSGANG AUSFÜHREN · O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	prüfen oder weitergehen; den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; den Verarbeitungsgang ausführen; an der Teiladresse; diesen Posten
P912-E0102	f11r	f11r	f11r.2	HERBAL	qodor	CARRIER_Q+O+D_ADDR+OR	PROSE_ACTION	O|OR	O=ARBEITSGANG AUSFÜHREN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; an der Teiladresse; mit dem Pflanzenansatz
P912-E0104	f11r	f11r	f11r.2	HERBAL	kshy	K+SH+Y	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	Material zugeben; den Ansatz halten; diesen Posten
P912-E0106	f11r	f11r	f11r.2	HERBAL	ytchy	Y+T+Y	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	diesen Posten; den Teil bearbeiten; diesen Posten
P912-E0107	f11r	f11r	f11r.2	HERBAL	ytchoky	Y+T+OK+Y	PROSE_ACTION	T|OK	T=BEARBEITEN ODER MARKIEREN · OK=ANSETZEN ODER AKTIVIEREN	PROSE_ACTION_SEQUENCE	diesen Posten; den Teil bearbeiten; die Zubereitung ansetzen; diesen Posten
P912-E0108	f11r	f11r	f11r.2	HERBAL	kchol	K+OL	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	Material zugeben; fortsetzen
P912-E0113	f11r	f11r	f11r.3	HERBAL	dor	D_ADDR+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	an der Teiladresse; mit dem Pflanzenansatz
P912-E0114	f11r	f11r	f11r.3	HERBAL	ykychy	Y+K+Y+CH+Y	PROSE_ACTION	K|CH	K=POSTEN ZUGEBEN ODER ZUORDNEN · CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	diesen Posten; Material zugeben; diesen Posten; den Pflanzenteil entnehmen; diesen Posten
P912-E0115	f11r	f11r	f11r.3	HERBAL	choty	CH+OT+Y	PROSE_ACTION	CH	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; danach; diesen Posten
P912-E0117	f11r	f11r	f11r.3	HERBAL	chaiin	CH+AIIN	PROSE_ACTION	CH	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; nach Sollmaß
P912-E0119	f11r	f11r	f11r.3	HERBAL	dod	D_ADDR+O+D_ADDR	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	an der Teiladresse; den Verarbeitungsgang ausführen; an der Teiladresse
P912-E0122	f11r	f11r	f11r.4	HERBAL	kchy	K+Y	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	Material zugeben; diesen Posten
P912-E0125	f11r	f11r	f11r.5	HERBAL	tchol	T+OL	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	den Teil bearbeiten; fortsetzen
P912-E0126	f11r	f11r	f11r.5	HERBAL	shor	SH+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Ansatz halten; mit dem Pflanzenansatz
P912-E0127	f11r	f11r	f11r.5	HERBAL	shor	SH+OR	PROSE_ACTION	OR	OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Ansatz halten; mit dem Pflanzenansatz
P912-E0128	f11r	f11r	f11r.5	HERBAL	dky	D_ADDR+K+Y	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	an der Teiladresse; Material zugeben; diesen Posten
P912-E0134	f11r	f11r	f11r.5	HERBAL	chodl	CH+O+D_ADDR+L	PROSE_ACTION	CH|O	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; an der Teiladresse; weiterleiten
P912-E0136	f11r	f11r	f11r.6	HERBAL	odl	O+D_ADDR+L	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; an der Teiladresse; weiterleiten
P912-E0138	f11r	f11r	f11r.6	HERBAL	s	S	PROSE_ACTION	S	S=DANN / AUCH / PRÜFEN	PROSE_ACTION_SEQUENCE	prüfen oder weitergehen
P912-E0141	f11r	f11r	f11r.6	HERBAL	chaiin	CH+AIIN	PROSE_ACTION	CH	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; nach Sollmaß
P912-E0142	f11r	f11r	f11r.6	HERBAL	ykchor	Y+K+CH+OR	PROSE_ACTION	K|CH|OR	K=POSTEN ZUGEBEN ODER ZUORDNEN · CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	diesen Posten; Material zugeben; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0144	f11r	f11r	f11r.6	HERBAL	chody	CH+O+D_ADDR+Y	PROSE_ACTION	CH|O	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; an der Teiladresse; diesen Posten
P912-E0146	f11r	f11r	f11r.6	HERBAL	s	S	PROSE_ACTION	S	S=DANN / AUCH / PRÜFEN	PROSE_ACTION_SEQUENCE	prüfen oder weitergehen
P912-E0149	f11r	f11r	f11r.7	HERBAL	okchol	OK+OL	PROSE_ACTION	OK	OK=ANSETZEN ODER AKTIVIEREN	PROSE_ACTION_SEQUENCE	die Zubereitung ansetzen; fortsetzen
P912-E0152	f13r	f13r	f13r.1	HERBAL	torshor	T+OR+SH+OR	PROSE_ACTION	T|OR|OR	T=BEARBEITEN ODER MARKIEREN · OR=ANSATZ ODER ARBEITSINHALT · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Teil bearbeiten; mit dem Pflanzenansatz; den Ansatz halten; mit dem Pflanzenansatz
P912-E0153	f13r	f13r	f13r.1	HERBAL	opchy	O+P+Y	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; den Teil einsetzen; diesen Posten
P912-E0156	f13r	f13r	f13r.1	HERBAL	qopchy	O+P+Y	PROSE_ACTION	O	O=ARBEITSGANG AUSFÜHREN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; den Teil einsetzen; diesen Posten
P912-E0158	f13r	f13r	f13r.1	HERBAL	opchor	O+P+CH+OR	PROSE_ACTION	O|CH|OR	O=ARBEITSGANG AUSFÜHREN · CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; den Teil einsetzen; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0160	f13r	f13r	f13r.1	HERBAL	dchg	D_ADDR+CH+LOCAL_CHAR_G	PROSE_ACTION	CH	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN	PROSE_ACTION_SEQUENCE	an der Teiladresse; den Pflanzenteil entnehmen; mit lokalem G-Kennzeichen
P912-E0164	f13r	f13r	f13r.2	HERBAL	shkchy	SH+K+Y	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	den Ansatz halten; Material zugeben; diesen Posten
P912-E0167	f13r	f13r	f13r.2	HERBAL	ykchy	Y+K+Y	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	diesen Posten; Material zugeben; diesen Posten
P912-E0170	f13r	f13r	f13r.2	HERBAL	s	S	PROSE_ACTION	S	S=DANN / AUCH / PRÜFEN	PROSE_ACTION_SEQUENCE	prüfen oder weitergehen
P912-E0172	f13r	f13r	f13r.3	HERBAL	s	S	PROSE_ACTION	S	S=DANN / AUCH / PRÜFEN	PROSE_ACTION_SEQUENCE	prüfen oder weitergehen
P912-E0174	f13r	f13r	f13r.3	HERBAL	dchor	D_ADDR+CH+OR	PROSE_ACTION	CH|OR	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	an der Teiladresse; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0176	f13r	f13r	f13r.3	HERBAL	oeees	O+EEE+S	PROSE_ACTION	O|S	O=ARBEITSGANG AUSFÜHREN · S=DANN / AUCH / PRÜFEN	PROSE_ACTION_SEQUENCE	den Verarbeitungsgang ausführen; vollständig; prüfen oder weitergehen
P912-E0177	f13r	f13r	f13r.3	HERBAL	ykor	Y+K+OR	PROSE_ACTION	K|OR	K=POSTEN ZUGEBEN ODER ZUORDNEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	diesen Posten; Material zugeben; mit dem Pflanzenansatz
P912-E0178	f13r	f13r	f13r.3	HERBAL	chor	CH+OR	PROSE_ACTION	CH|OR	CH=TEIL ENTNEHMEN ODER KENNUNG ABLESEN · OR=ANSATZ ODER ARBEITSINHALT	PROSE_ACTION_SEQUENCE	den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0179	f13r	f13r	f13r.3	HERBAL	ytshy	Y+T+Y	PROSE_ACTION	T	T=BEARBEITEN ODER MARKIEREN	PROSE_ACTION_SEQUENCE	diesen Posten; den Teil bearbeiten; diesen Posten
P912-E0180	f13r	f13r	f13r.3	HERBAL	ykchy	Y+K+Y	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	diesen Posten; Material zugeben; diesen Posten
P912-E0181	f13r	f13r	f13r.3	HERBAL	kchy	K+Y	PROSE_ACTION	K	K=POSTEN ZUGEBEN ODER ZUORDNEN	PROSE_ACTION_SEQUENCE	Material zugeben; diesen Posten
