statement_id	page	record	owner_id	visible_owner_de	transition	event_count	event_ids	surface_sequence	primary_product_id	primary_product_de	interchangeable_product_ids	action_roles	operations_de	source_bound_instruction_de	therapeutic_reading_de	bathhouse_reading_de	selected_program_reading	selected_concrete_step_de	cross_station_transfer_claim
B1-S011	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	2	E139|E140	chckhy qoky	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	LOAD_OR_APPLY	ansetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S012	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	3	E141|E142|E143	lsho qokey lshedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	WASH|LOAD_OR_APPLY	waschen -> ansetzen -> waschen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S013	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	1	E144	lshedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	WASH	waschen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S014	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	5	E145|E146|E147|E148|E149	chedy qolky lchedal qol otar	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	COLLECT|TRANSFER	umsetzen -> auffangen -> fuehren + umsetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S015	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	2	E150|E151	ytey okchedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	TRANSFER|LOAD_OR_APPLY	eintragen -> ansetzen + umsetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S016	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	4	E152|E153|E154|E155	qokal okeey qol cheedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	SETTLE|LOAD_OR_APPLY	ansetzen -> ansetzen -> absetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S017	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	3	E156|E157|E158	sal teol dchdy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	TRANSFER	umsetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S018	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	4	E159|E160|E161|E162	ly dsheol oiiin olkeedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	COLLECT|HOLD|TRANSFER	fuehren -> halten -> auffangen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S019	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	1	E163	tedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	SETTLE	absetzen	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
B1-S020	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	2	E164|E165	cheky shckhedy	H3	zweifach gezogener und ausgewrungener Bluetenauszug	H1|H2|H3|H5|H4	WARM|HOLD	waermen -> halten	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	Führe zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation als Arbeitscharge. Betriebslesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	THERAPEUTIC_LEAD	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	NONE__LOCAL_OWNER_SEQUENCE_ONLY
