statement_id	page	record	owner_noun_de	clean_instruction_de	cue_words_in_order	recoded_family_sequence	recoded_family_set	predicted_template	observed_template_after_reveal	template_match	observed_component_sequence_after_reveal	observed_component_set_after_reveal	component_set_recall	component_set_precision	exact_component_set	missing_components	extra_components	generation_input_contract
H4-S002	f55v	H4	die breitblaettrige rispige Pflanze	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass den laufenden Posten umsetzen und anschliessend verwahren.	Sollmass | Posten | umsetzen | anschliessend | verwahren	AIIN+Y+CHD+OT+TALAM	AIIN+CHD+OT+TALAM+Y	T6	T6	YES	AIIN+CHD+Y+TALAM	AIIN+CHD+TALAM+Y	1.000000	0.800000	NO	NONE	OT	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
H4-S003	f55v	H4	die breitblaettrige rispige Pflanze	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.	Posten | Sollmass | zugeben | kurz | Arbeitsgang | Quelle | entnehmen | laenger | erwaermen | weiterarbeiten | schliessen	Y+AIIN+K+E+O+AR+CH+EE+CHK+OL+DY	AIIN+AR+CH+CHK+DY+E+EE+K+O+OL+Y	T3	T2	NO	Y+K+AIIN+CH+E+O+AR+CHK+EE+Y+OL+DY	AIIN+AR+CH+CHK+DY+E+EE+K+O+OL+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
H4-S004	f55v	H4	die breitblaettrige rispige Pflanze	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter anwenden, als Ansatz beibehalten und als Ansatzportion fuehren.	Sollmass | Zielstelle | ansetzen | Posten | weiter | anwenden | Ansatz | Ansatzportion	AIIN+AL+OK+Y+OL+T+OR+OR	AIIN+AL+OK+OL+OR+T+Y	T6	T6	YES	AIIN+OK+AL+OL+T+Y+OR+Y+OR+AIN	AIIN+AIN+AL+OK+OL+OR+T+Y	0.875000	1.000000	NO	AIN	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
H5-S001	f56r	H5	die mehrkoepfige stachelige Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	Zutat | Ansatz | entnehmen | Zielstelle | Sollmass | weiter | zugeben | danach | Ansatz | entnehmen | Posten | Zielstelle | ansetzen	HO+OR+CH+AL+AIIN+OL+K+OT+OR+CH+Y+AL+OK	AIIN+AL+CH+HO+K+OK+OL+OR+OT+Y	T5	T5	YES	HO+CH+OR+HO+HO+AL+Y+AIIN+HO+K+OL+OT+CH+OR+OK+Y+AL	AIIN+AL+CH+HO+K+OK+OL+OR+OT+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
H5-S002	f56r	H5	die mehrkoepfige stachelige Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Den vorigen Vorgang wiederaufnehmen, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	wiederaufnehmen | Zutat | Posten | ansetzen | laenger | Arbeitsgang | Durchlass | entnehmen | schliessen	RESUME_CARD+HO+Y+OK+EE+O+CKH+CH+DY	CH+CKH+DY+EE+HO+O+OK+RESUME_CARD+Y	T2	T2	YES	RESUME_CARD+HO+Y+OK+Y+CH+EE+CKH+O+DY	CH+CKH+DY+EE+HO+O+OK+RESUME_CARD+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
H5-S003	f56r	H5	die mehrkoepfige stachelige Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat halten, dem laufenden Posten kurz zugeben und ihn zweimal ansetzen.	Zutat | halten | Posten | kurz | zugeben | ansetzen	HO+SH+Y+E+K+OK	E+HO+K+OK+SH+Y	T7	T7	YES	SH+HO+K+E+Y+OK+OK+Y	E+HO+K+OK+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
H5-S004	f56r	H5	die mehrkoepfige stachelige Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Den laufenden Posten ansetzen; dann kurz im Arbeitsgang ansetzen und entnehmen; dann zur Zielstelle zugeben.	Posten | ansetzen | kurz | Arbeitsgang | ansetzen | entnehmen | Zielstelle | zugeben	Y+OK+E+O+OK+CH+AL+K	AL+CH+E+K+O+OK+Y	T5	T5	YES	OK+Y+OK+CH+E+O+K+AL	AL+CH+E+K+O+OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
H5-S005	f56r	H5	die mehrkoepfige stachelige Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereiten, den laufenden Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.	Zutat | bereiten | Posten | ansetzen | Zutat | Quelle | zugeben | danach | Portion | Arbeitsgang	HO+CTH+Y+OK+HO+AR+K+OT+AIN+O	AIN+AR+CTH+HO+K+O+OK+OT+Y	T5	T5	YES	HO+OK+Y+K+HO+AR+OT+O+AIN	AIN+AR+HO+K+O+OK+OT+Y	1.000000	0.888889	NO	NONE	CTH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
H5-S006	f56r	H5	die mehrkoepfige stachelige Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Danach den laufenden Posten kurz weiter zugeben, bis das Sollmass erreicht ist.	Danach | Posten | kurz | weiter | zugeben | Sollmass	OT+Y+E+OL+K+AIIN	AIIN+E+K+OL+OT+Y	T5	T5	YES	OT+Y+K+E+OL+AIIN	AIIN+E+K+OL+OT+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S001	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Kurz ansetzen und den Schritt schliessen.	Kurz | ansetzen | schliessen	E+OK+DY	DY+E+OK	T1	T1	YES	OK+E+DY	DY+E+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S002	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	Sollmass | ansetzen | Fluessigkeit | zugeben | Zielstelle | Quelle | weiterarbeiten | Portion | weitere | Portion | zugeben | weiter | kuehlen | leiten | Ansatz | weiterarbeiten | kurz | Durchlass | Zielstelle | halten | Sollmass | laenger | ansetzen | Posten | Durchlass | umsetzen | schliessen	AIIN+OK+AIR+K+AL+AR+OL+AIN+OL+AIN+K+OL+R+L+OR+OL+E+CKH+AL+SH+AIIN+EE+OK+Y+CKH+CHD+DY	AIIN+AIN+AIR+AL+AR+CHD+CKH+DY+E+EE+K+L+OK+OL+OR+R+SH+Y	T3	T2	NO	OK+AIIN+K+AIR+OK+AL+AR+OL+K+AIN+OL+K+AIN+AL+OL+R+OL+L+OL+OR+OL+SH+E+CKH+AL+AIIN+OK+EE+AL+AIIN+CKH+Y+CHD+DY	AIIN+AIN+AIR+AL+AR+CHD+CKH+DY+E+EE+K+L+OK+OL+OR+R+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S003	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Weiterarbeiten; dann halten, zugeben und umsetzen; den Schritt schliessen.	Weiterarbeiten | halten | zugeben | umsetzen | schliessen	OL+SH+K+CHD+DY	CHD+DY+K+OL+SH	T1	T1	YES	OL+SH+K+CHD+DY	CHD+DY+K+OL+SH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S004	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann weiterarbeiten; dann absetzen lassen; den Schritt schliessen.	Posten | umsetzen | weiterarbeiten | absetzen | schliessen	Y+CHD+OL+SHED+DY	CHD+DY+OL+SHED+Y	T1	T1	YES	CHD+Y+OL+SHED+DY	CHD+DY+OL+SHED+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S005	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Weiter umsetzen; den Schritt schliessen.	Weiter | umsetzen | schliessen	OL+CHD+DY	CHD+DY+OL	T1	T1	YES	OL+CHD+DY	CHD+DY+OL	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S006	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann leiten; dann zur Zielstelle kuehlen.	Portion | ansetzen | Posten | Durchlass | leiten | Zielstelle | kuehlen	AIN+OK+Y+CKH+L+AL+R	AIN+AL+CKH+L+OK+R+Y	T6	T5	NO	OK+AIN+CKH+Y+L+R+AL	AIN+AL+CKH+L+OK+R+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S007	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.	Ansetzen | umsetzen | schliessen	OK+CHD+DY	CHD+DY+OK	T1	T1	YES	OK+CHD+DY	CHD+DY+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S008	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und weiterarbeiten, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	Posten | weiterarbeiten | kurz | erwaermen | weiterfuehren | absetzen | schliessen	Y+OL+E+CHK+OL+SHED+DY	CHK+DY+E+OL+SHED+Y	T1	T1	YES	Y+OL+CHK+E+Y+OL+SHED+DY	CHK+DY+E+OL+SHED+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S009	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	Kurz | ansetzen | schliessen	E+OK+DY	DY+E+OK	T1	T1	YES	OK+E+DY	DY+E+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S010	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	Kurz | ansetzen | schliessen	E+OK+DY	DY+E+OK	T1	T1	YES	OK+E+DY	DY+E+OK	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S011	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	Posten | Durchlass | ansetzen	Y+CKH+OK	CKH+OK+Y	T6	T6	YES	CKH+Y+OK+Y	CKH+OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S012	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Den Arbeitsgang waschen, den Posten kurz ansetzen, nochmals kurz waschen und den Schritt schliessen.	Arbeitsgang | waschen | Posten | kurz | ansetzen | kurz | waschen | schliessen	O+LSH+Y+E+OK+E+LSH+DY	DY+E+LSH+O+OK+Y	T1	T1	YES	LSH+O+OK+E+Y+LSH+E+DY	DY+E+LSH+O+OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S013	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Kurz waschen und den Schritt schliessen.	Kurz | waschen | schliessen	E+LSH+DY	DY+E+LSH	T1	T1	YES	LSH+E+DY	DY+E+LSH	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S014	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und an der Sammelstelle halten; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	Posten | umsetzen | Sammelstelle | halten | Zielstelle | leiten | umsetzen | weiterarbeiten | danach | Quelle	Y+CHD+SOLK+SH+AL+L+CHD+OL+OT+AR	AL+AR+CHD+L+OL+OT+SH+SOLK+Y	T5	T5	YES	CHD+Y+SOLK+Y+L+CHD+AL+OL+OT+AR	AL+AR+CHD+L+OL+OT+SOLK+Y	1.000000	0.888889	NO	NONE	SH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S015	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten anwenden; dann ansetzen und umsetzen; den Schritt schliessen.	Kurz | Posten | anwenden | ansetzen | umsetzen | schliessen	E+Y+T+OK+CHD+DY	CHD+DY+E+OK+T+Y	T1	T1	YES	T+E+Y+OK+CHD+DY	CHD+DY+E+OK+T+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S016	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann absetzen lassen; den Schritt schliessen.	Zielstelle | ansetzen | laenger | Posten | ansetzen | weiterarbeiten | absetzen | schliessen	AL+OK+EE+Y+OK+OL+SHED+DY	AL+DY+EE+OK+OL+SHED+Y	T3	T2	NO	OK+AL+OK+EE+Y+OL+SHED+DY	AL+DY+EE+OK+OL+SHED+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S017	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	Zielstelle | kurz | weiterarbeiten | umsetzen | schliessen	AL+E+OL+CHD+DY	AL+CHD+DY+E+OL	T3	T3	YES	AL+E+OL+CHD+DY	AL+CHD+DY+E+OL	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S018	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Arbeitsstufe; dann laenger an der Sammelstelle halten; den Schritt schliessen.	Posten | leiten | kurz | weiter | halten | Arbeitsgang | Arbeitsstufe | laenger | Sammelstelle | halten | schliessen	Y+L+E+OL+SH+O+IIN+EE+SOLK+SH+DY	DY+E+EE+IIN+L+O+OL+SH+SOLK+Y	T2	T2	YES	L+Y+SH+E+OL+O+IIN+SOLK+EE+DY	DY+E+EE+IIN+L+O+OL+SH+SOLK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S019	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Absetzen lassen; den Schritt schliessen.	Absetzen | schliessen	SHED+DY	DY+SHED	T1	T1	YES	SHED+DY	DY+SHED	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S020	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	Kurz | Posten | erwaermen | kurz | Durchlass | halten | schliessen	E+Y+CHK+E+CKH+SH+DY	CHK+CKH+DY+E+SH+Y	T2	T2	YES	CHK+E+Y+SH+CKH+E+DY	CHK+CKH+DY+E+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B1-S021	f81v	B1	das gemeinsame zweireihige Becken	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.	Zielstelle	AL	AL	T8	T8	YES	AL	AL	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S001	f82r	B2	die oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	Umsetzen | schliessen	CHD+DY	CHD+DY	T1	T1	YES	CHD+DY	CHD+DY	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S002	f82r	B2	die oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	Weiter | umsetzen | schliessen	OL+CHD+DY	CHD+DY+OL	T1	T1	YES	OL+CHD+DY	CHD+DY+OL	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S003	f82r	B2	die oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	Portion | ansetzen | Posten | laenger | ansetzen | schliessen	AIN+OK+Y+EE+OK+DY	AIN+DY+EE+OK+Y	T3	T2	NO	OK+AIN+Y+OK+EE+DY	AIN+DY+EE+OK+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S004	f82r	B2	die oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	Zielstelle | ansetzen | Posten | Durchlass | leiten | umsetzen | laenger | ansetzen | danach | kurz | Durchlass | leiten | schliessen	AL+OK+Y+CKH+L+CHD+EE+OK+OT+E+CKH+L+DY	AL+CHD+CKH+DY+E+EE+L+OK+OT+Y	T3	T2	NO	OK+AL+L+CKH+Y+L+CHD+OK+EE+Y+L+CKH+E+DY	AL+CHD+CKH+DY+E+EE+L+OK+Y	1.000000	0.900000	NO	NONE	OT	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S005	f82r	B2	die oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass an der Sammelstelle halten. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	Posten | Zielstelle | ansetzen | Sollmass | Sammelstelle | halten | Durchlass | Sollmass | ansetzen | Arbeitsgang | kurz | Bereitschaft | weiterarbeiten | laenger | erwaermen | leiten | schliessen	Y+AL+OK+AIIN+SOLK+SH+CKH+AIIN+OK+O+E+CTH+OL+EE+CHK+L+DY	AIIN+AL+CHK+CKH+CTH+DY+E+EE+L+O+OK+OL+SH+SOLK+Y	T3	T2	NO	OK+AL+Y+SOLK+AIIN+CKH+Y+OK+AIIN+OK+AIIN+O+CTH+E+OL+CHK+EE+Y+L+DY	AIIN+AL+CHK+CKH+CTH+DY+E+EE+L+O+OK+OL+SOLK+Y	1.000000	0.933333	NO	NONE	SH	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
B2-S006	f82r	B2	die oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	Danach | laenger | Posten | Zielstelle | ansetzen | kurz | Durchlass | halten | ansetzen	OT+EE+Y+AL+OK+E+CKH+SH+OK	AL+CKH+E+EE+OK+OT+SH+Y	T6	T5	NO	OT+EE+Y+OK+AL+SH+E+CKH+Y+OK+Y	AL+CKH+E+EE+OK+OT+SH+Y	1.000000	1.000000	YES	NONE	NONE	OWNER_PLUS_CLEAN_INSTRUCTION_ONLY
