dictionary_ordinal	lock_key	surface	occurrence_count	physical_pages	baseline_recipe	final_working_recipe	recipe_changed_after_gdt516	gdt529_candidate_rank	literal_reading_de	working_phrase_de	resolution_status	special_route	route_class	route_source	lock_scope	local_record_policy
11	PROSE_STREAM|cheda	cheda	1	f31r	CHD+A_ADDR	CHD+A_ADDR	NO	1	BEARBEITEN · [A_ADDR:STEUERUNG=HIER]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
12	PROSE_STREAM|chedaiir	chedaiir	1	f66r	CHD+IIN+R	CHD+IIN+R	NO	1	BEARBEITEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
13	PROSE_STREAM|cheeo	cheeo	1	f66r	CH+EE+O	CH+EE+O	NO	1	NEHMEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
14	PROSE_STREAM|chefchy	chefchy	1	f66r	CH+E+LOCAL_CHAR_F+CH+Y	CH+E+LOCAL_CHAR_F+CH+Y	NO	1	NEHMEN · [E:STEUERUNG=GRAD I] · [LOCAL_CHAR_F:STEUERUNG=HIER] · NEHMEN · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
15	PROSE_STREAM|chekchy	chekchy	1	f66r	CH+K+CH+Y	CH+K+Y	YES	1	NEHMEN · GEBEN · POSTEN	Nehmen, geben und posten.	INHERITED_RESOLVED_WORKING_DEFAULT	YES	EXACT_LEFT_SUPERFORM_PEEL	GDT530	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
16	PROSE_STREAM|chekeey	chekeey	1	f66r	CH+K+EE+Y	CH+K+EE+Y	NO	1	NEHMEN · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
17	PROSE_STREAM|chekeody	chekeody	1	f66r	CH+K+E+O+DY	CH+K+E+O+DY	NO	1	NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
18	PROSE_STREAM|cheod	cheod	1	f31r	CH+E+O+D_ADDR	CH+E+O+D_ADDR	NO	1	NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
19	PROSE_STREAM|chepakeo	chepakeo	1	f31r	CH+E+P+A_ADDR+K+E+O	CH+E+P+A_ADDR+K+E+O	NO	1	NEHMEN · [E:STEUERUNG=GRAD I] · EINSETZEN · [A_ADDR:STEUERUNG=HIER] · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
20	PROSE_STREAM|chepos	chepos	1	f31r	CH+E+P+O+S	CH+E+P+O+S	NO	1	NEHMEN · [E:STEUERUNG=GRAD I] · EINSETZEN · [O:STEUERUNG=AUSFÜHRUNG] · WÄHLEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
21	PROSE_STREAM|cheta	cheta	1	f66r	CH+E+T+A_ADDR	CH+E+T+A_ADDR	NO	1	NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [A_ADDR:STEUERUNG=HIER]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
22	PROSE_STREAM|choekeey	choekeey	1	f66r	CH+O+E+K+EE+Y	CH+O+E+K+EE+Y	NO	1	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
23	PROSE_STREAM|choiin	choiin	1	f20v	CH+O+IIN	CH+O+IIN	NO	1	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
24	PROSE_STREAM|cholpchd	cholpchd	1	f66r	OL+P+CHD	OL+P+CHD	NO	1	FORTSETZEN · EINSETZEN · BEARBEITEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
25	PROSE_STREAM|choraiin	choraiin	1	f4r	CH+OR+AIIN	CH+OR+AIIN	NO	1	NEHMEN · EINHEIT · WERT	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
26	PROSE_STREAM|choraly	choraly	1	f20v	CH+OR+AL+Y	CH+OR+AL+Y	NO	1	NEHMEN · EINHEIT · ZIELORT · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
27	PROSE_STREAM|chory	chory	1	f20v	CH+OR+Y	CH+OR+Y	NO	1	NEHMEN · EINHEIT · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
28	PROSE_STREAM|chpady	chpady	1	f4r	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY	NO	1	NEHMEN · EINSETZEN · [A_ADDR:STEUERUNG=HIER] · [DY:STEUERUNG=SCHLUSS]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
29	PROSE_STREAM|chxar	chxar	1	f66r	CH+LOCAL_X+AR	CH+LOCAL_X+AR	NO	1	NEHMEN · [LOKALES_X:ZEICHEN_ODER_NAMENSKERN] · AUSGANG	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
30	PROSE_STREAM|ckhochy	ckhochy	1	f4r	CH+K+O+CH+Y	CH+K+O+CH+Y	NO	1	NEHMEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
31	PROSE_STREAM|cphaiin	cphaiin	1	f4r	CH+P+AIIN	CH+P+AIIN	NO	1	NEHMEN · EINSETZEN · WERT	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
32	PROSE_STREAM|cpholdy	cpholdy	1	f4r	CH+P+OL+DY	CH+P+OL+DY	NO	1	NEHMEN · EINSETZEN · FORTSETZEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
33	PROSE_STREAM|cthdy	cthdy	1	f66r	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y	NO	1	NEHMEN · EINSTELLEN · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
34	PROSE_STREAM|cthom	cthom	1	f4r	CH+T+O+M_LOCAL	CH+T+O+M_LOCAL	NO	1	NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [M_LOCAL:STEUERUNG=HIER]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
35	PROSE_STREAM|da	da	1	f31r	DA	DA	NO	1	[DA:STEUERUNG=ZWEITE STUFE]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
36	PROSE_STREAM|dairal	dairal	1	f66r	D_ADDR+AIR+AL	D_ADDR+AIR+AL	NO	1	[D_ADDR:STEUERUNG=HIER] · BAHN · ZIELORT	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
37	PROSE_STREAM|dairody	dairody	1	f66r	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY	NO	1	[D_ADDR:STEUERUNG=HIER] · BAHN · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
38	PROSE_STREAM|dairykodas	dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	D_ADDR+AIR+Y+K+O+DA+S	YES	1	[D_ADDR:STEUERUNG=HIER] · BAHN · POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [DA+S:STEUERUNG=STUFE II WÄHLEN]	Hier entlang der Bahn posten; zur Ausführung geben und Stufe II wählen.	RESOLVED_BY_NESTED_EXACT_TERMINAL_WHOLE_CARD	YES	NESTED_EXACT_TERMINAL_WHOLE_CARD	GDT533	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
39	PROSE_STREAM|dalalshedy	dalalshedy	1	f66r	AL+AL+SH+E+DY	AL+AL+SH+E+DY	NO	1	ZIELORT · ZIELORT · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
40	PROSE_STREAM|dalcheeeky	dalcheeeky	1	f66r	AL+CH+EEE+K+Y	AL+CH+K+EEE+Y	YES	UNGENERATED	ZIELORT · NEHMEN · GEBEN · [EEE:STEUERUNG=GRAD III] · POSTEN	Am Zielort nehmen und geben; auf Grad III posten.	RESOLVED_BY_THIRD_GRADE_FAMILY_COMPLETION	YES	THIRD_GRADE_FAMILY_COMPLETION	GDT534	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
41	PROSE_STREAM|dalky	dalky	1	f66r	AL+K+Y	AL+K+Y	NO	1	ZIELORT · GEBEN · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
42	PROSE_STREAM|dalol	dalol	1	f66r	AL+OL	AL+OL	NO	1	ZIELORT · FORTSETZEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
43	PROSE_STREAM|dard	dard	1	f66r	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR	NO	1	[D_ADDR:STEUERUNG=HIER] · AUSGANG · [D_ADDR:STEUERUNG=HIER]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
44	PROSE_STREAM|dcheey	dcheey	1	f31r	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y	NO	1	[D_ADDR:STEUERUNG=HIER] · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
45	PROSE_STREAM|dcheol	dcheol	1	f66r	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L	NO	1	[D_ADDR:STEUERUNG=HIER] · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
46	PROSE_STREAM|dkar	dkar	1	f66r	D_ADDR+K+AR	D_ADDR+K+AR	NO	1	[D_ADDR:STEUERUNG=HIER] · GEBEN · AUSGANG	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
47	PROSE_STREAM|doiiin	doiiin	1	f20v	D_ADDR+O+IIN	D_ADDR+O+IIN	NO	1	[D_ADDR:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
48	PROSE_STREAM|dolarshy	dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y	NO	1	[D_ADDR:STEUERUNG=HIER] · FORTSETZEN · AUSGANG · HALTEN · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
49	PROSE_STREAM|dsholdaiir	dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+DA+IIN+R	YES	6	[D_ADDR:STEUERUNG=HIER] · HALTEN · FORTSETZEN · [DA+IIN:STEUERUNG=STUFE II] · MARKIEREN	Hier halten und fortsetzen; Stufe II markieren.	RESOLVED_BY_EXACT_CARD_COMPOSITION_OVERRIDE	YES	EXACT_CARD_TILING_WITH_SAME_OWNER_TAIL	GDT532	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
50	PROSE_STREAM|dyky	dyky	1	f66r	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y	NO	1	[D_ADDR:STEUERUNG=HIER] · POSTEN · GEBEN · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
51	PROSE_STREAM|dytcheey	dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y	NO	1	[D_ADDR:STEUERUNG=HIER] · POSTEN · EINSTELLEN · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
52	PROSE_STREAM|f	f	4	f66r	LOCAL_CHAR_F	LOCAL_CHAR_F	NO	1	[LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
53	PROSE_STREAM|faiis	faiis	1	f20v	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S	NO	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · [IIN:STEUERUNG=STUFE] · WÄHLEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
54	PROSE_STREAM|fary	fary	1	f66r	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y	NO	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
55	PROSE_STREAM|fchdar	fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR	NO	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · AUSGANG	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
56	PROSE_STREAM|fchedyr	fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R	NO	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · POSTEN · MARKIEREN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
57	PROSE_STREAM|folchol	folchol	1	f20v	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL	NO	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · FORTSETZEN · FORTSETZEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
58	PROSE_STREAM|fshodchy	fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	NO	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · NEHMEN · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
59	PROSE_STREAM|kardy	kardy	1	f66r	K+AR+DY	K+AR+DY	NO	1	GEBEN · AUSGANG · [DY:STEUERUNG=SCHLUSS]	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
60	PROSE_STREAM|kcheeky	kcheeky	1	f66r	K+CH+EE+K+Y	K+CH+EE+K+Y	NO	1	GEBEN · NEHMEN · [EE:STEUERUNG=GRAD II] · GEBEN · POSTEN	INHERITED	INHERITED_RESOLVED_WORKING_DEFAULT	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE
