dictionary_order	entry_id	entry_kind	surface_or_pattern	minimal_value_de	unified_primitive	licensed_source_slots	license_rule_de	memorization_mode
28	ROOT_CHEEY	PRODUCTIVE_ROOT	CHEEY	Ergebnis	READY	RESULT	Result selects only the current program result.	PRODUCTIVE_COMPOSITION
29	N01_CFH	LEARNED_WHOLE_OR_PATTERN	cfhy	auswringen	PASS_STRAIN	FILTER,EXTRACT,RESULT	Wringing may produce the registered extract/result.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
30	N02_CPH	LEARNED_WHOLE_OR_PATTERN	cphy|ocphy	nachseihen	PASS_STRAIN	FILTER,EXTRACT,RESULT	Re-straining may produce the registered extract/result.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
31	N03_PARTITION	LEARNED_WHOLE_OR_PATTERN	ches|chety|chty	teilen	PART_SELECT	PORTION,ROOT,SHOOT,LEAF,FLOWER,HERB	Partition operates on a registered material.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
32	N04_HO	LEARNED_WHOLE_OR_PATTERN	cho|sho|tshol	Zutat	MATERIAL_ADD	SHOOT,LEAF,FLOWER,HERB,ADDITIVE	The learned addition card uses the same bounded ingredient slots.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
33	N05_DCHE	LEARNED_WHOLE_OR_PATTERN	dchey	Wurzelteil	PART_SELECT	ROOT	The learned card licenses only root.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
34	N06_PREV	LEARNED_WHOLE_OR_PATTERN	dchol|schol	vorher	CONTINUE	PREVIOUS	The learned card points to the previous preparation.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
35	N07_WASH	LEARNED_WHOLE_OR_PATTERN	lshedy|lsho|rshedy	waschen	WASH	WASH_LIQUID,BODY_WORK_AREA,FILTER	Washing selects liquid, local target or filter path.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
36	N08_LDDY	LEARNED_WHOLE_OR_PATTERN	qokylddy	befestigen	FASTEN	OUTER_APPLICATION,BIO_CLOTH,BODY_WORK_AREA	Fastening requires a registered application, cloth or local target.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
37	N09_SK	LEARNED_WHOLE_OR_PATTERN	skar	ausgießen	DRAIN	OUTLET,RUN,RECEIVER	Pouring selects an outlet, run or receiver.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
38	N10_DAN	LEARNED_WHOLE_OR_PATTERN	sotodan	anwenden	USE_APPLY	OUTER_APPLICATION,BODY_WORK_AREA,TARGET	Application resolves only to a registered target slot.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
39	N11_DL	LEARNED_WHOLE_OR_PATTERN	dl	Zusatz	MATERIAL_ADD	ADDITIVE	The learned card licenses only additive.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
40	N12_TALAM	LEARNED_WHOLE_OR_PATTERN	talam	verwahren	COLLECT_STORE	VESSEL,RECEIVER,RESIDUE,RESULT	Storage selects a registered container or stored content.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
41	S01_DAIN	LEARNED_WHOLE_OR_PATTERN	dain	Tuch|Portion	PASS_STRAIN|MATERIAL_ADD	CLOTH,BIO_CLOTH,PORTION	The exact card chooses cloth or portion by register.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
42	S02_ODY	LEARNED_WHOLE_OR_PATTERN	ody	kühlen|markieren	GRADE|ASTRO_LOCAL_MARK	TEMPERATURE,LOCAL_LABEL	The exact card chooses cooling or marking by register.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
43	S03_OS	LEARNED_WHOLE_OR_PATTERN	os	Gefäß|Feld	OWNER_SELECT	VESSEL,BASIN,STATION,PANEL	The exact card chooses a container/field owner by register.	LEARN_EXACT_WHOLE_OR_REGISTER_SPLIT
