unified_serial	domain	page	unit_id	local_address	visible_identity	compiler_mode	primitive_sequence	local_status	source_word_ids	source_words_de	short_reading
11	HERBAL_RECIPE	f10r	H1	H1-S002	qokchy	COMBINATORIAL_PROSE	PART_SELECT>SET>PART_SELECT>CONTINUE>HEAT>GRADE>MEASURE>USE_APPLY>READY>CLOSE	STATEMENT=H1-S002	H_R01;H_R05;H_R06	Wasser;Restteil;dosiertes Mittel	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.
12	HERBAL_RECIPE	f10r	H1	H1-S002	qotchol	COMBINATORIAL_PROSE	PART_SELECT>SET>PART_SELECT>CONTINUE>HEAT>GRADE>MEASURE>USE_APPLY>READY>CLOSE	STATEMENT=H1-S002	H_R01;H_R05;H_R06	Wasser;Restteil;dosiertes Mittel	Danach oder in demselben Gang: danach weiterfuehren.
13	HERBAL_RECIPE	f10r	H1	H1-S002	chol	COMBINATORIAL_PROSE	PART_SELECT>SET>PART_SELECT>CONTINUE>HEAT>GRADE>MEASURE>USE_APPLY>READY>CLOSE	STATEMENT=H1-S002	H_R01;H_R05;H_R06	Wasser;Restteil;dosiertes Mittel	Danach oder in demselben Gang: fortsetzen.
14	HERBAL_RECIPE	f10r	H1	H1-S002	cthy	COMBINATORIAL_PROSE	PART_SELECT>SET>PART_SELECT>CONTINUE>HEAT>GRADE>MEASURE>USE_APPLY>READY>CLOSE	STATEMENT=H1-S002	H_R01;H_R05;H_R06	Wasser;Restteil;dosiertes Mittel	Führe es mit diesem laufenden Posten aus: bereit.
15	HERBAL_RECIPE	f10r	H2	H2-S001	ycheor	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszugsansatz.
16	HERBAL_RECIPE	f10r	H2	H2-S001	cthy	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Führe es mit diesem laufenden Posten aus: bereit.
17	HERBAL_RECIPE	f10r	H2	H2-S001	chor	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.
18	HERBAL_RECIPE	f10r	H2	H2-S001	cthaiin	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Führe es in der angegebenen Portion oder Stufe aus: Fertigmaß.
19	HERBAL_RECIPE	f10r	H2	H2-S001	qoctholy	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Danach oder in demselben Gang: bereiten Posten weiterfuehren.
20	HERBAL_RECIPE	f10r	H2	H2-S001	dy	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nimm diesen Posten wieder auf: dieser Posten.
21	HERBAL_RECIPE	f10r	H2	H2-S001	chy	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nimm diesen Posten wieder auf: dieser Posten.
22	HERBAL_RECIPE	f10r	H2	H2-S001	taiin	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Setze Maß, Portion oder Stufe: Sollmaß.
23	HERBAL_RECIPE	f10r	H2	H2-S001	shy	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>SET>PART_SELECT>CUT_CRUSH>PASS_STRAIN>SET	STATEMENT=H2-S001	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nimm diesen Posten wieder auf: dieser Posten.
24	HERBAL_RECIPE	f10r	H2	H2-S002	qotchor	COMBINATORIAL_PROSE	PART_SELECT>SET>MATERIAL_ADD>SET>MATERIAL_ADD>CONTINUE>MEASURE	STATEMENT=H2-S002	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Danach oder in demselben Gang: Folgeansatz.
25	HERBAL_RECIPE	f10r	H2	H2-S002	chor	COMBINATORIAL_PROSE	PART_SELECT>SET>MATERIAL_ADD>SET>MATERIAL_ADD>CONTINUE>MEASURE	STATEMENT=H2-S002	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.
26	HERBAL_RECIPE	f10r	H2	H2-S002	otol	COMBINATORIAL_PROSE	PART_SELECT>SET>MATERIAL_ADD>SET>MATERIAL_ADD>CONTINUE>MEASURE	STATEMENT=H2-S002	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Danach oder in demselben Gang: danach fortsetzen.
27	HERBAL_RECIPE	f10r	H2	H2-S002	chol	COMBINATORIAL_PROSE	PART_SELECT>SET>MATERIAL_ADD>SET>MATERIAL_ADD>CONTINUE>MEASURE	STATEMENT=H2-S002	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Danach oder in demselben Gang: fortsetzen.
28	HERBAL_RECIPE	f10r	H2	H2-S002	cholor	COMBINATORIAL_PROSE	PART_SELECT>SET>MATERIAL_ADD>SET>MATERIAL_ADD>CONTINUE>MEASURE	STATEMENT=H2-S002	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Danach oder in demselben Gang: Fortsetzungsansatz.
29	HERBAL_RECIPE	f10r	H2	H2-S002	chol	COMBINATORIAL_PROSE	PART_SELECT>SET>MATERIAL_ADD>SET>MATERIAL_ADD>CONTINUE>MEASURE	STATEMENT=H2-S002	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Danach oder in demselben Gang: fortsetzen.
30	HERBAL_RECIPE	f10r	H2	H2-S002	daiin	COMBINATORIAL_PROSE	PART_SELECT>SET>MATERIAL_ADD>SET>MATERIAL_ADD>CONTINUE>MEASURE	STATEMENT=H2-S002	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Setze Maß, Portion oder Stufe: Sollmaß.
31	HERBAL_RECIPE	f10r	H2	H2-S002	dar	COMBINATORIAL_PROSE	PART_SELECT>SET>MATERIAL_ADD>SET>MATERIAL_ADD>CONTINUE>MEASURE	STATEMENT=H2-S002	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.
32	HERBAL_RECIPE	f10r	H2	H2-S003	oykchor	COMBINATORIAL_PROSE	PART_SELECT>SET>CUT_CRUSH>SET>HEAT>GRADE>MEASURE>USE_APPLY>TARGET>USE_APPLY	STATEMENT=H2-S003	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Führe es aus dem Vorrat oder am Ansatz aus: aktuellen Ansatz bearbeiten.
33	HERBAL_RECIPE	f10r	H2	H2-S003	shor	COMBINATORIAL_PROSE	PART_SELECT>SET>CUT_CRUSH>SET>HEAT>GRADE>MEASURE>USE_APPLY>TARGET>USE_APPLY	STATEMENT=H2-S003	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.
34	HERBAL_RECIPE	f10r	H2	H2-S003	chor	COMBINATORIAL_PROSE	PART_SELECT>SET>CUT_CRUSH>SET>HEAT>GRADE>MEASURE>USE_APPLY>TARGET>USE_APPLY	STATEMENT=H2-S003	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.
35	HERBAL_RECIPE	f10r	H2	H2-S003	chy	COMBINATORIAL_PROSE	PART_SELECT>SET>CUT_CRUSH>SET>HEAT>GRADE>MEASURE>USE_APPLY>TARGET>USE_APPLY	STATEMENT=H2-S003	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nimm diesen Posten wieder auf: dieser Posten.
36	HERBAL_RECIPE	f10r	H2	H2-S003	kaiiin	COMBINATORIAL_PROSE	PART_SELECT>SET>CUT_CRUSH>SET>HEAT>GRADE>MEASURE>USE_APPLY>TARGET>USE_APPLY	STATEMENT=H2-S003	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Setze Maß, Portion oder Stufe: Weichstufe.
37	HERBAL_RECIPE	f10r	H2	H2-S003	dy	COMBINATORIAL_PROSE	PART_SELECT>SET>CUT_CRUSH>SET>HEAT>GRADE>MEASURE>USE_APPLY>TARGET>USE_APPLY	STATEMENT=H2-S003	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Nimm diesen Posten wieder auf: dieser Posten.
38	HERBAL_RECIPE	f10r	H2	H2-S003	chodaiin	COMBINATORIAL_PROSE	PART_SELECT>SET>CUT_CRUSH>SET>HEAT>GRADE>MEASURE>USE_APPLY>TARGET>USE_APPLY	STATEMENT=H2-S003	H_R03;H_R07;H_R10;H_R11	Trägerstoff;streichfähiges Mittel;gebundene Anwendung;Tuch	Setze die gelernte Fachkarte: Zutatenmaß.
39	HERBAL_RECIPE	f11r	H3	H3-S001	tshol	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>CONTINUE>PART_SELECT>SET>MATERIAL_ADD>PASS_STRAIN>SET>SETTLE>PASS_STRAIN>HEAT>GRADE	STATEMENT=H3-S001	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Setze die gelernte Fachkarte: Zutat entnehmen.
40	HERBAL_RECIPE	f11r	H3	H3-S001	schoal	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>CONTINUE>PART_SELECT>SET>MATERIAL_ADD>PASS_STRAIN>SET>SETTLE>PASS_STRAIN>HEAT>GRADE	STATEMENT=H3-S001	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Setze die gelernte Fachkarte: Zutat an die Arbeitsstelle geben.
41	HERBAL_RECIPE	f11r	H3	H3-S001	cfhy	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>CONTINUE>PART_SELECT>SET>MATERIAL_ADD>PASS_STRAIN>SET>SETTLE>PASS_STRAIN>HEAT>GRADE	STATEMENT=H3-S001	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Führe es mit diesem laufenden Posten aus: aktuellen Posten auswringen.
42	HERBAL_RECIPE	f11r	H3	H3-S001	shfydaiin	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>CONTINUE>PART_SELECT>SET>MATERIAL_ADD>PASS_STRAIN>SET>SETTLE>PASS_STRAIN>HEAT>GRADE	STATEMENT=H3-S001	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Führe es in der angegebenen Portion oder Stufe aus: Standmaß.
43	HERBAL_RECIPE	f11r	H3	H3-S001	cphy	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>CONTINUE>PART_SELECT>SET>MATERIAL_ADD>PASS_STRAIN>SET>SETTLE>PASS_STRAIN>HEAT>GRADE	STATEMENT=H3-S001	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Führe es mit diesem laufenden Posten aus: aktuellen Posten nachseihen.
44	HERBAL_RECIPE	f11r	H3	H3-S001	shey	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>CONTINUE>PART_SELECT>SET>MATERIAL_ADD>PASS_STRAIN>SET>SETTLE>PASS_STRAIN>HEAT>GRADE	STATEMENT=H3-S001	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Setze die gelernte Fachkarte: klarer Auszug.
45	HERBAL_RECIPE	f11r	H3	H3-S001	tchody	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>CONTINUE>PART_SELECT>SET>MATERIAL_ADD>PASS_STRAIN>SET>SETTLE>PASS_STRAIN>HEAT>GRADE	STATEMENT=H3-S001	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Setze die gelernte Fachkarte: Eingangsposten beiseitestellen; Schluss.
46	HERBAL_RECIPE	f11r	H3	H3-S002	shoyty	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>COLLECT_STORE>CLOSE>PART_SELECT>CONTINUE>COLLECT_STORE>CLOSE>SETTLE>COLLECT_STORE>CLOSE	STATEMENT=H3-S002	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Setze die gelernte Fachkarte: Zutatenteil.
47	HERBAL_RECIPE	f11r	H3	H3-S003	dchol	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>MEASURE>USE_APPLY	STATEMENT=H3-S003	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Danach oder in demselben Gang: vorigen Posten fortsetzen.
48	HERBAL_RECIPE	f11r	H3	H3-S003	chy	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>MEASURE>USE_APPLY	STATEMENT=H3-S003	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Nimm diesen Posten wieder auf: dieser Posten.
49	HERBAL_RECIPE	f11r	H3	H3-S003	kchy	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>MEASURE>USE_APPLY	STATEMENT=H3-S003	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Führe es mit diesem laufenden Posten aus: diesen Posten bearbeiten.
50	HERBAL_RECIPE	f11r	H3	H3-S003	dy	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>MEASURE>USE_APPLY	STATEMENT=H3-S003	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Nimm diesen Posten wieder auf: dieser Posten.
51	HERBAL_RECIPE	f11r	H3	H3-S003	daiin	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>MEASURE>USE_APPLY	STATEMENT=H3-S003	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Setze Maß, Portion oder Stufe: Sollmaß.
52	HERBAL_RECIPE	f11r	H3	H3-S004	qotchy	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>SET>CONTINUE>MATERIAL_ADD>CONTINUE>HEAT>GRADE>READY>CLOSE	STATEMENT=H3-S004	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Danach oder in demselben Gang: anschließender Arbeitsposten.
53	HERBAL_RECIPE	f11r	H3	H3-S004	okchol	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>SET>CONTINUE>MATERIAL_ADD>CONTINUE>HEAT>GRADE>READY>CLOSE	STATEMENT=H3-S004	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Danach oder in demselben Gang: weiterlaufenden Posten aufnehmen.
54	HERBAL_RECIPE	f11r	H3	H3-S004	cthy	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>SET>CONTINUE>MATERIAL_ADD>CONTINUE>HEAT>GRADE>READY>CLOSE	STATEMENT=H3-S004	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Führe es mit diesem laufenden Posten aus: bereit.
55	HERBAL_RECIPE	f11r	H3	H3-S004	dy	COMBINATORIAL_PROSE	PART_SELECT>CONTINUE>SET>CONTINUE>MATERIAL_ADD>CONTINUE>HEAT>GRADE>READY>CLOSE	STATEMENT=H3-S004	H_R02;H_R03;H_R06;H_R08;H_R11	Auszugsflüssigkeit;Trägerstoff;dosiertes Mittel;äußerliche Anwendung;Tuch	Nimm diesen Posten wieder auf: dieser Posten.
56	HERBAL_RECIPE	f55v	H4	H4-S001	qokaiin	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>TARGET>USE_APPLY>PART_SELECT>MEASURE>SET>MATERIAL_ADD	STATEMENT=H4-S001	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.
57	HERBAL_RECIPE	f55v	H4	H4-S001	chaiin	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>TARGET>USE_APPLY>PART_SELECT>MEASURE>SET>MATERIAL_ADD	STATEMENT=H4-S001	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Setze Maß, Portion oder Stufe: Sollmaß.
58	HERBAL_RECIPE	f55v	H4	H4-S001	ykain	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>TARGET>USE_APPLY>PART_SELECT>MEASURE>SET>MATERIAL_ADD	STATEMENT=H4-S001	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Setze Maß, Portion oder Stufe: Postenportion.
59	HERBAL_RECIPE	f55v	H4	H4-S001	ykan	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>TARGET>USE_APPLY>PART_SELECT>MEASURE>SET>MATERIAL_ADD	STATEMENT=H4-S001	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Setze Maß, Portion oder Stufe: dieser Anteil.
60	HERBAL_RECIPE	f55v	H4	H4-S001	ody	COMBINATORIAL_PROSE	OWNER_SELECT>PART_SELECT>TARGET>USE_APPLY>PART_SELECT>MEASURE>SET>MATERIAL_ADD	STATEMENT=H4-S001	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Setze die gelernte Fachkarte: kühlen.
61	HERBAL_RECIPE	f55v	H4	H4-S002	daiin	COMBINATORIAL_PROSE	PART_SELECT>TARGET>USE_APPLY>PASS_STRAIN>SET>MEASURE>USE_APPLY	STATEMENT=H4-S002	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Setze Maß, Portion oder Stufe: Sollmaß.
62	HERBAL_RECIPE	f55v	H4	H4-S002	chedy	COMBINATORIAL_PROSE	PART_SELECT>TARGET>USE_APPLY>PASS_STRAIN>SET>MEASURE>USE_APPLY	STATEMENT=H4-S002	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.
63	HERBAL_RECIPE	f55v	H4	H4-S002	talam	COMBINATORIAL_PROSE	PART_SELECT>TARGET>USE_APPLY>PASS_STRAIN>SET>MEASURE>USE_APPLY	STATEMENT=H4-S002	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Setze die gelernte Fachkarte: am Ziel verwahren.
64	HERBAL_RECIPE	f55v	H4	H4-S003	ykaiin	COMBINATORIAL_PROSE	PART_SELECT>TARGET>USE_APPLY>PART_SELECT>MATERIAL_ADD>CUT_CRUSH>TARGET>USE_APPLY	STATEMENT=H4-S003	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Setze Maß, Portion oder Stufe: Postenmaß.
65	HERBAL_RECIPE	f55v	H4	H4-S003	cheoar	COMBINATORIAL_PROSE	PART_SELECT>TARGET>USE_APPLY>PART_SELECT>MATERIAL_ADD>CUT_CRUSH>TARGET>USE_APPLY	STATEMENT=H4-S003	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug entnehmen.
66	HERBAL_RECIPE	f55v	H4	H4-S003	cheeky	COMBINATORIAL_PROSE	PART_SELECT>TARGET>USE_APPLY>PART_SELECT>MATERIAL_ADD>CUT_CRUSH>TARGET>USE_APPLY	STATEMENT=H4-S003	H_R02;H_R04;H_R09;H_R10;H_R11	Auszugsflüssigkeit;Bindestoff;Waschung;gebundene Anwendung;Tuch	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.
