edition	paragraph	grammar	model	target	operation	form	patient	patient_form	coingredient	debts	row_status
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.16:2	chol	f17v.13:6	sheol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f17v.14:1;UNREAD_BETWEEN:f17v.14:3;UNREAD_BETWEEN:f17v.14:6;UNREAD_BETWEEN:f17v.15:3;UNREAD_BETWEEN:f17v.16:1	recorded
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.17:3	she	f17v.17:6	cthor		UNREAD_BETWEEN:f17v.17:5	recorded
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.18:4	chol	f17v.18:2	cheeor			recorded
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.19:2	chey	f17v.19:4	cthor		UNREAD_BETWEEN:f17v.19:3	recorded
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.20:1	ykeey	f17v.20:3	cheor			recorded
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.20:2	okeey	f17v.20:3	cheor			recorded
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.20:4	chol	f17v.20:3	cheor			recorded
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.22:3	chey	f17v.22:4	keeor			recorded
ZL3b	f17v|f17v.1-f17v.23	M	P	f17v.14:2	f17v.23:1	chkeey	f17v.23:2	okeor			recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.5:4	chey	f24r.5:5	cthy			recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.12:1	qokchy	f24r.11:5	qokain		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.12:5	ckhy	f24r.12:4	tod			recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.18:2	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.18:4	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	B	T	f24r.5:3	f24r.19:3	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.5:4	chey	f24r.4:3	cthar		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f24r.4:4;UNREAD_BETWEEN:f24r.4:5;UNREAD_BETWEEN:f24r.4:6;UNREAD_BETWEEN:f24r.5:1	recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.12:1	qokchy	f24r.11:5	qokain		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.12:5	ckhy	f24r.12:4	tod			recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.18:2	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.18:4	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	B	P	f24r.5:3	f24r.19:3	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.5:4	chey	f24r.5:5	cthy			recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.12:1	qokchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.12:5	ckhy	f24r.12:4	tod			recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.18:2	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.18:4	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	J	T	f24r.5:3	f24r.19:3	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.5:4	chey	f24r.4:3	cthar		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f24r.4:4;UNREAD_BETWEEN:f24r.4:5;UNREAD_BETWEEN:f24r.4:6;UNREAD_BETWEEN:f24r.5:1	recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.12:1	qokchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.12:5	ckhy	f24r.12:4	tod			recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.18:2	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.18:4	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	J	P	f24r.5:3	f24r.19:3	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.5:4	chey	f24r.5:5	cthy			recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.12:1	qokchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.12:5	ckhy	f24r.12:4	tod			recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.18:2	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.18:4	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	M	T	f24r.5:3	f24r.19:3	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.5:4	chey	f24r.4:3	cthar		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f24r.4:4;UNREAD_BETWEEN:f24r.4:5;UNREAD_BETWEEN:f24r.4:6;UNREAD_BETWEEN:f24r.5:1	recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.6:5	qoky	f24r.6:3	otal		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.12:1	qokchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.12:2	qotchy	f24r.12:3	tol	f24r.12:4		recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.12:5	ckhy	f24r.12:4	tod			recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.13:4	chey	f24r.12:4	tod		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.14:2	cheey	f24r.14:4	char		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.18:2	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.18:4	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f24r|f24r.1-f24r.20	M	P	f24r.5:3	f24r.19:3	chol	f24r.17:3	sham		UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f93r|f93r.1-f93r.32	B	T	f93r.13:4	f93r.16:2	qokor	f93r.14:4	chr		UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f93r|f93r.1-f93r.32	B	T	f93r.13:4	f93r.27:1	qokor	f93r.27:2	cheo			recorded
ZL3b	f93r|f93r.1-f93r.32	B	T	f93r.13:4	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	B	T	f93r.13:4	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	B	T	f93r.19:3	f93r.27:1	qokor	f93r.27:2	cheo			recorded
ZL3b	f93r|f93r.1-f93r.32	B	T	f93r.19:3	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	B	T	f93r.19:3	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	B	P	f93r.13:4	f93r.16:2	qokor	f93r.13:3	kchol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f93r.14:1;UNREAD_BETWEEN:f93r.14:2;UNREAD_BETWEEN:f93r.14:3;UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1	recorded
ZL3b	f93r|f93r.1-f93r.32	B	P	f93r.13:4	f93r.27:1	qokor	f93r.19:1	tchor		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f93r.19:4;UNREAD_BETWEEN:f93r.20:1;UNREAD_BETWEEN:f93r.20:3;UNREAD_BETWEEN:f93r.21:4;UNREAD_BETWEEN:f93r.22:3;UNREAD_BETWEEN:f93r.23:1;UNREAD_BETWEEN:f93r.23:2;UNREAD_BETWEEN:f93r.23:4;UNREAD_BETWEEN:f93r.24:1;UNREAD_BETWEEN:f93r.24:2;UNREAD_BETWEEN:f93r.24:3;UNREAD_BETWEEN:f93r.25:1;UNREAD_BETWEEN:f93r.25:2;UNREAD_BETWEEN:f93r.26:1;UNREAD_BETWEEN:f93r.26:2	recorded
ZL3b	f93r|f93r.1-f93r.32	B	P	f93r.13:4	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	B	P	f93r.13:4	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	B	P	f93r.19:3	f93r.27:1	qokor	f93r.19:1	tchor		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f93r.19:4;UNREAD_BETWEEN:f93r.20:1;UNREAD_BETWEEN:f93r.20:3;UNREAD_BETWEEN:f93r.21:4;UNREAD_BETWEEN:f93r.22:3;UNREAD_BETWEEN:f93r.23:1;UNREAD_BETWEEN:f93r.23:2;UNREAD_BETWEEN:f93r.23:4;UNREAD_BETWEEN:f93r.24:1;UNREAD_BETWEEN:f93r.24:2;UNREAD_BETWEEN:f93r.24:3;UNREAD_BETWEEN:f93r.25:1;UNREAD_BETWEEN:f93r.25:2;UNREAD_BETWEEN:f93r.26:1;UNREAD_BETWEEN:f93r.26:2	recorded
ZL3b	f93r|f93r.1-f93r.32	B	P	f93r.19:3	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	B	P	f93r.19:3	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	J	T	f93r.13:4	f93r.16:2	qokor	f93r.14:4	chr		UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f93r|f93r.1-f93r.32	J	T	f93r.13:4	f93r.27:1	qokor	f93r.27:2	cheo			recorded
ZL3b	f93r|f93r.1-f93r.32	J	T	f93r.13:4	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	J	T	f93r.13:4	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	J	T	f93r.19:3	f93r.27:1	qokor	f93r.27:2	cheo			recorded
ZL3b	f93r|f93r.1-f93r.32	J	T	f93r.19:3	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	J	T	f93r.19:3	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	J	P	f93r.13:4	f93r.16:2	qokor	f93r.13:3	kchol		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f93r.14:1;UNREAD_BETWEEN:f93r.14:2;UNREAD_BETWEEN:f93r.14:3;UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1	recorded
ZL3b	f93r|f93r.1-f93r.32	J	P	f93r.13:4	f93r.27:1	qokor	f93r.19:1	tchor		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f93r.19:4;UNREAD_BETWEEN:f93r.20:1;UNREAD_BETWEEN:f93r.20:3;UNREAD_BETWEEN:f93r.21:4;UNREAD_BETWEEN:f93r.22:3;UNREAD_BETWEEN:f93r.23:1;UNREAD_BETWEEN:f93r.23:2;UNREAD_BETWEEN:f93r.23:4;UNREAD_BETWEEN:f93r.24:1;UNREAD_BETWEEN:f93r.24:2;UNREAD_BETWEEN:f93r.24:3;UNREAD_BETWEEN:f93r.25:1;UNREAD_BETWEEN:f93r.25:2;UNREAD_BETWEEN:f93r.26:1;UNREAD_BETWEEN:f93r.26:2	recorded
ZL3b	f93r|f93r.1-f93r.32	J	P	f93r.13:4	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	J	P	f93r.13:4	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	J	P	f93r.19:3	f93r.27:1	qokor	f93r.19:1	tchor		ASSUMED_R_PATIENT_CARRY;UNREAD_BETWEEN:f93r.19:4;UNREAD_BETWEEN:f93r.20:1;UNREAD_BETWEEN:f93r.20:3;UNREAD_BETWEEN:f93r.21:4;UNREAD_BETWEEN:f93r.22:3;UNREAD_BETWEEN:f93r.23:1;UNREAD_BETWEEN:f93r.23:2;UNREAD_BETWEEN:f93r.23:4;UNREAD_BETWEEN:f93r.24:1;UNREAD_BETWEEN:f93r.24:2;UNREAD_BETWEEN:f93r.24:3;UNREAD_BETWEEN:f93r.25:1;UNREAD_BETWEEN:f93r.25:2;UNREAD_BETWEEN:f93r.26:1;UNREAD_BETWEEN:f93r.26:2	recorded
ZL3b	f93r|f93r.1-f93r.32	J	P	f93r.19:3	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	J	P	f93r.19:3	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	M	T	f93r.13:4	f93r.16:2	qokor	f93r.14:4	chr		UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	f93r|f93r.1-f93r.32	M	T	f93r.13:4	f93r.27:1	qokor	f93r.27:2	cheo			recorded
ZL3b	f93r|f93r.1-f93r.32	M	T	f93r.13:4	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	M	T	f93r.13:4	f93r.31:2	chol	f93r.31:3	cthol			recorded
ZL3b	f93r|f93r.1-f93r.32	M	T	f93r.19:3	f93r.27:1	qokor	f93r.27:2	cheo			recorded
ZL3b	f93r|f93r.1-f93r.32	M	T	f93r.19:3	f93r.30:2	qokcho	f93r.30:1	shodaiin			recorded
ZL3b	f93r|f93r.1-f93r.32	M	T	f93r.19:3	f93r.31:2	chol	f93r.31:3	cthol			recorded
