decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G666-D011	lkshedy	ACTION	PRODUCTIVE_COMPOUND	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	L_WOOD+K_HOT+SH_MOIST+E_MIDDLE+DY_FINISHED	fertig erhitzte und eingeweichte Holzdroge	4	4	4	2	2	LKSHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D012	raraiin	FRACTION	PRODUCTIVE_COMPOUND	drei Teile der ersten Wurzelfraktion	R_ROOT+AR_FRACTION_I+AIIN_III	erste Wurzelfraktion in Sortierklasse III	4	4	4	3	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D013	cheodar	ACTION	PRODUCTIVE_COMPOUND	die erste Fraktion des mitteltrockenen Ansatzes abmessen	CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AR_FRACTION_I	erste Trockenansatzfraktion der Mittelstufe	4	4	4	3	3	CHEODAR_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D014	keam	MEASURE	PRODUCTIVE_COMPOUND	ein Maß bis zur Mittelstufe erhitzter Droge	K_HOT+E_MIDDLE+AM_UNIT_I	erhitze ein Maß Droge bis zur Mittelstufe	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D015	dalchd	ACTION	PRODUCTIVE_COMPOUND	Rohdroge I abmessen, trocknen und abschließen	D_MEASURE+AL_RAW_I+CH_DRY+D_TERM_CLOSE	abgemessene und fertig getrocknete Rohdroge I	1	1	1	1	1	DALCHD_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D016	chcthey	ACTION	PRODUCTIVE_COMPOUND	Krautdroge bis zur mittleren Stufe trocknen	CH_DRY+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Krautdroge trocken auf mittlerer Stufe	7	7	7	6	6	CHCTHEY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D017	dcheoty	ACTION	PRODUCTIVE_COMPOUND	mitteltrockenen Ansatz abmessen und leicht abkühlen	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP+T_COLD+Y_START_OR_CLOSE	abgemessener kalt-trockener Ansatz der Mittelstufe	1	1	1	1	1	DCHEOTY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D018	chdam	MEASURE	PRODUCTIVE_COMPOUND	ein Maß Trockendroge abmessen	CH_DRY+D_MEASURE+AM_UNIT_I	ein Maß Trockendroge	10	9	8	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D019	sokal	SEED	PRODUCTIVE_COMPOUND	erhitzter Saatgut-Rohstoff-I-Ansatz	S_SEED+O_PREP+K_HOT+AL_RAW_I	Saatgutansatz der Rohstoffklasse I	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D020	otcheody	ACTION	PRODUCTIVE_COMPOUND	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	O_PREP+T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	fertiger kalt-trockener Ansatz der Mittelstufe	1	1	1	1	1	OTCHEODY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D021	cheedain	MEASURE	PRODUCTIVE_COMPOUND	zwei Dosen vollständig getrockneter Droge	CH_DRY+EE_END+D_MEASURE+AIN_II	vollständig getrocknete Droge auf Stufe II	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D022	chot	COLD	PRODUCTIVE_COMPOUND	abgekühlter Trockenansatz	CH_DRY+O_PREP+T_COLD	Trockenansatz abkühlen	4	4	4	3	3	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D023	ysheed	ACTION	PRODUCTIVE_COMPOUND	weiche hiervon vollständig ein und schließe ab	Y_REFERENCE+SH_MOIST+EE_END+D_TERM_CLOSE	diese Droge vollständig eingeweicht	1	1	1	1	1	YSHEED_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D024	rodam	MEASURE	PRODUCTIVE_COMPOUND	ein Maß Wurzelansatz abmessen	R_ROOT+O_PREP+D_MEASURE+AM_UNIT_I	ein Maß Wurzelzubereitung	2	2	1	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D025	ykeeochody	ACTION	PRODUCTIVE_COMPOUND	erhitze hiervon den Ansatz vollständig, trockne ihn, setze erneut an und stelle ihn fertig	Y_REFERENCE+K_HOT+EE_END+O_PREP+CH_DRY+O_PREP+DY_FINISHED	diesen Ansatz vollständig erhitzen, trocknen und fertigstellen	1	1	1	1	1	YKEEOCHODY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D026	chky	ACTION	PRODUCTIVE_COMPOUND	getrocknete Droge leicht erhitzen	CH_DRY+K_HOT+Y_START_OR_CLOSE	leicht heiß getrocknete Droge	15	14	14	15	15	CHKY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D027	chytshy	ACTION	LEARNED_ACTION_WHOLE	leicht getrocknete Droge abkühlen und anfeuchten	LEARNED_CHYTSHY_WHOLE	kalt angefeuchtete Trockendroge	1	1	1	0	0	CHYTSHY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D028	ytol	ACTION	PRODUCTIVE_COMPOUND	kühle hiervon den Drogenstoff ab	Y_REFERENCE+T_COLD+OL_MATERIAL	kalter Drogenstoff dieser Droge	14	14	13	11	11	YTOL_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D029	kch	ACTION	CONTEXT_SCOPED_SHORT_FORM	unter Wärme trocknen	K_HOT+CH_DRY	heiß getrocknete Droge	1	1	1	0	0	KCH_READER_MERGE_LEFT_NOVEL	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D030	qopchaiin	ACTION	PRODUCTIVE_COMPOUND	nimm drei Teile des getrockneten Pulveransatzes	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+AIIN_III	Pulveransatz auf Trockenstufe III	1	1	1	1	1	QOPCHAIIN_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D031	choltaiin	COLD	PRODUCTIVE_COMPOUND	Trockengut auf Kühlstufe III	CH_DRY+OL_MATERIAL+T_COLD+AIIN_III	drei Teile kalt behandeltes Trockengut	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D032	shdaiin	MEASURE	PRODUCTIVE_COMPOUND	drei Dosen eingeweichte Droge	SH_MOIST+D_MEASURE+AIIN_III	eingeweichte Droge auf Stufe III	4	4	4	2	2	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D033	choees	DRY	PRODUCTIVE_COMPOUND	Trockenansatz-Charge auf Endstufe	CH_DRY+O_PREP+EE_END+S_TERM_SPECIES	vollständig getrocknete Ansatzcharge	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D034	okoiin	PREPARATION	PRODUCTIVE_COMPOUND	erhitzter Ansatz in Zubereitungsform III	O_PREP+K_HOT+O_PREP+IIN_FORM_III	drei Teile erhitzter Ansatz	6	6	5	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D035	tolshy	ACTION	PRODUCTIVE_COMPOUND	kalten Drogenstoff leicht anfeuchten	T_COLD+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchteter kalter Drogenstoff	1	1	1	0	1	TOLSHY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D036	ysheol	ACTION	PRODUCTIVE_COMPOUND	weiche hiervon den Drogenstoff bis zur Mittelstufe ein	Y_REFERENCE+SH_MOIST+E_MIDDLE+OL_MATERIAL	mittelfeuchter Drogenstoff dieser Droge	1	1	1	0	0	YSHEOL_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D037	keeees	HOT_PREP	LEARNED_WHOLE	Charge bis zur letzten Stufe erhitzter Droge	LEARNED_KEEEES_WHOLE	erhitze die Charge lange	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D038	ykol	ACTION	PRODUCTIVE_COMPOUND	erhitze hiervon den Drogenstoff	Y_REFERENCE+K_HOT+OL_MATERIAL	erhitzter Drogenstoff dieser Droge	12	12	12	9	10	YKOL_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D039	kcheor	MEASURE	PRODUCTIVE_COMPOUND	eine Portion bis zur Mittelstufe heiß getrocknete Droge	K_HOT+CH_DRY+E_MIDDLE+OR_PORTION	eine Portion erhitzter Trockenansatz	4	4	4	2	2	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D040	ychor	PLANT_PART	PRODUCTIVE_COMPOUND	nimm hiervon den Pflanzenteil	Y_REFERENCE+CHOR_PLANT_PART	Pflanzenteil dieser Droge	14	14	14	13	14	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D041	qoaiin	ACTION	PRODUCTIVE_COMPOUND	nimm drei Teile	QO_COMMAND+AIIN_III	Stufe III ausführen	21	21	19	20	20	QOAIIN_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D042	oaldary	ACTION	PRODUCTIVE_COMPOUND	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	O_PREP+AL_RAW_I+D_MEASURE+AR_FRACTION_I+Y_START_OR_CLOSE	abgeschlossene erste Rohstoff-I-Ansatzfraktion	1	1	1	1	1	OALDARY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D043	g	ACTION	CONTEXT_SCOPED_SHORT_FORM	vorstehenden Rezeptposten abschließen	LEARNED_G_WHOLE	ein Gran; sekundär historisch auch ein Tropfen	11	11	8	8	8	G_ACTION|G_READER_MERGE_LEFT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D044	chcth	DRY	PRODUCTIVE_COMPOUND	getrocknete Kraut- oder Blattdroge	CH_DRY+CTH_HERB	Krautdroge trocknen	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D045	daid	MEASURE	LEARNED_WHOLE	zweite Dosis abmessen und abschließen	LEARNED_DAID_WHOLE	abgemessene zweite Dosis	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D046	qochol	ACTION	PRODUCTIVE_COMPOUND	nimm getrockneten Drogenstoff	QO_COMMAND+CH_DRY+OL_MATERIAL	gib getrockneten Drogenstoff hinzu	1	1	1	1	1	QOCHOL_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D047	cthody	PREPARATION	PRODUCTIVE_COMPOUND	fertiger Krautansatz	CTH_HERB+O_PREP+DY_FINISHED	Krautansatz fertigstellen	13	13	11	12	12	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D048	qoos	ACTION	PRODUCTIVE_COMPOUND	nimm eine Ansatzcharge	QO_COMMAND+O_PREP+S_TERM_SPECIES	führe den Ansatzposten aus	2	2	2	2	2	QOOS_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D049	yor	ACTION	CONTEXT_SCOPED_SHORT_FORM	nimm hiervon eine Portion	Y_REFERENCE+OR_PORTION	eine Portion dieser Droge	2	2	2	1	1	YOR_ACTION	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D050	dkol	ACTION	PRODUCTIVE_COMPOUND	erhitzten Drogenstoff abmessen	D_MEASURE+K_HOT+OL_MATERIAL	abgemessener erhitzter Drogenstoff	1	1	1	1	1	DKOL_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D051	chm	MEASURE	CONTEXT_SCOPED_SHORT_FORM	eine Handvoll Trockendroge	LEARNED_CHM_WHOLE	ein kleiner Trockenposten	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D052	ctholdy	ACTION	PRODUCTIVE_COMPOUND	Krautdrogenstoff fertigstellen	CTH_HERB+OL_MATERIAL+DY_FINISHED	fertiger Krautdrogenstoff	1	1	1	0	0	CTHOLDY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D053	deey	MEASURE	PRODUCTIVE_COMPOUND	die Enddosis abmessen	D_MEASURE+EE_END+Y_START_OR_CLOSE	vollständig abgemessene Dosis	7	7	7	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D054	dshodar	ACTION	LEARNED_ACTION_WHOLE	die erste Fraktion des eingeweichten Ansatzes abmessen	LEARNED_DSHODAR_WHOLE	eingeweichten Ansatz abmessen und danach Fraktion I trennen	1	1	1	1	1	DSHODAR_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D055	chekar	FRACTION	PRODUCTIVE_COMPOUND	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	CH_DRY+E_MIDDLE+K_HOT+AR_FRACTION_I	die erste Trockenfraktion erhitzen	7	7	7	6	6	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D056	arl	WOOD	CONTEXT_SCOPED_SHORT_FORM	erste Holzdrogenfraktion	AR_FRACTION_I+L_WOOD	erste Fraktion und ein Pfund	2	2	2	2	2	EXACT_WHOLE	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D057	yshos	ACTION	PRODUCTIVE_COMPOUND	weiche hiervon eine Ansatzcharge ein	Y_REFERENCE+SH_MOIST+O_PREP+S_TERM_SPECIES	angefeuchtete Ansatzcharge dieser Droge	1	1	1	1	1	YSHOS_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D058	dchold	ACTION	PRODUCTIVE_COMPOUND	getrockneten Drogenstoff abmessen und abschließen	D_MEASURE+CH_DRY+OL_MATERIAL+D_TERM_CLOSE	abgemessener abgeschlossener Trockenstoff	1	1	1	0	1	DCHOLD_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D059	ochor	PLANT_PART	PRODUCTIVE_COMPOUND	Pflanzenteil im Ansatz	O_PREP+CHOR_PLANT_PART	Trockenportion im Ansatz	5	5	5	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D060	kcholqod	ACTION	LEARNED_ACTION_WHOLE	erhitztes Trockengut als Ansatz fertigstellen	LEARNED_KCHOLQOD_WHOLE	erhitztes Trockengut abziehen und abschließen	1	1	1	0	0	KCHOLQOD_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D061	orchochor	PLANT_PART	PRODUCTIVE_COMPOUND	eine Portion Pflanzenteil für einen Trockenansatz	OR_PORTION+CH_DRY+O_PREP+CHOR_PLANT_PART	eine Portion Pflanzenteile der Trockenfraktion	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D062	chokokor	ACTION	PRODUCTIVE_COMPOUND	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	CH_DRY+O_PREP+K_HOT+O_PREP+K_HOT+OR_PORTION	eine Portion wiedererhitzten Trockenansatzes	1	1	1	1	1	CHOKOKOR_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D063	dchdy	ACTION	PRODUCTIVE_COMPOUND	Trockendroge abmessen und fertigstellen	D_MEASURE+CH_DRY+DY_FINISHED	abgemessene fertig getrocknete Droge	8	8	8	3	3	DCHDY_ACTION|LABEL_SIGLUM	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D064	ycheor	ACTION	PRODUCTIVE_COMPOUND	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	Y_REFERENCE+CH_DRY+E_MIDDLE+OR_PORTION	bis zur Mittelstufe getrocknete Portion dieser Droge	6	6	5	6	6	YCHEOR_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D065	chag	MEASURE	LEARNED_WHOLE	ein Gran Trockendroge	LEARNED_CHAG_WHOLE	getrocknete Arzneispecies	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D066	chololy	EXTRACT	PRODUCTIVE_COMPOUND	seihe den getrockneten Drogenstoff ab	CH_DRY+OL_MATERIAL+OLY_STRAIN_ACTION	zwei Drogenstoffe leicht zusammen trocknen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D067	chekody	ACTION	PRODUCTIVE_COMPOUND	mitteltrockenen Ansatz erhitzen und fertigstellen	CH_DRY+E_MIDDLE+K_HOT+O_PREP+DY_FINISHED	fertig erhitzter Trockenansatz der Mittelstufe	1	1	1	0	0	CHEKODY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D068	ay	MEASURE	CONTEXT_SCOPED_SHORT_FORM	ein gleicher Teil, abgeschlossen	A_PART_OR_LINK+Y_START_OR_CLOSE	leichte Grundstufe	7	7	5	0	0	EXACT_WHOLE	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D069	dalain	MEASURE	PRODUCTIVE_COMPOUND	zwei Teile Rohdroge I abmessen	D_MEASURE+AL_RAW_I+AIN_II	Rohdroge I in Dosis II	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D070	chtchy	ACTION	PRODUCTIVE_COMPOUND	Droge kalt trocknen und leicht nachtrocknen	CH_DRY+T_COLD+CH_DRY+Y_START_OR_CLOSE	kalt nachgetrocknete Droge	3	3	3	2	2	CHTCHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D071	qokody	ACTION	PRODUCTIVE_COMPOUND	Ansatz erhitzen und fertigstellen	QO_COMMAND+K_HOT+O_PREP+DY_FINISHED	fertiger erhitzter Ansatz	8	8	8	7	7	QOKODY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D072	qody	ACTION	PRODUCTIVE_COMPOUND	stelle die Zubereitung fertig	QO_COMMAND+DY_FINISHED	nimm die fertiggestellte Zubereitung	16	16	14	12	12	QODY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D073	om	MEASURE	CONTEXT_SCOPED_SHORT_FORM	eine Handvoll Ansatz	LEARNED_OM_WHOLE	Ansatz ohne festen Mengenwert	20	19	18	15	15	EXACT_WHOLE|OM_READER_MERGE_LEFT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D074	keesy	ACTION	PRODUCTIVE_COMPOUND	Saatgut vollständig erhitzen und abschließen	K_HOT+EE_END+S_SEED+Y_START_OR_CLOSE	vollständig erhitztes Saatgut	1	1	1	1	1	KEESY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D075	qocthedy	ACTION	PRODUCTIVE_COMPOUND	Krautdroge bis zur Mittelstufe aufbereiten und abschließen	QO_COMMAND+CTH_HERB+E_MIDDLE+DY_FINISHED	fertige Krautdroge der Mittelstufe	3	3	3	3	3	QOCTHEDY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D076	chosory	SEED	LEARNED_WHOLE	eine Portion Saatgut im Trockenansatz, abgeschlossen	LEARNED_CHOSORY_WHOLE	abgeschlossene Trockenansatz-Charge	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D077	koddy	ACTION	LEARNED_ACTION_WHOLE	erhitzten Ansatz abmessen und fertigstellen	LEARNED_KODDY_WHOLE	fertig erhitzte Ansatzdosis	1	1	1	0	0	KODDY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D078	ycheoky	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	Y_REFERENCE+CH_DRY+E_MIDDLE+O_PREP+K_HOT+Y_START_OR_CLOSE	mitteltrockener, leicht erhitzter Ansatz dieser Droge	3	3	3	2	2	YCHEOKY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D079	chokan	ACTION	PRODUCTIVE_COMPOUND	Trockenansatz auf Heizstufe I bringen	CH_DRY+O_PREP+K_HOT+AN_I	Trockenansatz aus einem erhitzten Teil	2	2	2	2	2	CHOKAN_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D080	qockhey	ACTION	PRODUCTIVE_COMPOUND	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	QO_COMMAND+O_PREP+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Arzneikompositum-Ansatz auf mittlerer Stufe	14	14	13	12	14	QOCKHEY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D081	ke	ACTION	CONTEXT_SCOPED_SHORT_FORM	bis zur mittleren Heizstufe erhitzen	K_HOT+E_MIDDLE	mittelstark erhitzte Droge	1	1	1	0	0	KE_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D082	keeyfar	FLOWER	LEARNED_WHOLE	vollständig erhitzte erste Blütenfraktion	LEARNED_KEEYFAR_WHOLE	die erste Blütenfraktion vollständig erhitzen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D083	daiiny	MEASURE	PRODUCTIVE_COMPOUND	drei Teile abmessen und abschließen	D_MEASURE+AIIN_III+Y_START_OR_CLOSE	drei abgemessene Teile	3	3	3	1	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D084	chokor	MEASURE	PRODUCTIVE_COMPOUND	eine Portion erhitzten Trockenansatzes	CH_DRY+O_PREP+K_HOT+OR_PORTION	eine Portion heiß getrocknete Droge	5	5	4	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
