surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
cthody	fertiger Krautansatz	CTH_HERB+O_PREP+DY_FINISHED	Krautansatz fertigstellen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	13	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qoos	nimm eine Ansatzcharge	QO_COMMAND+O_PREP+S_TERM_SPECIES	führe den Ansatzposten aus	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
yor	nimm hiervon eine Portion	Y_REFERENCE+OR_PORTION	eine Portion dieser Droge	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	2	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V43_REPLACEABLE
dkol	erhitzten Drogenstoff abmessen	D_MEASURE+K_HOT+OL_MATERIAL	abgemessener erhitzter Drogenstoff	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chm	eine Handvoll Trockendroge	LEARNED_CHM_WHOLE	ein kleiner Trockenposten	CONTEXT_SCOPED_SHORT_FORM	LOW_EXPLORATORY	1	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V43_REPLACEABLE
ctholdy	Krautdrogenstoff fertigstellen	CTH_HERB+OL_MATERIAL+DY_FINISHED	fertiger Krautdrogenstoff	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
deey	die Enddosis abmessen	D_MEASURE+EE_END+Y_START_OR_CLOSE	vollständig abgemessene Dosis	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dshodar	die erste Fraktion des eingeweichten Ansatzes abmessen	LEARNED_DSHODAR_WHOLE	eingeweichten Ansatz abmessen und danach Fraktion I trennen	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chekar	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	CH_DRY+E_MIDDLE+K_HOT+AR_FRACTION_I	die erste Trockenfraktion erhitzen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
arl	erste Holzdrogenfraktion	AR_FRACTION_I+L_WOOD	erste Fraktion und ein Pfund	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	2	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V43_REPLACEABLE
yshos	weiche hiervon eine Ansatzcharge ein	Y_REFERENCE+SH_MOIST+O_PREP+S_TERM_SPECIES	angefeuchtete Ansatzcharge dieser Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dchold	getrockneten Drogenstoff abmessen und abschließen	D_MEASURE+CH_DRY+OL_MATERIAL+D_TERM_CLOSE	abgemessener abgeschlossener Trockenstoff	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ochor	Pflanzenteil im Ansatz	O_PREP+CHOR_PLANT_PART	Trockenportion im Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
kcholqod	erhitztes Trockengut als Ansatz fertigstellen	LEARNED_KCHOLQOD_WHOLE	erhitztes Trockengut abziehen und abschließen	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
orchochor	eine Portion Pflanzenteil für einen Trockenansatz	OR_PORTION+CH_DRY+O_PREP+CHOR_PLANT_PART	eine Portion Pflanzenteile der Trockenfraktion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chokokor	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	CH_DRY+O_PREP+K_HOT+O_PREP+K_HOT+OR_PORTION	eine Portion wiedererhitzten Trockenansatzes	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
dchdy	Trockendroge abmessen und fertigstellen	D_MEASURE+CH_DRY+DY_FINISHED	abgemessene fertig getrocknete Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ycheor	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	Y_REFERENCE+CH_DRY+E_MIDDLE+OR_PORTION	bis zur Mittelstufe getrocknete Portion dieser Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chag	ein Gran Trockendroge	LEARNED_CHAG_WHOLE	getrocknete Arzneispecies	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chololy	seihe den getrockneten Drogenstoff ab	CH_DRY+OL_MATERIAL+OLY_STRAIN_ACTION	zwei Drogenstoffe leicht zusammen trocknen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chekody	mitteltrockenen Ansatz erhitzen und fertigstellen	CH_DRY+E_MIDDLE+K_HOT+O_PREP+DY_FINISHED	fertig erhitzter Trockenansatz der Mittelstufe	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ay	ein gleicher Teil, abgeschlossen	A_PART_OR_LINK+Y_START_OR_CLOSE	leichte Grundstufe	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	7	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V43_REPLACEABLE
dalain	zwei Teile Rohdroge I abmessen	D_MEASURE+AL_RAW_I+AIN_II	Rohdroge I in Dosis II	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chtchy	Droge kalt trocknen und leicht nachtrocknen	CH_DRY+T_COLD+CH_DRY+Y_START_OR_CLOSE	kalt nachgetrocknete Droge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qokody	Ansatz erhitzen und fertigstellen	QO_COMMAND+K_HOT+O_PREP+DY_FINISHED	fertiger erhitzter Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qody	stelle die Zubereitung fertig	QO_COMMAND+DY_FINISHED	nimm die fertiggestellte Zubereitung	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	16	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
om	eine Handvoll Ansatz	LEARNED_OM_WHOLE	Ansatz ohne festen Mengenwert	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	20	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V43_REPLACEABLE
keesy	Saatgut vollständig erhitzen und abschließen	K_HOT+EE_END+S_SEED+Y_START_OR_CLOSE	vollständig erhitztes Saatgut	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qocthedy	Krautdroge bis zur Mittelstufe aufbereiten und abschließen	QO_COMMAND+CTH_HERB+E_MIDDLE+DY_FINISHED	fertige Krautdroge der Mittelstufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chosory	eine Portion Saatgut im Trockenansatz, abgeschlossen	LEARNED_CHOSORY_WHOLE	abgeschlossene Trockenansatz-Charge	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
koddy	erhitzten Ansatz abmessen und fertigstellen	LEARNED_KODDY_WHOLE	fertig erhitzte Ansatzdosis	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ycheoky	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	Y_REFERENCE+CH_DRY+E_MIDDLE+O_PREP+K_HOT+Y_START_OR_CLOSE	mitteltrockener, leicht erhitzter Ansatz dieser Droge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chokan	Trockenansatz auf Heizstufe I bringen	CH_DRY+O_PREP+K_HOT+AN_I	Trockenansatz aus einem erhitzten Teil	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
qockhey	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	QO_COMMAND+O_PREP+CKH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Arzneikompositum-Ansatz auf mittlerer Stufe	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	14	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
ke	bis zur mittleren Heizstufe erhitzen	K_HOT+E_MIDDLE	mittelstark erhitzte Droge	CONTEXT_SCOPED_SHORT_FORM	LOW_EXPLORATORY	1	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V43_REPLACEABLE
keeyfar	vollständig erhitzte erste Blütenfraktion	LEARNED_KEEYFAR_WHOLE	die erste Blütenfraktion vollständig erhitzen	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
daiiny	drei Teile abmessen und abschließen	D_MEASURE+AIIN_III+Y_START_OR_CLOSE	drei abgemessene Teile	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chokor	eine Portion erhitzten Trockenansatzes	CH_DRY+O_PREP+K_HOT+OR_PORTION	eine Portion heiß getrocknete Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chotchey	Trockenansatz kalt bis zur Mittelstufe nachtrocknen	CH_DRY+O_PREP+T_COLD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	kalt nachgetrockneter Trockenansatz der Mittelstufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
chotor	eine Portion abgekühlten Trockenansatzes	CH_DRY+O_PREP+T_COLD+OR_PORTION	eine Portion kalt getrocknete Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
skaiiodar	die erste Fraktion des erhitzten Saatgutansatzes abmessen	LEARNED_SKAIIODAR_WHOLE	Saatgut auf Heizstufe III bringen und Ansatzfraktion I abmessen	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
yodaiin	miss hiervon drei Dosen Ansatz ab	Y_REFERENCE+O_PREP+D_MEASURE+AIIN_III	drei Ansatzdosen dieser Droge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V43_REPLACEABLE
