occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G666-T0011	f102r1	f102r1.13	6	qokeol	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	teesody qoeol olcheor qokey okshey qokeol sheofoly	teesody qoeol olcheor qokey okshey qokeol sheo folcfhhy	teesody qoeol olcheor qokey okshey qoke l sheofoly	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0012	f102r1	f102r1.5	1	ytol	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	ytol sheol she olaiin orain oraroekeol chol ekey qokol ain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0013	f102r1	f102r1.9	3	qokeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	daiin orsheoldy qokeol oteeody lshody keodal qokshdy sy	aiin orsheoldy qokeol oteeody lshodykeodal qoksh y sy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0014	f102v1	f102v1.10	1	kochor	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	kochor ol ydaiin choraiin cheey ykeey kor shey qokey dy	kochor ol ydaiin choraiin sheey ykeey korshey qokey dy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0015	f102v1	f102v1.23	5	qockhey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ksheody sho qokey sheody qockhey olcheor odain okchody	ksheody sho qokey sheody qockhey olcheor odain okchoda	ksheody sho qokey sheody qockhey ol cheor odain okchody	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0016	f102v1	f102v1.9	3	qokeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor os cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor or cheo r chol qoteor dar	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0017	f102v2	f102v2.21	4	eey	MEDIAL	0	0	LEFT	odeey	RF1b	0	LEFT:odeey	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	0	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	ycheey s odeeeey okeeor cheol or oiin oeees okear chey keey saiin oteos	ycheey s odeey okeeor cheol os oiin oeees okear chey keey s aiin oteo	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0018	f102v2	f102v2.23	7	eey	EOS	0	0	LEFT	oreey	IT2a	0	LEFT:oreey	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	0	okey okey shey okey oiees or eey	oteo okey shey okey aiees oreey	ote okeo shey okey oiees or eey	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0019	f102v2	f102v2.35	1	ychor	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	ychor sheol por sheeor shekeey qoky cheo keody qokeol dain	ychor sheol por sheeor shekeey qoky che teody qokeol daiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0020	f102v2	f102v2.35	9	qokeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	ychor sheol por sheeor shekeey qoky cheo keody qokeol dain	ychor sheol por sheeor shekeey qoky che teody qokeol daiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0021	f103r	f103r.11	10	qokeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky	dar oteey otain lol shedy okain chey qorain shey otoy qokeol key daikhyky	dar ateey otain lolshedy okain chey qoreiin shey otoy qokeol key ayky	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0022	f103r	f103r.12	5	qokeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol kee y shar aiin ote y	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0023	f103r	f103r.16	3	shdaiin	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	dshol sholkar sedaiin cheey rar okeey shefhedy opcheol oteedy tchey shky	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0024	f103r	f103r.18	2	qokeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	polchedy qokeol okain checthy oteeylshedy okain qokain qokalshedy oteys	polchedy qokeol okain checthy oteey lshedy okain qokain qokalshedy oteys	polche y qokeol okain checthy oteeylshe y okain qokain qotalshedy oteys	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0025	f103r	f103r.52	8	qopchey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	pche al oteey qolkeedy qokeey qoty chepchy qopchey lkaiin otalsy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0026	f103v	f103v.11	2	olkeeshy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qokeedy olkeeshy qoky qokal shed	qokeedy olkeeshy qoky qokal shed	qokeedy olkeeshy qoky qokaled	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0027	f103v	f103v.13	2	eey	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NO_EXACT_LOCAL_READER_JOIN	0	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	dain cseey olshy otey olshedy qotshdy okeey lr ain okan olshey	dain eey olshy otey olshed qotshdy okeey lr ain okan olshey	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0028	f103v	f103v.24	6	olan	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0029	f103v	f103v.26	6	oteaiin	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	yteey qokeey sheety oteey lshedy oteaiin	yteey qokeey sheety oteey lshedy oteaiin	yteey qokeey sheety oteey lshedy oteaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0030	f103v	f103v.28	5	otealshey	MEDIAL	0	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y	daiin checkhy ykeey shckhy oteal shey okain chey okeedy por aiin y	aiin checkhy ykeey shckhy otealshey okain chey okee y poraiiny	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0031	f103v	f103v.35	10	otaly	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	qol shey ykeey okeey lsheey sheckhy chtain oty okedy otaly	qol shey ykeey keey lshey sheckhy chtain oty okedy otaly	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0032	f104r	f104r.1	4	qopchedy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeo chey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy she aiin oteeochey qopchedy sain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0033	f104r	f104r.1	6	qopchedy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeo chey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy she aiin oteeochey qopchedy sain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0034	f104r	f104r.1	9	qopchedy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeo chey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy she aiin oteeochey qopchedy sain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0035	f104r	f104r.13	3	chokar	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	ol cheol qodain chokar okcho lkain okar cheody okeeody qo am chdy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0036	f104r	f104r.15	5	otolkeechdy	MEDIAL	0	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	sor chodaiin chody okar otolkeechdy okal kaiin cheodaiin	sor chodaiin chody okar otol keechdy okal kaiin cheodaiin	s r cho aiin chody okar otolkeechdy okal kaiin cheo aiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0037	f104r	f104r.2	6	cheodar	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	oar aiin yteeody cheodaiin cheodar saiin chey tair osaiiin chcthedy teedaram	oar aiin yteeody cheedaiin cheo ar s aiin chey tair os aiin chcthedy teedaram	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0038	f104r	f104r.22	6	chokor	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	tshedar chllo rl shed kchedy chokor cheedy opchar cheor chckhey taiin dam	tshedar chllo rl shed kche y chokor cheed opchar cheor chckhey taiin am	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0039	f104r	f104r.23	13	alol	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheo ckhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheockhey chol kechd okeedal lkain cholkeeo y otchor aiir chol kar alol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0040	f104r	f104r.37	3	qoaiin	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	okaiin cheodal qoaiin okar oraiin okar oteody qokaiin okal qotir	okaiin cheodal qoaiin okar oraiin okar oteody qokaiin okal qotir	okaiin cheodal qoaiin okar oraiin okar oteod qokaiin okal qotir	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0041	f104v	f104v.13	4	qokeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin chataiin	ycheol cheody qoeechdy qokeol qotaiin che ar cheo lkaiin cheetar aiin cheetaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0042	f104v	f104v.29	2	shodaiin	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo lchedy lcheed chaim	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0043	f104v	f104v.4	3	chokar	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokeedy	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokeedy	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokee y	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0044	f105r	f105r.12	2	yteeo	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yaiir yteeo dy qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	yaiir yteeody qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	aiir yteeody qoeeody qoeedy kchedy qotchdy otchee che teeor yke y ry	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0045	f105r	f105r.12	11	ykedy	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yaiir yteeo dy qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	yaiir yteeody qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	aiir yteeody qoeeody qoeedy kchedy qotchdy otchee che teeor yke y ry	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0046	f105r	f105r.13	6	qoked	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dyteey qokdy chedy chedy dal qoked shedy qoteody cheedy ot	dyteey qokdy chedy chedy dol qoked shedy qoteody cheedy ot	dyteey qok y che y chedy dal qoke shedy qoteody cheedy ot	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0047	f105r	f105r.2	13	qody	EOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dshees yey cheey raiin otchdy qodor ches or cheey okees odar cheody qody	dshees yey cheey raiin otchdy qodos ches or cheey okees odar cheody qody	dshees yey chee raiin otch y qodor ches or cheey okees odar cheod qod	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0048	f105r	f105r.29	9	qopchedy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	oees olkeedy qockhy r aiin chol okair oteedy qopchedy odaiin ypchedy ytam	oees olkeedy qockhy raiin chol okair oteedy qopchedy odaiin ypchedy ykam	o ees olkee y qockhy raiin chol okair oteedy qopchedy odaiin ypchedy ykam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0049	f105r	f105r.37	4	otaly	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	otoiir chedaiin otair otaly	otoiis chedaiin otair otaly	otoiir chedaiin otair otaly	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0050	f105r	f105r.4	5	eeeodaiin	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ykaiin olkeedy odaiin okar eeeodaiin yteey ochedy qokeeey oy teedy qotam	ykaiin olkeedy odaiin okar eeeodaiin yteey ochedy qokeeey oy teedy qotam	ykaiin olkeedy odaiin ok ar eeeodaiin ytee oched qokeee oy tee qotam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0051	f105r	f105r.6	4	qopchedy	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	par arody shedeeey qopchedy qody qoteody aiin yteody qokor olpshedy	por arody shedeeey qopchedy qody qoteody aiin yteody qokor olpshedy	par arody she eee qopched qody qoteod aiin yteody qokor olpshed	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0052	f105r	f105r.6	5	qody	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	par arody shedeeey qopchedy qody qoteody aiin yteody qokor olpshedy	por arody shedeeey qopchedy qody qoteody aiin yteody qokor olpshedy	par arody she eee qopched qody qoteod aiin yteody qokor olpshed	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0053	f105v	f105v.14	10	chtchy	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy	pchedaiin chckhdy qokaiir olpchedy olord aiiin kail odar kard chtchy	pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0054	f105v	f105v.20	7	alol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kairodl lpaim	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kair odl lpaim	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kair o l lpaim	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0055	f105v	f105v.28	4	odor	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	oeoar ar al odor aiil otaiin	oeoar ar al odor aiil otaiin	oeoar ar al odor aiil otaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0056	f105v	f105v.29	9	qopchedy	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	tdol tor oaldar aiir okokeedy karody qoeedy sho qopchedy daiin opairam	tdol tor oaldar aiir otokeedy karody qoeedy sho qopchedy daiin opairam	tdol toroaldar aiir okokeedy karodyqoeedy sho qopched daiin opairam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0057	f105v	f105v.36	4	qoaiin	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	laiin sheod okeeody qoaiin ytaiin otair chdal dy daim chdaiin oy	laiin sheod okeeody qoaiin ytaiin otair chdal dydaim chdaiin ockhhy	laiin sheod okeeody qoaiin ytaiin otair chdal dydaim chdaiin oy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0058	f105v	f105v.36	9	daim	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	laiin sheod okeeody qoaiin ytaiin otair chdal dy daim chdaiin oy	laiin sheod okeeody qoaiin ytaiin otair chdal dydaim chdaiin ockhhy	laiin sheod okeeody qoaiin ytaiin otair chdal dydaim chdaiin oy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0059	f105v	f105v.6	13	g	EOS	1	1	NONE	NONE	NONE	0	NONE	NO_EXACT_LOCAL_READER_JOIN	0	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ytaiin g	dcheo fcheeojy ckheey dar aiin al dar ar daiiidy otedy oteody ytaiin g	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0060	f106r	f106r.11	7	chokar	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0061	f106r	f106r.11	8	cholky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0062	f106r	f106r.15	3	lchor	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	podaroar oteeo lchor shol tchedy chotar opchedy opches aiin okchdam	podaroar oteeolchor shol tchedy chotar opchedy opches aiin okchdam	podaroar oteeolchor shol tchedy chotar opchedy opches aiin okchdam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0063	f106r	f106r.16	12	chdam	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	soin oin okain aiin arol ocheedy lkeeeody daiin chedar okol otar chdam	sain oin okain aiin arol ocheedy lkeeeody daiin chedar okol otar chdam	sain oin okain aiin arol ocheedy lkeee dy daiin chedar okol otar chdam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0064	f106r	f106r.17	3	qockhey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yochor lshedy qockhey qokedain or aiinchodar	yochor lshedy qockhey qokedain or aiin chodar	yochor lshedy qockhey qoke ain or aiin chodar	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0065	f106r	f106r.27	2	lkshedy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	tcheoky lkshedy qokaiin lky raiin chy rody chlar cheeorfor cheoly	tcheoko lkshedy qokaiin lky raiin chy rody chlar cheeorfor cheoly	tcheok lkshedy qokaiin lky raiin chy rody chlar cheeorfor cheoly	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G666-T0066	f106r	f106r.46	2	shodaiin	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	sotchdaiin shodaiin otedy qokeedy qokaiin ykar qokain cheedy lol	sotchdaiin shodaiin otedy qokeedy qokaiin ykar qokain cheedy lol	sotchdaiin sh daiin ote y qokeedy qokaiin ykar qokain cheedy lol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
