rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v42_translation_de	v43_translation_de	status
11	f107v	f107v.27	lkshedy	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	PRODUCTIVE_COMPOUND	L_WOOD+K_HOT+SH_MOIST+E_MIDDLE+DY_FINISHED	fertig erhitzte und eingeweichte Holzdroge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dal okain okchey qokshy okol lkshedy taraiin sho qokor cheey qokam	abgemessene Rohstoffmenge I; heiß im Zubereitungsrahmen, Grad II; heiß-trockener Ansatz in der Mitte des Grades; heiß und leicht angefeuchtet; heißer Ansatzstoff; [lkshedy:?]; drei Teile der ersten gekühlten Drogenfraktion; feuchter Ansatz; heiße Drogenportion; vollständig getrocknet; nimm ein Maß und erhitze es	abgemessene Rohstoffmenge I; heiß im Zubereitungsrahmen, Grad II; heiß-trockener Ansatz in der Mitte des Grades; heiß und leicht angefeuchtet; heißer Ansatzstoff; Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen; drei Teile der ersten gekühlten Drogenfraktion; feuchter Ansatz; heiße Drogenportion; vollständig getrocknet; nimm ein Maß und erhitze es	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
12	f107v	f107v.28	raraiin	drei Teile der ersten Wurzelfraktion	drei Teile der ersten Wurzelfraktion	PRODUCTIVE_COMPOUND	R_ROOT+AR_FRACTION_I+AIIN_III	erste Wurzelfraktion in Sortierklasse III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	y cheor cheol lcheedy raraiin	Eintrag: trockener Drogenteil; trockener Drogenstoff; Holzdroge vollständig trocknen und abschließen; [raraiin:?]	Eintrag: trockener Drogenteil; trockener Drogenstoff; Holzdroge vollständig trocknen und abschließen; drei Teile der ersten Wurzelfraktion	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
13	f108r	f108r.46	cheodar	die erste Fraktion des mitteltrockenen Ansatzes abmessen	die erste Fraktion des mitteltrockenen Ansatzes abmessen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AR_FRACTION_I	erste Trockenansatzfraktion der Mittelstufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	yteedy qokeed y qokey otedy okedy qokaiin cheodar cheey qokedy al	kühle hiervon vollständig ab und schließe; erhitze bis zur Endstufe und schließe ab; bis zur mittleren Heizstufe; Ansatz auf mittlerer Kühlstufe abgeschlossen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; heiß, Grad III; [cheodar:?]; vollständig getrocknet; bis zur mittleren Heizstufe gebracht; Rohstoff I	kühle hiervon vollständig ab und schließe; erhitze bis zur Endstufe und schließe ab; bis zur mittleren Heizstufe; Ansatz auf mittlerer Kühlstufe abgeschlossen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; heiß, Grad III; die erste Fraktion des mitteltrockenen Ansatzes abmessen; vollständig getrocknet; bis zur mittleren Heizstufe gebracht; Rohstoff I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
14	f108r	f108r.47	keam	ein Maß bis zur Mittelstufe erhitzter Droge	ein Maß bis zur Mittelstufe erhitzter Droge	PRODUCTIVE_COMPOUND	K_HOT+E_MIDDLE+AM_UNIT_I	erhitze ein Maß Droge bis zur Mittelstufe	MEDIUM_EXACT_WHOLE	NONE	yched chockhey dain sheol okedy lkeedy oteedy qokeedy ched al keam	trockne hiervon bis zur Mittelstufe und schließe ab; Arzneikompositum im Trockenansatz in der Gradmitte; zwei Maße; feuchtes Material; Ansatz bis zur mittleren Heizstufe, abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; Ansatz auf Kühlendstufe abgeschlossen; bis zur Heizendstufe gebracht; Trockenstufe Mitte, abgeschlossen; Rohstoff I; [keam:?]	trockne hiervon bis zur Mittelstufe und schließe ab; Arzneikompositum im Trockenansatz in der Gradmitte; zwei Maße; feuchtes Material; Ansatz bis zur mittleren Heizstufe, abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; Ansatz auf Kühlendstufe abgeschlossen; bis zur Heizendstufe gebracht; Trockenstufe Mitte, abgeschlossen; Rohstoff I; ein Maß bis zur Mittelstufe erhitzter Droge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
15	f112r	f112r.18	dalchd	Rohdroge I abmessen, trocknen und abschließen	Rohdroge I abmessen, trocknen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+AL_RAW_I+CH_DRY+D_TERM_CLOSE	abgemessene und fertig getrocknete Rohdroge I	LOW_EXPLORATORY	NONE	saiin al key chey dalchd aiin okal chody chedy cham	Samen/Saatgut, Typ/Charge III; Rohstoff I; bis zur mittleren Heizstufe; bis zur mittleren Trockenstufe; [dalchd:?]; drei Teile; Rohstoff I, leicht erhitzt im Ansatz; Trockenansatz, abgeschlossen; bis zur mittleren Trockenstufe gebracht; ein Maß Trockendroge	Samen/Saatgut, Typ/Charge III; Rohstoff I; bis zur mittleren Heizstufe; bis zur mittleren Trockenstufe; Rohdroge I abmessen, trocknen und abschließen; drei Teile; Rohstoff I, leicht erhitzt im Ansatz; Trockenansatz, abgeschlossen; bis zur mittleren Trockenstufe gebracht; ein Maß Trockendroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
16	f112r	f112r.21	chcthey	Krautdroge bis zur mittleren Stufe trocknen	Krautdroge bis zur mittleren Stufe trocknen	PRODUCTIVE_COMPOUND	CH_DRY+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	Krautdroge trocken auf mittlerer Stufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy	Samenmaterial/Saatgut; bis zur Heizendstufe gebracht; Wurzel, Typ/Charge III; [chcthey:?]; Ansatz auf Heizendstufe abgeschlossen; bis zur Kühlendstufe gebracht; nimm die Endportion hinzu; Wurzelfraktion II; Rohstoff I; Saatgut in Grundform	Samenmaterial/Saatgut; bis zur Heizendstufe gebracht; Wurzel, Typ/Charge III; Krautdroge bis zur mittleren Stufe trocknen; Ansatz auf Heizendstufe abgeschlossen; bis zur Kühlendstufe gebracht; nimm die Endportion hinzu; Wurzelfraktion II; Rohstoff I; Saatgut in Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
17	f112v	f112v.13	dcheoty	mitteltrockenen Ansatz abmessen und leicht abkühlen	mitteltrockenen Ansatz abmessen und leicht abkühlen	PRODUCTIVE_COMPOUND	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP+T_COLD+Y_START_OR_CLOSE	abgemessener kalt-trockener Ansatz der Mittelstufe	LOW_EXPLORATORY	NONE	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	[dcheoty:?]; Ansatz in Grundform; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; bis zur mittleren Trockenstufe gebracht; drei Maße; trockene abgemessene Rohstoffmenge I in der Gradmitte; bis zur mittleren Trockenstufe gebracht; heiß, Grad III; ein Maß kalten Ansatzes	mitteltrockenen Ansatz abmessen und leicht abkühlen; Ansatz in Grundform; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; bis zur mittleren Trockenstufe gebracht; drei Maße; trockene abgemessene Rohstoffmenge I in der Gradmitte; bis zur mittleren Trockenstufe gebracht; heiß, Grad III; ein Maß kalten Ansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
18	f112v	f112v.34	chdam	ein Maß Trockendroge abmessen	ein Maß Trockendroge abmessen	PRODUCTIVE_COMPOUND	CH_DRY+D_MEASURE+AM_UNIT_I	ein Maß Trockendroge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	saiin chedaiin checkhy lkeedy qokeedy chkaiin checkhol chdam	Samen/Saatgut, Typ/Charge III; abgemessene Trockendroge, Dosis III; trockenes Arzneikompositum am Gradanfang; Drogenholz, heiß am Gradende, abgeschlossen; bis zur Heizendstufe gebracht; heiß-trocken, Grad III; getrockneter Arzneikompositum-Grundstoff; [chdam:?]	Samen/Saatgut, Typ/Charge III; abgemessene Trockendroge, Dosis III; trockenes Arzneikompositum am Gradanfang; Drogenholz, heiß am Gradende, abgeschlossen; bis zur Heizendstufe gebracht; heiß-trocken, Grad III; getrockneter Arzneikompositum-Grundstoff; ein Maß Trockendroge abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
19	f113r	f113r.7	sokal	erhitzter Saatgut-Rohstoff-I-Ansatz	erhitzter Saatgut-Rohstoff-I-Ansatz	PRODUCTIVE_COMPOUND	S_SEED+O_PREP+K_HOT+AL_RAW_I	Saatgutansatz der Rohstoffklasse I	LOW_EXPLORATORY	NONE	chos sheey qokchey sokal okeey char laiin olkain	eine Charge Trockenansatz; vollständig eingeweicht; heiß und bis zur mittleren Trockenstufe; [sokal:?]; Ansatz auf Heizendstufe; Trockenfraktion I; Drogenholz, Typ/Charge III; Holzdrogenansatz auf Heizstufe II	eine Charge Trockenansatz; vollständig eingeweicht; heiß und bis zur mittleren Trockenstufe; erhitzter Saatgut-Rohstoff-I-Ansatz; Ansatz auf Heizendstufe; Trockenfraktion I; Drogenholz, Typ/Charge III; Holzdrogenansatz auf Heizstufe II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
20	f114v	f114v.31	otcheody	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	fertiger kalt-trockener Ansatz der Mittelstufe	LOW_EXPLORATORY	NONE	olaiin cheo otcheody lkchedy okol okaiin otaiin otal qotar	drei Teile Holzdrogenansatz; trocken angesetzte Zubereitung; [otcheody:?]; Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; heißer Ansatzstoff; Ansatz auf Heizstufe III; kalt im Zubereitungsrahmen, Grad III; Rohstoff I, leicht gekühlt im Ansatz; kalte Drogenfraktion I	drei Teile Holzdrogenansatz; trocken angesetzte Zubereitung; kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen; Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; heißer Ansatzstoff; Ansatz auf Heizstufe III; kalt im Zubereitungsrahmen, Grad III; Rohstoff I, leicht gekühlt im Ansatz; kalte Drogenfraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
21	f114v	f114v.5	cheedain	zwei Dosen vollständig getrockneter Droge	zwei Dosen vollständig getrockneter Droge	PRODUCTIVE_COMPOUND	CH_DRY+EE_END+D_MEASURE+AIN_II	vollständig getrocknete Droge auf Stufe II	MEDIUM_EXACT_WHOLE	NONE	chedy qokeedy okaly cheedain shedy	bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe gebracht; Rohstoff-I-Ansatz leicht erhitzen und abschließen; [cheedain:?]; bis zur mittleren Einweichstufe gebracht	bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe gebracht; Rohstoff-I-Ansatz leicht erhitzen und abschließen; zwei Dosen vollständig getrockneter Droge; bis zur mittleren Einweichstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
22	f115r	f115r.38	chot	abgekühlter Trockenansatz	abgekühlter Trockenansatz	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+T_COLD	Trockenansatz abkühlen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dor cheol chot qotchy qokchy sol raiin shey kchedy daiin shedy qoty	miss eine Portion Droge ab; trockener Drogenstoff; [chot:?]; kalt und angetrocknet; heiß und angetrocknet; Samenmaterial/Saatgut; Wurzel, Typ/Charge III; bis zur mittleren Einweichstufe; heiß und bis zur mittleren Trockenstufe gebracht; drei Maße; bis zur mittleren Einweichstufe gebracht; leicht gekühlt	miss eine Portion Droge ab; trockener Drogenstoff; abgekühlter Trockenansatz; kalt und angetrocknet; heiß und angetrocknet; Samenmaterial/Saatgut; Wurzel, Typ/Charge III; bis zur mittleren Einweichstufe; heiß und bis zur mittleren Trockenstufe gebracht; drei Maße; bis zur mittleren Einweichstufe gebracht; leicht gekühlt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
23	f115v	f115v.12	ysheed	weiche hiervon vollständig ein und schließe ab	weiche hiervon vollständig ein und schließe ab	PRODUCTIVE_COMPOUND	Y_REFERENCE+SH_MOIST+EE_END+D_TERM_CLOSE	diese Droge vollständig eingeweicht	LOW_EXPLORATORY	NONE	ysheed lchedy lkchedy soraiin	[ysheed:?]; getrocknetes Drogenholz; Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; Samenportion III	weiche hiervon vollständig ein und schließe ab; getrocknetes Drogenholz; Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; Samenportion III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
24	f115v	f115v.15	rodam	ein Maß Wurzelansatz abmessen	ein Maß Wurzelansatz abmessen	PRODUCTIVE_COMPOUND	R_ROOT+O_PREP+D_MEASURE+AM_UNIT_I	ein Maß Wurzelzubereitung	MEDIUM_EXACT_WHOLE	NONE	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam	Samen/Saatgut, Typ/Charge III; Trockengut; kalt im qo-Rahmen, Grad II; heiß, Grad II; trockne Folgendes: Wurzelholz; Trockendroge in Dosis II; bis zur Kühlendstufe; Wurzel/Wurzeldroge, trocken gebunden, Form II; Wurzel; Drogenfraktion I; [rodam:?]	Samen/Saatgut, Typ/Charge III; Trockengut; kalt im qo-Rahmen, Grad II; heiß, Grad II; trockne Folgendes: Wurzelholz; Trockendroge in Dosis II; bis zur Kühlendstufe; Wurzel/Wurzeldroge, trocken gebunden, Form II; Wurzel; Drogenfraktion I; ein Maß Wurzelansatz abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
25	f115v	f115v.2	ykeeochody	erhitze hiervon den Ansatz vollständig, trockne ihn, setze erneut an und stelle ihn fertig	erhitze hiervon den Ansatz vollständig, trockne ihn, setze erneut an und stelle ihn fertig	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+EE_END+O_PREP+CH_DRY+O_PREP+DY_FINISHED	diesen Ansatz vollständig erhitzen, trocknen und fertigstellen	LOW_EXPLORATORY	NONE	ykeeochody qokeedy yteedy qokar qor chodaiin qokchdy chdar okchdy qokam	[ykeeochody:?]; bis zur Heizendstufe gebracht; kühle hiervon vollständig ab und schließe; heiße Drogenfraktion I; nimm eine Drogenportion: Trockenansatz, Dosis III; heiß und angetrocknet; abgemessene Trockenfraktion I, Anfangsstufe; heiß-trockener Ansatz am Anfang des Grades, abgeschlossen; nimm ein Maß und erhitze es	erhitze hiervon den Ansatz vollständig, trockne ihn, setze erneut an und stelle ihn fertig; bis zur Heizendstufe gebracht; kühle hiervon vollständig ab und schließe; heiße Drogenfraktion I; nimm eine Drogenportion: Trockenansatz, Dosis III; heiß und angetrocknet; abgemessene Trockenfraktion I, Anfangsstufe; heiß-trockener Ansatz am Anfang des Grades, abgeschlossen; nimm ein Maß und erhitze es	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
26	f116r	f116r.44	chky	getrocknete Droge leicht erhitzen	getrocknete Droge leicht erhitzen	PRODUCTIVE_COMPOUND	CH_DRY+K_HOT+Y_START_OR_CLOSE	leicht heiß getrocknete Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	Samen-/Saatgutposten: Ansatz auf Heizendstufe abgeschlossen; heiß, Grad II; Arzneikompositum: feucht, Gradanfang; Grundansatz; eine Portion bis zur Mittelstufe getrocknete Holzdroge; [chky:?]; Wurzel, Typ/Charge III; bis zur mittleren Trockenstufe; gib Folgendes hinzu: ein Maß heißen Ansatzes	Samen-/Saatgutposten: Ansatz auf Heizendstufe abgeschlossen; heiß, Grad II; Arzneikompositum: feucht, Gradanfang; Grundansatz; eine Portion bis zur Mittelstufe getrocknete Holzdroge; getrocknete Droge leicht erhitzen; Wurzel, Typ/Charge III; bis zur mittleren Trockenstufe; gib Folgendes hinzu: ein Maß heißen Ansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
27	f14v	f14v.2	chytshy	leicht getrocknete Droge abkühlen und anfeuchten	leicht getrocknete Droge abkühlen und anfeuchten	LEARNED_ACTION_WHOLE	LEARNED_CHYTSHY_WHOLE	kalt angefeuchtete Trockendroge	LOW_EXPLORATORY	NONE	okchor d chytshy oty chy cthy otchy ty chol daiin	eine Portion heiß-trockene Droge im Ansatz; Dosis; [chytshy:?]; kalter Ansatz am Anfang des Grades; angetrocknet; Krautdroge; kalt-trockener Ansatz am Anfang des Grades; leicht gekühlt; Trockengut; Stufe III	eine Portion heiß-trockene Droge im Ansatz; Dosis; leicht getrocknete Droge abkühlen und anfeuchten; kalter Ansatz am Anfang des Grades; angetrocknet; Krautdroge; kalt-trockener Ansatz am Anfang des Grades; leicht gekühlt; Trockengut; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
