card_id	rendering_class	surface	reader_merge_surface	occurrences	working_render_de	selection_rule	semantic_effect
G666-C019	DALCHD_ACTION	dalchd	NONE	1	Rohdroge I abmessen, trocknen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C020	DALKY_ACTION	dalky	NONE	2	Rohdroge I abmessen und leicht erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C021	DCHDY_ACTION	dchdy	NONE	6	Trockendroge abmessen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C022	DCHEOTY_ACTION	dcheoty	NONE	1	mitteltrockenen Ansatz abmessen und leicht abkühlen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C023	DCHOLD_ACTION	dchold	NONE	1	getrockneten Drogenstoff abmessen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C024	DKOL_ACTION	dkol	NONE	1	erhitzten Drogenstoff abmessen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C025	DLSHEDY_ACTION	dlshedy	NONE	1	eine Dosis Holzdroge bis zur Mittelstufe einweichen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C026	DSHEEDAL_ACTION	dsheedal	NONE	1	vollständig eingeweichte Rohdroge I abmessen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C027	DSHODAR_ACTION	dshodar	NONE	1	die erste Fraktion des eingeweichten Ansatzes abmessen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C028	DSHOLYD_ACTION	dsholyd	NONE	1	eingeweichten Drogenstoff abmessen und den Posten abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C029	DYTAR_ACTION	dytar	NONE	1	danach die erste Fraktion abkühlen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C030	EEY_ACTION	eey	NONE	5	Endstufe abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C031	EEY_READER_MERGE_LEFT_KNOWN	eey	deey	1	die Enddosis abmessen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C032	EEY_READER_MERGE_LEFT_NOVEL	eey	odeey	1	Endstufe abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C033	EEY_READER_MERGE_LEFT_NOVEL	eey	oreey	1	Endstufe abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C034	G_ACTION	g	NONE	9	vorstehenden Rezeptposten abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C035	G_READER_MERGE_LEFT_NOVEL	g	daing	1	vorstehenden Rezeptposten abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C036	G_READER_MERGE_LEFT_NOVEL	g	ykaiilg	1	vorstehenden Rezeptposten abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C037	KCHOLQOD_ACTION	kcholqod	NONE	1	erhitztes Trockengut als Ansatz fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C038	KCH_READER_MERGE_LEFT_NOVEL	kch	ykch	1	unter Wärme trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C039	KEESY_ACTION	keesy	NONE	1	Saatgut vollständig erhitzen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C040	KE_ACTION	ke	NONE	1	bis zur mittleren Heizstufe erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C041	KODDY_ACTION	koddy	NONE	1	erhitzten Ansatz abmessen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C042	KOLDY_ACTION	koldy	NONE	4	erhitzten Drogenstoff fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C043	KYTY_ACTION	kyty	NONE	1	leicht erhitzen und anschließend leicht abkühlen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C044	LABEL_SIGLUM	ctharal	NONE	1	[erste Kraut- oder Blattfraktion aus Rohdroge I-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C045	LABEL_SIGLUM	dchdy	NONE	2	[Trockendroge abmessen und fertigstellen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C046	LABEL_SIGLUM	okalchy	NONE	1	[Rohstoff-I-Ansatz erhitzen und leicht trocknen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C047	LABEL_SIGLUM	otaldy	NONE	1	[kalten Rohstoff-I-Ansatz fertigstellen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C048	LABEL_SIGLUM	otaly	NONE	2	[Rohstoff-I-Ansatz leicht kühlen und abschließen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C049	LABEL_SIGLUM	ykedy	NONE	1	[erhitze hiervon bis zur Mittelstufe und schließe ab-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C050	LDCHEY_ACTION	ldchey	NONE	1	Holzdroge abmessen und bis zur Mittelstufe trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C051	LDOL_ACTION	ldol	NONE	2	Holzdrogenstoff abmessen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C052	LD_ACTION	ld	NONE	3	Holzdrogenposten abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C053	LD_READER_MERGE_LEFT_NOVEL	ld	olld	1	Holzdrogenposten abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C054	LKSHEDY_ACTION	lkshedy	NONE	4	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C055	OALDARY_ACTION	oaldary	NONE	1	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C056	ODOR_ACTION	odor	NONE	5	eine Portion Ansatz abmessen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C057	OKALCHY_ACTION	okalchy	NONE	2	Rohstoff-I-Ansatz erhitzen und leicht trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C058	OLKEESHY_ACTION	olkeeshy	NONE	1	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C059	OLSHEED_ACTION	olsheed	NONE	1	Holzdrogenansatz vollständig einweichen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C060	OM_READER_MERGE_LEFT_NOVEL	om	alom	1	eine Handvoll Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C061	OM_READER_MERGE_LEFT_NOVEL	om	aralorom	1	eine Handvoll Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C062	OM_READER_MERGE_LEFT_NOVEL	om	chorom	1	eine Handvoll Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C063	OTALDY_ACTION	otaldy	NONE	4	kalten Rohstoff-I-Ansatz fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C064	OTALY_ACTION	otaly	NONE	9	Rohstoff-I-Ansatz leicht kühlen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C065	OTCHEODY_ACTION	otcheody	NONE	1	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C066	OTEALSHEY_ACTION	otealshey	NONE	1	Rohstoff-I-Ansatz kalt vorbehandeln und bis zur Mittelstufe einweichen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C067	OTOLKEECHDY_ACTION	otolkeechdy	NONE	1	kalten Ansatzstoff vollständig erhitzen, trocknen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C068	POLSHY_ACTION	polshy	NONE	3	Pulverstoff leicht anfeuchten	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C069	QOAIIN_ACTION	qoaiin	NONE	21	nimm drei Teile	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C070	QOCHOL_ACTION	qochol	NONE	1	nimm getrockneten Drogenstoff	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C071	QOCHY_ACTION	qochy	NONE	2	nimm leicht getrocknete Droge	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C072	QOCKHEY_ACTION	qockhey	NONE	14	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C073	QOCTHEDY_ACTION	qocthedy	NONE	3	Krautdroge bis zur Mittelstufe aufbereiten und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C074	QODY_ACTION	qody	NONE	16	stelle die Zubereitung fertig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C075	QOEEAR_ACTION	qoeear	NONE	3	nimm die erste Fraktion der Endstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C076	QOKALCHEY_ACTION	qokalchey	NONE	1	Rohdroge I erhitzen und bis zur Mittelstufe trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C077	QOKED_ACTION	qoked	NONE	7	bis zur Mittelstufe erhitzen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C078	QOKEOL_ACTION	qokeol	NONE	39	erhitze den Drogenstoff bis zur Mittelstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C079	QOKEOY_ACTION	qokeoy	NONE	2	Ansatz bis zur Mittelstufe erhitzen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C080	QOKE_ACTION	qoke	NONE	1	bis zur Mittelstufe erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C081	QOKODY_ACTION	qokody	NONE	8	Ansatz erhitzen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C082	QOLAL_ACTION	qolal	NONE	2	Rohdroge I hinzugeben	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C083	QOLCHEDY_ACTION	qolchedy	NONE	11	gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C084	QOLKESHDY_ACTION	qolkeshdy	NONE	1	erhitztes und bis zur Mittelstufe eingeweichtes Drogenmaterial hinzugeben	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C085	QOLKY_ACTION	qolky	NONE	4	leicht erhitzten Drogenstoff hinzugeben	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C086	QOOS_ACTION	qoos	NONE	2	nimm eine Ansatzcharge	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C087	QOPCHAIIN_ACTION	qopchaiin	NONE	1	nimm drei Teile des getrockneten Pulveransatzes	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C088	QOPCHEDY_ACTION	qopchedy	NONE	31	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C089	QOPCHEY_ACTION	qopchey	NONE	9	nimm bis zur Mittelstufe getrocknetes Pulver	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C090	QOTEEOS_ACTION	qoteeos	NONE	1	nimm eine vollständig gekühlte Ansatzcharge	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C091	QOTEE_ACTION	qotee	NONE	1	vollständig abkühlen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C092	SKAIIODAR_ACTION	skaiiodar	NONE	1	die erste Fraktion des erhitzten Saatgutansatzes abmessen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C093	SOLKEEY_ACTION	solkeey	NONE	3	Saatgutansatz vollständig erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C094	TOLSHY_ACTION	tolshy	NONE	1	kalten Drogenstoff leicht anfeuchten	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C095	YCHECKHEY_ACTION	ycheckhey	NONE	1	trockne hiervon mäßig, trockne das Arzneikompositum nochmals mäßig und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C096	YCHEOKY_ACTION	ycheoky	NONE	3	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C097	YCHEOR_ACTION	ycheor	NONE	6	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C098	YEFAIIN_ACTION	yefaiin	NONE	1	nimm hiervon drei Teile Blütenfraktion der Mittelstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C099	YKEDY_ACTION	ykedy	NONE	17	erhitze hiervon bis zur Mittelstufe und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C100	YKEEOCHODY_ACTION	ykeeochody	NONE	1	erhitze hiervon den Ansatz vollständig, trockne ihn, setze erneut an und stelle ihn fertig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C101	YKOLDY_ACTION	ykoldy	NONE	2	stelle hiervon erhitzten Drogenstoff fertig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C102	YKOL_ACTION	ykol	NONE	12	erhitze hiervon den Drogenstoff	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C103	YOR_ACTION	yor	NONE	2	nimm hiervon eine Portion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C104	YSHEED_ACTION	ysheed	NONE	1	weiche hiervon vollständig ein und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C105	YSHEOL_ACTION	ysheol	NONE	1	weiche hiervon den Drogenstoff bis zur Mittelstufe ein	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C106	YSHOS_ACTION	yshos	NONE	1	weiche hiervon eine Ansatzcharge ein	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C107	YTEEEDY_ACTION	yteeedy	NONE	1	kühle hiervon bis zur letzten Stufe und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C108	YTEEO_ACTION	yteeo	NONE	3	kühle hiervon den Ansatz vollständig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G666-C109	YTOL_ACTION	ytol	NONE	14	kühle hiervon den Drogenstoff ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
