ambiguity_id	attachment_id	ambiguity_class	physical_page	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	chosen_attachment	alternative_attachment	why_open_de	apprentice_rule_choice_de
SAA0017	SA00390	EQUAL_DISTANCE_TWO_HEADS	f55v	P1009-S026	P912-E0274	f55v.7	sheokey	SH+E+OK+E+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	OK=SETZEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0018	SA00400	R_HEAD_OR_TAIL	f55v	P1009-S026	P912-E0282	f55v.7	dary	DA+R+Y	Y	AKTIVER POSTEN	R=MARKIEREN[Y=AKTIVER POSTEN]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0019	SA00440	OWNER_OR_NEXT_CARD_ACTION	f55v	P1009-S027	P912-E0320	f55v.11	aiin	AIIN	AIIN	WERT	BESITZER=große aromatische Doldenpflanze[AIIN=WERT]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0020	SA00451	EQUAL_DISTANCE_TWO_HEADS	f55v	P1009-S027	P912-E0329	f55v.12	olkeechy	OL+K+EE+CH+Y	EE	GRAD II	K=GEBEN[EE=GRAD II]	CH=NEHMEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM2.
SAA0021	SA00462	OWNER_OR_NEXT_CARD_ACTION	f56r	P1009-S029	P912-E0341	f56r.1	chy	Y	Y	AKTIVER POSTEN	BESITZER=stachelköpfiges Kraut in mehreren Reifestufen[Y=AKTIVER POSTEN]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0022	SA00465	EQUAL_DISTANCE_TWO_HEADS	f56r	P1009-S029	P912-E0343	f56r.1	chorchy	CH+OR+CH+Y	OR	EINHEIT	CH=NEHMEN[OR=EINHEIT]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	OR folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0023	SA00471	EQUAL_DISTANCE_TWO_HEADS	f56r	P1009-S029	P912-E0348	f56r.2	korchy	K+OR+CH+Y	OR	EINHEIT	K=GEBEN[OR=EINHEIT]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	OR folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM1.
SAA0024	SA00473	EQUAL_DISTANCE_TWO_HEADS	f56r	P1009-S029	P912-E0349	f56r.2	chykey	CH+Y+K+E+Y	Y	AKTIVER POSTEN	CH=NEHMEN[Y=AKTIVER POSTEN]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	Y folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0025	SA00511	EQUAL_DISTANCE_TWO_HEADS	f56r	P1009-S029	P912-E0385	f56r.8	cheeckhody	CH+EE+CH+K+O+DY	EE	GRAD II	CH=NEHMEN[EE=GRAD II]	CH=NEHMEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0026	SA00536	R_HEAD_OR_TAIL	f56r	P1009-S030	P912-E0425	f56r.16	chey	Y	Y	AKTIVER POSTEN	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0027	SA00556	OWNER_OR_NEXT_CARD_ACTION	f67r2	P1009-S032	P912-E1785	f67r2.16	odaeiin	O+DA+E+IIN	E	GRAD I	BESITZER=zwei getrennte Himmelsräder und Tabelle[E=GRAD I]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0028	SA00564	R_HEAD_OR_TAIL	f67r2	P1009-S032	P912-E1791	f67r2.17	dy	Y	Y	AKTIVER POSTEN	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0029	SA00577	EQUAL_DISTANCE_TWO_HEADS	f67r2	P1009-S033	P912-E1805	f67r2.23	oparchy	O+P+AR+CH+Y	AR	AUSGANG	P=EINSETZEN[AR=AUSGANG]	CH=NEHMEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	AR folgt als Nachsatz dem Kopf links: P=EINSETZEN@ATOM2.
SAA0030	SA00579	EQUAL_DISTANCE_TWO_HEADS	f67r2	P1009-S033	P912-E1806	f67r2.23	salsain	S+AL+S+AIN	AL	ZIELORT	S=WÄHLEN[AL=ZIELORT]	S=WÄHLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	AL folgt als Nachsatz dem Kopf links: S=WÄHLEN@ATOM1.
SAA0031	SA00581	R_HEAD_OR_TAIL	f67r2	P1009-S033	P912-E1808	f67r2.24	ofar	O+LOCAL_CHAR_F+AR	AR	AUSGANG	R=MARKIEREN⟨VORIGE KARTE⟩[AR=AUSGANG]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0032	SA00582	R_HEAD_OR_TAIL	f67r2	P1009-S033	P912-E1809	f67r2.24	ar	AR	AR	AUSGANG	R=MARKIEREN⟨GEERBT⟩[AR=AUSGANG]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0033	SA00583	R_HEAD_OR_TAIL	f67r2	P1009-S033	P912-E1810	f67r2.25	ydam	Y+DA+AM_ADDR	Y	AKTIVER POSTEN	R=MARKIEREN⟨GEERBT⟩[Y=AKTIVER POSTEN]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0034	SA00591	R_HEAD_OR_TAIL	f67r2	P1009-S033	P912-E1816	f67r2.27	aiin	AIIN	AIIN	WERT	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0035	SA00612	EQUAL_DISTANCE_TWO_HEADS	f67r2	P1009-S038	P912-E1849	f67r2.41	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	E	GRAD I	T=EINSTELLEN[E=GRAD I]	P=EINSETZEN@ATOM6	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: T=EINSTELLEN@ATOM2.
SAA0036	SA00629	EQUAL_DISTANCE_TWO_HEADS	f67r2	P1009-S039	P912-E1864	f67r2.46	yekees	Y+E+K+EE+S	EE	GRAD II	K=GEBEN[EE=GRAD II]	S=WÄHLEN@ATOM5	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM3.
SAA0037	SA00637	R_HEAD_OR_TAIL	f67r2	P1009-S040	P912-E1872	f67r2.49	aiin	AIIN	AIIN	WERT	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0038	SA00644	OWNER_OR_NEXT_CARD_ACTION	f67r2	P1009-S041	P912-E1905	f67r2.72	ydaiin	Y+D_ADDR+AIIN	Y	AKTIVER POSTEN	BESITZER=zwei getrennte Himmelsräder und Tabelle[Y=AKTIVER POSTEN]	K=GEBEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0039	SA00645	OWNER_OR_NEXT_CARD_ACTION	f67r2	P1009-S041	P912-E1905	f67r2.72	ydaiin	Y+D_ADDR+AIIN	AIIN	WERT	BESITZER=zwei getrennte Himmelsräder und Tabelle[AIIN=WERT]	K=GEBEN@NÄCHSTE_KARTE_ATOM2	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0040	SA00657	EQUAL_DISTANCE_TWO_HEADS	f67r2	P1009-S041	P912-E1912	f67r2.72	ytalchos	Y+T+AL+CH+O+S	AL	ZIELORT	T=EINSTELLEN[AL=ZIELORT]	CH=NEHMEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	AL folgt als Nachsatz dem Kopf links: T=EINSTELLEN@ATOM2.
SAA0041	SA00664	EQUAL_DISTANCE_TWO_HEADS	f67r2	P1009-S041	P912-E1917	f67r2.73	shees	SH+EE+S	EE	GRAD II	SH=HALTEN[EE=GRAD II]	S=WÄHLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0042	SA00711	EQUAL_DISTANCE_TWO_HEADS	f68r1	P1009-S043	P912-E1952	f68r1.2	cheeteey	CH+EE+T+EE+Y	EE	GRAD II	CH=NEHMEN[EE=GRAD II]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0043	SA00718	EQUAL_DISTANCE_TWO_HEADS	f68r1	P1009-S044	P912-E1955	f68r1.2	cheokorchey	CH+E+O+K+OR+CH+E+Y	OR	EINHEIT	K=GEBEN[OR=EINHEIT]	CH=NEHMEN@ATOM6	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	OR folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM4.
SAA0044	SA00730	R_HEAD_OR_TAIL	f68r1	P1009-S044	P912-E1962	f68r1.3	ror	R+OR	OR	EINHEIT	R=MARKIEREN[OR=EINHEIT]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0045	SA00737	R_HEAD_OR_TAIL	f68r1	P1009-S044	P912-E1968	f68r1.6	dary	DA+R+Y	Y	AKTIVER POSTEN	R=MARKIEREN[Y=AKTIVER POSTEN]	K=GEBEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0046	SA00738	EQUAL_DISTANCE_TWO_HEADS	f68r1	P1009-S044	P912-E1969	f68r1.7	chkchykoly	CH+K+CH+Y+K+OL+Y	Y	AKTIVER POSTEN	CH=NEHMEN[Y=AKTIVER POSTEN]	K=GEBEN@ATOM5	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	Y folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM3.
SAA0047	SA00801	EQUAL_DISTANCE_TWO_HEADS	f71v	P1009-S047	P1003-E0614	f71v.12	sheky	SH+E+K+Y	E	GRAD I	SH=HALTEN[E=GRAD I]	K=GEBEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0048	SA00813	EQUAL_DISTANCE_TWO_HEADS	f71v	P1009-S047	P1003-E0627	f71v.12	shepchol	SH+E+P+CH+OL	E	GRAD I	SH=HALTEN[E=GRAD I]	P=EINSETZEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: SH=HALTEN@ATOM1.
SAA0049	SA00825	OWNER_OR_NEXT_CARD_ACTION	f71v	P1009-S048	P1003-E0638	f71v.12	otaly	OT+AL+Y	AL	ZIELORT	BESITZER=zweite lokale Figuren-/Sternringgruppe[AL=ZIELORT]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0050	SA00826	OWNER_OR_NEXT_CARD_ACTION	f71v	P1009-S048	P1003-E0638	f71v.12	otaly	OT+AL+Y	Y	AKTIVER POSTEN	BESITZER=zweite lokale Figuren-/Sternringgruppe[Y=AKTIVER POSTEN]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0051	SA00837	EQUAL_DISTANCE_TWO_HEADS	f71v	P1009-S049	P1003-E0652	f71v.18	cheekaiin	CH+K+EE+K+AIIN	EE	GRAD II	K=GEBEN[EE=GRAD II]	K=GEBEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM2.
SAA0052	SA00845	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S050	P1008-E0085	f72r1.1	oteeo	OT+EE+Y	EE	GRAD II	BESITZER=Tierkreis-Ringgruppe A[EE=GRAD II]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0053	SA00846	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S050	P1008-E0085	f72r1.1	oteeo	OT+EE+Y	Y	AKTIVER POSTEN	BESITZER=Tierkreis-Ringgruppe A[Y=AKTIVER POSTEN]	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0054	SA00853	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S051	P1008-E0091	f72r1.1	oteey	OT+EE+Y	EE	GRAD II	BESITZER=Tierkreis-Ringgruppe A[EE=GRAD II]	P=EINSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0055	SA00854	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S051	P1008-E0091	f72r1.1	oteey	OT+EE+Y	Y	AKTIVER POSTEN	BESITZER=Tierkreis-Ringgruppe A[Y=AKTIVER POSTEN]	P=EINSETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0056	SA00868	R_HEAD_OR_TAIL	f72r	P1009-S053	P1008-E0102	f72r1.1	aiin	AIIN	AIIN	WERT	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0057	SA00869	R_HEAD_OR_TAIL	f72r	P1009-S053	P1008-E0103	f72r1.1	ydal	Y+AL	Y	AKTIVER POSTEN	R=MARKIEREN⟨GEERBT⟩[Y=AKTIVER POSTEN]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0058	SA00870	R_HEAD_OR_TAIL	f72r	P1009-S053	P1008-E0103	f72r1.1	ydal	Y+AL	AL	ZIELORT	R=MARKIEREN⟨GEERBT⟩[AL=ZIELORT]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R kann selbst MARKIEREN eröffnen oder den vorausgehenden Kopf abschließen.	Steht der Fokus rechts von R, R als Kopf lesen; die Schwanzlesung bleibt als echte Alternative notiert.
SAA0059	SA00891	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S054	P1008-E0144	f72r1.12	oteodar	OT+E+O+D_ADDR+AR	E	GRAD I	BESITZER=Tierkreis-Ringgruppe B[E=GRAD I]	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0060	SA00892	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S054	P1008-E0144	f72r1.12	oteodar	OT+E+O+D_ADDR+AR	AR	AUSGANG	BESITZER=Tierkreis-Ringgruppe B[AR=AUSGANG]	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0061	SA00906	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S054	P1008-E0153	f72r1.12	chetey	CH+E+T+E+Y	E	GRAD I	CH=NEHMEN[E=GRAD I]	T=EINSTELLEN@ATOM3	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	E folgt als Nachsatz dem Kopf links: CH=NEHMEN@ATOM1.
SAA0062	SA00911	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S055	P1008-E0157	f72r1.12	otar	OT+AR	AR	AUSGANG	BESITZER=Tierkreis-Ringgruppe B[AR=AUSGANG]	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0063	SA00941	OWNER_OR_NEXT_CARD_ACTION	f72r	P1009-S057	P1008-E0196	f72r2.6	aiin	AIIN	AIIN	WERT	BESITZER=Tierkreis-Ringgruppe D[AIIN=WERT]	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Vor Ort und rückwärts ist kein Handlungskopf offen; die nächste Karte beginnt jedoch einen.	Nicht vorwärts über die Kartengrenze greifen; vorläufig an den sichtbaren Besitzer binden.
SAA0064	SA00970	EQUAL_DISTANCE_TWO_HEADS	f72r	P1009-S057	P1008-E0221	f72r2.6	chekaiin	CH+K+EE+K+AIIN	EE	GRAD II	K=GEBEN[EE=GRAD II]	K=GEBEN@ATOM4	Zwei Handlungsköpfe stehen gleich nah auf beiden Seiten.	EE folgt als Nachsatz dem Kopf links: K=GEBEN@ATOM2.
