scope	shol	paragraph	grammar	model	timing	target	patient	object	thermal_prediction	moisture_prediction	thermal_before	moisture_before	thermal_status	moisture_status	thermal_origin	moisture_origin	debts	independent_confirmation_capacity	row_status
P	Q	f21r.8-f21r.12	B	H	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	Q	f21r.8-f21r.12	J	D	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	Q	f21r.8-f21r.12	J	D	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	Q	f21r.8-f21r.12	J	D	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	Q	f21r.8-f21r.12	J	D	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	Q	f21r.8-f21r.12	J	H	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	Q	f21r.8-f21r.12	J	H	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	Q	f21r.8-f21r.12	J	H	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	Q	f21r.8-f21r.12	J	H	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	Q	f21r.8-f21r.12	M	D	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	Q	f21r.8-f21r.12	M	D	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	Q	f21r.8-f21r.12	M	D	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	Q	f21r.8-f21r.12	M	D	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	Q	f21r.8-f21r.12	M	H	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	Q	f21r.8-f21r.12	M	H	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	Q	f21r.8-f21r.12	M	H	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	Q	f21r.8-f21r.12	M	H	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f9v|f9v.5-f9v.12	B	D	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	B	D	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	B	H	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	B	H	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	J	D	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	J	D	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	J	H	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	J	H	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	M	D	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	M	D	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	M	H	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f9v|f9v.5-f9v.12	M	H	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
P	A	f21r.8-f21r.12	B	D	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	B	D	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	B	D	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	B	D	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	B	H	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	B	H	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	B	H	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	B	H	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	J	D	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	J	D	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	J	D	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	J	D	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	J	H	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	J	H	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	J	H	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	J	H	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	M	D	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	M	D	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	M	D	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	M	D	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	DIFFERENT_NOT_OPPOSED	MATCH	f21r.12:1	f21r.12:6	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	M	H	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	M	H	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
P	A	f21r.8-f21r.12	M	H	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
P	A	f21r.8-f21r.12	M	H	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	MATCH	CONFLICT	f21r.12:6	f21r.12:3	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	D	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	B	H	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	D	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	J	H	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	D	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	O	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f9v|f9v.5-f9v.12	M	H	I	f9v.12:1			hot	dry	{}	{}	MISSING_PATIENT	MISSING_PATIENT			MISSING_MATERIAL_BINDING	0	recorded
C	Q	f21r.8-f21r.12	B	D	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""CONSTITUTION:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
C	Q	f21r.8-f21r.12	B	D	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
C	Q	f21r.8-f21r.12	B	D	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""CONSTITUTION:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
C	Q	f21r.8-f21r.12	B	D	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
C	Q	f21r.8-f21r.12	B	H	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""CONSTITUTION:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
C	Q	f21r.8-f21r.12	B	H	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
C	Q	f21r.8-f21r.12	B	H	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""CONSTITUTION:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
C	Q	f21r.8-f21r.12	B	H	I	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
C	Q	f21r.8-f21r.12	J	D	O	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""CONSTITUTION:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
C	Q	f21r.8-f21r.12	J	D	O	f21r.12:8	f21r.12:5	f21r.12:2	hot	dry	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6	0	recorded
C	Q	f21r.8-f21r.12	J	D	I	f21r.9:4	f21r.9:2	f21r.9:2	hot	dry	{}	"{""CONSTITUTION:thermal"":""hot""}"	INITIAL_CONSTRAINT	INITIAL_CONSTRAINT			UNREAD_BETWEEN:f21r.9:3	0	recorded
