scope	shol	paragraph	grammar	model	timing	target	location	kind	form	assertion	status	before	after	debts	row_status
P	Q	f21r.8-f21r.12	J	D	I	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	Q	f21r.8-f21r.12	J	D	I	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	J	H	O	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	J	H	O	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	J	H	O	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	J	H	O	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	J	H	O	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	Q	f21r.8-f21r.12	J	H	O	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"		recorded
P	Q	f21r.8-f21r.12	J	H	I	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	J	H	I	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	J	H	I	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	J	H	I	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	J	H	I	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	Q	f21r.8-f21r.12	J	H	I	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"		recorded
P	Q	f21r.8-f21r.12	M	D	O	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	M	D	O	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	M	D	O	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	D	O	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	D	O	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	Q	f21r.8-f21r.12	M	D	O	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	D	I	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	M	D	I	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	M	D	I	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	D	I	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	D	I	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	Q	f21r.8-f21r.12	M	D	I	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	H	O	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	M	H	O	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	M	H	O	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	H	O	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	H	O	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	Q	f21r.8-f21r.12	M	H	O	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"		recorded
P	Q	f21r.8-f21r.12	M	H	I	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	M	H	I	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	Q	f21r.8-f21r.12	M	H	I	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	H	I	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	Q	f21r.8-f21r.12	M	H	I	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	Q	f21r.8-f21r.12	M	H	I	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"		recorded
P	A	f21r.8-f21r.12	B	D	O	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	B	D	O	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	B	D	O	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	D	O	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	D	O	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	A	f21r.8-f21r.12	B	D	O	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	D	I	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	B	D	I	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	B	D	I	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	D	I	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	D	I	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	A	f21r.8-f21r.12	B	D	I	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	H	O	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	B	H	O	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	B	H	O	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	H	O	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	H	O	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	A	f21r.8-f21r.12	B	H	O	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"		recorded
P	A	f21r.8-f21r.12	B	H	I	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	B	H	I	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	B	H	I	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	H	I	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	B	H	I	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	A	f21r.8-f21r.12	B	H	I	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"		recorded
P	A	f21r.8-f21r.12	J	D	O	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	J	D	O	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	J	D	O	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	J	D	O	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	J	D	O	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
P	A	f21r.8-f21r.12	J	D	O	f21r.12:8	f21r.12:6	ACTION	chol	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	J	D	I	f21r.9:4	f21r.9:2	MATERIAL	sho		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	J	D	I	f21r.12:8	f21r.12:2	MATERIAL	chor		EXTERNAL_PORTION	{}	{}		recorded
P	A	f21r.8-f21r.12	J	D	I	f21r.12:8	f21r.12:1	ACTION	ykeey	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED	{}	"{""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	J	D	I	f21r.12:8	f21r.12:3	ACTION	sheey	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		recorded
P	A	f21r.8-f21r.12	J	D	I	f21r.12:8	f21r.12:5	MATERIAL	chor		SAME_FORM_REMENTION	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	SAME_FORM_IDENTITY_ASSUMED	recorded
