exact_card_id	registered_surfaces	component_recipe	rebuilt_reading_de	events	deck_assignment	frequency_tier	lesson	copy_drill
PROC016	chor|or|shor|sor	OR	ANSATZ	7	COMMON_17_CARD_DECK	A_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC080	okain|qokain	OK+AIN	ANSETZEN · PORTION	7	BIO_107_CARD_EXTENSION	A_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC092	okeey|qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	7	BIO_107_CARD_EXTENSION	A_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC048	okal|qokal	OK+AL	ANSETZEN · ZIELSTELLE	6	COMMON_17_CARD_DECK	A_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC003	char|dar|sar	AR	QUELLE	5	COMMON_17_CARD_DECK	A_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC031	cheey|shey	SH+EE+Y	HALTEN · LANG · DIES	4	COMMON_17_CARD_DECK	B_LOW_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC052	cho|sho	HO	ZUTAT	4	HERBAL_49_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC075	chckhy|shckhy	CKH+Y	DURCHLASS · DIES	4	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC076	dchedy|schedy|tchedy	CHD+DY	UMSETZEN · SCHLUSS	4	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC011	chokchy|okchy|qokchy	OK+Y	ANSETZEN · DIES	3	HERBAL_49_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC069	chkain|kain	K+AIN	ZUGEBEN · PORTION	3	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC079	olchedy|qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	3	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC098	olkeedy|solkeedy	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	3	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	3	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC112	otaiin|sotaiin	OT+AIIN	DANACH · SOLLMASS	3	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC131	otal|qotal	OT+AL	DANACH · ZIELSTELLE	3	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC004	chety|chty	T+Y	ANWENDEN · DIES	2	COMMON_17_CARD_DECK	B_LOW_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC020	otchor|qotchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	2	HERBAL_49_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC022	cholor|olor	OL+OR	WEITER · ANSATZ	2	COMMON_17_CARD_DECK	B_LOW_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC034	dchol|schol	RESUME_CARD	WIEDERAUFNEHMEN	2	HERBAL_49_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	2	COMMON_17_CARD_DECK	B_LOW_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC047	oldy	OL+DY	WEITER · SCHLUSS	2	COMMON_17_CARD_DECK	B_LOW_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC065	otchey	OT+Y	DANACH · DIES	2	COMMON_17_CARD_DECK	B_LOW_RECURRENT	L05_COMMON_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC070	olkain|qolkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC072	dl	L	LEITEN	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC085	okey|qokey	OK+E+Y	ANSETZEN · KURZ · DIES	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC091	okchedy|qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC097	oiiin|soiiin	O+IIN	ARBEITSGANG · ARBEITSSTUFE	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC108	ldy	L+DY	LEITEN · SCHLUSS	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC117	qcthey|shcthey	CTH+E+Y	BEREITEN · KURZ · DIES	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC142	shedal	SHED+AL	ABSETZEN · ZIELSTELLE	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC145	otchedy|qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC156	dain	AIN	PORTION	2	BIO_107_CARD_EXTENSION	B_LOW_RECURRENT	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC001	dchey	CH+E+Y	ENTNEHMEN · KURZ · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC002	cthoor	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC005	os	OS	FACH	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC006	chair	CH+AIR	ENTNEHMEN · WASSER	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC007	otytchol	OT+Y+T+CH+OL	DANACH · DIES · ANWENDEN · ENTNEHMEN · WEITER	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC010	etyd	E+T+Y	KURZ · ANWENDEN · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC012	qotchol	OT+CH+OL	DANACH · ENTNEHMEN · WEITER	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC015	ycheor	Y+CH+E+OR	DIES · ENTNEHMEN · KURZ · ANSATZ	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC017	cthaiin	CTH+AIIN	BEREITEN · SOLLMASS	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC018	qoctholy	O+CTH+OL+Y	ARBEITSGANG · BEREITEN · WEITER · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC021	otol	OT+OL	DANACH · WEITER	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC023	oykchor	O+Y+K+OR	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC024	kaiiin	K+IIN	ZUGEBEN · ARBEITSSTUFE	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC025	chodaiin	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC026	tshol	T+SH+OL	ANWENDEN · HALTEN · WEITER	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC028	cfhy	CFH+Y	AUSWRINGEN · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC030	cphy	P+Y	FUELLEN · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC032	tchody	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC035	kchy	K+Y	ZUGEBEN · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC036	qotchy	OT+Y	DANACH · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC037	okchol	OK+OL	ANSETZEN · WEITER	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC039	ykain	Y+K+AIN	DIES · ZUGEBEN · PORTION	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC040	ykan	Y+K+AN	DIES · ZUGEBEN · NACHGABE	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC043	talam	TALAM	VERWAHREN	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC044	ykaiin	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC045	cheoar	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC049	oltchy	OL+T+Y	WEITER · ANWENDEN · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC050	orain	OR+AIN	ANSATZ · PORTION	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC054	kchol	K+OL	ZUGEBEN · WEITER	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC056	choy	HO+Y	ZUTAT · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC058	sh	SH	HALTEN	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC062	kchal	K+AL	ZUGEBEN · ZIELSTELLE	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC063	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC064	sotodan	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC066	keol	K+E+OL	ZUGEBEN · KURZ · WEITER	1	HERBAL_49_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC068	kair	K+AIR	ZUGEBEN · WASSER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC071	rol	R+OL	KUEHLEN · WEITER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC073	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC074	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC081	ral	R+AL	KUEHLEN · ZIELSTELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC084	lsho	LSH+O	WASCHEN · ARBEITSGANG	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC087	qolky	SOLK+Y	SAMMELSTELLE · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC088	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC089	otar	OT+AR	DANACH · QUELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC090	ytey	T+E+Y	ANWENDEN · KURZ · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC093	teol	E+OL	KURZ · WEITER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC095	ly	L+Y	LEITEN · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC096	dsheol	SH+E+OL	HALTEN · KURZ · WEITER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC101	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC102	lched	L+CHD	LEITEN · UMSETZEN	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC103	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC105	solkaiin	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC106	octheol	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC107	chkeey	CHK+EE+Y	WAERMEN · LANG · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC110	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC111	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC113	qokar	OK+AR	ANSETZEN · QUELLE	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC114	solshedy	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC115	ls	OL	WEITER	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC116	lchy	L+CH+Y	LEITEN · ENTNEHMEN · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
PROC118	lcheey	L+EE+Y	LEITEN · LANG · DIES	1	BIO_107_CARD_EXTENSION	C_SINGLE_EXEMPLAR	L08_SPECIALIST_CARD_DECK	copy surface from model, cover model, reconstruct component recipe
