event_id	case_id	page	record	statement_id	invariant_command_de	selected_card_no	surface_writer_layer	local_exception_needed	predicted_surface	observed_surface	exact_roundtrip	revised_surface_writer_layer	compact_exception_entry	revised_exact_roundtrip
E011	C1	f10r	H1	H1-S002	ANSETZEN · ARBEITSPOSTEN	PROC011	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	qokchy	qokchy	YES	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E011	YES
E012	C1	f10r	H1	H1-S002	DANACH · ABNEHMEN · FORTSETZEN	PROC012	SEMANTIC_CARD_OR_DESK_RULE	NO	qotchol	qotchol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E013	C1	f10r	H1	H1-S002	FORTSETZEN	PROC013	SEMANTIC_CARD_OR_DESK_RULE	NO	chol	chol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E014	C1	f10r	H1	H1-S002	BEREIT · ARBEITSPOSTEN	PROC014	TWO_STAGE_BODY_WRAPPER_RULE	NO	cthy	cthy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E015	C2	f10r	H2	H2-S001	ARBEITSPOSTEN · ABNEHMEN · KURZ · ANSATZ	PROC015	SEMANTIC_CARD_OR_DESK_RULE	NO	ycheor	ycheor	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E016	C2	f10r	H2	H2-S001	BEREIT · ARBEITSPOSTEN	PROC014	TWO_STAGE_BODY_WRAPPER_RULE	NO	cthy	cthy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E017	C2	f10r	H2	H2-S001	ANSATZ	PROC016	TWO_STAGE_BODY_WRAPPER_RULE	NO	chor	chor	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E018	C2	f10r	H2	H2-S001	BEREIT · SOLLMASS	PROC017	SEMANTIC_CARD_OR_DESK_RULE	NO	cthaiin	cthaiin	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E019	C2	f10r	H2	H2-S001	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	PROC018	SEMANTIC_CARD_OR_DESK_RULE	NO	qoctholy	qoctholy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E020	C2	f10r	H2	H2-S001	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	dy	dy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E021	C2	f10r	H2	H2-S001	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	chy	chy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E022	C2	f10r	H2	H2-S001	SOLLMASS	PROC009	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	taiin	taiin	YES	ADDITIONAL_COMPACT_RULE	NONE	YES
E023	C2	f10r	H2	H2-S001	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	shy	shy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E024	C2	f10r	H2	H2-S002	DANACH · ABNEHMEN · ANSATZ	PROC020	TWO_STAGE_BODY_WRAPPER_RULE	NO	qotchor	qotchor	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E025	C2	f10r	H2	H2-S002	ANSATZ	PROC016	TWO_STAGE_BODY_WRAPPER_RULE	NO	chor	chor	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E026	C2	f10r	H2	H2-S002	DANACH · FORTSETZEN	PROC021	SEMANTIC_CARD_OR_DESK_RULE	NO	otol	otol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E027	C2	f10r	H2	H2-S002	FORTSETZEN	PROC013	SEMANTIC_CARD_OR_DESK_RULE	NO	chol	chol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E028	C2	f10r	H2	H2-S002	FORTSETZEN · ANSATZ	PROC022	TWO_STAGE_BODY_WRAPPER_RULE	NO	cholor	cholor	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E029	C2	f10r	H2	H2-S002	FORTSETZEN	PROC013	SEMANTIC_CARD_OR_DESK_RULE	NO	chol	chol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E030	C2	f10r	H2	H2-S002	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E031	C2	f10r	H2	H2-S002	VORRAT	PROC003	TWO_STAGE_BODY_WRAPPER_RULE	NO	dar	dar	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E032	C2	f10r	H2	H2-S003	ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ	PROC023	SEMANTIC_CARD_OR_DESK_RULE	NO	oykchor	oykchor	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E033	C2	f10r	H2	H2-S003	ANSATZ	PROC016	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	shor	shor	YES	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E033	YES
E034	C2	f10r	H2	H2-S003	ANSATZ	PROC016	TWO_STAGE_BODY_WRAPPER_RULE	NO	chor	chor	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E035	C2	f10r	H2	H2-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	chy	chy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E036	C2	f10r	H2	H2-S003	ZUDOSIEREN · ARBEITSSTUFE	PROC024	SEMANTIC_CARD_OR_DESK_RULE	NO	kaiiin	kaiiin	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E037	C2	f10r	H2	H2-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	dy	dy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E038	C2	f10r	H2	H2-S003	ABNEHMEN · ARBEITSGANG · SOLLMASS	PROC025	SEMANTIC_CARD_OR_DESK_RULE	NO	chodaiin	chodaiin	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E039	C3	f11r	H3	H3-S001	EINTRAGEN · HALTEN · FORTSETZEN	PROC026	SEMANTIC_CARD_OR_DESK_RULE	NO	tshol	tshol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E040	C3	f11r	H3	H3-S001	HALTEN · ARBEITSGANG · ZIELSTELLE	PROC027	SEMANTIC_CARD_OR_DESK_RULE	NO	schoal	schoal	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E041	C3	f11r	H3	H3-S001	AUSWRINGEN · ARBEITSPOSTEN	PROC028	SEMANTIC_CARD_OR_DESK_RULE	NO	cfhy	cfhy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E042	C3	f11r	H3	H3-S001	HALTEN · ARBEITSPOSTEN · SOLLMASS	PROC029	SEMANTIC_CARD_OR_DESK_RULE	NO	shfydaiin	shfydaiin	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E043	C3	f11r	H3	H3-S001	EINFUELLEN · ARBEITSPOSTEN	PROC030	SEMANTIC_CARD_OR_DESK_RULE	NO	cphy	cphy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E044	C3	f11r	H3	H3-S001	HALTEN · LANG · ARBEITSPOSTEN	PROC031	SEMANTIC_CARD_OR_DESK_RULE	NO	shey	shey	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E045	C3	f11r	H3	H3-S001	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	PROC032	SEMANTIC_CARD_OR_DESK_RULE	NO	tchody	tchody	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E046	C3	f11r	H3	H3-S002	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	PROC033	SEMANTIC_CARD_OR_DESK_RULE	NO	shoyty	shoyty	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E047	C3	f11r	H3	H3-S003	WIEDERAUFNEHMEN	PROC034	TWO_STAGE_BODY_WRAPPER_RULE	NO	dchol	dchol	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E048	C3	f11r	H3	H3-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	chy	chy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E049	C3	f11r	H3	H3-S003	ZUDOSIEREN · ARBEITSPOSTEN	PROC035	SEMANTIC_CARD_OR_DESK_RULE	NO	kchy	kchy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E050	C3	f11r	H3	H3-S003	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	dy	dy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E051	C3	f11r	H3	H3-S003	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E052	C3	f11r	H3	H3-S004	DANACH · ARBEITSPOSTEN	PROC036	SEMANTIC_CARD_OR_DESK_RULE	NO	qotchy	qotchy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E053	C3	f11r	H3	H3-S004	ANSETZEN · FORTSETZEN	PROC037	SEMANTIC_CARD_OR_DESK_RULE	NO	okchol	okchol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E054	C3	f11r	H3	H3-S004	BEREIT · ARBEITSPOSTEN	PROC014	TWO_STAGE_BODY_WRAPPER_RULE	NO	cthy	cthy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E055	C3	f11r	H3	H3-S004	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	dy	dy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E056	C4	f55v	H4	H4-S001	ANSETZEN · SOLLMASS	PROC038	TWO_STAGE_BODY_WRAPPER_RULE	NO	qokaiin	qokaiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E057	C4	f55v	H4	H4-S001	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	chaiin	chaiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E058	C4	f55v	H4	H4-S001	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	PROC039	SEMANTIC_CARD_OR_DESK_RULE	NO	ykain	ykain	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E059	C4	f55v	H4	H4-S001	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	PROC040	SEMANTIC_CARD_OR_DESK_RULE	NO	ykan	ykan	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E060	C4	f55v	H4	H4-S001	ARBEITSGANG; SCHLUSS	PROC041	SEMANTIC_CARD_OR_DESK_RULE	NO	ody	ody	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E061	C4	f55v	H4	H4-S002	SOLLMASS	PROC009	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	daiin	daiin	YES	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E061	YES
E062	C4	f55v	H4	H4-S002	UMSETZEN · ARBEITSPOSTEN	PROC042	SEMANTIC_CARD_OR_DESK_RULE	NO	chedy	chedy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E063	C4	f55v	H4	H4-S002	VERWAHREN	PROC043	SEMANTIC_CARD_OR_DESK_RULE	NO	talam	talam	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E064	C4	f55v	H4	H4-S003	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS	PROC044	SEMANTIC_CARD_OR_DESK_RULE	NO	ykaiin	ykaiin	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E065	C4	f55v	H4	H4-S003	ABNEHMEN · KURZ · ARBEITSGANG · VORRAT	PROC045	SEMANTIC_CARD_OR_DESK_RULE	NO	cheoar	cheoar	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E066	C4	f55v	H4	H4-S003	WAERMEN · LANG · ARBEITSPOSTEN	PROC046	SEMANTIC_CARD_OR_DESK_RULE	NO	cheeky	cheeky	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E067	C4	f55v	H4	H4-S003	FORTSETZEN; SCHLUSS	PROC047	SEMANTIC_CARD_OR_DESK_RULE	NO	oldy	oldy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E068	C4	f55v	H4	H4-S004	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	aiin	aiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E069	C4	f55v	H4	H4-S004	ANSETZEN · ZIELSTELLE	PROC048	TWO_STAGE_BODY_WRAPPER_RULE	NO	okal	okal	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E070	C4	f55v	H4	H4-S004	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN	PROC049	SEMANTIC_CARD_OR_DESK_RULE	NO	oltchy	oltchy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E071	C4	f55v	H4	H4-S004	ANSATZ	PROC016	TWO_STAGE_BODY_WRAPPER_RULE	NO	or	or	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E072	C4	f55v	H4	H4-S004	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	y	y	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E073	C4	f55v	H4	H4-S004	ANSATZ · PORTION	PROC050	SEMANTIC_CARD_OR_DESK_RULE	NO	orain	orain	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E074	C5	f56r	H5	H5-S001	ZUTAT · ABNEHMEN · ANSATZ	PROC051	SEMANTIC_CARD_OR_DESK_RULE	NO	chochor	chochor	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E075	C5	f56r	H5	H5-S001	ZUTAT	PROC052	TWO_STAGE_BODY_WRAPPER_RULE	NO	cho	cho	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E076	C5	f56r	H5	H5-S001	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	PROC053	SEMANTIC_CARD_OR_DESK_RULE	NO	chodaly	chodaly	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E077	C5	f56r	H5	H5-S001	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E078	C5	f56r	H5	H5-S001	ZUTAT	PROC052	TWO_STAGE_BODY_WRAPPER_RULE	NO	sho	sho	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E079	C5	f56r	H5	H5-S001	ZUDOSIEREN · FORTSETZEN	PROC054	SEMANTIC_CARD_OR_DESK_RULE	NO	kchol	kchol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E080	C5	f56r	H5	H5-S001	DANACH · ABNEHMEN · ANSATZ	PROC020	TWO_STAGE_BODY_WRAPPER_RULE	NO	otchor	otchor	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E081	C5	f56r	H5	H5-S001	ANSETZEN · ARBEITSPOSTEN	PROC008	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	choky	choky	YES	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E081	YES
E082	C5	f56r	H5	H5-S001	ZIELSTELLE	PROC055	TWO_STAGE_BODY_WRAPPER_RULE	NO	dal	dal	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E083	C5	f56r	H5	H5-S002	WIEDERAUFNEHMEN	PROC034	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	schol	schol	YES	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E083	YES
E084	C5	f56r	H5	H5-S002	ZUTAT · ARBEITSPOSTEN	PROC056	SEMANTIC_CARD_OR_DESK_RULE	NO	choy	choy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E085	C5	f56r	H5	H5-S002	ANSETZEN · ARBEITSPOSTEN	PROC008	TWO_STAGE_BODY_WRAPPER_RULE	NO	choky	choky	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E086	C5	f56r	H5	H5-S002	ABNEHMEN · LANG · DURCHLASSKANAL · ARBEITSGANG; SCHLUSS	PROC057	SEMANTIC_CARD_OR_DESK_RULE	NO	cheeckhody	cheeckhody	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E087	C5	f56r	H5	H5-S003	HALTEN	PROC058	SEMANTIC_CARD_OR_DESK_RULE	NO	sh	sh	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E088	C5	f56r	H5	H5-S003	ZUTAT	PROC052	TWO_STAGE_BODY_WRAPPER_RULE	NO	cho	cho	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E089	C5	f56r	H5	H5-S003	ZUDOSIEREN · KURZ · ARBEITSPOSTEN	PROC059	SEMANTIC_CARD_OR_DESK_RULE	NO	kchey	kchey	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E090	C5	f56r	H5	H5-S003	ANSETZEN · ANSETZEN · ARBEITSPOSTEN	PROC060	SEMANTIC_CARD_OR_DESK_RULE	NO	qokokchy	qokokchy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E091	C5	f56r	H5	H5-S004	ANSETZEN · ARBEITSPOSTEN	PROC011	TWO_STAGE_BODY_WRAPPER_RULE	NO	okchy	okchy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E092	C5	f56r	H5	H5-S004	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG	PROC061	SEMANTIC_CARD_OR_DESK_RULE	NO	chokcheo	chokcheo	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E093	C5	f56r	H5	H5-S004	ZUDOSIEREN · ZIELSTELLE	PROC062	SEMANTIC_CARD_OR_DESK_RULE	NO	kchal	kchal	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E094	C5	f56r	H5	H5-S005	ZUTAT	PROC052	TWO_STAGE_BODY_WRAPPER_RULE	NO	sho	sho	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E095	C5	f56r	H5	H5-S005	ANSETZEN · ARBEITSPOSTEN	PROC011	TWO_STAGE_BODY_WRAPPER_RULE	NO	chokchy	chokchy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E096	C5	f56r	H5	H5-S005	ZUDOSIEREN · ZUTAT · VORRAT	PROC063	SEMANTIC_CARD_OR_DESK_RULE	NO	kchoar	kchoar	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E097	C5	f56r	H5	H5-S005	DANACH · ARBEITSGANG · PORTION	PROC064	SEMANTIC_CARD_OR_DESK_RULE	NO	sotodan	sotodan	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E098	C5	f56r	H5	H5-S006	DANACH · ARBEITSPOSTEN	PROC065	SEMANTIC_CARD_OR_DESK_RULE	NO	otchey	otchey	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E099	C5	f56r	H5	H5-S006	ZUDOSIEREN · KURZ · FORTSETZEN	PROC066	SEMANTIC_CARD_OR_DESK_RULE	NO	keol	keol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E100	C5	f56r	H5	H5-S006	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E101	C1	f81v	B1	B1-S001	ANSETZEN · KURZ; SCHLUSS	PROC067	SEMANTIC_CARD_OR_DESK_RULE	NO	qokedy	qokedy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E102	C1	f81v	B1	B1-S002	ANSETZEN · SOLLMASS	PROC038	TWO_STAGE_BODY_WRAPPER_RULE	NO	okaiin	okaiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E103	C1	f81v	B1	B1-S002	ZUDOSIEREN · FLUESSIGKEITSLAUF	PROC068	SEMANTIC_CARD_OR_DESK_RULE	NO	kair	kair	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E104	C1	f81v	B1	B1-S002	ANSETZEN · ZIELSTELLE	PROC048	TWO_STAGE_BODY_WRAPPER_RULE	NO	okal	okal	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E105	C1	f81v	B1	B1-S002	VORRAT	PROC003	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	sar	sar	YES	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E105	YES
E106	C1	f81v	B1	B1-S002	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E107	C1	f81v	B1	B1-S002	ZUDOSIEREN · PORTION	PROC069	TWO_STAGE_BODY_WRAPPER_RULE	NO	kain	kain	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E108	C1	f81v	B1	B1-S002	FORTSETZEN · ZUDOSIEREN · PORTION	PROC070	TWO_STAGE_BODY_WRAPPER_RULE	NO	olkain	olkain	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E109	C1	f81v	B1	B1-S002	ZIELSTELLE	PROC055	TWO_STAGE_BODY_WRAPPER_RULE	NO	al	al	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E110	C1	f81v	B1	B1-S002	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E111	C1	f81v	B1	B1-S002	KUEHLEN · FORTSETZEN	PROC071	SEMANTIC_CARD_OR_DESK_RULE	NO	rol	rol	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E112	C1	f81v	B1	B1-S002	WEITERLEITEN	PROC072	SEMANTIC_CARD_OR_DESK_RULE	NO	dl	dl	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E113	C1	f81v	B1	B1-S002	FORTSETZEN · ANSATZ	PROC022	TWO_STAGE_BODY_WRAPPER_RULE	NO	olor	olor	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E114	C1	f81v	B1	B1-S002	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E115	C1	f81v	B1	B1-S002	HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE	PROC073	SEMANTIC_CARD_OR_DESK_RULE	NO	sheckhal	sheckhal	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E116	C1	f81v	B1	B1-S002	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E117	C1	f81v	B1	B1-S002	ANSETZEN · LANG · ZIELSTELLE	PROC074	SEMANTIC_CARD_OR_DESK_RULE	NO	qokeedal	qokeedal	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E118	C1	f81v	B1	B1-S002	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	daiin	daiin	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E119	C1	f81v	B1	B1-S002	DURCHLASSKANAL · ARBEITSPOSTEN	PROC075	TWO_STAGE_BODY_WRAPPER_RULE	NO	chckhy	chckhy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E120	C1	f81v	B1	B1-S002	UMSETZEN; SCHLUSS	PROC076	TWO_STAGE_BODY_WRAPPER_RULE	NO	schedy	schedy	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E121	C1	f81v	B1	B1-S003	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	qol	qol	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
E122	C1	f81v	B1	B1-S003	HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS	PROC077	SEMANTIC_CARD_OR_DESK_RULE	NO	sshkchdy	sshkchdy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E123	C1	f81v	B1	B1-S004	UMSETZEN · ARBEITSPOSTEN	PROC042	SEMANTIC_CARD_OR_DESK_RULE	NO	chedy	chedy	YES	SEMANTIC_CARD_OR_DESK_RULE	NONE	YES
E124	C1	f81v	B1	B1-S004	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	ol	ol	YES	TWO_STAGE_BODY_WRAPPER_RULE	NONE	YES
