page_sheet_id	entry_no_within_page	page	record	locus	event_id	input_rule_surface	retain_tail	wrapper_stamp	output_surface	full_address	instruction_de
PS05	14	f81v	B1	f81v.27	E166	dal	al	ch	chal	B1:f81v.27:dal	Nur an B1 / f81v.27 den Stempel ch auf dal anwenden.
PS06	1	f82r	B2	f82r.2	E167	schedy	chedy	d	dchedy	B2:f82r.2:schedy	Nur an B2 / f82r.2 den Stempel d auf schedy anwenden.
PS06	2	f82r	B2	f82r.2	E170	chey	y	d	dy	B2:f82r.2:chey	Nur an B2 / f82r.2 den Stempel d auf chey anwenden.
PS06	3	f82r	B2	f82r.7	E190	otaiin	otaiin	s	sotaiin	B2:f82r.7:otaiin	Nur an B2 / f82r.7 den Stempel s auf otaiin anwenden.
PS06	4	f82r	B2	f82r.19	E200	qokain	okain	Ø	okain	B2:f82r.19:qokain	Nur an B2 / f82r.19 den Stempel Ø auf qokain anwenden.
PS06	5	f82r	B2	f82r.26	E214	dal	al	che	cheal	B2:f82r.26:dal	Nur an B2 / f82r.26 den Stempel che auf dal anwenden.
PS06	6	f82r	B2	f82r.26	E217	daiin	aiin	Ø	aiin	B2:f82r.26:daiin	Nur an B2 / f82r.26 den Stempel Ø auf daiin anwenden.
PS07	1	f83r	B3	f83r.6	E242	qolchedy	olchedy	Ø	olchedy	B3:f83r.6:qolchedy	Nur an B3 / f83r.6 den Stempel Ø auf qolchedy anwenden.
PS07	2	f83r	B3	f83r.11	E254	chor	or	s	sor	B3:f83r.11:chor	Nur an B3 / f83r.11 den Stempel s auf chor anwenden.
PS07	3	f83r	B3	f83r.11	E257	kain	kain	ch	chkain	B3:f83r.11:kain	Nur an B3 / f83r.11 den Stempel ch auf kain anwenden.
PS07	4	f83r	B3	f83r.11	E258	qcthey	cthey	sh	shcthey	B3:f83r.11:qcthey	Nur an B3 / f83r.11 den Stempel sh auf qcthey anwenden.
PS07	5	f83r	B3	f83r.14	E264	okchedy	okchedy	q	qokchedy	B3:f83r.14:okchedy	Nur an B3 / f83r.14 den Stempel q auf okchedy anwenden.
PS07	6	f83r	B3	f83r.14	E271	checthy	cthy	sh	shcthy	B3:f83r.14:checthy	Nur an B3 / f83r.14 den Stempel sh auf checthy anwenden.
PS07	7	f83r	B3	f83r.14	E273	chey	y	s	sy	B3:f83r.14:chey	Nur an B3 / f83r.14 den Stempel s auf chey anwenden.
PS07	8	f83r	B3	f83r.15	E278	dal	al	t	tal	B3:f83r.15:dal	Nur an B3 / f83r.15 den Stempel t auf dal anwenden.
PS07	9	f83r	B3	f83r.15	E279	checthy	cthy	sh	shcthy	B3:f83r.15:checthy	Nur an B3 / f83r.15 den Stempel sh auf checthy anwenden.
PS07	10	f83r	B3	f83r.15	E281	otchedy	otchedy	q	qotchedy	B3:f83r.15:otchedy	Nur an B3 / f83r.15 den Stempel q auf otchedy anwenden.
PS07	11	f83r	B3	f83r.16	E283	schedy	chedy	t	tchedy	B3:f83r.16:schedy	Nur an B3 / f83r.16 den Stempel t auf schedy anwenden.
PS07	12	f83r	B3	f83r.20	E291	olkeedy	olkeedy	s	solkeedy	B3:f83r.20:olkeedy	Nur an B3 / f83r.20 den Stempel s auf olkeedy anwenden.
PS07	13	f83r	B3	f83r.20	E299	daiin	aiin	s	saiin	B3:f83r.20:daiin	Nur an B3 / f83r.20 den Stempel s auf daiin anwenden.
PS07	14	f83r	B3	f83r.24	E309	oiiin	oiiin	s	soiiin	B3:f83r.24:oiiin	Nur an B3 / f83r.24 den Stempel s auf oiiin anwenden.
PS07	15	f83r	B3	f83r.24	E311	chty	ty	che	chety	B3:f83r.24:chty	Nur an B3 / f83r.24 den Stempel che auf chty anwenden.
PS07	16	f83r	B4	f83r.25	E320	qotal	otal	Ø	otal	B4:f83r.25:qotal	Nur an B4 / f83r.25 den Stempel Ø auf qotal anwenden.
PS07	17	f83r	B4	f83r.26	E324	ol	ol	t	tol	B4:f83r.26:ol	Nur an B4 / f83r.26 den Stempel t auf ol anwenden.
PS07	18	f83r	B4	f83r.35	E342	chedy	dy	ch	chdy	B4:f83r.35:chedy	Nur an B4 / f83r.35 den Stempel ch auf chedy anwenden.
PS07	19	f83r	B4	f83r.41	E358	olkain	olkain	q	qolkain	B4:f83r.41:olkain	Nur an B4 / f83r.41 den Stempel q auf olkain anwenden.
PS07	20	f83r	B5	f83r.48	E366	ol	ol	che	cheol	B5:f83r.48:ol	Nur an B5 / f83r.48 den Stempel che auf ol anwenden.
PS07	21	f83r	B5	f83r.48	E369	daiin	aiin	Ø	aiin	B5:f83r.48:daiin	Nur an B5 / f83r.48 den Stempel Ø auf daiin anwenden.
PS07	22	f83r	B6	f83r.54	E377	saiin	aiin	d	daiin	B6:f83r.54:saiin	Nur an B6 / f83r.54 den Stempel d auf saiin anwenden.
