edition	paragraph	at	word	R_directive	R_input1	R_input1_at	R_input1_status	R_input2	R_input2_at	R_input2_status	R_recipient	R_recipient_word	R_recipient_status	D_property	D_subject	D_subject_word	D_subject_status	independent_discriminator	independent_evidence
ZL3b	f82r|f82r.20-f82r.33	ZL3b|f82r.25|G009	sheey	benetze	ry	ZL3b|f82r.25|G010	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
ZL3b	f82r|f82r.20-f82r.33	ZL3b|f82r.28|G004	qotaiin	abseihen	chcthey	ZL3b|f82r.28|G005	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht			MISSING	NONE_ESTABLISHED	
ZL3b	f82r|f82r.20-f82r.33	ZL3b|f82r.32|G006	sheey	benetze	lr	ZL3b|f82r.32|G007	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	ZL3b|f82r.30|G004	qoteey	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f86v3|f86v3.23-f86v3.28	ZL3b|f86v3.23|G008	qotaiin	abseihen			MISSING			NOT_REQUIRED			NOT_REQUIRED	abgeseiht			MISSING	NONE_ESTABLISHED	
ZL3b	f86v3|f86v3.23-f86v3.28	ZL3b|f86v3.26|G005	sheey	benetze	otaiin	ZL3b|f86v3.26|G006	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	ZL3b|f86v3.26|G001	shor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f86v3|f86v3.29-f86v3.36	ZL3b|f86v3.32|G005	qotaiin	abseihen	cheody	ZL3b|f86v3.32|G006	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht	ZL3b|f86v3.31|G002	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f100r|f100r.12-f100r.15	IT2a|f100r.12|G008	sheey	benetze	chcthso	IT2a|f100r.12|G009	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f103r|f103r.24-f103r.26	IT2a|f103r.26|G003	qotchy	zugeben	shey	IT2a|f103r.26|G004	WRONG_KNOWN_ROLE			NOT_REQUIRED			MISSING	beigefügt			MISSING	NONE_ESTABLISHED	
IT2a	f104v|f104v.41-f104v.44	IT2a|f104v.41|G008	qotaiin	abseihen	oteedy	IT2a|f104v.41|G009	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht			MISSING	NONE_ESTABLISHED	
IT2a	f104v|f104v.41-f104v.44	IT2a|f104v.42|G006	sheey	benetze	tcheo	IT2a|f104v.42|G007	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f104v.42|G005	qoteey	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f111r|f111r.6-f111r.35	IT2a|f111r.15|G003	sheey	benetze	shey	IT2a|f111r.15|G004	WRONG_KNOWN_ROLE			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f114v|f114v.29-f114v.32	IT2a|f114v.30|G005	qotaiin	abseihen	otal	IT2a|f114v.30|G006	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht	IT2a|f114v.30|G004	qoteey	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f114v|f114v.33-f114v.35	IT2a|f114v.33|G002	sheey	benetze	oaiin	IT2a|f114v.33|G003	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G001	qotchy	zugeben	qoteey	IT2a|f19v.5|G002	MATERIAL_ASSUMED			NOT_REQUIRED	IT2a|f19v.3|G001	otchy	MATERIAL_ASSUMED	beigefügt	IT2a|f19v.3|G001	otchy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f20r|f20r.1-f20r.4	IT2a|f20r.2|G005	qotchy	zugeben	cthody	IT2a|f20r.2|G006	UNKNOWN			NOT_REQUIRED	IT2a|f20r.2|G002	cthey	MATERIAL_ASSUMED	beigefügt	IT2a|f20r.2|G002	cthey	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f44r|f44r.5-f44r.7	IT2a|f44r.5|G006	sheey	benetze	ytey	IT2a|f44r.5|G007	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f44r.5|G004	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f44r|f44r.5-f44r.7	IT2a|f44r.6|G006	qotchy	zugeben	otchy	IT2a|f44r.6|G007	MATERIAL_ASSUMED			NOT_REQUIRED	IT2a|f44r.5|G004	chor	MATERIAL_ASSUMED	beigefügt	IT2a|f44r.5|G004	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f76v|f76v.16-f76v.24	IT2a|f76v.19|G003	sheey	benetze	otar	IT2a|f76v.19|G004	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.10|G005	qotaiin	abseihen	qotedy	IT2a|f77r.10|G006	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht			MISSING	NONE_ESTABLISHED	
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.16|G002	qotaiin	abseihen	chedy	IT2a|f77r.16|G003	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht			MISSING	NONE_ESTABLISHED	
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.18|G010	qotaiin	abseihen			MISSING			NOT_REQUIRED			NOT_REQUIRED	abgeseiht			MISSING	NONE_ESTABLISHED	
IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.20|G006	sheey	benetze	qotedy	IT2a|f77r.20|G007	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f77r.20|G004	qoteey	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f79r|f79r.1-f79r.6	IT2a|f79r.2|G008	sheey	benetze	qoteey	IT2a|f79r.2|G009	MATERIAL_ASSUMED			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.22|G003	sheey	benetze	qokaiin	IT2a|f82r.22|G004	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.25|G009	sheey	benetze	ry	IT2a|f82r.25|G010	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.32|G007	sheey	benetze	lr	IT2a|f82r.32|G008	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f82r.30|G004	qoteey	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.23|G008	qotaiin	abseihen			MISSING			NOT_REQUIRED			NOT_REQUIRED	abgeseiht			MISSING	NONE_ESTABLISHED	
IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.24|G003	qotchy	zugeben	shedy	IT2a|f86v3.24|G004	UNKNOWN			NOT_REQUIRED			MISSING	beigefügt			MISSING	NONE_ESTABLISHED	
IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.26|G005	sheey	benetze	otaiin	IT2a|f86v3.26|G006	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f86v3.26|G001	shor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f86v3|f86v3.29-f86v3.36	IT2a|f86v3.32|G005	qotaiin	abseihen	cheody	IT2a|f86v3.32|G006	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht	IT2a|f86v3.31|G002	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.4|G001	qotchy	zugeben	qokay	ZL3b|f18v.4|G002	UNKNOWN			NOT_REQUIRED	ZL3b|f18v.1|G002	shor	MATERIAL_ASSUMED	beigefügt	ZL3b|f18v.1|G002	shor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G002	qotchy	zugeben	qokchy	ZL3b|f18v.9|G003	UNKNOWN			NOT_REQUIRED	ZL3b|f18v.6|G005	chy	MATERIAL_ASSUMED	beigefügt	ZL3b|f18v.6|G005	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G004	qotchy	zugeben			MISSING			NOT_REQUIRED	ZL3b|f56r.10|G009	okaiin	MATERIAL_ASSUMED	beigefügt	ZL3b|f56r.10|G009	okaiin	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G001	qotchy	zugeben	chody	ZL3b|f56r.16|G002	UNKNOWN			NOT_REQUIRED	ZL3b|f56r.15|G004	cthy	MATERIAL_ASSUMED	beigefügt	ZL3b|f56r.15|G004	cthy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G001	qotchy	zugeben	qokay	IT2a|f18v.4|G002	UNKNOWN			NOT_REQUIRED			MISSING	beigefügt			MISSING	NONE_ESTABLISHED	
IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G002	qotchy	zugeben	qokchy	IT2a|f18v.9|G003	UNKNOWN			NOT_REQUIRED	IT2a|f18v.6|G005	chy	MATERIAL_ASSUMED	beigefügt	IT2a|f18v.6|G005	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.14|G003	qotchy	zugeben			MISSING			NOT_REQUIRED	IT2a|f56r.11|G005	chor	MATERIAL_ASSUMED	beigefügt	IT2a|f56r.11|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G001	qotchy	zugeben	chody	IT2a|f56r.16|G002	UNKNOWN			NOT_REQUIRED	IT2a|f56r.15|G003	cthy	MATERIAL_ASSUMED	beigefügt	IT2a|f56r.15|G003	cthy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f108v|f108v.30-f108v.53	ZL3b|f108v.37|G003	sheey	benetze	sheckhey	ZL3b|f108v.37|G004	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	ZL3b|f108v.36|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f108v|f108v.30-f108v.53	ZL3b|f108v.40|G010	qotaiin	abseihen			MISSING			NOT_REQUIRED			NOT_REQUIRED	abgeseiht	ZL3b|f108v.36|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f108v|f108v.30-f108v.53	ZL3b|f108v.44|G011	sheey	benetze	qol	ZL3b|f108v.44|G012	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	ZL3b|f108v.41|G008	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f108v|f108v.30-f108v.53	ZL3b|f108v.45|G009	sheey	benetze	qokeal	ZL3b|f108v.45|G010	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	ZL3b|f108v.41|G008	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f108v|f108v.30-f108v.53	ZL3b|f108v.48|G008	sheey	benetze	qokeeey	ZL3b|f108v.48|G009	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	ZL3b|f108v.41|G008	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.33|G006	sheey	benetze	qol	ZL3b|f116r.33|G007	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.3|G002	qotchy	zugeben	tydy	ZL3b|f15r.3|G003	UNKNOWN			NOT_REQUIRED	ZL3b|f15r.1|G001	tshor	MATERIAL_ASSUMED	beigefügt	ZL3b|f15r.1|G001	tshor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.5|G001	qotchy	zugeben	r	ZL3b|f15r.5|G002	UNKNOWN			NOT_REQUIRED	ZL3b|f15r.3|G006	cthy	MATERIAL_ASSUMED	beigefügt	ZL3b|f15r.3|G006	cthy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G003	sheey	benetze	cthy	ZL3b|f15r.13|G004	MATERIAL_ASSUMED			NOT_REQUIRED			NOT_REQUIRED	benetzt	ZL3b|f15r.12|G004	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f19r|f19r.1-f19r.13	ZL3b|f19r.1|G006	qotchy	zugeben	qoky	ZL3b|f19r.1|G007	UNKNOWN			NOT_REQUIRED			MISSING	beigefügt			MISSING	NONE_ESTABLISHED	
ZL3b	f19r|f19r.1-f19r.13	ZL3b|f19r.11|G001	qotchy	zugeben	qolody	ZL3b|f19r.11|G002	UNKNOWN			NOT_REQUIRED	ZL3b|f19r.8|G005	chor	MATERIAL_ASSUMED	beigefügt	ZL3b|f19r.8|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f24r|f24r.1-f24r.20	ZL3b|f24r.2|G001	qotaiin	abseihen	char	ZL3b|f24r.2|G002	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht	ZL3b|f24r.1|G004	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f24r|f24r.1-f24r.20	ZL3b|f24r.12|G002	qotchy	zugeben	tol	ZL3b|f24r.12|G003	UNKNOWN			NOT_REQUIRED	ZL3b|f24r.10|G003	chor	MATERIAL_ASSUMED	beigefügt	ZL3b|f24r.10|G003	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f42v|f42v.1-f42v.8	ZL3b|f42v.1|G003	sheey	benetze	qocho	ZL3b|f42v.1|G004	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
ZL3b	f42v|f42v.1-f42v.8	ZL3b|f42v.4|G001	qotchy	zugeben	chkchy	ZL3b|f42v.4|G002	UNKNOWN			NOT_REQUIRED	ZL3b|f42v.1|G008	chor	MATERIAL_ASSUMED	beigefügt	ZL3b|f42v.1|G008	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f108v|f108v.34-f108v.52	IT2a|f108v.37|G003	sheey	benetze	sheckhey	IT2a|f108v.37|G004	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f108v.36|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f108v|f108v.34-f108v.52	IT2a|f108v.40|G010	qotaiin	abseihen			MISSING			NOT_REQUIRED			NOT_REQUIRED	abgeseiht	IT2a|f108v.36|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f108v|f108v.34-f108v.52	IT2a|f108v.44|G010	sheey	benetze	qol	IT2a|f108v.44|G011	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f108v.36|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f108v|f108v.34-f108v.52	IT2a|f108v.45|G009	sheey	benetze	qokeal	IT2a|f108v.45|G010	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f108v.36|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f108v|f108v.34-f108v.52	IT2a|f108v.48|G008	sheey	benetze	qokeeey	IT2a|f108v.48|G009	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f108v.36|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.33|G006	sheey	benetze	qol	IT2a|f116r.33|G007	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G002	qotchy	zugeben	tydy	IT2a|f15r.3|G003	UNKNOWN			NOT_REQUIRED	IT2a|f15r.1|G001	tshor	MATERIAL_ASSUMED	beigefügt	IT2a|f15r.1|G001	tshor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G001	qotchy	zugeben	r	IT2a|f15r.5|G002	UNKNOWN			NOT_REQUIRED	IT2a|f15r.3|G006	cthy	MATERIAL_ASSUMED	beigefügt	IT2a|f15r.3|G006	cthy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G003	sheey	benetze	cthy	IT2a|f15r.13|G004	MATERIAL_ASSUMED			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f15r.12|G004	chy	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f19r|f19r.1-f19r.13	IT2a|f19r.1|G006	qotchy	zugeben	qoky	IT2a|f19r.1|G007	UNKNOWN			NOT_REQUIRED			MISSING	beigefügt			MISSING	NONE_ESTABLISHED	
IT2a	f19r|f19r.1-f19r.13	IT2a|f19r.11|G001	qotchy	zugeben	qolody	IT2a|f19r.11|G002	UNKNOWN			NOT_REQUIRED	IT2a|f19r.8|G005	chor	MATERIAL_ASSUMED	beigefügt	IT2a|f19r.8|G005	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f24r|f24r.1-f24r.19	IT2a|f24r.2|G001	qotaiin	abseihen	char	IT2a|f24r.2|G002	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	abgeseiht	IT2a|f24r.1|G002	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f24r|f24r.1-f24r.19	IT2a|f24r.12|G002	qotchy	zugeben	tol	IT2a|f24r.12|G003	UNKNOWN			NOT_REQUIRED	IT2a|f24r.10|G003	chor	MATERIAL_ASSUMED	beigefügt	IT2a|f24r.10|G003	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f42v|f42v.1-f42v.8	IT2a|f42v.1|G003	sheey	benetze	qocho	IT2a|f42v.1|G004	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
IT2a	f42v|f42v.1-f42v.8	IT2a|f42v.4|G001	qotchy	zugeben	chkchy	IT2a|f42v.4|G002	UNKNOWN			NOT_REQUIRED	IT2a|f42v.1|G008	chor	MATERIAL_ASSUMED	beigefügt	IT2a|f42v.1|G008	chor	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G001	sheey	benetze	kshody	ZL3b|f53v.8|G002	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	ZL3b|f53v.7|G002	shodaiin	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.10|G001	ychocthy	vermische	qodal	ZL3b|f53v.10|G002	MATERIAL_ASSUMED	shodaiin	ZL3b|f53v.10|G003	MATERIAL_ASSUMED			NOT_REQUIRED	vermischt	ZL3b|f53v.9|G006	shodaiin	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.8|G001	sheey	benetze	kshody	IT2a|f53v.8|G002	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt	IT2a|f53v.7|G002	shodaiin	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.10|G001	ychocthy	vermische	qodal	IT2a|f53v.10|G002	MATERIAL_ASSUMED	shodaiin	IT2a|f53v.10|G003	MATERIAL_ASSUMED			NOT_REQUIRED	vermischt	IT2a|f53v.9|G007	shodaiin	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.13|G002	qotchy	zugeben	kchol	ZL3b|f93r.13|G003	UNKNOWN			NOT_REQUIRED	ZL3b|f93r.13|G001	shodaiin	MATERIAL_ASSUMED	beigefügt	ZL3b|f93r.13|G001	shodaiin	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.24|G001	ychocthy	vermische	chotey	ZL3b|f93r.24|G002	UNKNOWN	teey	ZL3b|f93r.24|G003	UNKNOWN			NOT_REQUIRED	vermischt	ZL3b|f93r.23|G003	shody	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f93r|f93r.1-f93r.32	IT2a|f93r.13|G002	qotchy	zugeben	kchol	IT2a|f93r.13|G003	UNKNOWN			NOT_REQUIRED	IT2a|f93r.13|G001	shodaiin	MATERIAL_ASSUMED	beigefügt	IT2a|f93r.13|G001	shodaiin	MATERIAL_ASSUMED	NONE_ESTABLISHED	
IT2a	f93r|f93r.1-f93r.32	IT2a|f93r.24|G001	ychocthy	vermische	chotey	IT2a|f93r.24|G002	UNKNOWN	teeys	IT2a|f93r.24|G003	UNKNOWN			NOT_REQUIRED	vermischt	IT2a|f93r.23|G003	shody	MATERIAL_ASSUMED	NONE_ESTABLISHED	
ZL3b	f111r|f111r.44-f111r.47	ZL3b|f111r.47|G003	sheey	benetze	qoteedy	ZL3b|f111r.47|G004	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
ZL3b	f29r|f29r.5-f29r.9	ZL3b|f29r.5|G004	sheey	benetze	teey	ZL3b|f29r.5|G005	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
ZL3b	f79v|f79v.12-f79v.22	ZL3b|f79v.16|G002	sheey	benetze	qol	ZL3b|f79v.16|G003	UNKNOWN			NOT_REQUIRED			NOT_REQUIRED	benetzt			MISSING	NONE_ESTABLISHED	
