mode	record	line	locus	word	kind	reference	rendering	row_status
M	f21r	f21r.8	f21r.8:4	sheol	OPEN	NA	⟦sheol⟧	recorded
M	f21r	f21r.8	f21r.8:5	ocphal	OPEN	NA	⟦ocphal⟧	recorded
M	f21r	f21r.8	f21r.8:6	opsheas	OPEN	NA	⟦opsheas⟧	recorded
M	f21r	f21r.8	f21r.8:7	cthodaiin	OPEN	NA	⟦cthodaiin⟧	recorded
M	f21r	f21r.8	f21r.8:8	oty	OPEN	NA	⟦oty⟧	recorded
M	f21r	f21r.9	f21r.9:1	okaiin	MATERIAL	okaiin	Ansatz[okaiin]	recorded
M	f21r	f21r.9	f21r.9:2	sho	APPLICATION	tshaiin	füge hinzu(Mittel=Flüssigauszug[tshaiin];Empfänger=FEHLT)	recorded
M	f21r	f21r.9	f21r.9:3	tshaiin	MATERIAL	tshaiin	Flüssigauszug[tshaiin]	recorded
M	f21r	f21r.9	f21r.9:4	chkaiin	OPEN	NA	⟦chkaiin⟧	recorded
M	f21r	f21r.9	f21r.9:5	sh	OPEN	NA	⟦sh⟧	recorded
M	f21r	f21r.9	f21r.9:6	cthey	MATERIAL	cthey	Arzneiform A[cthey]	recorded
M	f21r	f21r.9	f21r.9:7	cthody	OPEN	NA	⟦cthody⟧	recorded
M	f21r	f21r.9	f21r.9:8	cthy	MATERIAL	cthy	Kraut[cthy]	recorded
M	f21r	f21r.9	f21r.9:9	s	OTHER	NA	und	recorded
M	f21r	f21r.10	f21r.10:1	totchy	OPEN	NA	⟦totchy⟧	recorded
M	f21r	f21r.10	f21r.10:2	keor	OPEN	NA	⟦keor⟧	recorded
M	f21r	f21r.10	f21r.10:3	chy	MATERIAL	chy	Wasser[chy]	recorded
M	f21r	f21r.10	f21r.10:4	ky	OPEN	NA	⟦ky⟧	recorded
M	f21r	f21r.10	f21r.10:5	qotaiin	MATERIAL	qotaiin	abgeteilte Portion[qotaiin]	recorded
M	f21r	f21r.10	f21r.10:6	qotchol	MATERIAL	qotchol	Trockenmaterial[qotchol]	recorded
M	f21r	f21r.10	f21r.10:7	ty	OPEN	NA	⟦ty⟧	recorded
M	f21r	f21r.10	f21r.10:8	ctheey	OPEN	NA	⟦ctheey⟧	recorded
M	f21r	f21r.10	f21r.10:9	otaiin	OPEN	NA	⟦otaiin⟧	recorded
M	f21r	f21r.11	f21r.11:1	shol	OTHER	NA	feucht	recorded
M	f21r	f21r.11	f21r.11:2	chol	OTHER	NA	trocken	recorded
M	f21r	f21r.11	f21r.11:3	shol	OTHER	NA	feucht	recorded
M	f21r	f21r.11	f21r.11:4	tchol	OPEN	NA	⟦tchol⟧	recorded
M	f21r	f21r.11	f21r.11:5	chcthy	OPEN	NA	⟦chcthy⟧	recorded
M	f21r	f21r.11	f21r.11:6	otyky	OPEN	NA	⟦otyky⟧	recorded
M	f21r	f21r.11	f21r.11:7	shey	ENDPOINT	NA	ruhend(NA;REFERENCE_MISSING)	recorded
M	f21r	f21r.11	f21r.11:8	yteol	OPEN	NA	⟦yteol⟧	recorded
M	f21r	f21r.11	f21r.11:9	shody	OPEN	NA	⟦shody⟧	recorded
M	f21r	f21r.12	f21r.12:1	ykeey	OPEN	NA	⟦ykeey⟧	recorded
M	f21r	f21r.12	f21r.12:2	chor	MATERIAL	chor	Blüten[chor]	recorded
M	f21r	f21r.12	f21r.12:3	sheey	OPEN	NA	⟦sheey⟧	recorded
M	f21r	f21r.12	f21r.12:4	ysheol	OPEN	NA	⟦ysheol⟧	recorded
M	f21r	f21r.12	f21r.12:5	chor	MATERIAL	chor	Blüten[chor]	recorded
M	f21r	f21r.12	f21r.12:6	chol	OTHER	NA	trocken	recorded
M	f21r	f21r.12	f21r.12:7	daiin	QUANTITY	chor	{DIM} C(chor)	recorded
M	f21r	f21r.12	f21r.12:8	chkaiin	OPEN	NA	⟦chkaiin⟧	recorded
M	f32v	f32v.7	f32v.7:1	ksho	OPEN	NA	⟦ksho⟧	recorded
M	f32v	f32v.7	f32v.7:2	cphos	MANUFACTURE	NA	zerreibe(MATERIAL FEHLT)	recorded
M	f32v	f32v.7	f32v.7:3	she	RECIPIENT	E	Grundansatz[E]	recorded
M	f32v	f32v.7	f32v.7:4	sheaiin	OPEN	NA	⟦sheaiin⟧	recorded
M	f32v	f32v.7	f32v.7:5	otshcho	OPEN	NA	⟦otshcho⟧	recorded
M	f32v	f32v.7	f32v.7:6	r	OPEN	NA	⟦r⟧	recorded
M	f32v	f32v.7	f32v.7:7	dain	QUANTITY	NA	{DIM} B(NA)	recorded
M	f32v	f32v.7	f32v.7:8	shckhy	OPEN	NA	⟦shckhy⟧	recorded
M	f32v	f32v.7	f32v.7:9	s	OTHER	NA	und	recorded
M	f32v	f32v.7	f32v.7:10	odan	OPEN	NA	⟦odan⟧	recorded
M	f32v	f32v.8	f32v.8:1	otchol	MATERIAL	otchol	Trockenmaterial[otchol]	recorded
M	f32v	f32v.8	f32v.8:2	daiin	QUANTITY	otchol	{DIM} C(otchol)	recorded
M	f32v	f32v.8	f32v.8:3	daiin	QUANTITY	otchol	{DIM} C(otchol)	recorded
M	f32v	f32v.8	f32v.8:4	ctho	MATERIAL	ctho	Pflanzenpulver[ctho]	recorded
M	f32v	f32v.8	f32v.8:5	daiin	QUANTITY	ctho	{DIM} C(ctho)	recorded
M	f32v	f32v.8	f32v.8:6	qotaiin	MATERIAL	qotaiin	abgeteilte Portion[qotaiin]	recorded
M	f32v	f32v.8	f32v.8:7	otchy	OPEN	NA	⟦otchy⟧	recorded
M	f32v	f32v.8	f32v.8:8	d	OPEN	NA	⟦d⟧	recorded
M	f32v	f32v.8	f32v.8:9	shan	MATERIAL	shan	Feinanteil[shan]	recorded
M	f32v	f32v.9	f32v.9:1	qotchy	MANUFACTURE	shan	zerkleinere(shan)	recorded
M	f32v	f32v.9	f32v.9:2	cfhy	OTHER	NA	Filterstelle	recorded
M	f32v	f32v.9	f32v.9:3	skey	OPEN	NA	⟦skey⟧	recorded
M	f32v	f32v.9	f32v.9:4	chocthy	MATERIAL	chocthy	Pflanzenmark[chocthy]	recorded
M	f32v	f32v.9	f32v.9:5	daiin	QUANTITY	chocthy	{DIM} C(chocthy)	recorded
M	f32v	f32v.9	f32v.9:6	cthaiin	MATERIAL	cthaiin	Pflanzenportion[cthaiin]	recorded
M	f32v	f32v.9	f32v.9:7	daiin	QUANTITY	cthaiin	{DIM} C(cthaiin)	recorded
M	f32v	f32v.10	f32v.10:1	sho	APPLICATION	keol	füge hinzu(Mittel=Öl[keol];Empfänger=Grundansatz[E])	recorded
M	f32v	f32v.10	f32v.10:2	keol	MATERIAL	keol	Öl[keol]	recorded
M	f32v	f32v.10	f32v.10:3	chor	MATERIAL	chor	Blüten[chor]	recorded
M	f32v	f32v.10	f32v.10:4	chol	OTHER	NA	trocken	recorded
M	f32v	f32v.10	f32v.10:5	daiin	QUANTITY	chor	{DIM} C(chor)	recorded
M	f32v	f32v.10	f32v.10:6	cpho	MANUFACTURE	chor	zerstoße(chor)	recorded
M	f32v	f32v.10	f32v.10:7	l	OPEN	NA	⟦l⟧	recorded
M	f32v	f32v.10	f32v.10:8	cthol	MATERIAL	cthol	Trockenmaterial[cthol]	recorded
M	f32v	f32v.10	f32v.10:9	da	OPEN	NA	⟦da⟧	recorded
M	f32v	f32v.10	f32v.10:10	ar	QUANTITY	cthol	{DIM} E(cthol)	recorded
M	f32v	f32v.11	f32v.11:1	ol	OTHER	NA	auch	recorded
M	f32v	f32v.11	f32v.11:2	sho	APPLICATION	chy	füge hinzu(Mittel=Wasser[chy];Empfänger=Grundansatz[E])	recorded
M	f32v	f32v.11	f32v.11:3	chy	MATERIAL	chy	Wasser[chy]	recorded
M	f29v	f29v.1	f29v.1:1	kooiin	MATERIAL	kooiin	Wurzelmaterial[kooiin]	recorded
M	f29v	f29v.1	f29v.1:2	shor	MATERIAL	shor	Früchte[shor]	recorded
M	f29v	f29v.1	f29v.1:3	chetchy	OPEN	NA	⟦chetchy⟧	recorded
M	f29v	f29v.1	f29v.1:4	ol	OTHER	NA	auch	recorded
M	f29v	f29v.1	f29v.1:5	ls	OPEN	NA	⟦ls⟧	recorded
M	f29v	f29v.1	f29v.1:6	shytchy	MANUFACTURE	shor	benetze(shor)	recorded
M	f29v	f29v.1	f29v.1:7	cthy	MATERIAL	cthy	Kraut[cthy]	recorded
M	f29v	f29v.1	f29v.1:8	shy	OTHER	NA	feucht	recorded
M	f29v	f29v.1	f29v.1:9	cho	OTHER	NA	Inneres	recorded
M	f29v	f29v.1	f29v.1:10	shy	OTHER	NA	feucht	recorded
M	f29v	f29v.1	f29v.1:11	daiin	QUANTITY	cthy	{DIM} C(cthy)	recorded
M	f29v	f29v.2	f29v.2:1	qotcheaiin	MATERIAL	qotcheaiin	Feinpulver[qotcheaiin]	recorded
M	f29v	f29v.2	f29v.2:2	s	OTHER	NA	und	recorded
M	f29v	f29v.2	f29v.2:3	chol	OTHER	NA	trocken	recorded
M	f29v	f29v.2	f29v.2:4	chol	OTHER	NA	trocken	recorded
M	f29v	f29v.2	f29v.2:5	cthy	MATERIAL	cthy	Kraut[cthy]	recorded
M	f29v	f29v.2	f29v.2:6	chey	OPEN	NA	⟦chey⟧	recorded
M	f29v	f29v.2	f29v.2:7	cthold	MATERIAL	cthold	Pflanzenrückstand[cthold]	recorded
M	f29v	f29v.2	f29v.2:8	ytchor	MATERIAL	ytchor	zerkleinerte Blüten[ytchor]	recorded
M	f29v	f29v.2	f29v.2:9	dary	QUANTITY	ytchor	{DIM} D(ytchor)	recorded
M	f29v	f29v.3	f29v.3:1	chol	OTHER	NA	trocken	recorded
M	f29v	f29v.3	f29v.3:2	chol	OTHER	NA	trocken	recorded
M	f29v	f29v.3	f29v.3:3	kor	OTHER	NA	Mörser	recorded
M	f29v	f29v.3	f29v.3:4	shey	ENDPOINT	NA	ruhend(NA;REFERENCE_MISSING)	recorded
M	f29v	f29v.3	f29v.3:5	odaiin	MATERIAL	odaiin	Zusatzportion[odaiin]	recorded
M	f29v	f29v.3	f29v.3:6	qotchy	MANUFACTURE	odaiin	zerkleinere(odaiin)	recorded
M	f29v	f29v.3	f29v.3:7	taiin	OTHER	NA	Auffanggefäß	recorded
M	f29v	f29v.3	f29v.3:8	s	OTHER	NA	und	recorded
M	f29v	f29v.3	f29v.3:9	she	RECIPIENT	E	Grundansatz[E]	recorded
M	f29v	f29v.3	f29v.3:10	otey	OPEN	NA	⟦otey⟧	recorded
M	f29v	f29v.3	f29v.3:11	sy	ENDPOINT	E	abgesetzt(E;BEFORE_APPLICATION)	recorded
M	f29v	f29v.4	f29v.4:1	ysho	OPEN	NA	⟦ysho⟧	recorded
M	f29v	f29v.4	f29v.4:2	otshy	OTHER	NA	kalt-feucht	recorded
M	f29v	f29v.4	f29v.4:3	okaiin	MATERIAL	okaiin	Ansatz[okaiin]	recorded
M	f29v	f29v.4	f29v.4:4	cthy	MATERIAL	cthy	Kraut[cthy]	recorded
M	f29v	f29v.4	f29v.4:5	oltchy	OTHER	NA	kalt-trocken	recorded
M	f29v	f29v.4	f29v.4:6	s	OTHER	NA	und	recorded
M	f29v	f29v.4	f29v.4:7	shot	MANUFACTURE	cthy	erwärme(cthy)	recorded
M	f29v	f29v.4	f29v.4:8	sho	APPLICATION	okaiin	füge hinzu(Mittel=Ansatz[okaiin];Empfänger=Grundansatz[E])	recorded
M	f29v	f29v.4	f29v.4:9	okaiin	MATERIAL	okaiin	Ansatz[okaiin]	recorded
