hand_id	statement_id	record_unit_id	page	event_count	surface_sequence	atomic_sequence	slot_sequence	microcycle_sequence	owner_sequence	meaning_identity_boundary_preserved
HAND_A_BARE	B3-S009	B3	f83r	1	oky	Einsetzen	S5_ZIEL_ANWENDUNG	1	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	YES
HAND_A_BARE	B3-S010	B3	f83r	2	pchedal otedy	Zielzuführung → Kurzfolge	S3_PROZESS_TRANSFER → S1_BEZUG_FOLGE	1 → 2	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	YES
HAND_A_BARE	B3-S011	B3	f83r	4	shecthedchy oky chdy chary	Vorbereitungstransfer → Einsetzen → Umsetzen → Quellposten	S3_PROZESS_TRANSFER → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER → S1_BEZUG_FOLGE	1 → 1 → 2 → 3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	YES
HAND_A_BARE	B3-S012	B3	f83r	2	or tedy	Ansatz → Kurzabsetzung	S1_BEZUG_FOLGE → S3_PROZESS_TRANSFER	1 → 1	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	YES
HAND_A_BARE	B3-S013	B3	f83r	4	okaiin kain qcthey qokedy	Sollstellung → Portion → Kurzvorbereitung → Kurzkontakt	S2_MATERIAL_MASS → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	1 → 1 → 1 → 1	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	YES
HAND_A_BARE	B3-S014	B3	f83r	2	okair sheedy	Laufeinsatz → Langabsetzen	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	1 → 2	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	YES
HAND_A_BARE	B3-S015	B3	f83r	1	lchedy	abführen	S3_PROZESS_TRANSFER	1	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	YES
HAND_A_BARE	B3-S016	B3	f83r	2	lo okchedy	Abzug → Rücktransfer	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER	1 → 1	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S017	B3	f83r	1	qokeedy	Langkontakt	S4_DAUER_ZUSTAND	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S018	B3	f83r	1	tedy	Kurzabsetzung	S3_PROZESS_TRANSFER	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S019	B3	f83r	1	qokshedy	Einsatzabsetzen	S3_PROZESS_TRANSFER	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S020	B3	f83r	2	al lchedy	Stelle → abführen	S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	1 → 2	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S021	B3	f83r	11	okaiin cthy al y aiin shedal shecthy y al cthy dalchdy	Sollstellung → Bereit → Stelle → Diesposten → Sollmaß → Zielabsetzung → Kurzvorbereitung → Diesposten → Stelle → Bereit → Zieltransfer	S2_MATERIAL_MASS → S6_BEREIT_ABSCHLUSS → S5_ZIEL_ANWENDUNG → S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S3_PROZESS_TRANSFER → S4_DAUER_ZUSTAND → S1_BEZUG_FOLGE → S5_ZIEL_ANWENDUNG → S6_BEREIT_ABSCHLUSS → S3_PROZESS_TRANSFER	1 → 1 → 2 → 3 → 3 → 3 → 3 → 4 → 4 → 4 → 5	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S022	B3	f83r	1	otchedy	Folgetransfer	S3_PROZESS_TRANSFER	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S023	B3	f83r	1	lchedy	abführen	S3_PROZESS_TRANSFER	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S024	B3	f83r	1	dchedy	überführen	S3_PROZESS_TRANSFER	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S025	B3	f83r	1	qokchdy	Neueinsatz	S5_ZIEL_ANWENDUNG	1	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	YES
HAND_A_BARE	B3-S026	B3	f83r	7	cheedar chldaiin chdy okain cthy chealror olkeedy	Quelltransfer → Sollabsetzung → Umsetzen → Zugabe → Bereit → Zielbereitung → Langsammlung	S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S3_PROZESS_TRANSFER → S2_MATERIAL_MASS → S6_BEREIT_ABSCHLUSS → S5_ZIEL_ANWENDUNG → S3_PROZESS_TRANSFER	1 → 1 → 1 → 2 → 2 → 3 → 4	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	YES
HAND_A_BARE	B3-S027	B3	f83r	1	qoteedy	Langfolgestufe	S1_BEZUG_FOLGE	1	B3_MAIN_ARCH_LINKED_PAIR	YES
HAND_A_BARE	B3-S028	B3	f83r	2	okeey qokedy	Langkontakt → Kurzkontakt	S4_DAUER_ZUSTAND → S4_DAUER_ZUSTAND	1 → 1	B3_MAIN_ARCH_LINKED_PAIR	YES
HAND_A_BARE	B3-S029	B3	f83r	3	ol cheeety qokedy	Fortsetzung → Vollteil → Kurzkontakt	S1_BEZUG_FOLGE → S2_MATERIAL_MASS → S4_DAUER_ZUSTAND	1 → 1 → 1	B3_MAIN_ARCH_LINKED_PAIR	YES
