surface	raw_suffix_family	gdt754_provenance	gdt737_quarantine	dal_lineage	excluded_from_semantic_neighbours	excluded_from_learned_whole_donors	component_export_credit
chcphdar	1	0	0	0	1	1	0
chcthal	1	0	0	0	1	1	0
chcthar	1	0	0	0	1	1	0
chdal	1	0	0	1	1	1	0
chdalal	1	0	0	0	1	1	0
chdaly	0	0	0	1	1	1	0
chdam	0	1	0	0	1	1	0
chdar	1	0	0	0	1	1	0
cheain	0	1	0	0	1	1	0
cheal	1	0	0	0	1	1	0
cheamar	1	0	0	0	1	1	0
chean	0	1	0	0	1	1	0
chear	1	0	0	0	1	1	0
checholtar	1	0	0	0	1	1	0
checthal	1	0	0	0	1	1	0
checthey	0	1	0	0	1	1	0
chedal	1	0	0	1	1	1	0
chedar	1	0	0	0	1	1	0
chedykar	1	0	0	0	1	1	0
cheeal	1	0	0	0	1	1	0
cheear	1	0	0	0	1	1	0
cheedar	1	0	0	0	1	1	0
cheeeal	1	0	0	0	1	1	0
cheekar	1	0	0	0	1	1	0
chees	0	1	0	0	1	1	0
cheetar	1	0	0	0	1	1	0
cheeytal	1	0	0	0	1	1	0
chefal	1	0	0	0	1	1	0
chefar	1	0	0	0	1	1	0
chekal	1	0	0	0	1	1	0
chekar	1	1	0	0	1	1	0
chekoal	1	0	0	0	1	1	0
chekody	0	1	0	0	1	1	0
chelal	1	0	0	0	1	1	0
cheoal	1	0	0	0	1	1	0
cheoar	1	0	0	0	1	1	0
cheodal	1	0	0	0	1	1	0
cheodar	1	1	0	0	1	1	0
cheoekar	1	0	0	0	1	1	0
cheokain	0	1	0	0	1	1	0
cheokal	1	0	0	0	1	1	0
cheolchal	1	0	0	0	1	1	0
cheolchear	1	0	0	0	1	1	0
cheolkaiin	0	1	0	0	1	1	0
cheoltar	1	0	0	0	1	1	0
cheotar	1	0	0	0	1	1	0
cheotchar	1	0	0	0	1	1	0
cheotchey	0	1	0	0	1	1	0
chepar	1	0	0	0	1	1	0
chepchar	1	0	0	0	1	1	0
chery	0	1	0	0	1	1	0
chetar	1	0	0	0	1	1	0
chetedar	1	0	0	0	1	1	0
chetydar	1	0	0	0	1	1	0
cheychear	1	0	0	0	1	1	0
chkag	0	1	0	0	1	1	0
chkaidararal	1	0	0	0	1	1	0
chkal	1	0	0	0	1	1	0
chkar	1	0	0	0	1	1	0
chkear	1	0	0	0	1	1	0
chkodal	1	0	0	0	1	1	0
chky	0	1	0	0	1	1	0
chlal	1	0	0	0	1	1	0
chlar	1	0	0	0	1	1	0
choal	1	0	0	0	1	1	0
choar	1	1	0	0	1	1	0
chochar	1	0	0	0	1	1	0
chockhar	1	0	0	0	1	1	0
chocphar	1	0	0	0	1	1	0
chodaal	1	0	0	0	1	1	0
chodal	1	0	0	0	1	1	0
chodar	1	0	0	0	1	1	0
choddal	1	0	0	0	1	1	0
choees	0	1	0	0	1	1	0
chokal	1	0	0	0	1	1	0
chokan	0	1	0	0	1	1	0
chokar	1	1	0	0	1	1	0
chokeal	1	0	0	0	1	1	0
chokedal	1	0	0	0	1	1	0
chokokor	0	1	0	0	1	1	0
chokol	0	0	0	1	1	1	0
chokolg	0	1	0	0	1	1	0
chokor	0	1	0	0	1	1	0
cholal	1	0	0	0	1	1	0
choldal	1	0	0	0	1	1	0
choldar	1	1	0	0	1	1	0
cholkal	1	0	0	0	1	1	0
cholkar	1	0	0	0	1	1	0
cholky	0	1	0	0	1	1	0
chololy	0	1	0	0	1	1	0
choltaiin	0	1	0	0	1	1	0
choltar	1	0	0	0	1	1	0
chopar	1	0	0	0	1	1	0
chopchal	1	0	0	0	1	1	0
chorar	1	1	0	0	1	1	0
chorcholsal	1	0	0	0	1	1	0
chosar	1	0	0	0	1	1	0
chot	0	1	0	0	1	1	0
chotain	0	1	0	0	1	1	0
chotal	1	0	0	0	1	1	0
chotar	1	0	0	0	1	1	0
chotchey	0	1	0	0	1	1	0
chotor	0	1	0	0	1	1	0
chpadar	1	0	0	0	1	1	0
chpal	1	0	0	0	1	1	0
chpchar	1	0	0	0	1	1	0
chsy	0	1	0	0	1	1	0
chtal	1	0	0	0	1	1	0
chtar	1	0	0	0	1	1	0
chtshar	1	0	0	0	1	1	0
chxar	1	0	0	0	1	1	0
chykar	1	0	0	0	1	1	0
ckhal	1	0	0	0	1	1	0
ckhar	1	0	0	0	1	1	0
ckheal	1	0	0	0	1	1	0
ckhear	1	0	0	0	1	1	0
ckheodar	1	0	0	0	1	1	0
ckhol	0	0	0	1	1	1	0
cphal	1	0	0	0	1	1	0
cphar	1	0	0	0	1	1	0
cphchar	1	0	0	0	1	1	0
cpheodar	1	0	0	0	1	1	0
cphoal	1	0	0	0	1	1	0
cphodal	1	0	0	0	1	1	0
cthaiar	1	0	0	0	1	1	0
cthal	1	0	0	0	1	1	0
cthar	1	0	0	0	1	1	0
ctharal	1	0	0	0	1	1	0
cthd	0	1	0	0	1	1	0
ctheor	0	1	0	0	1	1	0
cthodal	1	0	0	0	1	1	0
cthodar	1	0	0	0	1	1	0
cthody	0	1	0	0	1	1	0
ctholdy	0	1	0	0	1	1	0
cthorchy	0	1	0	0	1	1	0
daar	1	0	0	0	1	1	0
daiidal	1	0	0	0	1	1	0
daiidy	0	1	0	0	1	1	0
daiil	0	0	0	1	1	1	0
daiin	0	0	0	1	1	1	0
daiinar	1	0	0	0	1	1	0
daiindy	0	1	0	0	1	1	0
daiinopal	1	0	0	0	1	1	0
daiiny	0	1	0	0	1	1	0
daiiral	1	0	0	0	1	1	0
dail	0	0	0	1	1	1	0
dain	0	0	0	1	1	1	0
dainol	0	1	0	0	1	1	0
dairal	1	0	0	0	1	1	0
dairar	1	0	0	0	1	1	0
dal	1	0	0	1	1	1	0
dalain	0	1	0	0	1	1	0
dalal	1	0	0	0	1	1	0
dalar	1	0	0	0	1	1	0
dalchal	1	0	0	0	1	1	0
dalchd	0	1	0	0	1	1	0
daldal	1	0	0	0	1	1	0
daldar	1	0	0	0	1	1	0
daldy	0	0	0	1	1	1	0
dalkal	1	0	0	0	1	1	0
dalkar	1	0	0	0	1	1	0
dalky	0	1	0	0	1	1	0
dalshal	1	0	0	0	1	1	0
daly	0	0	0	1	1	1	0
dam	0	0	0	1	1	1	0
dar	1	0	0	0	1	1	0
daral	1	0	0	0	1	1	0
darala	0	1	0	0	1	1	0
daram	0	1	0	0	1	1	0
daramdal	1	0	0	0	1	1	0
darar	1	0	0	0	1	1	0
darchdar	1	0	0	0	1	1	0
darcheedal	1	0	0	0	1	1	0
daroal	1	0	0	0	1	1	0
darshy	0	1	0	0	1	1	0
dchal	1	0	0	0	1	1	0
dchar	1	0	0	0	1	1	0
dchdal	1	0	0	0	1	1	0
dchdar	1	0	0	0	1	1	0
dchdy	0	1	0	0	1	1	0
dchedar	1	0	0	0	1	1	0
dcheoty	0	1	0	0	1	1	0
dchold	0	1	0	0	1	1	0
deear	1	0	0	0	1	1	0
deedar	1	0	0	0	1	1	0
dkar	1	0	0	0	1	1	0
dkol	0	1	0	0	1	1	0
dlar	1	0	0	0	1	1	0
dlkal	1	0	0	0	1	1	0
doal	1	0	0	0	1	1	0
dodar	1	0	0	0	1	1	0
doeoear	1	0	0	0	1	1	0
dokal	1	0	0	0	1	1	0
dshal	1	0	0	0	1	1	0
dshedal	1	0	0	0	1	1	0
dsheedal	1	0	0	0	1	1	0
dsheodar	1	0	0	0	1	1	0
dshodal	1	0	0	0	1	1	0
dshodar	1	0	0	0	1	1	0
dtal	1	0	0	0	1	1	0
dychear	1	0	0	0	1	1	0
dykchal	1	0	0	0	1	1	0
dytal	1	0	0	0	1	1	0
dytar	1	1	0	0	1	1	0
ear	1	0	0	0	1	1	0
eeal	1	0	0	0	1	1	0
eeesal	1	0	0	0	1	1	0
eeokal	1	0	0	0	1	1	0
ekar	1	0	0	0	1	1	0
eodar	1	0	0	0	1	1	0
etar	1	0	0	0	1	1	0
fairal	1	0	0	0	1	1	0
far	1	0	0	0	1	1	0
fchdar	1	0	0	0	1	1	0
fcheodal	1	0	0	0	1	1	0
fdar	1	0	0	0	1	1	0
foar	1	0	0	0	1	1	0
fodal	1	0	0	0	1	1	0
foeear	1	0	0	0	1	1	0
folchear	1	0	0	0	1	1	0
fschedal	1	0	0	0	1	1	0
iirchal	1	0	0	0	1	1	0
kaiiidal	1	0	0	0	1	1	0
kaisar	1	0	0	0	1	1	0
kal	1	0	0	0	1	1	0
kalkal	1	0	0	0	1	1	0
kaolkar	1	0	0	0	1	1	0
kar	1	0	0	1	1	1	0
karal	1	0	0	0	1	1	0
karar	1	0	0	0	1	1	0
kchain	0	1	0	0	1	1	0
kchal	1	0	0	0	1	1	0
kchar	1	0	0	0	1	1	0
kcharg	0	1	0	0	1	1	0
kchdal	1	0	0	0	1	1	0
kchdar	1	0	0	0	1	1	0
kchedar	1	0	0	0	1	1	0
kcheoakar	1	0	0	0	1	1	0
kcheodar	1	0	0	0	1	1	0
kcheor	0	1	0	0	1	1	0
kchoar	1	0	0	0	1	1	0
kchochaiin	0	1	0	0	1	1	0
kcholchdar	1	0	0	0	1	1	0
keam	0	1	0	0	1	1	0
kedal	1	0	0	0	1	1	0
kedar	1	0	0	0	1	1	0
keeal	1	0	0	0	1	1	0
keear	1	1	0	0	1	1	0
keedal	1	0	0	0	1	1	0
keedar	1	0	0	0	1	1	0
keeedal	1	0	0	0	1	1	0
keeoal	1	0	0	0	1	1	0
keeodal	1	0	0	0	1	1	0
keeodar	1	0	0	0	1	1	0
keeredal	1	0	0	0	1	1	0
keesy	0	1	0	0	1	1	0
keeyfar	1	0	0	0	1	1	0
keodar	1	0	0	0	1	1	0
keshar	1	0	0	0	1	1	0
kesoar	1	0	0	0	1	1	0
kochor	0	1	0	0	1	1	0
koldal	1	0	0	0	1	1	0
koldy	0	1	0	0	1	1	0
kolkar	1	0	0	0	1	1	0
kor	0	0	0	1	1	1	0
kshar	1	0	0	0	1	1	0
kshartar	1	0	0	0	1	1	0
lain	0	0	1	0	1	1	0
lainal	1	0	0	0	1	1	0
lal	1	0	0	0	1	1	0
lar	1	0	0	0	1	1	0
lchal	1	0	0	0	1	1	0
lchar	1	1	1	0	1	1	0
lcharar	1	0	0	0	1	1	0
lchdal	1	0	1	0	1	1	0
lcheal	1	0	0	0	1	1	0
lchear	1	0	0	0	1	1	0
lched	0	0	1	0	1	1	0
lchedal	1	0	0	0	1	1	0
lchedar	1	0	1	0	1	1	0
lcheedy	0	0	1	0	1	1	0
lcheor	0	0	1	0	1	1	0
lchl	0	0	1	0	1	1	0
lcho	0	0	1	0	1	1	0
lchor	0	1	1	0	1	1	0
ldar	1	0	1	0	1	1	0
ldol	0	1	1	0	1	1	0
lfar	1	0	0	0	1	1	0
lfchal	1	0	0	0	1	1	0
lfcheal	1	0	0	0	1	1	0
lkaiin	0	1	1	0	1	1	0
lkain	0	0	1	0	1	1	0
lkal	1	0	0	0	1	1	0
lkar	1	0	1	0	1	1	0
lkarshar	1	0	0	0	1	1	0
lkchdal	1	0	0	0	1	1	0
lkeal	1	0	0	0	1	1	0
lkedal	1	0	0	0	1	1	0
lkedar	1	0	0	0	1	1	0
lkeeal	1	0	0	0	1	1	0
lkeedar	1	0	0	0	1	1	0
lkeeoar	1	0	0	0	1	1	0
lkeey	0	0	1	0	1	1	0
lkey	0	0	1	0	1	1	0
lkol	0	1	0	0	1	1	0
lkor	0	0	0	1	1	1	0
lkshedy	0	1	0	0	1	1	0
lky	0	1	1	0	1	1	0
lldar	1	0	0	0	1	1	0
lo	0	0	1	0	1	1	0
loar	1	0	1	0	1	1	0
lodar	1	0	0	0	1	1	0
loiiin	0	0	1	0	1	1	0
lokar	1	0	0	0	1	1	0
lokedy	0	0	1	0	1	1	0
loldy	0	0	1	0	1	1	0
lolkaiin	0	0	1	0	1	1	0
lols	0	0	1	0	1	1	0
loly	0	0	1	0	1	1	0
lorain	0	0	1	0	1	1	0
loral	1	0	0	0	1	1	0
los	0	0	1	0	1	1	0
lotal	1	0	0	0	1	1	0
lotar	1	0	0	0	1	1	0
lpar	1	0	0	0	1	1	0
lr	0	0	1	0	1	1	0
lshar	1	0	0	0	1	1	0
lshckhy	0	1	0	0	1	1	0
lsheedy	0	0	1	0	1	1	0
lsheetal	1	0	0	0	1	1	0
lsheey	0	0	1	0	1	1	0
lshodykeodal	1	0	0	0	1	1	0
ltain	0	0	1	0	1	1	0
ltal	1	0	0	0	1	1	0
ltar	1	0	0	0	1	1	0
lteeal	1	0	0	0	1	1	0
oal	1	0	0	0	1	1	0
oaldar	1	0	0	0	1	1	0
oaldary	0	1	0	0	1	1	0
oaorar	1	0	0	0	1	1	0
oar	1	0	0	0	1	1	0
oaral	1	0	0	0	1	1	0
oarar	1	0	0	0	1	1	0
ochar	1	0	0	0	1	1	0
ochedal	1	0	0	0	1	1	0
ochedar	1	0	0	0	1	1	0
ochor	0	1	0	0	1	1	0
ockhdar	1	0	0	0	1	1	0
ocphal	1	0	0	0	1	1	0
octhal	1	0	0	0	1	1	0
octhdy	0	0	0	1	1	1	0
octhear	1	0	0	0	1	1	0
octhol	0	1	0	0	1	1	0
odal	1	0	0	1	1	1	0
odalar	1	0	0	0	1	1	0
odar	1	0	0	0	1	1	0
odor	0	1	0	0	1	1	0
odoral	1	0	0	0	1	1	0
odys	0	1	0	0	1	1	0
oeeal	1	0	0	0	1	1	0
oeear	1	0	0	0	1	1	0
oeeeody	0	1	0	0	1	1	0
oeeesoy	0	1	0	0	1	1	0
oeoar	1	0	0	0	1	1	0
oesal	1	0	0	0	1	1	0
ofal	1	0	0	0	1	1	0
ofar	1	0	0	0	1	1	0
ofaral	1	0	0	0	1	1	0
ofchar	1	0	0	0	1	1	0
ofcheefar	1	0	0	0	1	1	0
ofchtar	1	0	0	0	1	1	0
ofyskydal	1	0	0	0	1	1	0
oidal	1	0	0	1	1	1	0
oiinal	1	0	0	0	1	1	0
okaial	1	1	0	0	1	1	0
okal	1	0	0	0	1	1	0
okalal	1	0	0	0	1	1	0
okalchy	0	1	0	0	1	1	0
okalol	0	1	0	0	1	1	0
okam	0	1	0	0	1	1	0
okar	1	0	0	0	1	1	0
okaral	1	0	0	0	1	1	0
okarar	1	0	0	0	1	1	0
okasal	1	0	0	0	1	1	0
okchal	1	0	0	0	1	1	0
okchar	1	0	0	0	1	1	0
okchdal	1	0	0	0	1	1	0
okchdar	1	0	0	0	1	1	0
okeal	1	0	0	0	1	1	0
okear	1	0	0	0	1	1	0
okedal	1	0	0	0	1	1	0
okedar	1	0	0	0	1	1	0
okeeaiin	0	1	0	0	1	1	0
okeear	1	0	0	0	1	1	0
okeedal	1	0	0	0	1	1	0
okeedar	1	0	0	0	1	1	0
okeeodar	1	0	0	0	1	1	0
okeesodar	1	0	0	0	1	1	0
okeodal	1	0	0	0	1	1	0
okeokear	1	0	0	0	1	1	0
okeol	0	1	0	0	1	1	0
okoiin	0	1	0	0	1	1	0
okor	0	0	0	1	1	1	0
okshal	1	0	0	0	1	1	0
ol	0	0	0	1	1	1	0
olal	1	0	0	0	1	1	0
olan	0	1	0	0	1	1	0
olar	1	1	0	0	1	1	0
olchal	1	0	0	0	1	1	0
olchar	1	0	0	0	1	1	0
olchdar	1	0	0	0	1	1	0
olchear	1	0	0	0	1	1	0
olchedy	0	1	0	0	1	1	0
olcheear	1	0	0	0	1	1	0
olcheedar	1	0	0	0	1	1	0
olcheeo	0	1	0	0	1	1	0
olchokal	1	0	0	0	1	1	0
olchy	0	1	0	0	1	1	0
oldair	0	1	0	0	1	1	0
oldal	1	0	0	0	1	1	0
oldar	1	0	0	0	1	1	0
oleedar	1	0	0	0	1	1	0
oleey	0	1	0	0	1	1	0
olfar	1	0	0	0	1	1	0
olkal	1	0	0	0	1	1	0
olkar	1	0	0	1	1	1	0
olkeal	1	0	0	0	1	1	0
olkeear	1	0	0	0	1	1	0
olkeedal	1	0	0	0	1	1	0
olkeeodal	1	0	0	0	1	1	0
olkeeody	0	1	0	0	1	1	0
olkeeshy	0	1	0	0	1	1	0
olkeshar	1	0	0	0	1	1	0
ololdal	1	0	0	0	1	1	0
olpchdy	0	1	0	0	1	1	0
olrodar	1	0	0	0	1	1	0
olsar	1	0	0	0	1	1	0
olsheed	0	1	0	0	1	1	0
olsheol	0	1	0	0	1	1	0
oltal	1	1	0	0	1	1	0
oltar	1	0	0	0	1	1	0
olteedydar	1	0	0	0	1	1	0
ookar	1	0	0	0	1	1	0
oolsal	1	0	0	0	1	1	0
oor	0	0	0	1	1	1	0
opaiiral	1	0	0	0	1	1	0
opal	1	0	0	0	1	1	0
opalal	1	0	0	0	1	1	0
opalkar	1	0	0	0	1	1	0
opar	1	0	0	0	1	1	0
oparal	1	0	0	0	1	1	0
opchal	1	0	0	0	1	1	0
opchar	1	0	0	0	1	1	0
opchdal	1	0	0	0	1	1	0
opchdar	1	0	0	0	1	1	0
opchear	1	0	0	0	1	1	0
opchedal	1	0	0	0	1	1	0
opchedy	0	1	0	0	1	1	0
opcheear	1	0	0	0	1	1	0
opcheodal	1	0	0	0	1	1	0
opol	0	1	0	0	1	1	0
oporar	1	0	0	0	1	1	0
opshedal	1	0	0	0	1	1	0
opsholal	1	0	0	0	1	1	0
or	0	0	0	1	1	1	0
orain	0	1	0	0	1	1	0
orainkar	1	0	0	0	1	1	0
oral	1	0	0	1	1	1	0
orar	1	0	0	0	1	1	0
orchedal	1	0	0	0	1	1	0
orchedar	1	0	0	0	1	1	0
orchedy	0	1	0	0	1	1	0
orchochor	0	1	0	0	1	1	0
oroiiin	0	1	0	0	1	1	0
orol	0	0	0	1	1	1	0
orom	0	0	0	1	1	1	0
osal	1	0	0	0	1	1	0
oshar	1	0	0	0	1	1	0
osheey	0	0	0	1	1	1	0
oshol	0	1	0	0	1	1	0
otairar	1	0	0	0	1	1	0
otal	1	0	0	0	1	1	0
otalal	1	0	0	0	1	1	0
otalar	1	0	0	0	1	1	0
otalchal	1	0	0	0	1	1	0
otaldal	1	0	0	0	1	1	0
otaldy	0	1	0	0	1	1	0
otaly	0	1	0	0	1	1	0
otar	1	0	0	0	1	1	0
otaral	1	0	0	0	1	1	0
otarar	1	0	0	0	1	1	0
otarokar	1	0	0	0	1	1	0
otchal	1	0	0	0	1	1	0
otchar	1	0	0	0	1	1	0
otchdal	1	0	0	0	1	1	0
otchealkar	1	0	0	0	1	1	0
otcheody	0	1	0	0	1	1	0
otchodar	1	0	0	0	1	1	0
otchotar	1	0	0	0	1	1	0
otdal	1	0	0	0	1	1	0
oteaiin	0	1	0	0	1	1	0
oteal	1	0	0	0	1	1	0
otealshey	0	1	0	0	1	1	0
otear	1	0	0	0	1	1	0
otedal	1	0	0	0	1	1	0
otedar	1	0	0	0	1	1	0
otedyar	1	0	0	0	1	1	0
oteeal	1	0	0	0	1	1	0
oteedal	1	0	0	0	1	1	0
oteedar	1	0	0	0	1	1	0
oteodal	1	0	0	0	1	1	0
oteodar	1	0	0	0	1	1	0
otodal	1	0	0	0	1	1	0
otodar	1	0	0	0	1	1	0
otolkeechdy	0	1	0	0	1	1	0
otolodal	1	0	0	0	1	1	0
otolsar	1	0	0	0	1	1	0
otor	0	0	0	1	1	1	0
ototar	1	0	0	0	1	1	0
ototaykal	1	0	0	0	1	1	0
otshal	1	0	0	0	1	1	0
otydal	1	0	0	0	1	1	0
oxar	1	0	0	0	1	1	0
padar	1	0	0	0	1	1	0
paiir	0	0	1	0	1	1	0
pairar	1	0	0	0	1	1	0
pal	1	0	0	0	1	1	0
palar	1	0	0	0	1	1	0
palchar	1	0	0	0	1	1	0
palshsar	1	0	0	0	1	1	0
par	1	0	0	0	1	1	0
pchal	1	0	0	0	1	1	0
pchallarar	1	0	0	0	1	1	0
pchar	1	0	0	0	1	1	0
pchdal	1	0	0	0	1	1	0
pchdar	1	0	0	0	1	1	0
pchdlar	1	0	0	0	1	1	0
pchear	1	0	0	0	1	1	0
pched	0	0	1	0	1	1	0
pchedal	1	0	0	0	1	1	0
pchedar	1	0	0	0	1	1	0
pcheedy	0	0	1	0	1	1	0
pcheodal	1	0	0	0	1	1	0
pcheodar	1	0	0	0	1	1	0
pcheol	0	0	1	0	1	1	0
pcheolkal	1	0	0	0	1	1	0
pcheypchdar	1	0	0	0	1	1	0
pchodain	0	0	1	0	1	1	0
pchodal	1	0	0	0	1	1	0
pchodar	1	0	0	0	1	1	0
pchoetal	1	0	0	0	1	1	0
pchofar	1	0	0	0	1	1	0
pcholkal	1	0	0	0	1	1	0
pchykar	1	0	0	0	1	1	0
pdal	1	0	0	0	1	1	0
pdar	1	0	0	0	1	1	0
poalshsal	1	0	0	0	1	1	0
poar	1	0	0	0	1	1	0
poaral	1	0	0	0	1	1	0
pocharal	1	0	0	0	1	1	0
podar	1	0	0	0	1	1	0
podaroar	1	0	0	0	1	1	0
poeear	1	0	0	0	1	1	0
pokar	1	0	0	0	1	1	0
polaiin	0	0	1	0	1	1	0
polal	1	0	0	0	1	1	0
polar	1	0	0	0	1	1	0
polarar	1	0	0	0	1	1	0
polchal	1	0	0	0	1	1	0
polkeedal	1	0	0	0	1	1	0
polshdal	1	0	0	0	1	1	0
polshy	0	1	0	0	1	1	0
poral	1	0	0	0	1	1	0
porar	1	0	0	0	1	1	0
posaiin	0	0	1	0	1	1	0
psalar	1	0	0	0	1	1	0
pshar	1	0	0	0	1	1	0
pshdal	1	0	0	0	1	1	0
pshdar	1	0	0	0	1	1	0
pshedar	1	0	0	0	1	1	0
psheedy	0	0	1	0	1	1	0
psheey	0	0	1	0	1	1	0
psheodar	1	0	0	0	1	1	0
pshol	0	0	1	0	1	1	0
pychdar	1	0	0	0	1	1	0
pydar	1	0	0	0	1	1	0
pykydal	1	0	0	0	1	1	0
qaal	1	0	0	0	1	1	0
qar	1	0	0	0	1	1	0
qchar	1	0	0	0	1	1	0
qchodal	1	0	0	0	1	1	0
qckhear	1	0	0	0	1	1	0
qear	1	0	0	0	1	1	0
qeear	1	0	0	0	1	1	0
qeedar	1	0	0	0	1	1	0
qekal	1	0	0	0	1	1	0
qekar	1	0	0	0	1	1	0
qetal	1	0	0	0	1	1	0
qetchar	1	0	0	0	1	1	0
qoaiin	0	1	0	0	1	1	0
qoal	1	0	0	0	1	1	0
qoar	1	0	0	1	1	1	0
qochar	1	0	0	0	1	1	0
qochol	0	1	0	0	1	1	0
qochy	0	1	0	0	1	1	0
qockhal	1	0	0	0	1	1	0
qockhey	0	1	0	0	1	1	0
qockhol	0	0	0	1	1	1	0
qocthedy	0	1	0	0	1	1	0
qodaiin	0	0	0	1	1	1	0
qodal	1	0	0	1	1	1	0
qodar	1	0	0	0	1	1	0
qoear	1	0	0	0	1	1	0
qoeear	1	1	0	0	1	1	0
qoeeear	1	0	0	0	1	1	0
qoeeo	0	0	0	1	1	1	0
qoekar	1	0	0	0	1	1	0
qoekchar	1	0	0	0	1	1	0
qoetal	1	0	0	0	1	1	0
qoetar	1	0	0	0	1	1	0
qofchal	1	0	0	0	1	1	0
qofchdal	1	0	0	0	1	1	0
qofchdar	1	0	0	0	1	1	0
qofcheal	1	0	0	0	1	1	0
qoinal	1	0	0	0	1	1	0
qoisal	1	0	0	0	1	1	0
qokal	1	0	0	0	1	1	0
qokalar	1	0	0	0	1	1	0
qokalchal	1	0	0	0	1	1	0
qokalchar	1	0	0	0	1	1	0
qokalcheal	1	0	0	0	1	1	0
qokalchey	0	1	0	0	1	1	0
qokaldar	1	0	0	0	1	1	0
qokar	1	0	0	0	1	1	0
qokchal	1	0	0	0	1	1	0
qokchar	1	0	0	0	1	1	0
qokchodal	1	0	0	0	1	1	0
qoke	0	1	0	0	1	1	0
qokeal	1	0	0	0	1	1	0
qokear	1	0	0	0	1	1	0
qoked	0	1	0	0	1	1	0
qokedal	1	0	0	0	1	1	0
qokedar	1	0	0	0	1	1	0
qokeeal	1	0	0	0	1	1	0
qokeear	1	0	0	0	1	1	0
qokeedal	1	0	0	0	1	1	0
qokeedar	1	0	0	0	1	1	0
qokeeoar	1	0	0	0	1	1	0
qokeeodal	1	0	0	0	1	1	0
qokeeodar	1	0	0	0	1	1	0
qokeol	0	1	0	0	1	1	0
qokeoy	0	1	0	0	1	1	0
qokodar	1	0	0	0	1	1	0
qokody	0	1	0	0	1	1	0
qokololal	1	0	0	0	1	1	0
qokor	0	0	0	1	1	1	0
qokorar	1	0	0	0	1	1	0
qolal	1	1	0	0	1	1	0
qolar	1	0	0	0	1	1	0
qolchedy	0	1	0	0	1	1	0
qoldar	1	0	0	0	1	1	0
qolkeshdy	0	1	0	0	1	1	0
qoolkal	1	0	0	0	1	1	0
qoor	0	0	0	1	1	1	0
qoorar	1	0	0	0	1	1	0
qoos	0	1	0	0	1	1	0
qopal	1	0	0	0	1	1	0
qopar	1	0	0	0	1	1	0
qopchaiin	0	1	0	0	1	1	0
qopchar	1	0	0	0	1	1	0
qopchear	1	0	0	0	1	1	0
qopchedal	1	0	0	0	1	1	0
qopchedy	0	1	0	0	1	1	0
qopchey	0	1	0	0	1	1	0
qopeeedar	1	0	0	0	1	1	0
qorar	1	0	0	0	1	1	0
qotal	1	0	0	0	1	1	0
qotalal	1	0	0	0	1	1	0
qotaldar	1	0	0	0	1	1	0
qotar	1	0	0	0	1	1	0
qotchar	1	0	0	0	1	1	0
qotchdal	1	0	0	0	1	1	0
qotchdar	1	0	0	0	1	1	0
qotchedar	1	0	0	0	1	1	0
qotddyar	1	0	0	0	1	1	0
qoteal	1	0	0	0	1	1	0
qotedal	1	0	0	0	1	1	0
qotedar	1	0	0	0	1	1	0
qotee	0	1	0	0	1	1	0
qoteed	0	0	0	1	1	1	0
qoteedar	1	0	0	0	1	1	0
qoteeos	0	1	0	0	1	1	0
qoteoar	1	0	0	0	1	1	0
