surface	family_class	left_whole	page	physical_folio	locus	token_ordinal	token_index	surface_rank_in_current_line	line_token_count	line_position	norm_position	section	language	hand	paragraph_start_line	paragraph_end_line	true_paragraph_start	true_paragraph_end	left_surface	right_surface	reader_exact	zl3b_surface_count	it2a_surface_count	rf1b_surface_count	reader_exact_method	current_line	component_export_credit	occurrence_id
otchdal	LEFT_WHOLE_PLUS_DAL	otch	f18v	f18	f18v.1	4	4	1	7	MIDDLE	0.500000000000	H	A	1	1	0	0	0	ytshy	dchal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	told shor ytshy otchdal dchal dchy ytdg	0	G788-O015
dal	BARE_DAL	NONE	f19r	f19	f19r.8	4	4	1	7	MIDDLE	0.500000000000	H	A	1	0	0	0	0	daky	chor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	or chor daky dal chor dorl shy	0	G788-O016
tcheodal	LEFT_WHOLE_PLUS_DAL	tcheo	f20r	f20	f20r.3	7	7	1	8	MIDDLE	0.857142857143	H	A	1	0	0	0	0	chey	daral	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qoteey cho chodaiin sho qochy chey tcheodal daral	0	G788-O017
dal	BARE_DAL	NONE	f21v	f21	f21v.3	9	9	1	9	LAST	1.000000000000	H	A	1	0	0	0	0	daiin	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qotol keeees chotchy tcho choty chor qotol daiin dal	0	G788-O018
dal	BARE_DAL	NONE	f23r	f23	f23r.1	12	12	1	12	LAST	1.000000000000	H	A	1	1	0	0	0	ololdy	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pydchdom chy fcholdy oty otchol shy opyaiin y yfchy daiin ololdy dal	0	G788-O019
daiidal	LEFT_WHOLE_PLUS_DAL	daii	f23r	f23	f23r.6	9	9	1	12	MIDDLE	0.727272727273	H	A	1	1	0	0	0	dchey	dam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	0	G788-O020
dal	BARE_DAL	NONE	f23r	f23	f23r.9	6	6	1	12	MIDDLE	0.454545454545	H	A	1	0	0	0	0	dy	dshe	1	2	2	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	0	G788-O021
odal	LEFT_WHOLE_PLUS_DAL	o	f23r	f23	f23r.10	6	6	1	10	MIDDLE	0.555555555556	H	A	1	0	0	0	0	yteain	chal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qok okaiin chkchy s yteain odal chal dy dar ykain	0	G788-O022
dal	BARE_DAL	NONE	f23v	f23	f23v.9	2	2	1	10	MIDDLE	0.111111111111	H	A	1	0	0	0	0	otshy	dar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otshy dal dar oldar ar or qoto l chees g	0	G788-O023
dal	BARE_DAL	NONE	f24r	f24	f24r.9	5	5	1	5	LAST	1.000000000000	H	A	1	0	0	0	0	dol	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	odaiin ckham qodaiy dol dal	0	G788-O024
dal	BARE_DAL	NONE	f24r	f24	f24r.15	4	4	1	5	MIDDLE	0.750000000000	H	A	1	0	0	0	0	ol	s	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ockhoees oeees ol dal s	0	G788-O025
dal	BARE_DAL	NONE	f24r	f24	f24r.16	3	3	1	5	MIDDLE	0.500000000000	H	A	1	0	0	0	0	okeal	dam	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sham okeal dal dam dal	0	G788-O026
dal	BARE_DAL	NONE	f24r	f24	f24r.16	5	5	2	5	LAST	1.000000000000	H	A	1	0	0	0	0	dam	EDGE	1	2	2	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sham okeal dal dam dal	0	G788-O027
ydal	LEFT_WHOLE_PLUS_DAL	y	f24v	f24	f24v.4	1	1	1	6	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	sh	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ydal sh okol okaiin odaiin dlos	0	G788-O028
otolodal	LEFT_WHOLE_PLUS_DAL	otolo	f24v	f24	f24v.13	7	7	1	7	LAST	1.000000000000	H	A	1	0	0	0	0	do	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oeeey cheol chol odor sho do otolodal	0	G788-O029
dal	BARE_DAL	NONE	f27r	f27	f27r.8	10	10	1	10	LAST	1.000000000000	H	A	1	0	0	0	0	chol	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ytchy chy t chol dy t chey dain chol dal	0	G788-O030
dal	BARE_DAL	NONE	f30v	f30	f30v.3	7	7	1	8	MIDDLE	0.857142857143	H	A	1	0	0	0	0	chokeor	chtoy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	chotchol daiin cthol doiin daiin chokeor dal chtoy	0	G788-O031
dal	BARE_DAL	NONE	f31r	f31	f31r.6	8	8	1	8	LAST	1.000000000000	H	B	2	1	0	0	0	aiin	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tshokeody qokedy qotedy chepos cheda s aiin dal	0	G788-O032
dal	BARE_DAL	NONE	f31r	f31	f31r.11	3	3	1	9	MIDDLE	0.250000000000	H	B	2	0	0	0	0	qokchy	chey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	0	G788-O033
dal	BARE_DAL	NONE	f32r	f32	f32r.2	5	5	1	7	MIDDLE	0.666666666667	H	A	1	0	0	0	0	ckhy	dshodar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okor okchor sheor ckhy dal dshodar qotchol	0	G788-O034
choddal	LEFT_WHOLE_PLUS_DAL	chod	f32r	f32	f32r.4	6	6	1	6	LAST	1.000000000000	H	A	1	0	0	0	0	daiin	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	schor dshor ytsho dain daiin choddal	0	G788-O035
chdal	LEFT_WHOLE_PLUS_DAL	ch	f33r	f33	f33r.3	6	6	1	11	MIDDLE	0.500000000000	H	B	2	0	0	0	0	shedy	chechdaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	laiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	0	G788-O036
dal	BARE_DAL	NONE	f33v	f33	f33v.9	13	13	1	14	MIDDLE	0.923076923077	H	B	2	0	0	0	0	okain	dy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	0	G788-O037
dal	BARE_DAL	NONE	f34r	f34	f34r.7	2	2	1	10	MIDDLE	0.111111111111	H	B	2	0	0	0	0	qokedy	chdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	0	G788-O038
chdal	LEFT_WHOLE_PLUS_DAL	ch	f34r	f34	f34r.12	8	8	1	13	MIDDLE	0.583333333333	H	B	2	0	0	0	0	chckhy	ked	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	char aiin okor ar tol qokar chckhy chdal ked qokar ar daiin dam	0	G788-O039
dal	BARE_DAL	NONE	f35r	f35	f35r.11	7	7	1	10	MIDDLE	0.666666666667	H	A	1	0	0	0	0	lchal	dair	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sheaiin chol cthaiin l chaiin lchal dal dair aldy n	0	G788-O040
dal	BARE_DAL	NONE	f36v	f36	f36v.6	4	4	1	5	MIDDLE	0.750000000000	H	A	1	0	0	0	0	daiin	dys	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin cthor daiin dal dys	0	G788-O041
odal	LEFT_WHOLE_PLUS_DAL	o	f39r	f39	f39r.9	3	3	1	5	MIDDLE	0.500000000000	H	B	2	0	1	0	0	shol	qokaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tchedy shol odal qokaiin shdaiin	0	G788-O042
cheodal	LEFT_WHOLE_PLUS_DAL	cheo	f39v	f39	f39v.12	8	8	1	9	MIDDLE	0.875000000000	H	B	2	0	0	0	0	okar	ockhy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	paiin alaiin otal chd okar am okar cheodal ockhy	0	G788-O043
dal	BARE_DAL	NONE	f40r	f40	f40r.11	4	4	1	4	LAST	1.000000000000	H	B	2	0	1	0	1	ory	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	toar ykaiin ory dal	0	G788-O044
dal	BARE_DAL	NONE	f42r	f42	f42r.3	5	5	1	5	LAST	1.000000000000	H	A	1	0	0	0	0	chain	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	toshy chtshar chotar chain dal	0	G788-O045
dal	BARE_DAL	NONE	f42r	f42	f42r.12	8	8	1	8	LAST	1.000000000000	H	A	1	0	0	0	0	dain	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dcheey chol shol chokaiin choeky d dain dal	0	G788-O046
sodal	LEFT_WHOLE_PLUS_DAL	so	f42v	f42	f42v.8	1	1	1	2	FIRST	0.000000000000	H	A	1	0	1	0	0	EDGE	saiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sodal saiin	0	G788-O047
okedal	LEFT_WHOLE_PLUS_DAL	oke	f43v	f43	f43v.6	5	5	1	9	MIDDLE	0.500000000000	H	B	2	1	0	0	0	shedy	shedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tolkchdy okedy qokedal shedy okedal shedy pchdol otey dalorain	0	G788-O048
pykydal	LEFT_WHOLE_PLUS_DAL	pyky	f45r	f45	f45r.1	1	1	1	9	FIRST	0.000000000000	H	A	1	1	0	1	0	EDGE	shay	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pykydal shay oty shey qop char opchal ypchor ofchar	0	G788-O049
dal	BARE_DAL	NONE	f45r	f45	f45r.6	7	7	1	8	MIDDLE	0.857142857143	H	A	1	0	0	0	0	otar	dary	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otchar okchar daiin ytchody tcholol otar dal dary	0	G788-O050
dal	BARE_DAL	NONE	f45r	f45	f45r.10	9	9	1	9	LAST	1.000000000000	H	A	1	0	0	0	0	cheol	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okaiin shar yky oky kair daldy dalor cheol dal	0	G788-O051
odal	LEFT_WHOLE_PLUS_DAL	o	f45v	f45	f45v.8	2	2	1	7	MIDDLE	0.166666666667	H	A	1	0	0	0	0	yksheor	sho	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yksheor odal sho dy pchom otor oaiir	0	G788-O052
kchdal	LEFT_WHOLE_PLUS_DAL	kch	f47r	f47	f47r.4	6	6	1	6	LAST	1.000000000000	H	A	1	0	0	0	0	daiin	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokcheo cthey chokain chol daiin kchdal	0	G788-O053
dal	BARE_DAL	NONE	f48r	f48	f48r.1	5	5	1	10	MIDDLE	0.444444444444	H	B	5	1	0	0	0	y	sheodaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pshdaiin ypchdy opchey y dal sheodaiin sheokeol ykeeody olaiin opaldy	0	G788-O054
odal	LEFT_WHOLE_PLUS_DAL	o	f48r	f48	f48r.3	10	10	1	13	MIDDLE	0.750000000000	H	B	5	0	0	0	0	dol	qotar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sheody she teoteey oteodaiin ody qoteo l kedy dol odal qotar opchety ldy	0	G788-O055
fcheodal	LEFT_WHOLE_PLUS_DAL	fcheo	f48v	f48	f48v.7	10	10	1	11	MIDDLE	0.900000000000	H	B	5	1	0	0	0	otedy	cpheeg	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchedar chey ypchedy otedy shef eeedy al shedy otedy fcheodal cpheeg	0	G788-O056
ytchedal	LEFT_WHOLE_PLUS_DAL	ytche	f48v	f48	f48v.10	9	9	1	13	MIDDLE	0.666666666667	H	B	5	0	0	0	0	chdy	cthey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tol chedy ytedy ykeol chdy chdor chtol chdy ytchedal cthey okar ar ary	0	G788-O057
opcheodal	LEFT_WHOLE_PLUS_DAL	opcheo	f49v	f49	f49v.28	4	4	1	6	MIDDLE	0.600000000000	H	A	1	1	0	0	0	tchol	dchsy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	fchochor shol tchol opcheodal dchsy chotchy	0	G788-O058
qchodal	LEFT_WHOLE_PLUS_DAL	qcho	f51r	f51	f51r.9	4	4	1	7	MIDDLE	0.500000000000	H	A	1	0	0	0	0	daim	dal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tol daiin daim qchodal dal qody qoetam	0	G788-O059
dal	BARE_DAL	NONE	f51r	f51	f51r.9	5	5	1	7	MIDDLE	0.666666666667	H	A	1	0	0	0	0	qchodal	qody	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tol daiin daim qchodal dal qody qoetam	0	G788-O060
pchodal	LEFT_WHOLE_PLUS_DAL	pcho	f51r	f51	f51r.12	7	7	1	7	LAST	1.000000000000	H	A	1	0	0	0	0	qockhey	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yoees ckheey kol cheeal okeor qockhey pchodal	0	G788-O061
kaiiidal	LEFT_WHOLE_PLUS_DAL	kaiii	f51r	f51	f51r.14	3	3	1	7	MIDDLE	0.333333333333	H	A	1	0	0	0	0	qodaiin	cphodal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiiy qodaiin kaiiidal cphodal s al dam	0	G788-O062
cphodal	LEFT_WHOLE_PLUS_DAL	cpho	f51r	f51	f51r.14	4	4	1	7	MIDDLE	0.500000000000	H	A	1	0	0	0	0	kaiiidal	s	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiiy qodaiin kaiiidal cphodal s al dam	0	G788-O063
qodal	LEFT_WHOLE_PLUS_DAL	qo	f51v	f51	f51v.4	2	2	1	9	MIDDLE	0.125000000000	H	A	1	0	0	0	0	otaiin	ytol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otaiin qodal ytol cheodar s ody oteo daiin shokog	0	G788-O064
koldal	LEFT_WHOLE_PLUS_DAL	kol	f52r	f52	f52r.2	5	5	1	9	MIDDLE	0.500000000000	H	A	1	0	0	0	0	qoky	oteees	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oty shor ykoldy qoky koldal oteees dals otar dl	0	G788-O065
qodal	LEFT_WHOLE_PLUS_DAL	qo	f52r	f52	f52r.6	3	3	1	8	MIDDLE	0.285714285714	H	A	1	0	0	0	0	shedaiin	dy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin shedaiin qodal dy chokam otchordy okchol do	0	G788-O066
dal	BARE_DAL	NONE	f53r	f53	f53r.6	9	9	1	9	LAST	1.000000000000	H	A	1	0	0	0	0	chees	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeodar oqoor o odor chain qokod ykchdy chees dal	0	G788-O067
qodal	LEFT_WHOLE_PLUS_DAL	qo	f53v	f53	f53v.9	3	3	1	6	MIDDLE	0.400000000000	H	A	1	0	0	0	0	shody	cthody	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	octheody shody qodal cthody sheos shodaiin	0	G788-O068
chkodal	LEFT_WHOLE_PLUS_DAL	chko	f53v	f53	f53v.11	5	5	1	5	LAST	1.000000000000	H	A	1	0	0	0	0	sheod	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otsho or chear sheod chkodal	0	G788-O069
qodal	LEFT_WHOLE_PLUS_DAL	qo	f54v	f54	f54v.9	3	3	1	6	MIDDLE	0.400000000000	H	A	1	0	0	0	0	qockhey	ytam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ydaiin qockhey qodal ytam okal dy	0	G788-O070
dal	BARE_DAL	NONE	f54v	f54	f54v.10	5	5	1	6	MIDDLE	0.800000000000	H	A	1	0	0	0	0	qokal	qocthy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	kol aiin chckhy qokal dal qocthy	0	G788-O071
lchdal	LEFT_WHOLE_PLUS_DAL	lch	f55r	f55	f55r.13	1	1	1	7	FIRST	0.000000000000	H	B	2	0	1	0	0	EDGE	ockhy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	lchdal ockhy daiin otol otar shar ain	0	G788-O072
dal	BARE_DAL	NONE	f56r	f56	f56r.7	5	5	1	5	LAST	1.000000000000	H	A	1	0	0	0	0	choky	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sho kchol otchor choky dal	0	G788-O073
dal	BARE_DAL	NONE	f56v	f56	f56v.3	7	7	1	7	LAST	1.000000000000	H	A	1	0	0	0	0	choteeey	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ochey chol chol qotchey daiin choteeey dal	0	G788-O074
dal	BARE_DAL	NONE	f58r	f58	f58r.7	3	3	1	10	MIDDLE	0.222222222222	S	A	3	0	0	0	0	cholkeey	shom	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	saiin cholkeey dal shom sholteol ytalody otey cheoly o tchy	0	G788-O075
choldal	LEFT_WHOLE_PLUS_DAL	chol	f58r	f58	f58r.12	3	3	1	9	MIDDLE	0.250000000000	S	A	3	0	0	0	0	ar	otalchal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shoar ar choldal otalchal dal choldy okalys airaldy shar	0	G788-O076
dal	BARE_DAL	NONE	f58r	f58	f58r.12	5	5	1	9	MIDDLE	0.500000000000	S	A	3	0	0	0	0	otalchal	choldy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shoar ar choldal otalchal dal choldy okalys airaldy shar	0	G788-O077
dal	BARE_DAL	NONE	f58r	f58	f58r.17	7	7	1	11	MIDDLE	0.600000000000	S	A	3	0	0	0	0	qoky	ytchody	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olar aly	0	G788-O078
todal	LEFT_WHOLE_PLUS_DAL	to	f58r	f58	f58r.19	1	1	1	10	FIRST	0.000000000000	S	A	3	0	0	0	0	EDGE	qotey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	todal qotey chaly dal qokaldy otary okalal ees chal ochaly	0	G788-O079
dal	BARE_DAL	NONE	f58r	f58	f58r.19	4	4	1	10	MIDDLE	0.333333333333	S	A	3	0	0	0	0	chaly	qokaldy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	todal qotey chaly dal qokaldy otary okalal ees chal ochaly	0	G788-O080
dal	BARE_DAL	NONE	f58r	f58	f58r.22	4	4	1	10	MIDDLE	0.333333333333	S	A	3	0	0	0	0	chol	qoaiir	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dcholy ytar chol dal qoaiir chalolky osal chotam chal olseeg	0	G788-O081
dal	BARE_DAL	NONE	f58r	f58	f58r.41	4	4	1	7	MIDDLE	0.500000000000	S	A	3	0	1	0	0	saiin	okal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dchol chokal saiin dal okal s alchey	0	G788-O082
todal	LEFT_WHOLE_PLUS_DAL	to	f58v	f58	f58v.3	1	1	1	9	FIRST	0.000000000000	S	A	3	0	0	0	0	EDGE	qotain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	todal qotain shoy qokeol okey qokalchal daly ar aim	0	G788-O083
dal	BARE_DAL	NONE	f58v	f58	f58v.6	7	7	1	12	MIDDLE	0.545454545455	S	A	3	0	0	0	0	choly	ykaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokair ar aly shor daiin choly dal ykaiin org fchey okaly oky	0	G788-O084
dal	BARE_DAL	NONE	f58v	f58	f58v.17	3	3	1	10	MIDDLE	0.222222222222	S	A	3	0	0	0	0	alal	qokar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin alal dal qokar otal chodol qokeal cheol chos okeeam	0	G788-O085
qotedal	LEFT_WHOLE_PLUS_DAL	qote	f66r	f66	f66r.53	5	5	1	11	MIDDLE	0.400000000000	T	B	5	0	0	0	0	chedy	chcpheor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar	0	G788-O086
sheodal	LEFT_WHOLE_PLUS_DAL	sheo	f66r	f66	f66r.60	2	2	1	9	MIDDLE	0.125000000000	T	B	5	0	0	0	0	shor	sholdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy	0	G788-O087
