page	physical_folio	locus	left_surface	right_surface	separated_pair	left_token_ordinal	right_token_ordinal	line_token_count	line_position_of_dal	paragraph_start_line	paragraph_end_line	section	language	hand	both_tokens_reader_exact	zl3b_pair_count	it2a_pair_count	rf1b_pair_count	all_three_readers_preserve_pair	clean_exact_span	current_line	component_export_credit
f24r	f24	f24r.9	dol	dal	dol dal	4	5	5	LAST	0	0	H	A	1	1	1	1	1	1	1	odaiin ckham qodaiy dol dal	0
f24r	f24	f24r.15	ol	dal	ol dal	3	4	5	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	ockhoees oeees ol dal s	0
f24r	f24	f24r.16	okeal	dal	okeal dal	2	3	5	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	sham okeal dal dam dal	0
f24r	f24	f24r.16	dam	dal	dam dal	4	5	5	LAST	0	0	H	A	1	1	1	1	1	1	1	sham okeal dal dam dal	0
f26r	f26	f26r.3	olchedy	dal	olchedy dal	6	7	12	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	0
f27r	f27	f27r.8	chol	dal	chol dal	9	10	10	LAST	0	0	H	A	1	0	1	1	1	1	0	ytchy chy t chol dy t chey dain chol dal	0
f30v	f30	f30v.3	chokeor	dal	chokeor dal	6	7	8	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	chotchol daiin cthol doiin daiin chokeor dal chtoy	0
f31r	f31	f31r.6	aiin	dal	aiin dal	7	8	8	LAST	1	0	H	B	2	1	1	1	1	1	1	tshokeody qokedy qotedy chepos cheda s aiin dal	0
f31r	f31	f31r.11	qokchy	dal	qokchy dal	2	3	9	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	0
f32r	f32	f32r.2	ckhy	dal	ckhy dal	4	5	7	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	okor okchor sheor ckhy dal dshodar qotchol	0
f33v	f33	f33v.4	shdy	dal	shdy dal	2	3	10	MIDDLE	0	0	H	B	2	0	1	1	0	0	0	tokar shdy dal qokar shd otody chedy ykedy dodl dain	0
f33v	f33	f33v.9	okain	dal	okain dal	12	13	14	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	0
f34r	f34	f34r.7	qokedy	dal	qokedy dal	1	2	10	MIDDLE	0	0	H	B	2	1	1	1	1	1	1	qokedy dal chdy olchy ykchy ykedy qokchdy s as oldam	0
f35r	f35	f35r.11	lchal	dal	lchal dal	6	7	10	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	sheaiin chol cthaiin l chaiin lchal dal dair aldy n	0
f35v	f35	f35v.12	aiin	dal	aiin dal	5	6	7	MIDDLE	0	0	H	A	1	0	1	0	0	0	0	dchaiin d aiin d aiin dal s	0
f36v	f36	f36v.6	daiin	dal	daiin dal	3	4	5	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	daiin cthor daiin dal dys	0
f39r	f39	f39r.12	aiin	dal	aiin dal	10	11	11	LAST	0	0	H	B	2	0	1	1	0	0	0	tolchdaiin chckhy s aiin olor chls aiin oky ches aiin dal	0
f39v	f39	f39v.4	qokedy	dal	qokedy dal	9	10	14	MIDDLE	0	0	H	B	2	0	1	1	0	0	0	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky	0
f39v	f39	f39v.9	aiin	dal	aiin dal	2	3	13	MIDDLE	0	0	H	B	2	0	1	1	0	0	0	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	0
f40r	f40	f40r.11	ory	dal	ory dal	3	4	4	LAST	0	1	H	B	2	1	1	1	1	1	1	toar ykaiin ory dal	0
f42r	f42	f42r.3	chain	dal	chain dal	4	5	5	LAST	0	0	H	A	1	1	1	1	1	1	1	toshy chtshar chotar chain dal	0
f42r	f42	f42r.12	dain	dal	dain dal	7	8	8	LAST	0	0	H	A	1	1	1	1	1	1	1	dcheey chol shol chokaiin choeky d dain dal	0
f45r	f45	f45r.6	otar	dal	otar dal	6	7	8	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	otchar okchar daiin ytchody tcholol otar dal dary	0
f45r	f45	f45r.10	cheol	dal	cheol dal	8	9	9	LAST	0	0	H	A	1	1	1	1	1	1	1	okaiin shar yky oky kair daldy dalor cheol dal	0
f48r	f48	f48r.1	y	dal	y dal	4	5	10	MIDDLE	1	0	H	B	5	0	1	0	0	0	0	pshdaiin ypchdy opchey y dal sheodaiin sheokeol ykeeody olaiin opaldy	0
f49v	f49	f49v.48	chor	dal	chor dal	5	6	8	MIDDLE	0	0	H	A	1	0	1	1	0	0	0	qotcheol chey chor chokaly chor dal chaiin d	0
f51r	f51	f51r.9	qchodal	dal	qchodal dal	4	5	7	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	tol daiin daim qchodal dal qody qoetam	0
f53r	f53	f53r.6	chees	dal	chees dal	8	9	9	LAST	0	0	H	A	1	1	1	1	1	1	1	ykeodar oqoor o odor chain qokod ykchdy chees dal	0
f54v	f54	f54v.10	qokal	dal	qokal dal	4	5	6	MIDDLE	0	0	H	A	1	1	1	1	1	1	1	kol aiin chckhy qokal dal qocthy	0
f55r	f55	f55r.9	chckhy	dal	chckhy dal	4	5	11	MIDDLE	0	0	H	B	2	0	1	1	0	0	0	dain cheky dar chckhy dal qoko lkeedy dar kaiin dy kag	0
f55r	f55	f55r.11	okam	dal	okam dal	6	7	10	MIDDLE	0	0	H	B	2	0	1	0	0	0	0	lor chey keedy dy qokal okam dal shdy otal otaldiin	0
f56r	f56	f56r.7	choky	dal	choky dal	4	5	5	LAST	0	0	H	A	1	1	1	1	1	1	1	sho kchol otchor choky dal	0
f56v	f56	f56v.3	choteeey	dal	choteeey dal	6	7	7	LAST	0	0	H	A	1	1	1	1	1	1	1	ochey chol chol qotchey daiin choteeey dal	0
f58r	f58	f58r.1	otaly	dal	otaly dal	7	8	9	MIDDLE	1	0	S	A	3	0	1	1	0	0	0	kor cholfy shofchy otoralchy chofchol sholy otaly dal m	0
f58r	f58	f58r.4	oteom	dal	oteom dal	7	8	9	MIDDLE	0	0	S	A	3	0	1	1	0	0	0	dshor sholar aiin shalom shaly dalchy oteom dal sholala	0
f58r	f58	f58r.7	cholkeey	dal	cholkeey dal	2	3	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	saiin cholkeey dal shom sholteol ytalody otey cheoly o tchy	0
f58r	f58	f58r.12	otalchal	dal	otalchal dal	4	5	9	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	shoar ar choldal otalchal dal choldy okalys airaldy shar	0
f58r	f58	f58r.17	qoky	dal	qoky dal	6	7	11	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	ysholshy qotoly daiin ykal dalchdy qoky dal ytchody s olar aly	0
f58r	f58	f58r.19	chaly	dal	chaly dal	3	4	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	todal qotey chaly dal qokaldy otary okalal ees chal ochaly	0
f58r	f58	f58r.22	chol	dal	chol dal	3	4	10	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	dcholy ytar chol dal qoaiir chalolky osal chotam chal olseeg	0
f58r	f58	f58r.41	saiin	dal	saiin dal	3	4	7	MIDDLE	0	1	S	A	3	1	1	1	1	1	1	dchol chokal saiin dal okal s alchey	0
f58v	f58	f58v.6	choly	dal	choly dal	6	7	12	MIDDLE	0	0	S	A	3	1	1	1	1	1	1	qokair ar aly shor daiin choly dal ykaiin org fchey okaly oky	0
f58v	f58	f58v.17	alal	dal	alal dal	2	3	10	MIDDLE	0	0	S	A	3	0	1	1	0	0	0	daiin alal dal qokar otal chodol qokeal cheol chos okeeam	0
f58v	f58	f58v.23	qokalar	dal	qokalar dal	7	8	8	LAST	1	0	S	A	3	0	1	1	0	0	0	pchshy sheoltey shopalchedy sheolkeal qokar aldaiin qokalar dal	0
f66r	f66	f66r.61	daiin	dal	daiin dal	5	6	11	MIDDLE	0	0	T	B	5	0	1	1	0	0	0	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy	0
f66r	f66	f66r.66	shckheody	dal	shckheody dal	2	3	7	MIDDLE	0	1	T	B	5	0	1	0	0	0	0	shor shckheody dal shedy qokor al shes	0
f66r	f66	f66r.68	daiin	dal	daiin dal	4	5	12	MIDDLE	0	0	T	B	5	0	1	1	0	0	0	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor	0
f66r	f66	f66r.71	chcthedy	dal	chcthedy dal	5	6	10	MIDDLE	0	0	T	B	5	0	1	1	0	0	0	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody	0
f66v	f66	f66v.1	opch	dal	opch dal	4	5	9	MIDDLE	1	0	H	B	5	0	1	1	0	0	0	okeodof sheod ychoopy opch dal dor sheefy ytody daldeam	0
f66v	f66	f66v.4	chckhy	dal	chckhy dal	6	7	11	MIDDLE	0	0	H	B	5	0	1	0	0	0	0	shokeshy daiin cheos chety dol chckhy dal ko dal chekal dal	0
f66v	f66	f66v.4	ko	dal	ko dal	8	9	11	MIDDLE	0	0	H	B	5	0	1	0	0	0	0	shokeshy daiin cheos chety dol chckhy dal ko dal chekal dal	0
f66v	f66	f66v.4	chekal	dal	chekal dal	10	11	11	LAST	0	0	H	B	5	0	1	1	0	0	0	shokeshy daiin cheos chety dol chckhy dal ko dal chekal dal	0
f66v	f66	f66v.5	chokal	dal	chokal dal	4	5	5	LAST	0	1	H	B	5	1	1	1	1	1	1	shdy shedefam qokedy chokal dal	0
f66v	f66	f66v.12	cheky	dal	cheky dal	3	4	10	MIDDLE	0	0	H	B	5	1	1	1	1	1	1	qekar okedy cheky dal chekal chckhy kal kal dar chkchody	0
f75r	f75	f75r.17	lshedary	dal	lshedary dal	3	4	9	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	pchedar shepchy lshedary dal shal shy kol shedy qokam	0
f75r	f75	f75r.32	polshy	dal	polshy dal	1	2	10	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	polshy dal shedy qokain dar chsdy shedy qotar shedy ldy	0
f75r	f75	f75r.40	shedy	dal	shedy dal	4	5	7	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	dar shedy qokain shedy dal keedy rshedy	0
f75v	f75	f75v.3	okal	dal	okal dal	4	5	11	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	sor sheky qokain okal dal olchedy daiin chckhy lkar chckhy rom	0
f75v	f75	f75v.7	qokal	dal	qokal dal	2	3	11	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar	0
f75v	f75	f75v.40	qokain	dal	qokain dal	2	3	13	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	0
f75v	f75	f75v.46	qokain	dal	qokain dal	7	8	10	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	ychey qotain sheckhy qokedy qokedy lsheckhy qokain dal tol olchedy	0
f75v	f75	f75v.48	otar	dal	otar dal	10	11	12	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qokear chedy shckhy dol ycheedy saino ol cheedy qokar otar dal daiin	0
f76r	f76	f76r.13	otey	dal	otey dal	8	9	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	0
f76r	f76	f76r.28	qokalchey	dal	qokalchey dal	9	10	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	0
f76r	f76	f76r.28	chdy	dal	chdy dal	11	12	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	0
f76v	f76	f76v.24	lsheey	dal	lsheey dal	2	3	5	MIDDLE	0	1	B	B	2	1	1	1	1	1	1	qokeey lsheey dal lchedy olshey	0
f76v	f76	f76v.25	opchedy	dal	opchedy dal	7	8	10	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	psheoldy opalshedy qokshedy qokedy dor shey opchedy dal so fcham	0
f77r	f77	f77r.25	shedar	dal	shedar dal	5	6	8	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	otedy qokar shedy qokal shedar dal chedy daror	0
f77r	f77	f77r.45	lchear	dal	lchear dal	3	4	11	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qokaiin ches lchear dal chr sl s ain ol raiin lod	0
f77r	f77	f77r.47	ysheey	dal	ysheey dal	1	2	8	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	ysheey dal saiisol sal dalo tain dary dalo	0
f77v	f77	f77v.6	qokedy	dal	qokedy dal	10	11	11	LAST	1	0	B	B	2	0	1	1	0	0	0	qetedy shedy qotol odal chal dar qopshedy qotedy qotedy qokedy dal	0
f77v	f77	f77v.11	chedy	dal	chedy dal	6	7	11	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qockhy dol chdy dsheedal qokal chedy dal shedy qokeedy dal olchy	0
f77v	f77	f77v.11	qokeedy	dal	qokeedy dal	9	10	11	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qockhy dol chdy dsheedal qokal chedy dal shedy qokeedy dal olchy	0
f77v	f77	f77v.13	lshedy	dal	lshedy dal	11	12	12	LAST	0	0	B	B	2	1	1	1	1	1	1	sor sheol chdy qokeedy dar shedy chedy qokal chedy qokey lshedy dal	0
f77v	f77	f77v.18	qokal	dal	qokal dal	5	6	7	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	qokaiin sheol ekedy qokey qokal dal daly	0
f77v	f77	f77v.23	ol	dal	ol dal	9	10	10	LAST	0	0	B	B	2	0	1	1	1	1	0	qokal chees ol shedy doraiin ol qoky ches ol dal	0
f77v	f77	f77v.25	saiin	dal	saiin dal	5	6	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	lchor oiiin shedy qokaiin saiin dal sheedy qokeedy ral	0
f77v	f77	f77v.29	daly	dal	daly dal	3	4	10	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	tchadchy lshedy daly dal dsheedy pcheol lfol ol cheedy qoty	0
f77v	f77	f77v.30	qokaiin	dal	qokaiin dal	6	7	9	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	0
f77v	f77	f77v.33	qotal	dal	qotal dal	8	9	10	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qokaiin cheky rar chedy qokal dar y qotal dal rain	0
f78r	f78	f78r.7	qokedy	dal	qokedy dal	4	5	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qokal otedy qokedy qokedy dal qokedy qokedy s am	0
f78r	f78	f78r.15	okedy	dal	okedy dal	4	5	8	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	dchckhedy qokchdy qokedy okedy dal or okeed olkain	0
f78r	f78	f78r.30	olkain	dal	olkain dal	4	5	9	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	qokeedy qokey daiin olkain dal chedy ololdal chchty tedy	0
f78v	f78	f78v.2	kedy	dal	kedy dal	6	7	11	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	0
f78v	f78	f78v.2	dal	dal	dal dal	7	8	11	MIDDLE	0	0	B	B	2	1	1	1	0	0	0	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	0
f78v	f78	f78v.2	oty	dal	oty dal	10	11	11	LAST	0	0	B	B	2	0	1	1	1	1	0	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	0
f78v	f78	f78v.5	okal	dal	okal dal	9	10	11	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy	0
f78v	f78	f78v.14	qokain	dal	qokain dal	7	8	8	LAST	0	0	B	B	2	1	1	1	1	1	1	qolkeshdy qol shedy olkedy okol chedy qokain dal	0
f78v	f78	f78v.18	qokedy	dal	qokedy dal	3	4	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	chedy shckhy qokedy dal lshckhy qol qol oteedy qor	0
f79r	f79	f79r.22	lchey	dal	lchey dal	1	2	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	lchey dal sheedy efchedy otain shey qofchey ol dorchedchey	0
f80r	f80	f80r.28	pcheolkal	dal	pcheolkal dal	1	2	9	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	pcheolkal dal korchy qotey qoty rchedy qokal olkolshedy chty	0
f80v	f80	f80v.15	ol	dal	ol dal	11	12	12	LAST	0	0	B	B	2	0	1	1	0	0	0	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol dal	0
f80v	f80	f80v.22	chey	dal	chey dal	4	5	8	MIDDLE	0	1	B	B	2	1	1	1	1	1	1	dchedy qokal ol chey dal or shedy lshedy	0
f80v	f80	f80v.27	qokain	dal	qokain dal	5	6	10	MIDDLE	1	0	B	B	2	0	1	1	0	0	0	pshol kain olkar shey qokain dal oltaiin okain shal qoty	0
f81v	f81	f81v.1	shekal	dal	shekal dal	4	5	11	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	par shey keedy shekal dal dar ol pchedy shek dain ofalsheky	0
f81v	f81	f81v.22	cheey	dal	cheey dal	4	5	8	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	qokal qol oiin cheey dal lchedy chedy salchtedytar	0
f81v	f81	f81v.26	okedy	dal	okedy dal	4	5	9	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	ol checholtar oiin okedy dal shey olkeol olkeedy okeol	0
f82r	f82	f82r.18	shedy	dal	shedy dal	4	5	12	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	polched otain shedy shedy dal chedar qokeey ykeey l s araiin ory	0
f82r	f82	f82r.21	qokeey	dal	qokeey dal	9	10	10	LAST	0	0	B	B	2	1	1	1	1	1	1	daiin cheoky lkedy salshey daiin chey qol chedy qokeey dal	0
f82v	f82	f82v.5	otdal	dal	otdal dal	7	8	9	MIDDLE	1	0	B	B	2	1	1	1	1	1	1	tokol olfchedy qokeedy qokedal shol qotal otdal dal olshedy	0
f82v	f82	f82v.11	qokal	dal	qokal dal	5	6	11	MIDDLE	1	0	B	B	2	0	1	0	0	0	0	pcheol dar qokeey cheeky qokal dal shedy pchdy rol qotedy rol	0
f82v	f82	f82v.15	rsheol	dal	rsheol dal	9	10	10	LAST	1	0	B	B	2	0	1	1	0	0	0	tar sheckhy qokal qokain cheol tedy rchedy pchedy rsheol dal	0
f83r	f83	f83r.14	qokshedy	dal	qokshedy dal	4	5	10	MIDDLE	0	0	B	B	2	0	1	1	0	0	0	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	0
f83r	f83	f83r.14	shcthy	dal	shcthy dal	8	9	10	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	0
f83r	f83	f83r.19	qetal	dal	qetal dal	7	8	11	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	0
f83r	f83	f83r.41	qolkain	dal	qolkain dal	3	4	4	LAST	0	0	B	B	2	1	1	1	1	1	1	solkey lchedy qolkain dal	0
f83v	f83	f83v.3	chcthy	dal	chcthy dal	2	3	10	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey	0
f83v	f83	f83v.15	cheol	dal	cheol dal	5	6	10	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qokaiin cheol shey qokeey cheol dal cheeaiin olkeedy qokal chaloly	0
f83v	f83	f83v.19	checkhy	dal	checkhy dal	7	8	9	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	qolchedy qolteedy qokeedy qokal okaiin chear checkhy dal checkhdy	0
f83v	f83	f83v.25	okol	dal	okol dal	5	6	8	MIDDLE	0	0	B	B	2	1	1	1	1	1	1	y shey otechd ar okol dal shedy qokaly	0
f85r1	f85	f85r1.8	daiin	dal	daiin dal	8	9	11	MIDDLE	0	0	T	B	2	0	1	1	0	0	0	daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin dal shdar oram	0
f85r1	f85	f85r1.11	qopcheedy	dal	qopcheedy dal	4	5	12	MIDDLE	1	0	T	B	2	0	1	1	0	0	0	pdar ol shdair qopcheedy dal chdal chor shefshoro raiin dolor aiin opakam	0
f85r1	f85	f85r1.15	keeo	dal	keeo dal	10	11	12	MIDDLE	0	0	T	B	2	0	1	1	0	0	0	qokeeodaiin chey okaiin okal al dl sheokey cheokaiin ol keeo dal olky	0
f85r1	f85	f85r1.28	otechdy	dal	otechdy dal	9	10	11	MIDDLE	1	0	T	B	2	1	1	1	1	1	1	kchedar yteol okchdy qekedy otor odor ar chedy otechdy dal cphedy	0
f86v3	f86	f86v3.7	odeeey	dal	odeeey dal	4	5	7	MIDDLE	0	0	C	B	2	1	1	1	1	1	1	sain ytaiin ytapy odeeey dal dair ytam	0
f86v3	f86	f86v3.17	qokchey	dal	qokchey dal	2	3	6	MIDDLE	0	1	C	B	2	1	1	1	1	1	1	dsheody qokchey dal or odaiin sar	0
f86v5	f86	f86v5.5	ytar	dal	ytar dal	8	9	11	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	daiin or otol otshey otal olkey chcthody ytar dal ar okary	0
f86v6	f86	f86v6.24	choty	dal	choty dal	3	4	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly	0
f86v6	f86	f86v6.24	tody	dal	tody dal	9	10	13	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	chey keody choty dal ody qokeedy pchedy ytshy tody dal tchedy qokar oly	0
f86v6	f86	f86v6.27	lkar	dal	lkar dal	2	3	12	MIDDLE	0	0	T	B	2	1	1	1	1	1	1	alshdr lkar dal kshd shdar shedy qody sheey qotedy olkeey qokchdy ramshy	0
f86v6	f86	f86v6.29	dy	dal	dy dal	8	9	10	MIDDLE	0	1	T	B	2	1	1	1	1	1	1	dchedy chcthdy shol oky ytaiin ykaiin chedy dy dal shdaiin	0
f86v6	f86	f86v6.39	lkor	dal	lkor dal	7	8	12	MIDDLE	0	0	T	B	2	0	1	1	0	0	0	y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	0
f87r	f87	f87r.11	psheodshy	dal	psheodshy dal	1	2	6	MIDDLE	1	0	H	A	1	1	1	1	1	1	1	psheodshy dal shee saldal shol aldy	0
f88r	f88	f88r.7	sholfchor	dal	sholfchor dal	6	7	8	MIDDLE	1	0	P	A	1	1	1	1	1	1	1	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol	0
f88r	f88	f88r.29	chol	dal	chol dal	8	9	9	LAST	0	0	P	A	1	0	1	1	0	0	0	kor chey qokol cheol chody qokol kchor chol dal	0
f88v	f88	f88v.16	qokeody	dal	qokeody dal	8	9	9	LAST	0	0	P	A	1	1	1	1	1	1	1	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	0
f89r1	f89	f89r1.7	chockhy	dal	chockhy dal	3	4	9	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	dshody qocthy chockhy dal chedy qokeody daldaiin chodaiin dal	0
f89r1	f89	f89r1.7	chodaiin	dal	chodaiin dal	8	9	9	LAST	0	0	P	A	1	0	1	1	0	0	0	dshody qocthy chockhy dal chedy qokeody daldaiin chodaiin dal	0
f89r1	f89	f89r1.10	qokar	dal	qokar dal	6	7	10	MIDDLE	0	1	P	A	1	1	1	1	1	1	1	tdain s chol cheoky cheody qokar dal chor y daiin	0
f89r1	f89	f89r1.15	cheocphey	dal	cheocphey dal	6	7	8	MIDDLE	1	0	P	A	1	1	1	1	1	1	1	tcheol qoeair sheol qocphey saiin cheocphey dal darolg	0
f89r1	f89	f89r1.18	al	dal	al dal	2	3	7	MIDDLE	0	1	P	A	1	1	1	1	1	1	1	dals al dal cheody dainaldy al daldal	0
f89r1	f89	f89r1.20	ldain	dal	ldain dal	6	7	9	MIDDLE	0	0	P	A	1	1	1	1	1	1	1	daim cheom qoay air cheody ldain dal chom chtaii	0
