occurrence_id	surface	left_whole	page	physical_folio	locus	stolfi_page_row_count	stolfi_same_locus_present	stolfi_whole_count	stolfi_split_left_dal_count	stolfi_raw_split_separator	boundary_status	component_export_credit
G788-O062	kaiiidal	kaiii	f51r	f51	f51r.14	6	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O063	cphodal	cpho	f51r	f51	f51r.14	6	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O064	qodal	qo	f51v	f51	f51v.4	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O065	koldal	kol	f52r	f52	f52r.2	8	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O066	qodal	qo	f52r	f52	f52r.6	8	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O067	dal	NONE	f53r	f53	f53r.6	3	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O068	qodal	qo	f53v	f53	f53v.9	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O069	chkodal	chko	f53v	f53	f53v.11	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O070	qodal	qo	f54v	f54	f54v.9	4	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O071	dal	NONE	f54v	f54	f54v.10	4	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O072	lchdal	lch	f55r	f55	f55r.13	5	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O073	dal	NONE	f56r	f56	f56r.7	19	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O074	dal	NONE	f56v	f56	f56v.3	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O075	dal	NONE	f58r	f58	f58r.7	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O076	choldal	chol	f58r	f58	f58r.12	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O077	dal	NONE	f58r	f58	f58r.12	16	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O078	dal	NONE	f58r	f58	f58r.17	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O079	todal	to	f58r	f58	f58r.19	16	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O080	dal	NONE	f58r	f58	f58r.19	16	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O081	dal	NONE	f58r	f58	f58r.22	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O082	dal	NONE	f58r	f58	f58r.41	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O083	todal	to	f58v	f58	f58v.3	39	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O084	dal	NONE	f58v	f58	f58v.6	39	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O085	dal	NONE	f58v	f58	f58v.17	39	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O086	qotedal	qote	f66r	f66	f66r.53	56	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O087	sheodal	sheo	f66r	f66	f66r.60	56	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O088	teodal	teo	f66v	f66	f66v.2	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O089	dal	NONE	f66v	f66	f66v.4	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O090	dal	NONE	f66v	f66	f66v.5	6	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O091	dal	NONE	f66v	f66	f66v.12	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O092	dal	NONE	f75r	f75	f75r.17	53	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O093	dal	NONE	f75r	f75	f75r.32	53	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O094	dal	NONE	f75r	f75	f75r.40	53	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O095	dal	NONE	f75v	f75	f75v.3	70	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O096	dal	NONE	f75v	f75	f75v.31	70	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O097	dal	NONE	f75v	f75	f75v.40	70	1	2	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O098	dal	NONE	f75v	f75	f75v.46	70	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O099	dal	NONE	f75v	f75	f75v.48	70	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O100	okeedal	okee	f76r	f76	f76r.8	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O101	dal	NONE	f76r	f76	f76r.13	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O102	shedal	she	f76r	f76	f76r.26	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O103	dal	NONE	f76r	f76	f76r.28	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O104	dal	NONE	f76r	f76	f76r.28	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O105	dal	NONE	f76r	f76	f76r.54	21	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O106	shedal	she	f76v	f76	f76v.10	6	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O107	polshdal	polsh	f76v	f76	f76v.16	6	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G788-O108	dal	NONE	f76v	f76	f76v.24	6	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O109	dal	NONE	f76v	f76	f76v.25	6	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O110	dal	NONE	f77r	f77	f77r.25	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O111	dal	NONE	f77r	f77	f77r.45	16	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O112	odal	o	f77v	f77	f77v.6	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O113	dal	NONE	f77v	f77	f77v.6	12	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O114	shdal	sh	f77v	f77	f77v.7	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O115	dsheedal	dshee	f77v	f77	f77v.11	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O116	dal	NONE	f77v	f77	f77v.11	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O117	dal	NONE	f77v	f77	f77v.11	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O118	dal	NONE	f77v	f77	f77v.13	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O119	dal	NONE	f77v	f77	f77v.23	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O120	dal	NONE	f77v	f77	f77v.25	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O121	chedal	che	f77v	f77	f77v.27	12	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O122	dal	NONE	f77v	f77	f77v.29	12	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O123	dal	NONE	f77v	f77	f77v.33	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O124	toldal	tol	f77v	f77	f77v.38	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O125	dal	NONE	f78r	f78	f78r.7	47	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O126	dal	NONE	f78r	f78	f78r.15	47	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O127	ololdal	olol	f78r	f78	f78r.30	47	1	0	0	NONE	OTHER_DAL_BOUNDARY_AT_SAME_LOCUS	0
G788-O128	dal	NONE	f78v	f78	f78v.2	8	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O129	dal	NONE	f78v	f78	f78v.2	8	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O130	dal	NONE	f78v	f78	f78v.5	8	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O131	dal	NONE	f78v	f78	f78v.14	8	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O132	dal	NONE	f78v	f78	f78v.18	8	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O133	dal	NONE	f79r	f79	f79r.22	12	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G788-O134	dal	NONE	f80r	f80	f80r.28	20	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O135	dal	NONE	f80v	f80	f80v.22	12	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O136	dal	NONE	f81v	f81	f81v.1	10	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O137	qokeedal	qokee	f81v	f81	f81v.7	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O138	lchedal	lche	f81v	f81	f81v.21	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O139	dal	NONE	f81v	f81	f81v.22	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O140	dal	NONE	f81v	f81	f81v.26	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O141	dal	NONE	f82r	f82	f82r.21	45	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O142	otedal	ote	f82v	f82	f82v.4	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O143	qokedal	qoke	f82v	f82	f82v.5	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O144	otdal	ot	f82v	f82	f82v.5	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O145	dal	NONE	f82v	f82	f82v.5	22	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O146	dal	NONE	f82v	f82	f82v.11	22	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O147	dal	NONE	f82v	f82	f82v.15	22	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O148	pchedal	pche	f83r	f83	f83r.8	22	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G788-O149	dal	NONE	f83r	f83	f83r.14	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O150	dal	NONE	f83r	f83	f83r.14	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O151	shedal	she	f83r	f83	f83r.15	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O152	dal	NONE	f83r	f83	f83r.19	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O153	dal	NONE	f83r	f83	f83r.41	22	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O154	shedal	she	f83r	f83	f83r.47	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O155	dal	NONE	f83r	f83	f83r.48	22	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O156	chdal	ch	f83r	f83	f83r.48	22	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O157	dal	NONE	f83v	f83	f83v.3	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O158	shedal	she	f83v	f83	f83v.11	7	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O159	dal	NONE	f83v	f83	f83v.15	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O160	dal	NONE	f83v	f83	f83v.19	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O161	dal	NONE	f83v	f83	f83v.25	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O162	shedal	she	f83v	f83	f83v.29	7	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O163	qodal	qo	f85r1	f85	f85r1.8	35	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O164	dal	NONE	f85r1	f85	f85r1.11	35	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O165	chdal	ch	f85r1	f85	f85r1.11	35	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O166	dal	NONE	f85r1	f85	f85r1.28	35	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O167	dchdal	dch	f85r1	f85	f85r1.31	35	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O168	dal	NONE	f86v3	f86	f86v3.7	36	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O169	dal	NONE	f86v3	f86	f86v3.17	36	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O170	tshedal	tshe	f86v3	f86	f86v3.23	36	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O171	pshdal	psh	f86v5	f86	f86v5.1	15	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G788-O172	dal	NONE	f86v5	f86	f86v5.5	15	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O173	chdal	ch	f86v6	f86	f86v6.3	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O174	chdal	ch	f86v6	f86	f86v6.3	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O175	chdal	ch	f86v6	f86	f86v6.8	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O176	dal	NONE	f86v6	f86	f86v6.24	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O177	dal	NONE	f86v6	f86	f86v6.24	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O178	dal	NONE	f86v6	f86	f86v6.27	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O179	dal	NONE	f86v6	f86	f86v6.29	3	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O180	oteodal	oteo	f87r	f87	f87r.1	1	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O181	cthodal	ctho	f87r	f87	f87r.2	1	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O182	cheodal	cheo	f87r	f87	f87r.10	1	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O183	dal	NONE	f87r	f87	f87r.11	1	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O184	saldal	sal	f87r	f87	f87r.11	1	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O185	dal	NONE	f88r	f88	f88r.7	31	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O186	ofyskydal	ofysky	f88r	f88	f88r.23	31	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O187	oldal	ol	f88r	f88	f88r.27	31	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O188	teodal	teo	f88v	f88	f88v.6	13	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O189	dal	NONE	f88v	f88	f88v.16	13	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O190	dal	NONE	f89r1	f89	f89r1.7	27	1	2	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O191	dal	NONE	f89r1	f89	f89r1.10	27	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O192	dal	NONE	f89r1	f89	f89r1.15	27	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O193	dal	NONE	f89r1	f89	f89r1.18	27	1	2	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O194	daldal	dal	f89r1	f89	f89r1.18	27	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O195	dal	NONE	f89r1	f89	f89r1.20	27	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O196	dal	NONE	f89r1	f89	f89r1.21	27	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O197	dal	NONE	f89r1	f89	f89r1.22	27	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O198	odal	o	f89v1	f89	f89v1.14	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O199	dal	NONE	f89v1	f89	f89v1.14	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O200	dal	NONE	f89v1	f89	f89v1.16	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O201	dal	NONE	f89v1	f89	f89v1.18	10	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O202	oteodal	oteo	f93r	f93	f93r.2	32	1	0	0	NONE	ALTERNATE_READING_AT_SAME_LOCUS	0
G788-O203	dal	NONE	f93r	f93	f93r.3	32	1	1	0	NONE	BARE_DAL_AT_SAME_LOCUS	0
G788-O204	dal	NONE	f93r	f93	f93r.3	32	1	1	0	NONE	OTHER_DAL_BOUNDARY_AT_SAME_LOCUS	0
G788-O205	shodal	sho	f93r	f93	f93r.15	32	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O206	qopchedal	qopche	f94r	f94	f94r.1	2	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O207	todal	to	f94r	f94	f94r.3	2	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O208	dal	NONE	f94r	f94	f94r.6	2	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O209	dal	NONE	f95v1	f95	f95v1.12	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O210	sheodal	sheo	f96v	f96	f96v.7	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O211	dal	NONE	f99r	f99	f99r.15	40	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O212	cheodal	cheo	f99r	f99	f99r.48	40	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O213	okeodal	okeo	f99v	f99	f99v.24	36	0	0	0	NONE	NO_SAME_LOCUS_ROW	0
G788-O214	aiidal	aii	f99v	f99	f99v.41	36	1	1	0	NONE	FUSED_WHOLE_AT_SAME_LOCUS	0
G788-O215	pchedal	pche	f103r	f103	f103r.1	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O216	yshdal	ysh	f103r	f103	f103r.1	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O217	shdal	sh	f103r	f103	f103r.22	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O218	chedal	che	f103r	f103	f103r.25	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O219	dal	NONE	f103r	f103	f103r.41	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O220	dal	NONE	f103v	f103	f103v.1	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O221	tchedal	tche	f103v	f103	f103v.15	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O222	qokeedal	qokee	f103v	f103	f103v.18	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O223	chedal	che	f104r	f104	f104r.4	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O224	chedal	che	f104r	f104	f104r.10	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O225	okeedal	okee	f104r	f104	f104r.23	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O226	qodal	qo	f104r	f104	f104r.35	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
G788-O227	cheodal	cheo	f104r	f104	f104r.37	0	0	0	0	NONE	NO_STOLFI_ROWS_FOR_PAGE	0
