edge_id	batch_id	page	physical_folio	locus	left_surface	separated_pair	fused_surface_if_observed	working_dal_default_de	semantic_score_eligible	default_is_translation	confirmed_lexeme	confirmed_plaintext	specific_substance_confirmed	historical_word_credit	phonetic_or_eva_letter_credit	component_export_credit
G788-E020	GDT788_SEPARATED_X_DAL_SPANS	f33v	f33	f33v.9	okain	okain dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E021	GDT788_SEPARATED_X_DAL_SPANS	f34r	f34	f34r.7	qokedy	qokedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E022	GDT788_SEPARATED_X_DAL_SPANS	f35r	f35	f35r.11	lchal	lchal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E023	GDT788_SEPARATED_X_DAL_SPANS	f36v	f36	f36v.6	daiin	daiin dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E024	GDT788_SEPARATED_X_DAL_SPANS	f40r	f40	f40r.11	ory	ory dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E025	GDT788_SEPARATED_X_DAL_SPANS	f42r	f42	f42r.3	chain	chain dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E026	GDT788_SEPARATED_X_DAL_SPANS	f42r	f42	f42r.12	dain	dain dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E027	GDT788_SEPARATED_X_DAL_SPANS	f45r	f45	f45r.6	otar	otar dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E028	GDT788_SEPARATED_X_DAL_SPANS	f45r	f45	f45r.10	cheol	cheol dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E029	GDT788_SEPARATED_X_DAL_SPANS	f51r	f51	f51r.9	qchodal	qchodal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E030	GDT788_SEPARATED_X_DAL_SPANS	f53r	f53	f53r.6	chees	chees dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E031	GDT788_SEPARATED_X_DAL_SPANS	f54v	f54	f54v.10	qokal	qokal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E032	GDT788_SEPARATED_X_DAL_SPANS	f56r	f56	f56r.7	choky	choky dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E033	GDT788_SEPARATED_X_DAL_SPANS	f56v	f56	f56v.3	choteeey	choteeey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E034	GDT788_SEPARATED_X_DAL_SPANS	f58r	f58	f58r.7	cholkeey	cholkeey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E035	GDT788_SEPARATED_X_DAL_SPANS	f58r	f58	f58r.12	otalchal	otalchal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E036	GDT788_SEPARATED_X_DAL_SPANS	f58r	f58	f58r.17	qoky	qoky dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E037	GDT788_SEPARATED_X_DAL_SPANS	f58r	f58	f58r.19	chaly	chaly dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E038	GDT788_SEPARATED_X_DAL_SPANS	f58r	f58	f58r.22	chol	chol dal	choldal	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E039	GDT788_SEPARATED_X_DAL_SPANS	f58r	f58	f58r.41	saiin	saiin dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E040	GDT788_SEPARATED_X_DAL_SPANS	f58v	f58	f58v.6	choly	choly dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E041	GDT788_SEPARATED_X_DAL_SPANS	f66v	f66	f66v.5	chokal	chokal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E042	GDT788_SEPARATED_X_DAL_SPANS	f66v	f66	f66v.12	cheky	cheky dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E043	GDT788_SEPARATED_X_DAL_SPANS	f75r	f75	f75r.32	polshy	polshy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E044	GDT788_SEPARATED_X_DAL_SPANS	f75v	f75	f75v.3	okal	okal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E045	GDT788_SEPARATED_X_DAL_SPANS	f75v	f75	f75v.40	qokain	qokain dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E046	GDT788_SEPARATED_X_DAL_SPANS	f75v	f75	f75v.46	qokain	qokain dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E047	GDT788_SEPARATED_X_DAL_SPANS	f75v	f75	f75v.48	otar	otar dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E048	GDT788_SEPARATED_X_DAL_SPANS	f76r	f76	f76r.13	otey	otey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E049	GDT788_SEPARATED_X_DAL_SPANS	f76r	f76	f76r.28	qokalchey	qokalchey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E050	GDT788_SEPARATED_X_DAL_SPANS	f76r	f76	f76r.28	chdy	chdy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E051	GDT788_SEPARATED_X_DAL_SPANS	f76v	f76	f76v.24	lsheey	lsheey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E052	GDT788_SEPARATED_X_DAL_SPANS	f76v	f76	f76v.25	opchedy	opchedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E053	GDT788_SEPARATED_X_DAL_SPANS	f77r	f77	f77r.25	shedar	shedar dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E054	GDT788_SEPARATED_X_DAL_SPANS	f77r	f77	f77r.45	lchear	lchear dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E055	GDT788_SEPARATED_X_DAL_SPANS	f77v	f77	f77v.11	chedy	chedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E056	GDT788_SEPARATED_X_DAL_SPANS	f77v	f77	f77v.11	qokeedy	qokeedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E057	GDT788_SEPARATED_X_DAL_SPANS	f77v	f77	f77v.13	lshedy	lshedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E058	GDT788_SEPARATED_X_DAL_SPANS	f77v	f77	f77v.25	saiin	saiin dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E059	GDT788_SEPARATED_X_DAL_SPANS	f77v	f77	f77v.29	daly	daly dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E060	GDT788_SEPARATED_X_DAL_SPANS	f77v	f77	f77v.33	qotal	qotal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E061	GDT788_SEPARATED_X_DAL_SPANS	f78r	f78	f78r.7	qokedy	qokedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E062	GDT788_SEPARATED_X_DAL_SPANS	f78v	f78	f78v.5	okal	okal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E063	GDT788_SEPARATED_X_DAL_SPANS	f78v	f78	f78v.14	qokain	qokain dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E064	GDT788_SEPARATED_X_DAL_SPANS	f78v	f78	f78v.18	qokedy	qokedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E065	GDT788_SEPARATED_X_DAL_SPANS	f79r	f79	f79r.22	lchey	lchey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E066	GDT788_SEPARATED_X_DAL_SPANS	f80r	f80	f80r.28	pcheolkal	pcheolkal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E067	GDT788_SEPARATED_X_DAL_SPANS	f80v	f80	f80v.22	chey	chey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E068	GDT788_SEPARATED_X_DAL_SPANS	f81v	f81	f81v.1	shekal	shekal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E069	GDT788_SEPARATED_X_DAL_SPANS	f82r	f82	f82r.21	qokeey	qokeey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E070	GDT788_SEPARATED_X_DAL_SPANS	f82v	f82	f82v.5	otdal	otdal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E071	GDT788_SEPARATED_X_DAL_SPANS	f83r	f83	f83r.14	shcthy	shcthy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E072	GDT788_SEPARATED_X_DAL_SPANS	f83r	f83	f83r.19	qetal	qetal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E073	GDT788_SEPARATED_X_DAL_SPANS	f83r	f83	f83r.41	qolkain	qolkain dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E074	GDT788_SEPARATED_X_DAL_SPANS	f83v	f83	f83v.3	chcthy	chcthy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E075	GDT788_SEPARATED_X_DAL_SPANS	f83v	f83	f83v.15	cheol	cheol dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E076	GDT788_SEPARATED_X_DAL_SPANS	f83v	f83	f83v.19	checkhy	checkhy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E077	GDT788_SEPARATED_X_DAL_SPANS	f83v	f83	f83v.25	okol	okol dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E078	GDT788_SEPARATED_X_DAL_SPANS	f85r1	f85	f85r1.28	otechdy	otechdy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E079	GDT788_SEPARATED_X_DAL_SPANS	f86v3	f86	f86v3.7	odeeey	odeeey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E080	GDT788_SEPARATED_X_DAL_SPANS	f86v3	f86	f86v3.17	qokchey	qokchey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E081	GDT788_SEPARATED_X_DAL_SPANS	f86v5	f86	f86v5.5	ytar	ytar dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E082	GDT788_SEPARATED_X_DAL_SPANS	f86v6	f86	f86v6.24	choty	choty dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E083	GDT788_SEPARATED_X_DAL_SPANS	f86v6	f86	f86v6.24	tody	tody dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E084	GDT788_SEPARATED_X_DAL_SPANS	f86v6	f86	f86v6.27	lkar	lkar dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E085	GDT788_SEPARATED_X_DAL_SPANS	f86v6	f86	f86v6.29	dy	dy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E086	GDT788_SEPARATED_X_DAL_SPANS	f87r	f87	f87r.11	psheodshy	psheodshy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E087	GDT788_SEPARATED_X_DAL_SPANS	f88r	f88	f88r.7	sholfchor	sholfchor dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E088	GDT788_SEPARATED_X_DAL_SPANS	f88v	f88	f88v.16	qokeody	qokeody dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E089	GDT788_SEPARATED_X_DAL_SPANS	f89r1	f89	f89r1.7	chockhy	chockhy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E090	GDT788_SEPARATED_X_DAL_SPANS	f89r1	f89	f89r1.10	qokar	qokar dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E091	GDT788_SEPARATED_X_DAL_SPANS	f89r1	f89	f89r1.15	cheocphey	cheocphey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E092	GDT788_SEPARATED_X_DAL_SPANS	f89r1	f89	f89r1.18	al	al dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E093	GDT788_SEPARATED_X_DAL_SPANS	f89r1	f89	f89r1.20	ldain	ldain dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E094	GDT788_SEPARATED_X_DAL_SPANS	f89r1	f89	f89r1.21	shoety	shoety dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E095	GDT788_SEPARATED_X_DAL_SPANS	f89r1	f89	f89r1.22	chey	chey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E096	GDT788_SEPARATED_X_DAL_SPANS	f89v1	f89	f89v1.14	okoaiin	okoaiin dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E097	GDT788_SEPARATED_X_DAL_SPANS	f89v1	f89	f89v1.18	qokol	qokol dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E098	GDT788_SEPARATED_X_DAL_SPANS	f93r	f93	f93r.3	dsho	dsho dal	dshodal	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E099	GDT788_SEPARATED_X_DAL_SPANS	f93r	f93	f93r.3	chody	chody dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E100	GDT788_SEPARATED_X_DAL_SPANS	f95v1	f95	f95v1.12	tchdaiin	tchdaiin dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E101	GDT788_SEPARATED_X_DAL_SPANS	f99r	f99	f99r.15	tshol	tshol dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E102	GDT788_SEPARATED_X_DAL_SPANS	f103r	f103	f103r.41	qokal	qokal dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E103	GDT788_SEPARATED_X_DAL_SPANS	f103v	f103	f103v.1	shedy	shedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E104	GDT788_SEPARATED_X_DAL_SPANS	f104v	f104	f104v.9	qoty	qoty dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E105	GDT788_SEPARATED_X_DAL_SPANS	f105r	f105	f105r.24	pcheey	pcheey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E106	GDT788_SEPARATED_X_DAL_SPANS	f105v	f105	f105v.10	oiiin	oiiin dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E107	GDT788_SEPARATED_X_DAL_SPANS	f105v	f105	f105v.16	cheey	cheey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E108	GDT788_SEPARATED_X_DAL_SPANS	f107r	f107	f107r.36	al	al dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E109	GDT788_SEPARATED_X_DAL_SPANS	f107v	f107	f107v.18	alkaiin	alkaiin dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E110	GDT788_SEPARATED_X_DAL_SPANS	f108r	f108	f108r.22	shol	shol dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E111	GDT788_SEPARATED_X_DAL_SPANS	f112r	f112	f112r.20	okeeey	okeeey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E112	GDT788_SEPARATED_X_DAL_SPANS	f113v	f113	f113v.10	kchey	kchey dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E113	GDT788_SEPARATED_X_DAL_SPANS	f114r	f114	f114r.15	y	y dal	ydal	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E114	GDT788_SEPARATED_X_DAL_SPANS	f114r	f114	f114r.33	cheo	cheo dal	cheodal	Material I, abgemessen	0	0	0	0	0	0	0	0
G788-E115	GDT788_SEPARATED_X_DAL_SPANS	f115r	f115	f115r.26	pchedy	pchedy dal	NONE	Material I, abgemessen	0	0	0	0	0	0	0	0
