surface	card_class	preferred_working_default_de	rival_1_de	rival_2_de	preferred_mechanism	mechanism_rival_1	mechanism_rival_2	display_hypothesis_not_exportable	confidence_0_100_not_probability	confidence_label	confidence_basis	display_scope	lineage_sources	lineage_decision	positive_evidence_de	counterevidence_de	raw_occurrences	raw_page_count	raw_physical_folio_count	reader_exact_surface	reader_exact_occurrences	reader_exact_page_count	reader_exact_physical_folio_count	reader_exact_display_card	raw_reader_warning	replaceable	gdt788_new_renderer_license	portable_dal_component_used	prior_gdt734_reading_id	prior_gdt734_default_de	prior_gdt734_score_not_probability	prior_gdt734_renderer_decision	gdt786_default_de	default_is_translation	confirmed_lexeme	confirmed_plaintext	specific_substance_confirmed	historical_word_credit	phonetic_or_eva_letter_credit	component_export_credit
cthodal	EXPLICIT_OVERRIDE	aufbereitetes Material I, abgemessen	fertige Drogenzubereitung	Ergebnis-/Wertfeld I	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	30	C0_WHOLE_ANALOGY	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT734|GDT788	FORM_SPECIFIC_WHOLE_ANALOGY_NO_COMPONENT_EXPORT	Beobachtete vollständige Oberfläche mit 2 rohen und 2 reader-exakten Vorkommen auf 2 exakten Folios; Kartenlinie GDT734|GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	2	2	2	1	2	2	2	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
daiidal	EXPLICIT_OVERRIDE	Material I, abgemessen; Wert III	drei Maße Material I	Materialklasse III	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	34	C0_INHERITED_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT655|GDT711|GDT712	RETAIN_AS_REPLACEABLE_WHOLE	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT655|GDT711|GDT712.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	daiidal#1	abgemessenes Material I; Wert III	39	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
dal	EXPLICIT_OVERRIDE	Material I, abgemessen	Rohdrogenposten	Mengen-/Wertfeld I	INHERITED_COMPLETE_WHOLE_NO_INNER_SPLIT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	72	C1_PROVENANCE_BOUND_COMPLETE_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT653|GDT655|GDT711|GDT712|GDT764	RETAIN_SHORT_WHOLE_READING_VALUE_AXIS_OPEN	Beobachtete vollständige Oberfläche mit 191 rohen und 147 reader-exakten Vorkommen auf 58 exakten Folios; Kartenlinie GDT653|GDT655|GDT711|GDT712|GDT764.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	191	87	64	1	147	77	58	1	0	1	0	0	dal#V84_1	Rohstoff I, abgemessen	35	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
daldal	EXPLICIT_OVERRIDE	gekoppelter Materialposten I, abgemessen	zwei Materialmengen I	Mengen-/Wertdoppelmarke	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	28	C0_FORMAL_REPETITION_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	FORMAL_REPETITION_WHOLE_C0	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
daramdal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
darcheedal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
dchdal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
dshedal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
dsheedal	EXPLICIT_OVERRIDE	feuchtes Material I, abgemessen; Endstufe	vollständig mazerierte Droge	Feuchte-/Wertfeld I	FORM_SPECIFIC_COMPLETE_WHOLE_NO_COMPONENT_EXPORT	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	22	C0_REPAIRED_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT734|GDT754	REPAIRED_COMPLETE_WHOLE_C0	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT734|GDT754.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	dsheedal#GLOBAL	vollständig eingeweichte Rohdroge I abmessen	4	INHERITED_UNCHANGED	NONE	0	0	0	0	0	0	0
dshodal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
fcheodal	EXACT_SINGLETON_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	24	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT788	LEARNED_COMPLETE_WHOLE_WITH_DAL_FAMILY_DISPLAY_PRIOR	Beobachtete vollständige Oberfläche mit 1 rohen und 1 reader-exakten Vorkommen auf 1 exakten Folios; Kartenlinie GDT788.	Der SHIFT-Test schlägt beide Kontrollen nur in 2/10, der günstigere CORE-Test in 4/10 Reihen; kein reader-exakter gleichlokaler X|dal-Split und kein d|al-Split. Die Oberfläche kann ein gelernter Ganzname oder ein anderes Feld sein.	1	1	1	1	1	1	1	1	0	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
fodal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
fschedal	RAW_ONLY_FALLBACK	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	RAW_READER_WARNING_ONLY	PORTABLE_DAL_REMAINDER_CANDIDATE	OPAQUE_LEARNED_WHOLE_CANDIDATE	MATERIAL|MEASURE|LEVEL_I_C0_FAMILY_PRIOR	12	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT788	RAW_READER_WARNING_ONLY	Ein rohes Vorkommen der vollständigen Oberfläche; Kartenlinie GDT788; die Anzeige verhindert eine leere Arbeitsstelle.	Kein reader-exaktes vollständiges Wort; Segmentierung und Bedeutung bleiben offen. Keine getrennte Grenze, historische Wortidentität oder Renderer-Lizenz.	1	1	1	0	0	0	0	0	1	1	0	0	NONE	NONE	NONE	NONE	NONE	0	0	0	0	0	0	0
