statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	constituent_loci	event_serials	v71_owner_statuses	v71_visible_owners	v71_silent_argument_defaults	literal_owner_card_exemplar_layer	historical_source_class	concrete_source_class_paraphrase	strongest_rival	repair_cost_0_4	repair_reason	line_crossing	owner_crossing	strongest_contradiction	v69_revision_action	semantic_ceiling
H4-S002	H4	f55v	2	F011	f55v.5	61|62|63	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT;STATUS:PAGE_OWNER_ONLY] > E61:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?] > E62:[EXEMPLAR CONDITION] > E63:[EXEMPLAR CONDITION] [CLOSE]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: bemesse einen Anteil, vermenge ihn gleichmäßig und gebrauche ihn einmal als Waschung an der im Rezept vorausgesetzten Stelle.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H4-S003	H4	f55v	3	F012	f55v.11	64|65|66|67	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT;STATUS:PAGE_OWNER_ONLY] > E64:[EXEMPLAR TARGET_OR_STATION] > E65:[EXEMPLAR CONDITION] > E66:[EXEMPLAR SOURCE_ARGUMENT] > E67:[EXEMPLAR ACTION] [CLOSE]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: bereite einen zweiten Gebrauchsposten mit einem nicht abgebildeten Medium und verarbeite ihn bei mäßiger Wärme bis zum Abschluss des Arbeitsschritts.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H4-S004	H4	f55v	4	F013	f55v.11	68|69|70|71|72|73	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT;STATUS:PAGE_OWNER_ONLY] > E68:[CARD:MASS?] > E69:[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > E70:[EXEMPLAR ACTION] > E71:[CARD:ANSATZ?] > E72:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E73:[EXEMPLAR CONDITION]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: bemesse und vereinige zwei Anteile, verwahre die Bereitung bedeckt und gebrauche die fertige Flüssigkeit frisch.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S001	H5	f56r	1	F014|F015	f56r.5|f56r.7	74|75|76|77|78|79|80|81|82	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E74:[EXEMPLAR SOURCE_ARGUMENT] > E75:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E76:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E77:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?] > E78:[EXEMPLAR SOURCE_ARGUMENT] > E79:[EXEMPLAR ACTION] > E80:[EXEMPLAR SOURCE_ARGUMENT] > E81:[CARD:ANWENDEN?] > E82:[CARD:ZIEL?]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Von der ganzen abgebildeten Pflanze: sammle sie zur passenden Jahreszeit, nimm einen unterirdischen oder sonst örtlich bestimmten Teil, bemesse ihn, lasse ihn in einem nicht abgebildeten Medium ziehen und führe den gebrauchsfertigen Anteil an die im Rezept vorausgesetzte Zielstelle.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	YES__CROSS_FORMAL_LOCUS	CROSS_FIELD_SAME_OWNER_CONTINUATION	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S002	H5	f56r	2	F016	f56r.8	83|84|85|86	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E83:[EXEMPLAR ACTION] > E84:[EXEMPLAR TARGET_OR_STATION] > E85:[CARD:ANWENDEN?] > E86:[EXEMPLAR SOURCE_ARGUMENT] [CLOSE]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: nimm Material von einem feuchten oder schattigen Standort, bereite daraus einen anwendbaren Anteil und lasse eine daraus gefertigte Auflage unbedeckt trocknen.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S003	H5	f56r	3	F017	f56r.12	87|88|89|90	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E87:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E88:[EXEMPLAR ACTION] > E89:[EXEMPLAR SOURCE_ARGUMENT] > E90:[EXEMPLAR ACTION]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: trenne einen kleinen Kopf- oder Samenstand und einen schmalen Blattteil und trockne den Vorrat im Schatten.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S004	H5	f56r	4	F018	f56r.13	91|92|93	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E91:[EXEMPLAR LOCAL_LINK] > E92:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E93:[EXEMPLAR SUBSTANCE_OR_OBJECT]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: gebrauche die frisch bereitete Zubereitung nach der im Receptarium vorausgesetzten Indikation und bewahre den Rest trocken im Schatten.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S005	H5	f56r	5	F019	f56r.18	94|95|96|97	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E94:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E95:[EXEMPLAR ACTION] > E96:[EXEMPLAR ACTION] > E97:[EXEMPLAR ACTION]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: nimm den folgenden Teil oder Zusatz, vereinige die frische Bereitung mit einem nicht abgebildeten Bindemittel und gebrauche sie frisch vermischt.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S006	H5	f56r	6	F020	f56r.19	98|99|100	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E98:[CARD:ANTEIL?] > E99:[EXEMPLAR SOURCE_ARGUMENT] > E100:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: nimm den bezeichneten Anteil des hellen geöffneten Blütenteils und bemesse ihn nach örtlicher Vorschrift.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S001	B1	f81v	1	F021	f81v.2	101	PAGE_OWNER_ONLY	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:PAGE_OWNER_ONLY] > E101:[CARD:SPÜLEN?] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: spüle die bezeichnete Stelle einmal und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S002	B1	f81v	2	F022|F023	f81v.2|f81v.7	102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E102:[FORMAL:STANDARDSLOT_SETZEN] > E103:[EXEMPLAR TARGET_OR_STATION] > E104:[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > E105:[EXEMPLAR LOCAL_LINK] > E106:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E107:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E108:[EXEMPLAR TARGET_OR_STATION] > E109:[CARD:ZIEL?] > E110:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E111:[EXEMPLAR CONDITION] > E112:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E113:[CARD:VORIGES?] > E114:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E115:[EXEMPLAR SOURCE_ARGUMENT] > E116:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?] > E117:[EXEMPLAR SOURCE_ARGUMENT] > E118:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?] > E119:[EXEMPLAR SOURCE_ARGUMENT] > E120:[EXEMPLAR TARGET_OR_STATION] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; der vorbereitete Bade- oder Waschzusatz; Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	YES__CROSS_FORMAL_LOCUS	CROSS_FIELD_SAME_OWNER_CONTINUATION	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S003	B1	f81v	3	F024|F025	f81v.7|f81v.17	121|122	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E121:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E122:[EXEMPLAR CONDITION] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: Mit der vorigen Zubereitung weiter; halte es warm und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	YES__CROSS_FORMAL_LOCUS	CROSS_FIELD_SAME_OWNER_CONTINUATION	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S004	B1	f81v	4	F026	f81v.17	123|124|125	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E123:[EXEMPLAR CONDITION] > E124:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E125:[EXEMPLAR CONDITION] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S005	B1	f81v	5	F027	f81v.17	126	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E126:[EXEMPLAR TARGET_OR_STATION] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S006	B1	f81v	6	F028	f81v.17	127|128|129|130	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E127:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E128:[EXEMPLAR SOURCE_ARGUMENT] > E129:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E130:[EXEMPLAR CONDITION]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; der vorbereitete Bade- oder Waschzusatz ; und lasse es abkühlen.	zwei unabhängige Reihen oder ein rein allegorisches Feld	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S007	B1	f81v	7	F029	f81v.18	131	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E131:[EXEMPLAR ACTION] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: erwärme es einmal und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S008	B1	f81v	8	F030	f81v.18	132|133|134|135|136	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E132:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E133:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E134:[EXEMPLAR SOURCE_ARGUMENT] > E135:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E136:[EXEMPLAR CONDITION] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S009	B1	f81v	9	F031	f81v.18	137	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E137:[CARD:SPÜLEN?] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: spüle die bezeichnete Stelle einmal und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S010	B1	f81v	10	F032	f81v.18	138	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	[OWNER:B1_SHARED_TWO_ROW_POOL;STATUS:INHERITED_VISIBLE] > E138:[CARD:SPÜLEN?] [CLOSE]	LOCAL_BALNEOLOGICAL_STATION_ARTICLE	Als konkreter lokaler Bade- oder Stationsartikel bei dem gemeinsamen zweireihigen Beckenfeld: spüle die bezeichnete Stelle einmal und beende den Schritt.	zwei unabhängige Reihen oder ein rein allegorisches Feld	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	NO__SINGLE_FIELD	SINGLE_FIELD_OWNER	Der sichtbare Besitzer lizenziert nur einen lokalen Stationsartikel; Stoff, Bewegungsrichtung, Dauer und therapeutischer Zweck bleiben Quellenexemplar, nicht Bildbefund.	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
