statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	v69_primary_template	v69_primitive_sequence	v69_parse_status	v71_field_owner_bindings	exact_v71_owner_transition	literal_owner_known_card_exemplar_layer	source_class	technical_source_class_paraphrase	strongest_medical_or_formal_rival	repair_cost_0_4	repair_reason	line_crossing	contact_direction_constraint	hardest_contradiction	v69_pre_state	v69_post_state	semantic_ceiling
H4-S002	H4	f55v	2	F011	3	61|62|63	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN	AMBIGUOUS	F011=PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	REASSERT_PAGE_OWNER[F011:PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT]	OWNER[F011=PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] || E061[CARD=MASS?|FORMAL=VORGABEPARAMETER?] > E062[EXEMPLAR_VALUE_UNKNOWN] > E063[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_PARAMETER_BOOKING_ENTRY	Fortschreibe Buchung `H4-S002` beim Besitzerposten „Ganzpflanzenartikel der breitblättrigen f55v-Pflanze“: trage den Masterwert `H4-S002:PARAMETER_ASSIGN_01` als örtliches Pflanzen-/Arbeitsmaß ein. Endstand nur in H4: ACTIVE `H4:I001`, TARGET `H4:T001`, PREVIOUS `UNSET`.	MEDICAL_RIVAL: derselbe unbekannte Ganzpflanzenartikel führt eine Heilzubereitung, Dosis oder Anwendung aus dem Masterexemplar.	1	mehrere formale Expansionen	NO:f55v.5	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
H4-S003	H4	f55v	3	F012	4	64|65|66|67	EXEMPLAR_ONLY	NONE	UNPARSED	F012=PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	REASSERT_PAGE_OWNER[F012:PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT]	OWNER[F012=PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] || E064[EXEMPLAR_VALUE_UNKNOWN] > E065[EXEMPLAR_VALUE_UNKNOWN] > E066[EXEMPLAR_VALUE_UNKNOWN] > E067[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `H4-S003` beim Besitzerposten „Ganzpflanzenartikel der breitblättrigen f55v-Pflanze“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_H4-S003` aus dem Master; buche ihn recordlokal als ACTIVE `H4:I002` und gegebenenfalls Ziel `H4-S003:TARGET_UNSET`. Endstand nur in H4: ACTIVE `H4:I002`, TARGET `UNSET`, PREVIOUS `H4:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f55v.11	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=H4:T001;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
H4-S004	H4	f55v	4	F013	6	68|69|70|71|72|73	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TARGET_ASSIGN > LINK_ACTIVE	AMBIGUOUS	F013=PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	REASSERT_PAGE_OWNER[F013:PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] -> RESET_AT_RECORD_END	OWNER[F013=PAGE_OWNER_ONLY:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] || E068[CARD=MASS?] > E069[FORMAL=LOKALEN_RELATIONSSLOT_SETZEN] > E070[EXEMPLAR_VALUE_UNKNOWN] > E071[CARD=ANSATZ?] > E072[EXEMPLAR_VALUE_UNKNOWN] > E073[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_TARGET_ASSIGNMENT_ENTRY	Fortschreibe Buchung `H4-S004` beim Besitzerposten „Ganzpflanzenartikel der breitblättrigen f55v-Pflanze“: trage den Masterwert `H4-S004:PARAMETER_ASSIGN_01` als örtliches Pflanzen-/Arbeitsmaß ein; setze den lokalen Zielslot `H4-S004:TARGET` aus `H4-S004:TARGET_ASSIGN_01`; verknüpfe den laufenden Recordposten `H4:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in H4: ACTIVE `H4:I002`, TARGET `UNSET`, PREVIOUS `H4:I001`.	MEDICAL_RIVAL: derselbe unbekannte Ganzpflanzenartikel führt eine Heilzubereitung, Dosis oder Anwendung aus dem Masterexemplar.	1	mehrere formale Expansionen	NO:f55v.11	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H4:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
H5-S001	H5	f56r	1	F014|F015	9	74|75|76|77|78|79|80|81|82	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > ACTION_APPLY > TARGET_ASSIGN	AMBIGUOUS	F014=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB > F015=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	RESET_RECORD -> SET_PAGE_OWNER[F014:PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] -> REASSERT_PAGE_OWNER[F015:PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB]	OWNER[F014=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB > F015=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] || E074[EXEMPLAR_VALUE_UNKNOWN] > E075[EXEMPLAR_VALUE_UNKNOWN] > E076[EXEMPLAR_VALUE_UNKNOWN] > E077[CARD=MASS?|FORMAL=VORGABEPARAMETER?] > E078[EXEMPLAR_VALUE_UNKNOWN] > E079[EXEMPLAR_VALUE_UNKNOWN] > E080[EXEMPLAR_VALUE_UNKNOWN] > E081[CARD=ANWENDEN?] > E082[CARD=ZIEL?]	LOCAL_ACTION_OR_CONDITION_ENTRY	Eröffne Buchung `H5-S001` beim Besitzerposten „Ganzpflanzenartikel der mehrköpfigen f56r-Pflanze“: trage den Masterwert `H5-S001:PARAMETER_ASSIGN_01` als örtliches Pflanzen-/Arbeitsmaß ein; führe die exemplarisch bestimmte örtliche Materialhandlung `H5-S001:ACTION_APPLY_01` am aktuellen Besitzer aus; setze den lokalen Zielslot `H5:T001` aus `H5-S001:TARGET_ASSIGN_01`. Endstand nur in H5: ACTIVE `H5:I001`, TARGET `H5:T001`, PREVIOUS `UNSET`.	MEDICAL_RIVAL: derselbe unbekannte Ganzpflanzenartikel führt eine Heilzubereitung, Dosis oder Anwendung aus dem Masterexemplar.	2	mehrere formale Expansionen; Aussage überschreitet physische Linie	YES:f56r.5→f56r.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
H5-S002	H5	f56r	2	F016	4	83|84|85|86	COMPOSITE_SEQUENCE	ACTION_APPLY	AMBIGUOUS	F016=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	REASSERT_PAGE_OWNER[F016:PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB]	OWNER[F016=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] || E083[EXEMPLAR_VALUE_UNKNOWN] > E084[EXEMPLAR_VALUE_UNKNOWN] > E085[CARD=ANWENDEN?] > E086[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_ACTION_OR_CONDITION_ENTRY	Fortschreibe Buchung `H5-S002` beim Besitzerposten „Ganzpflanzenartikel der mehrköpfigen f56r-Pflanze“: führe die exemplarisch bestimmte örtliche Materialhandlung `H5-S002:ACTION_APPLY_01` am aktuellen Besitzer aus. Endstand nur in H5: ACTIVE `H5:I001`, TARGET `H5:T002`, PREVIOUS `UNSET`.	MEDICAL_RIVAL: derselbe unbekannte Ganzpflanzenartikel führt eine Heilzubereitung, Dosis oder Anwendung aus dem Masterexemplar.	1	mehrere formale Expansionen	NO:f56r.8	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T001;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
H5-S003	H5	f56r	3	F017	4	87|88|89|90	EXEMPLAR_ONLY	NONE	UNPARSED	F017=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	REASSERT_PAGE_OWNER[F017:PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB]	OWNER[F017=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] || E087[EXEMPLAR_VALUE_UNKNOWN] > E088[EXEMPLAR_VALUE_UNKNOWN] > E089[EXEMPLAR_VALUE_UNKNOWN] > E090[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `H5-S003` beim Besitzerposten „Ganzpflanzenartikel der mehrköpfigen f56r-Pflanze“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_H5-S003` aus dem Master; buche ihn recordlokal als ACTIVE `H5:I002` und gegebenenfalls Ziel `H5:T003`. Endstand nur in H5: ACTIVE `H5:I002`, TARGET `H5:T003`, PREVIOUS `H5:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f56r.12	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I001;TARGET/STATION=H5:T002;PREVIOUS_ITEM=UNSET	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
H5-S004	H5	f56r	4	F018	3	91|92|93	EXEMPLAR_ONLY	NONE	UNPARSED	F018=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	REASSERT_PAGE_OWNER[F018:PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB]	OWNER[F018=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] || E091[EXEMPLAR_VALUE_UNKNOWN] > E092[EXEMPLAR_VALUE_UNKNOWN] > E093[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `H5-S004` beim Besitzerposten „Ganzpflanzenartikel der mehrköpfigen f56r-Pflanze“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_H5-S004` aus dem Master; buche ihn recordlokal als ACTIVE `H5:I002` und gegebenenfalls Ziel `H5:T004`. Endstand nur in H5: ACTIVE `H5:I002`, TARGET `H5:T004`, PREVIOUS `H5:I001`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f56r.13	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T003;PREVIOUS_ITEM=H5:I001	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
H5-S005	H5	f56r	5	F019	4	94|95|96|97	EXEMPLAR_ONLY	NONE	UNPARSED	F019=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	REASSERT_PAGE_OWNER[F019:PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB]	OWNER[F019=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] || E094[EXEMPLAR_VALUE_UNKNOWN] > E095[EXEMPLAR_VALUE_UNKNOWN] > E096[EXEMPLAR_VALUE_UNKNOWN] > E097[EXEMPLAR_VALUE_UNKNOWN]	TYPED_EXEMPLAR_ENTRY	Fortschreibe Buchung `H5-S005` beim Besitzerposten „Ganzpflanzenartikel der mehrköpfigen f56r-Pflanze“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_H5-S005` aus dem Master; buche ihn recordlokal als ACTIVE `H5:I003` und gegebenenfalls Ziel `H5-S005:TARGET_UNSET`. Endstand nur in H5: ACTIVE `H5:I003`, TARGET `UNSET`, PREVIOUS `H5:I002`.	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	2	vollständiger Quellenwert exemplar-only	NO:f56r.18	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I002;TARGET/STATION=H5:T004;PREVIOUS_ITEM=H5:I001	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
H5-S006	H5	f56r	6	F020	3	98|99|100	COMPOSITE_SEQUENCE	SELECT_PART > PARAMETER_ASSIGN	AMBIGUOUS	F020=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	REASSERT_PAGE_OWNER[F020:PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] -> RESET_AT_RECORD_END	OWNER[F020=PAGE_OWNER_ONLY:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] || E098[CARD=ANTEIL?] > E099[EXEMPLAR_VALUE_UNKNOWN] > E100[CARD=MASS?|FORMAL=VORGABEPARAMETER?]	LOCAL_PARAMETER_BOOKING_ENTRY	Fortschreibe Buchung `H5-S006` beim Besitzerposten „Ganzpflanzenartikel der mehrköpfigen f56r-Pflanze“: wähle den im Master bezeichneten Teilposten `H5-S006:SELECT_PART_01` des sichtbaren Besitzers; trage den Masterwert `H5-S006:PARAMETER_ASSIGN_01` als örtliches Pflanzen-/Arbeitsmaß ein. Endstand nur in H5: ACTIVE `H5:I004`, TARGET `UNSET`, PREVIOUS `H5:I003`.	MEDICAL_RIVAL: derselbe unbekannte Ganzpflanzenartikel führt eine Heilzubereitung, Dosis oder Anwendung aus dem Masterexemplar.	1	mehrere formale Expansionen	NO:f56r.19	PAGE_OWNER_ONLY; NO_PART_FROM_PROXIMITY; NO_PICTURED_MEDIUM_OR_DIRECTION	Das Bild weist kein Feld einem Pflanzenteil, Medium, Werkzeug oder Gebrauch zu; alle konkreten Arbeitswerte bleiben exemplarisch.	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I002	OWNER=H5:O01;ACTIVE_ITEM/PREPARATION=H5:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=H5:I003	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S001	B1	f81v	1	F021	1	101	TERMINAL_FLUSH	TERMINAL_FLUSH	UNIQUE	F021=PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL	RESET_RECORD -> SET_PAGE_OWNER[F021:PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL]	OWNER[F021=PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL] || E101[CARD=SPÜLEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Eröffne Buchung `B1-S001` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: schließe den lokalen Spül-/Endposten `B1-S001:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B1: ACTIVE `B1:I001`, TARGET `B1:T001`, PREVIOUS `UNSET`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f81v.2	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S002	B1	f81v	2	F022|F023	19	102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TARGET_ASSIGN > LINK_ACTIVE > TARGET_ASSIGN > LINK_ACTIVE > SELECT_PREVIOUS > LINK_ACTIVE > PARAMETER_ASSIGN > PARAMETER_ASSIGN	AMBIGUOUS	F022=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F023=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F022:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F023:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F022=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F023=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E102[FORMAL=STANDARDSLOT_SETZEN] > E103[EXEMPLAR_VALUE_UNKNOWN] > E104[FORMAL=LOKALEN_RELATIONSSLOT_SETZEN] > E105[EXEMPLAR_VALUE_UNKNOWN] > E106[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E107[EXEMPLAR_VALUE_UNKNOWN] > E108[EXEMPLAR_VALUE_UNKNOWN] > E109[CARD=ZIEL?] > E110[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E111[EXEMPLAR_VALUE_UNKNOWN] > E112[EXEMPLAR_VALUE_UNKNOWN] > E113[CARD=VORIGES?] > E114[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E115[EXEMPLAR_VALUE_UNKNOWN] > E116[CARD=MASS?|FORMAL=VORGABEPARAMETER?] > E117[EXEMPLAR_VALUE_UNKNOWN] > E118[CARD=MASS?|FORMAL=VORGABEPARAMETER?] > E119[EXEMPLAR_VALUE_UNKNOWN] > E120[EXEMPLAR_VALUE_UNKNOWN]	LOCAL_TARGET_ASSIGNMENT_ENTRY	Fortschreibe Buchung `B1-S002` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: trage den Masterwert `B1-S002:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; setze den lokalen Zielslot `B1:T005` aus `B1-S002:TARGET_ASSIGN_01`; verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; setze den lokalen Zielslot `B1:T005` aus `B1-S002:TARGET_ASSIGN_02`; verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; wähle ausschließlich den vorigen Posten `B1:I001` desselben Records; verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; trage den Masterwert `B1-S002:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B1-S002:PARAMETER_ASSIGN_03` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T005`, PREVIOUS `B1:I001`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	2	mehrere formale Expansionen; Aussage überschreitet physische Linie	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
B1-S003	B1	f81v	3	F024|F025	2	121|122	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	F024=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F025=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F024:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F025:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	OWNER[F024=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F025=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E121[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E122[EXEMPLAR_VALUE_UNKNOWN]	RECORD_LOCAL_LINK_ENTRY	Fortschreibe Buchung `B1-S003` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T005`, PREVIOUS `B1:I001`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	2	mehrere formale Expansionen; Aussage überschreitet physische Linie	YES:f81v.7→f81v.17; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO_DIRECTION_FROM_IMAGE || COMMON_BOUNDARY_ONLY; LEFT_CONTACT_UNDIRECTED; NO_ROW_ORDER_OR_GLOBAL_CIRCULATION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
