statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_ids	owner_statuses	owner_transition	literal_owner_card_exemplar_layer	concrete_source_class_paraphrase	strongest_concrete_rival	repair_cost_0_4	repair_reason	physical_locus_status	loci	chief_contradiction	semantic_ceiling
H4-S002	H4	f55v	F011	3	61|62|63	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die bezeichnete äußere Stelle einmal	Sollmenge aus H4-P01 abteilen, weichen Blattrest heben, pressen, Flüssigkeit seihen und beide Fraktionen schließen.	3	only page/article owner visible; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f55v.5	Pressen und die Zweifraktionsanalyse sind exemplarisch, nicht lexikalisch.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
H4-S003	H4	f55v	F012	4	64|65|66|67	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: für den zweiten Arzneigebrauch ; gib Weißwein hinzu ; solange es noch warm ist ; koche sanft und beende diesen Arbeitsschritt	Zweite Blattfraktion mit frischem Wasser waschen, warm mazerieren, seihen und als Parallelposten schließen.	3	only page/article owner visible; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f55v.11	Das ganze Feld ist UNPARSED; der technische Gewinn stammt nur aus Recordform und V62-Zustand.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
H4-S004	H4	f55v	F013	6	68|69|70|71|72|73	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN > TARGET_ASSIGN > LINK_ACTIVE ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	Sollmenge der zweiten Flotte buchen, opaken Relationsslot setzen, beide Fraktionen vergleichen, aktiven Ansatz aufnehmen und als Paarposten lagern.	3	only page/article owner visible; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f55v.11	Der Relationsslot darf nicht als Gefäß- oder Mischwort gelesen werden.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
H5-S001	H5	f56r	F014|F015	9	74|75|76|77|78|79|80|81|82	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY|PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN > ACTION_APPLY > TARGET_ASSIGN ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß || nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	Material der abgebildeten unbekannten Pflanze sammeln, kleine Krautfraktion nach Sollmaß einweichen und quetschen; klebrige Prüfcharge auf eine Fläche einsetzen und danach die Zieladresse nachtragen.	3	only page/article owner visible; substance, condition, or use is unpictured exemplar content	CROSSES_PHYSICAL_LOCI	f56r.5|f56r.7	Mucilage und Prüffläche sind Bild-/Recordargumente; ACTION vor TARGET ist notational auffällig.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
H5-S002	H5	f56r	F016	4	83|84|85|86	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=ACTION_APPLY ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	Aktive Mucilagecharge auf eine zweite Prüffläche einsetzen, lufttrocknen lassen und schließen.	2	only page/article owner visible	WITHIN_ONE_PHYSICAL_LOCUS	f56r.8	Beschichtung und zweite Fläche sind stille Zielargumente.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
H5-S003	H5	f56r	F017	4	87|88|89|90	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: ihren kleinen Samen- oder Knospenkopf ; nimm danach den folgenden Zusatz oder Pflanzenteil ; das getrocknete schmale Blatt ; trockne es im Schatten	Kopf- und Blattfraktion getrennt eröffnen, mit Loszeichen versehen und schattentrocken lagern.	2	only page/article owner visible	WITHIN_ONE_PHYSICAL_LOCUS	f56r.12	Alle vier Operationswörter stammen aus dem lokalen Recordmodell.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
H5-S004	H5	f56r	F018	3	91|92|93	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: gebrauche die frisch bereitete Arznei ; trinke es bei der im Exemplar bezeichneten Beschwerde ; bewahre den Rest trocken im Schatten	Getrocknete Blattfraktion wieder aufnehmen, einem Lagerfach zuweisen und trocken verwahren.	3	only page/article owner visible; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f56r.13	Lagerfach und Trockenbedingung sind lokale Ergänzungen.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
H5-S005	H5	f56r	F019	4	94|95|96|97	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	Frischen Pflanzenrest als neue Charge einführen, mit Wasser anfeuchten, zu gleichmäßiger Klebmasse arbeiten und bedeckt lagern.	2	only page/article owner visible	WITHIN_ONE_PHYSICAL_LOCUS	f56r.18	Binder, Wasser und Topf sind unlizenzierte lokale Werte.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
H5-S006	H5	f56r	F020	3	98|99|100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=SELECT_PART > PARAMETER_ASSIGN ; all remaining nouns/actions are exact exemplar content	Von der abgebildeten unbekannten Pflanze: Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	Bezeichnete Blütenfraktion wählen, als neues Referenzlos einführen und das Sollmaß buchen.	2	only page/article owner visible	WITHIN_ONE_PHYSICAL_LOCUS	f56r.19	Die Blüte ist sichtbares Argument; ihre Funktion bleibt ungeklärt.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S001	B1	f81v	F021	1	101	B1_SHARED_TWO_ROW_POOL	PAGE_OWNER_ONLY	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=TERMINAL_FLUSH ; LICENSED=TERMINAL_FLUSH ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: spüle die bezeichnete Stelle einmal und beende den Schritt	Frisches Wasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Leitung spülen und committen. Feldbuchung schließen.	3	only page/article owner visible; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.2	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S002	B1	f81v	F022|F023	19	102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE|INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=PARAMETER_ASSIGN > TARGET_ASSIGN > LINK_ACTIVE > TARGET_ASSIGN > LINK_ACTIVE > SELECT_PREVIOUS > LINK_ACTIVE > PARAMETER_ASSIGN > PARAMETER_ASSIGN ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; der vorbereitete Bade- oder Waschzusatz; Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	An Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Ziel-/Relationsslot setzen; aktiven Arbeitsstand verknüpfen; Ziel-/Relationsslot setzen; aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen. || Vorratswasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Vorcharge aufnehmen; aktiven Arbeitsstand verknüpfen; Mengen-/Parameterslot setzen; Mengen-/Parameterslot setzen. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	CROSSES_PHYSICAL_LOCI	f81v.2|f81v.7	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S003	B1	f81v	F024|F025	2	121|122	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE|INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=LINK_ACTIVE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: Mit der vorigen Zubereitung weiter; halte es warm und beende den Schritt	Die Rücklaufleitung an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen. || Den Leitungszweig an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	CROSSES_PHYSICAL_LOCI	f81v.7|f81v.17	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S004	B1	f81v	F026	3	123|124|125	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=COMPOSITE_SEQUENCE ; LICENSED=LINK_ACTIVE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	Vorratswasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.17	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S005	B1	f81v	F027	1	126	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	Die aktive Beckencharge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	3	owner inherited within record or station; substance, condition, or use is unpictured exemplar content	WITHIN_ONE_PHYSICAL_LOCUS	f81v.17	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
B1-S006	B1	f81v	F028	4	127|128|129|130	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SINGLE_OWNER	OWNER=B1_SHARED_TWO_ROW_POOL ; TEMPLATE=EXEMPLAR_ONLY ; LICENSED=NONE ; all remaining nouns/actions are exact exemplar content	Nur an der lokalen Bildstation: gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; der vorbereitete Bade- oder Waschzusatz ; und lasse es abkühlen	Die Charge von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 über Rinne und Gefälle umlaufen lassen, den Rücklauf auffangen und erneut zuführen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen.	1	owner inherited within record or station	WITHIN_ONE_PHYSICAL_LOCUS	f81v.17	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	CONCRETE_CREATIVE_SOURCE_PARAPHRASE_NOT_PLAINTEXT
